row_id,p_shielded194k,p_effnet,p_meta,p_avg,ra,dec,p_l18,p_shielded60k,in_neuralens_l18,in_neuralens_shielded,in_huang2020,in_huang2021,in_storfer2024,in_inchausti2025,in_hsu2025,in_any
304994_4487,0.9999974,0.99998903,0.99975055,0.9999932050704956,133.5530954927859,-4.402561929168842,0.999971866607666,0.9998712539672852,False,False,True,False,False,False,False,True
40781_424,0.9999795,1.0,0.99975055,0.9999897480010986,358.8297366874556,-61.610276145919755,0.999956488609314,0.9998185038566589,False,False,False,False,False,False,False,False
119342_2707,0.9999968,1.0,0.99975055,0.9999983906745911,50.71634860222466,-39.769385373639295,0.9999845027923584,0.9999492168426514,False,False,False,False,False,False,False,False
621789_2537,0.9999995,0.9999968,0.99975055,0.999998152256012,207.1623259154612,61.528469389539296,0.9996925592422485,0.9998695850372314,False,False,False,False,False,False,False,False
165321_4593,0.99998116,0.99999976,0.99975055,0.9999904632568359,22.2122808912296,-29.960237295239747,0.9999077320098877,0.9999151229858398,True,False,False,True,False,False,False,True
331753_2901,0.9999887,1.0,0.99975055,0.9999943375587463,346.3402990344054,-0.036587570121546405,0.9999724626541138,0.9999336004257202,False,False,False,False,False,False,False,False
351303_3507,0.9999976,1.0,0.99975055,0.9999988079071045,194.53444221587384,3.535776270772002,0.9999841451644897,0.9999285936355591,False,False,True,False,False,False,True,True
573720_2282,0.99999297,0.9999919,0.99975055,0.9999924302101135,133.27721875395133,47.247076272869684,0.999743640422821,0.9989627599716187,False,False,False,False,True,False,False,True
280264_287,0.99999857,0.99999976,0.99975055,0.9999991655349731,33.10509520129156,-8.86969468237596,0.9999665021896362,0.9997801184654236,False,False,False,False,False,False,False,False
415343_1429,0.999997,0.9999877,0.99975055,0.9999923706054688,220.4548897170554,14.689083091233686,0.9999889135360718,0.9999115467071533,True,False,False,True,False,False,False,True
191004_6596,0.9999964,0.9999994,0.99975055,0.9999979138374329,56.93560792108192,-24.908762256347075,0.9999837875366211,0.9999756813049316,False,False,False,False,False,False,False,False
318982_465,0.9999993,1.0,0.99975055,0.9999996423721313,33.533375159044894,-2.1079242403552003,0.999984622001648,0.9999822378158569,False,False,False,False,False,False,False,False
181809_4324,0.9999908,0.9999999,0.99975055,0.9999953508377075,24.493558996981267,-26.716180031756767,0.9995505213737488,0.9995394945144653,False,False,False,False,False,False,False,False
330502_6275,0.9999831,0.9999994,0.99975055,0.999991238117218,33.64730167699392,0.0749860330000981,0.9999244213104248,0.9997784495353699,False,False,False,False,False,True,False,True
341950_2571,0.9999832,0.99999964,0.99975055,0.9999914169311523,15.659714144868989,1.9824640705200254,0.9999918937683105,0.9999781847000122,False,False,False,False,False,False,False,False
228593_1860,0.9999827,1.0,0.99975055,0.9999913573265076,71.70340983001748,-18.04998820741219,0.9999607801437378,0.9999473094940186,False,False,False,False,True,False,False,True
165468_4137,0.9999931,1.0,0.99975055,0.999996542930603,64.77711952331285,-29.993697429841134,0.999991774559021,0.9999475479125977,False,False,False,False,False,False,False,False
36700_69,0.9999778,0.9999974,0.99975055,0.9999876022338867,347.9904611258939,-63.117586417746224,0.999858021736145,0.9999099969863892,False,False,False,False,False,False,False,False
