name,RA,DEC,grade,probability,region,tractor_type,ref,cutout_ok,our_p_resnet,our_p_effnet,our_p_meta,our_p_avg
DESI-034.2330-43.4308,34.23296281,-43.43084707,C,0.92,DECaLS,DEV,,True,0.17965457,0.99997985,0.9217641,0.5898172110319138
DESI-034.2803-38.3188,34.28025071,-38.3187663,C,0.43,DECaLS,DEV,,True,0.9177387,0.9990202,0.9993512,0.9583794474601746
DESI-034.3625-35.3563,34.36245766,-35.35626839,C,0.94,DECaLS,SER,,True,0.9624742,0.9999894,0.99961096,0.9812318086624146
DESI-034.3988-36.0312,34.39879609,-36.0311903,C,0.91,DECaLS,REX,,True,0.9823383,0.9999845,0.9996917,0.9911614060401917
DESI-034.4256-38.4274,34.42562552,-38.42738626,C,1.0,DECaLS,REX,,True,0.9911273,0.99913883,0.9997209,0.9951330721378326
DESI-034.5053-08.0465,34.50529788,-8.046547155,C,1.0,DECaLS,REX,,True,0.009162394,8.169099e-05,8.058612e-05,0.0046220426593208686
DESI-034.5808-31.7028,34.5824,-31.7049,C,0.42,DECaLS,EXP,w,True,0.9694958,0.99999774,0.99964106,0.9847467541694641
DESI-034.7060-34.5885,34.70603332,-34.58847743,C,0.65,DECaLS,DEV,,True,0.9982324,0.9997328,0.9997447,0.9989826083183289
DESI-034.7253-37.5121,34.72534398,-37.51209958,C,1.0,DECaLS,REX,,True,0.20341049,0.9989503,0.93006295,0.6011803969740868
DESI-034.7605+00.0817,34.76054182,0.08168890301,C,0.55,DECaLS,SER,,True,0.057575073,0.999874,0.85331994,0.5287245344370604
DESI-034.7890-18.5640,34.7890458,-18.56402712,C,0.5,DECaLS,SER,,True,0.81152225,0.0008902938,0.47060925,0.4062062696029898
DESI-034.8037-21.4234,34.80370917,-21.42343329,C,0.52,DECaLS,DEV,,True,0.030828865,0.89340943,0.517485,0.4621191481128335
DESI-034.8217-48.5402,34.82171457,-48.54023776,C,0.91,DECaLS,SER,,True,0.6375204,0.99924016,0.99218774,0.8183802664279938
DESI-035.1374+00.4676,35.13744328,0.4676247301,C,0.88,DECaLS,SER,o,True,0.96151316,0.999864,0.9996062,0.9806885719299316
DESI-035.1416-20.5803,35.14158613,-20.58034279,C,0.5,DECaLS,DEV,,True,0.9968041,0.9982085,0.99973744,0.997506320476532
DESI-035.2160-23.5439,35.21602837,-23.54386117,C,0.45,DECaLS,DEV,,True,0.45433396,0.48855767,0.19444206,0.47144581377506256
DESI-035.3267-27.6422,35.32668999,-27.64219157,C,0.41,DECaLS,REX,,True,0.12127988,0.84738344,0.48115036,0.4843316599726677
DESI-035.4391-16.1155,35.43907058,-16.11548486,C,1.0,DECaLS,REX,,True,0.999962,0.9999455,0.9997503,0.9999537467956543
DESI-035.5584-01.1370,35.55835766,-1.136955361,C,0.99,DECaLS,SER,,True,0.92791665,0.99996114,0.99942636,0.9639388918876648
DESI-035.5703-36.9337,35.5686,-36.9341,C,0.45,DECaLS,REX,,True,0.87741035,0.9999999,0.99898773,0.9387051165103912
DESI-035.6755-52.7691,35.67551701,-52.76913115,C,0.96,DECaLS,SER,,True,0.999226,0.99999976,0.9997483,0.9996128678321838
DESI-035.7571-15.5153,35.75712237,-15.51528178,C,1.0,DECaLS,SER,,True,0.99993956,0.9999969,0.99975044,0.9999682307243347
DESI-035.7919-00.9525,35.79191748,-0.952504286,C,0.9,DECaLS,DEV,,True,0.9957585,0.9999583,0.99973744,0.9978583753108978
DESI-036.0039-03.7739,36.00386005,-3.773869525,C,0.72,DECaLS,SER,o a p,True,0.6757188,0.99915004,0.99373686,0.8374344110488892
DESI-036.0398-10.9688,36.03978865,-10.96882897,C,0.42,DECaLS,SER,,True,0.59177357,0.99999654,0.9901148,0.7958850562572479
DESI-036.0709-34.9079,36.07086398,-34.90792942,C,0.99,DECaLS,DEV,,True,0.8519969,0.9951243,0.9985929,0.9235605895519257
DESI-036.1040-14.6964,36.104048,-14.69641816,C,0.8,DECaLS,DEV,v,True,0.95289487,0.99941134,0.99956423,0.9761531054973602
DESI-036.1303-16.2692,36.13028929,-16.26922138,C,0.43,DECaLS,SER,,True,0.8918725,0.99994874,0.9991394,0.945910632610321
DESI-036.1889-28.6812,36.18892129,-28.68121271,C,1.0,DECaLS,SER,,True,0.9934191,1.0,0.99973005,0.996709555387497
DESI-036.2826-48.8493,36.28260916,-48.8492904,C,0.51,DECaLS,SER,,True,0.9949705,0.99997747,0.99973506,0.9974739849567413
DESI-036.4989-28.5128,36.4988654,-28.51282941,C,0.99,DECaLS,REX,,True,0.71434945,0.994307,0.9946613,0.8543282151222229
DESI-036.9297-28.4540,36.92973246,-28.45404172,C,0.7,DECaLS,REX,,True,0.03461745,0.074271046,0.00015793079,0.05444424785673618
DESI-036.9881-25.4290,36.98813536,-25.42902361,C,0.69,DECaLS,DEV,,True,0.9571195,0.29904044,0.97273266,0.6280799806118011
DESI-037.0909-31.0003,37.09085094,-31.00032582,C,0.9,DECaLS,REX,,True,0.04727741,0.0079875635,0.00010990968,0.027632486540824175
DESI-037.1457+09.7522,37.14567983,9.752178195,C,0.75,DECaLS,SER,,True,0.93584526,0.84514785,0.9984969,0.890496551990509
DESI-037.1924-18.1253,37.19235918,-18.1253424,C,0.78,DECaLS,SER,,True,0.99932086,0.99999964,0.9997485,0.9996602535247803
DESI-037.2446-57.1909,37.24458604,-57.19094886,C,0.99,DECaLS,EXP,,True,0.98204386,0.99766135,0.9996854,0.9898526072502136
DESI-037.3107-26.5945,37.3106815,-26.59449717,C,0.95,DECaLS,DEV,,True,0.99878114,1.0,0.99974686,0.999390572309494
DESI-037.4288-12.1348,37.42882498,-12.13481703,C,0.59,DECaLS,SER,,True,0.9855635,0.99999404,0.99970335,0.9927787780761719
DESI-037.5686-42.9803,37.56861067,-42.98025769,C,0.92,DECaLS,DEV,,True,0.9280786,0.98887163,0.99936444,0.9584751129150391
DESI-037.5807+01.2828,37.58070451,1.282755941,C,0.48,DECaLS,SER,,True,0.004710073,0.98292243,0.77147573,0.49381625396199524
DESI-037.7027-27.0416,37.70267695,-27.04158669,C,0.98,DECaLS,SER,w v,True,0.96847624,0.99999166,0.99963677,0.984233945608139
DESI-037.8182-45.3841,37.81821538,-45.38406709,C,0.81,DECaLS,EXP,,True,0.54322726,0.7359494,0.7697099,0.639588326215744
DESI-037.8349-29.9792,37.8349294,-29.97915672,C,0.92,DECaLS,SER,,True,0.996838,0.9999919,0.9997409,0.998414933681488
DESI-038.0317+00.2083,38.03169483,0.2083331368,C,0.8,DECaLS,SER,,True,0.77503294,0.9899216,0.9965718,0.8824772834777832
DESI-038.0468+00.2275,38.04680338,0.227495194,C,0.97,DECaLS,REX,i,True,0.9976407,0.9998622,0.99974316,0.9987514615058899
DESI-038.0768-44.3486,38.0767696,-44.34862544,C,0.99,DECaLS,REX,,True,0.9961259,0.9999949,0.99973875,0.9980603754520416
DESI-038.0853-13.3383,38.08530361,-13.33825619,C,0.85,DECaLS,DEV,,True,0.6870852,0.99952376,0.9941679,0.8433044850826263
DESI-038.1833-28.4103,38.18329768,-28.41032206,C,1.0,DECaLS,REX,,True,0.97267085,0.9252701,0.99940133,0.9489704668521881
DESI-038.2424-09.6187,38.24244204,-9.618679668,C,0.47,DECaLS,SER,,True,0.9954537,0.9999232,0.9997365,0.9976884722709656
DESI-038.2558+17.1573,38.25580199,17.15726201,C,1.0,DECaLS,REX,,True,0.9921022,0.99996245,0.99972576,0.996032327413559
DESI-038.2735-06.8858,38.27346396,-6.885752764,C,0.41,DECaLS,SER,,True,0.99208105,0.99790454,0.9997216,0.9949927926063538
DESI-038.3483+05.9984,38.349,5.9994,C,0.96,DECaLS,SER,,True,0.9451733,0.99999595,0.9995276,0.9725846350193024
DESI-038.4091+24.5555,38.40908326,24.55545545,C,0.81,DECaLS,DEV,,True,0.046890303,0.9121421,0.60648507,0.4795162007212639
DESI-038.4577-31.0462,38.45765924,-31.04616089,C,0.79,DECaLS,SER,,True,0.4216743,0.97194165,0.96631217,0.6968079805374146
DESI-038.5678-21.3440,38.56779805,-21.34403782,C,0.81,DECaLS,SER,,True,0.8585532,0.99973375,0.99874866,0.9291434586048126
DESI-038.6156-33.6883,38.6156141,-33.68828754,C,0.86,DECaLS,SER,,True,0.9988587,1.0,0.9997471,0.9994293451309204
DESI-038.6461-48.8854,38.64612366,-48.8853648,C,0.87,DECaLS,REX,,True,0.56251884,0.9917744,0.9871629,0.7771466076374054
DESI-038.7468-32.6235,38.74675609,-32.62352023,C,0.99,DECaLS,SER,v,True,0.99972886,0.9999999,0.9997497,0.9998643696308136
DESI-038.8374-23.5198,38.83740886,-23.51977157,C,0.4,DECaLS,SER,v,True,0.78236026,0.9999373,0.9971392,0.8911487758159637
DESI-039.1649+00.4826,39.16486979,0.4825883296,C,0.74,DECaLS,REX,,True,0.9989222,0.9999691,0.9997472,0.9994456768035889
DESI-039.3548-48.4379,39.35479455,-48.43788364,C,0.99,DECaLS,DEV,v,True,0.9990984,0.99997175,0.9997478,0.999535083770752
DESI-039.4289-37.7193,39.42890764,-37.71929077,C,0.99,DECaLS,REX,,True,0.8536292,0.999959,0.9986811,0.9267940819263458
DESI-039.4445-23.1919,39.44446995,-23.1918923,C,0.84,DECaLS,REX,,True,0.7955125,0.944812,0.99573416,0.8701622486114502
DESI-039.4710+08.8371,39.4719,8.8363,C,0.67,DECaLS,REX,,True,0.9641902,0.9999949,0.99961853,0.9820925295352936
DESI-040.2666-50.1130,40.26662938,-50.11302743,C,0.59,DECaLS,SER,,True,0.9905462,0.9988192,0.99971825,0.9946826994419098
DESI-040.3184-61.1758,40.31843649,-61.1758021,C,0.72,DECaLS,SER,,True,0.97244924,0.9893601,0.9996252,0.9809046685695648
DESI-040.4795-23.3438,40.47953174,-23.34376458,C,0.48,DECaLS,SER,,True,0.91610515,0.9974517,0.99932945,0.9567784368991852
DESI-040.4881-43.0961,40.4872,-43.096,C,0.94,DECaLS,EXP,,True,0.9234595,0.9998728,0.99939644,0.9616661369800568
DESI-040.5676-02.1326,40.5673,-2.1304,C,0.83,DECaLS,DEV,i,True,0.99976045,1.0,0.99974984,0.9998802244663239
DESI-040.5685-44.2896,40.56847808,-44.28964716,C,0.96,DECaLS,SER,,True,0.9988073,0.99999976,0.999747,0.9994035363197327
DESI-040.6067-40.2168,40.60668053,-40.21677868,C,0.64,DECaLS,DEV,,True,0.029701691,0.5439184,0.01159321,0.28681003116071224
DESI-040.6106-50.5246,40.6071,-50.525,C,0.68,DECaLS,DEV,,True,0.9868466,0.99999106,0.9997079,0.9934188425540924
DESI-040.6887-31.2933,40.68870874,-31.29331957,C,0.98,DECaLS,SER,,True,0.010321331,0.9989802,0.81440747,0.5046507776714861
DESI-040.9394-11.7051,40.93939619,-11.70505253,C,0.92,DECaLS,SER,,True,0.99988055,0.9998462,0.99974996,0.9998633861541748
DESI-041.2153-42.4591,41.21533118,-42.45907558,C,0.88,DECaLS,SER,,True,0.9980136,0.9999969,0.9997446,0.9990052580833435
DESI-041.4207+03.6355,41.42070577,3.63549144,C,0.99,DECaLS,REX,,True,0.99986804,0.99959284,0.9997495,0.9997304379940033
DESI-041.5385-62.8498,41.53851184,-62.8498358,C,0.84,DECaLS,SER,,True,0.9987871,0.99999547,0.99974686,0.9993912875652313
DESI-041.5595-55.6477,41.55954259,-55.6476552,C,0.61,DECaLS,REX,,True,0.50929856,0.9264375,0.9601841,0.7178680300712585
DESI-041.6254-02.4409,41.62536444,-2.440940873,C,1.0,DECaLS,EXP,,True,0.9848165,0.9999707,0.99970067,0.9923935830593109
DESI-041.6594-40.9325,41.65940776,-40.93248473,C,0.66,DECaLS,SER,,True,0.58513385,0.99990153,0.9897558,0.7925176918506622
DESI-041.8147-33.6285,41.81472918,-33.62853194,C,0.88,DECaLS,EXP,,True,0.98875076,0.99975187,0.99971396,0.9942513108253479
DESI-041.8368+05.7454,41.83676663,5.745405382,C,0.98,DECaLS,SER,,True,0.8407345,0.99984837,0.9984767,0.9202914237976074
DESI-041.9211-45.0705,41.9210606,-45.07054612,C,0.99,DECaLS,SER,,True,0.9975266,0.9999858,0.99974304,0.9987562000751495
DESI-042.0555+08.4415,42.05554581,8.441517027,C,0.64,DECaLS,SER,,True,0.20397863,0.9982482,0.92962253,0.601113423705101
DESI-042.0615-03.9002,42.0614881,-3.900199139,C,0.95,DECaLS,DEV,,True,0.85425395,0.66773254,0.9885408,0.760993242263794
DESI-042.2367-07.4772,42.2364,-7.4787,C,0.55,DECaLS,SER,,True,0.9909861,1.0,0.99972206,0.9954930543899536
DESI-042.2563-36.6616,42.25627139,-36.66164059,C,0.99,DECaLS,REX,,True,0.90075654,0.9996044,0.9992188,0.9501804709434509
DESI-042.3121-60.1493,42.31213505,-60.14931489,C,0.49,DECaLS,DEV,,True,0.9691384,0.99222237,0.99961793,0.980680376291275
DESI-042.5609+03.0749,42.56088906,3.074905106,C,0.47,DECaLS,DEV,,True,0.7367323,0.9980263,0.99558556,0.8673793077468872
DESI-042.6742-58.1635,42.67422848,-58.16345508,C,0.86,DECaLS,REX,,True,0.021008324,0.97693187,0.7721261,0.4989700969308615
DESI-042.6949-51.6633,42.69488763,-51.66326262,C,0.76,DECaLS,REX,,True,0.39498147,0.9800631,0.9654186,0.6875222772359848
DESI-042.6967-16.7998,42.69667881,-16.79979725,C,0.88,DECaLS,SER,,True,0.9956241,0.9998988,0.99973696,0.997761458158493
DESI-042.8709-43.2975,42.87093016,-43.29750531,C,1.0,DECaLS,REX,,True,0.93387836,0.99554694,0.9994407,0.9647126495838165
DESI-042.9946-37.5500,42.99458539,-37.54999087,C,0.42,DECaLS,DEV,,True,0.123013765,0.9991716,0.89382297,0.5610926896333694
DESI-043.3054-09.9252,43.30537397,-9.925218264,C,0.45,DECaLS,SER,,True,0.93390214,0.99924505,0.99946004,0.9665735960006714
DESI-043.5975-01.7951,43.59753828,-1.795126724,C,0.76,DECaLS,DEV,,True,0.9818761,0.99708885,0.9996835,0.9894824624061584
DESI-043.7611-55.6859,43.76108437,-55.68589054,C,0.51,DECaLS,SER,,True,0.9762279,0.9991062,0.9996661,0.987667053937912
DESI-043.9650-48.1183,43.96495726,-48.11833305,C,0.98,DECaLS,SER,f,True,0.9996793,0.9999448,0.9997495,0.9998120665550232
DESI-044.0944-10.3834,44.09439726,-10.38339388,C,0.41,DECaLS,SER,,True,0.92898124,0.9972791,0.99941874,0.9631301760673523
DESI-044.4266-42.9754,44.4251,-42.9771,C,0.63,DECaLS,DEV,,True,0.9995004,0.99975294,0.99974865,0.9996266663074493
DESI-044.6599-38.9833,44.65993948,-38.98332854,C,0.98,DECaLS,SER,,True,0.9211587,0.9999869,0.9993813,0.9605727791786194
DESI-044.6970-11.1218,44.697026,-11.12177771,C,0.98,DECaLS,REX,,True,0.4805816,0.9997385,0.9824676,0.7401600629091263
DESI-044.7357-35.9590,44.73573898,-35.95896696,C,0.49,DECaLS,SER,,True,0.052142385,0.00011600935,0.00010929462,0.026129197372938506
DESI-044.7964-53.6794,44.7948,-53.6808,C,0.86,DECaLS,SER,,True,0.9495555,0.9999957,0.9995503,0.9747756123542786
DESI-044.8757-59.6900,44.87565491,-59.6900082,C,1.0,DECaLS,SER,,True,0.99811506,0.99998033,0.99974483,0.9990476965904236
DESI-044.8869+00.2299,44.8856,0.2318,C,0.46,DECaLS,EXP,,True,0.9117299,0.99997663,0.99931216,0.9558532536029816
DESI-044.9071-27.3360,44.90710332,-27.33601645,C,0.9,DECaLS,REX,,True,0.99904567,0.99998474,0.9997477,0.9995152056217194
DESI-044.9638-61.2401,44.96383335,-61.24007989,C,0.96,DECaLS,SER,,True,0.89659643,0.9999927,0.9991844,0.9482945799827576
DESI-045.0487-08.4915,45.0486739,-8.491500925,C,0.86,DECaLS,DEV,,True,0.38628048,0.9906025,0.9686177,0.6884414851665497
DESI-045.0700-39.7806,45.06998883,-39.78056784,C,0.85,DECaLS,DEV,,True,0.8987342,0.99974114,0.99920195,0.9492376744747162
DESI-045.1473-11.0491,45.14725625,-11.04910027,C,0.69,DECaLS,DEV,,True,0.817708,0.99997413,0.99803585,0.908841073513031
DESI-045.1728-44.8265,45.1727707,-44.82651027,C,0.55,DECaLS,SER,,True,0.96898705,0.9917012,0.9996159,0.9803441166877747
DESI-045.2700-34.6589,45.26998722,-34.65888721,C,0.46,DECaLS,DEV,v,True,0.86514246,0.99380267,0.9987684,0.9294725656509399
DESI-045.5092-39.1808,45.50920033,-39.18081647,C,1.0,DECaLS,SER,v,True,0.99977726,1.0,0.99974996,0.9998886287212372
DESI-045.6118-42.8969,45.61183199,-42.89690646,C,0.87,DECaLS,DEV,v,True,0.99360037,0.9985771,0.9997279,0.9960887432098389
DESI-045.6660-05.1423,45.6667,-5.1412,C,0.93,DECaLS,SER,,True,0.97173464,0.5119981,0.9932,0.7418663799762726
DESI-045.9298-46.8143,45.92984832,-46.81426894,C,0.97,DECaLS,SER,,True,0.21898156,0.99925655,0.93625534,0.6091190576553345
DESI-046.1083-63.2420,46.10831141,-63.24197674,C,0.81,DECaLS,SER,,True,0.99657804,0.9999523,0.99974006,0.9982651770114899
DESI-046.3736-27.8996,46.37359965,-27.89957774,C,1.0,DECaLS,REX,,True,0.9995345,0.9999665,0.9997491,0.9997504949569702
DESI-046.3930-28.0378,46.39298463,-28.03778599,C,0.43,DECaLS,SER,,True,0.9989813,0.9990176,0.99974567,0.9989994466304779
DESI-046.6590-57.5407,46.65901315,-57.54066774,C,0.53,DECaLS,DEV,,True,0.83756506,0.99998415,0.9984243,0.9187746047973633
DESI-046.6741-12.9002,46.67410923,-12.90019642,C,0.71,DECaLS,SER,,True,0.94723535,0.97734123,0.99944705,0.9622882902622223
DESI-046.6991-50.3145,46.69905426,-50.3145483,C,0.97,DECaLS,SER,,True,0.92513645,0.13411844,0.90115225,0.5296274423599243
DESI-046.9585-19.7979,46.95854083,-19.79791055,C,0.98,DECaLS,DEV,,True,0.9898415,0.99998915,0.99971825,0.9949153363704681
DESI-047.1888-41.7621,47.18882123,-41.76208568,C,0.4,DECaLS,DEV,,True,0.9992694,0.9999584,0.9997483,0.9996139109134674
DESI-047.2515-42.0029,47.25147729,-42.0029007,C,0.62,DECaLS,SER,,True,0.8855719,0.9996786,0.99907386,0.9426252543926239
DESI-047.2529-42.4000,47.25289129,-42.39995831,C,0.8,DECaLS,DEV,,True,0.9998554,0.99986696,0.99974996,0.9998611807823181
DESI-047.7131-09.8140,47.71308179,-9.813958003,C,0.79,DECaLS,REX,,True,0.9859736,0.99938655,0.9997036,0.9926800727844238
DESI-047.7382-56.4125,47.73824351,-56.4124804,C,0.63,DECaLS,DEV,,True,0.95638674,0.99999106,0.9995832,0.9781889021396637
DESI-047.7570-09.7363,47.75699177,-9.736301871,C,0.82,DECaLS,SER,,True,0.053073853,0.98105615,0.8119718,0.5170650035142899
DESI-047.8338-29.0931,47.8338114,-29.09305745,C,0.98,DECaLS,EXP,,True,0.99871206,0.9998696,0.9997465,0.9992908239364624
DESI-047.9882-43.8810,47.98818168,-43.88100254,C,0.79,DECaLS,SER,,True,0.9923104,0.9999349,0.99972636,0.9961226582527161
DESI-048.0011-14.2062,48.00109672,-14.20619317,C,1.0,DECaLS,DEV,,True,0.9985985,0.999998,0.9997464,0.9992982447147369
DESI-048.0051-07.3689,48.00509603,-7.368939165,C,0.98,DECaLS,DEV,,True,0.9130397,0.93939716,0.9989008,0.9262184202671051
DESI-048.0887-29.7663,48.08872945,-29.76632271,C,0.95,DECaLS,REX,,True,0.98795074,0.9998103,0.99971133,0.9938805103302002
DESI-048.3770-27.9477,48.3770457,-27.94773631,C,0.96,DECaLS,DEV,,True,0.97766626,0.99956673,0.9996729,0.9886164963245392
DESI-048.3800-57.6130,48.38002761,-57.61295186,C,0.44,DECaLS,SER,,True,0.28308985,0.9706195,0.9337558,0.6268546730279922
DESI-048.3901-14.3396,48.3900829,-14.3396301,C,0.56,DECaLS,SER,,True,0.45786396,0.72406536,0.623101,0.5909646600484848
DESI-048.6649-24.9059,48.66489253,-24.90594771,C,0.43,DECaLS,SER,,True,0.9850701,0.9926725,0.9996855,0.988871306180954
DESI-048.8925-44.1328,48.89246154,-44.13280075,C,0.97,DECaLS,REX,,True,0.2565888,0.12906212,0.0021003287,0.19282545149326324
DESI-049.0299-20.7782,49.0313,-20.7766,C,0.48,DECaLS,REX,,True,0.98428476,0.9999994,0.9996989,0.9921420812606812
DESI-049.2812-38.3609,49.28119585,-38.36087208,C,0.7,DECaLS,SER,,True,0.9950493,0.99998283,0.9997353,0.9975160658359528
DESI-049.4532-57.7629,49.45322752,-57.76293197,C,0.82,DECaLS,SER,,True,0.99171937,1.0,0.99972457,0.995859682559967
DESI-049.4586-46.5840,49.45863228,-46.58398602,C,0.51,DECaLS,DEV,,True,0.78798455,0.32725492,0.85005236,0.5576197355985641
DESI-049.5314-48.3022,49.53135727,-48.30223209,C,0.47,DECaLS,SER,f,True,0.9594951,0.99999034,0.9995974,0.9797427356243134
DESI-049.5502-31.7820,49.55021436,-31.78196559,C,0.44,DECaLS,SER,,True,0.0071201543,5.4468066e-05,7.966974e-05,0.003587311199225951
DESI-049.9922-47.9877,49.992249,-47.98766825,C,1.0,DECaLS,SER,i,True,0.9994733,0.99999785,0.999749,0.999735563993454
DESI-050.0263-62.7988,50.02627597,-62.79880598,C,0.85,DECaLS,DEV,,True,0.9802265,0.99987245,0.9996835,0.9900494813919067
DESI-050.4092-51.8394,50.40923116,-51.83935616,C,1.0,DECaLS,SER,,True,0.1362297,0.98431087,0.8798977,0.5602702796459198
DESI-050.8897-15.4799,50.88970843,-15.47987514,C,1.0,DECaLS,EXP,,True,0.9922255,0.99991894,0.999726,0.9960722327232361
DESI-050.9450-27.4572,50.94495132,-27.45723487,C,0.66,DECaLS,REX,,True,0.0053036935,0.00012771157,7.8945835e-05,0.00271570251788944
DESI-051.0080-34.7227,51.0093,-34.7217,C,0.96,DECaLS,REX,,True,0.9945068,0.99999964,0.9997336,0.9972532093524933
DESI-051.1448-01.2463,51.14475369,-1.246272859,C,0.58,DECaLS,DEV,,True,0.26014647,0.0151589,0.0010695623,0.137652684468776
DESI-051.5560-17.8527,51.555972,-17.85269374,C,0.88,DECaLS,REX,,True,0.9984749,0.9999969,0.9997459,0.9992358982563019
DESI-051.5877-56.7314,51.58770205,-56.73136383,C,0.95,DECaLS,SER,,True,0.8419206,0.6753135,0.9872706,0.7586170434951782
DESI-051.9543-36.8524,51.95429008,-36.85236961,C,0.75,DECaLS,DEV,,True,0.9808139,0.99818027,0.99968195,0.9894970953464508
DESI-052.0083-37.2049,52.00832621,-37.20489835,C,1.0,DECaLS,SER,,True,0.9976509,0.99981576,0.99974316,0.9987333416938782
DESI-052.0089-22.2453,52.0088501,-22.24530151,C,0.57,DECaLS,EXP,,True,0.61940557,0.99985886,0.9914187,0.8096322119235992
DESI-052.0308-56.6874,52.03080557,-56.68737081,C,0.97,DECaLS,DEV,,True,0.9616755,0.9983885,0.9996019,0.9800320267677307
DESI-052.0924-09.0667,52.09235027,-9.066651372,C,1.0,DECaLS,REX,,True,0.055915672,0.012209824,0.00012034826,0.034062748309224844
DESI-052.1762-21.2854,52.17624955,-21.28538198,C,0.82,DECaLS,SER,,True,0.46147156,0.9980211,0.98030245,0.7297463417053223
DESI-052.3304-42.6256,52.33041935,-42.62556534,C,0.81,DECaLS,DEV,,True,0.9803273,0.9996288,0.9996834,0.9899780452251434
DESI-052.5936-12.2687,52.59357721,-12.26871471,C,0.56,DECaLS,SER,,True,0.22528036,0.9995639,0.9388104,0.6124221161007881
DESI-052.6143-55.3568,52.6142514,-55.35681463,C,0.47,DECaLS,REX,,True,0.068569325,0.99984264,0.8610718,0.5342059843242168
DESI-052.6876-49.0296,52.68761873,-49.02961813,C,0.46,DECaLS,DEV,,True,0.75820076,0.9999894,0.99636346,0.8790950775146484
DESI-052.7613-61.9216,52.761261,-61.9216418,C,0.53,DECaLS,SER,,True,0.99796814,0.9997255,0.9997439,0.9988468289375305
DESI-052.7679-22.4295,52.76791955,-22.42948791,C,0.98,DECaLS,SER,,True,0.019144932,0.60217565,0.01968822,0.31066029239445925
DESI-052.8654-48.0672,52.8653581,-48.0671552,C,0.99,DECaLS,REX,,True,0.8989117,0.9952089,0.9991689,0.9470603168010712
DESI-052.9078-59.7970,52.90783499,-59.79699397,C,0.84,DECaLS,SER,,True,0.97871643,0.9999851,0.999678,0.9893507659435272
DESI-053.1464-01.3386,53.1463937,-1.338582983,C,0.99,DECaLS,DEV,,True,0.28653666,0.9843088,0.94535875,0.6354227215051651
DESI-053.2270-08.9854,53.2269696,-8.985444366,C,0.98,DECaLS,SER,,True,0.68882585,0.9894956,0.99338174,0.8391607105731964
DESI-053.2346-40.8619,53.23463037,-40.86186874,C,0.6,DECaLS,DEV,,True,0.9824661,0.9998343,0.99969184,0.9911502003669739
DESI-053.2636-48.3448,53.26359017,-48.34480391,C,0.81,DECaLS,REX,,True,0.9748752,0.9690328,0.9995782,0.9719540178775787
DESI-053.3242-13.4550,53.32423845,-13.45500533,C,0.92,DECaLS,EXP,,True,0.85810167,0.2600942,0.89838153,0.5590979307889938
DESI-053.5432-48.2887,53.5457,-48.287,C,0.92,DECaLS,DEV,i f,True,0.9999782,1.0,0.99975055,0.9999890923500061
DESI-053.5456-14.3040,53.54556981,-14.30397827,C,0.92,DECaLS,SER,,True,0.9916578,0.9999995,0.9997243,0.9958286583423615
DESI-053.5522-11.0178,53.55216902,-11.0177589,C,0.81,DECaLS,REX,,True,0.27062076,0.9871502,0.94326293,0.6288854777812958
DESI-053.5964-59.1685,53.59638832,-59.16851702,C,0.62,DECaLS,REX,,True,0.9988166,0.99997497,0.999747,0.9993957877159119
DESI-053.8912-09.1025,53.89122366,-9.102516189,C,0.69,DECaLS,REX,,True,0.00369983,4.8169522e-06,7.823209e-05,0.001852323493494623
DESI-054.0553-21.6118,54.05532385,-21.61182019,C,1.0,DECaLS,SER,,True,0.9999565,1.0,0.99975044,0.999978244304657
DESI-054.1584-42.5650,54.15840787,-42.56498705,C,0.89,DECaLS,DEV,,True,0.69664097,0.99979204,0.99450386,0.8482165038585663
DESI-054.2789-60.1887,54.27885671,-60.18865405,C,0.55,DECaLS,EXP,,True,0.006543423,0.997891,0.8088463,0.5022172159515321
DESI-054.2934-63.8651,54.29342257,-63.8651085,C,0.99,DECaLS,REX,,True,0.002656692,0.5083447,0.00686252,0.2555007009068504
DESI-054.6252-18.1663,54.62519634,-18.16631649,C,0.93,DECaLS,SER,,True,0.7347937,0.9990878,0.9955928,0.8669407665729523
DESI-054.6423-40.8624,54.64229649,-40.86241004,C,0.95,DECaLS,REX,,True,0.99757594,0.9999627,0.99974316,0.9987693130970001
DESI-054.7438-52.4256,54.74379407,-52.4256052,C,0.89,DECaLS,REX,,True,0.99909246,0.9999368,0.9997477,0.999514639377594
DESI-054.7535-33.5287,54.75353252,-33.52866991,C,0.9,DECaLS,EXP,,True,0.7894421,0.9979183,0.99728334,0.893680214881897
DESI-054.7652-36.8365,54.7652056,-36.83653508,C,0.64,DECaLS,SER,,True,0.9940352,0.9999751,0.9997321,0.9970051348209381
DESI-054.8579-39.2374,54.85790204,-39.2374038,C,0.98,DECaLS,DEV,i,True,0.9612117,0.9998259,0.99960476,0.9805187880992889
DESI-054.8984-04.2290,54.89838395,-4.229049328,C,0.98,DECaLS,REX,,True,0.0025863575,0.20714228,0.00040082843,0.10486431804019958
DESI-054.9000-37.1734,54.89996172,-37.1734186,C,0.42,DECaLS,SER,,True,0.1523135,0.99559766,0.90446204,0.5739555805921555
DESI-054.9518-38.7302,54.95178003,-38.73024784,C,0.51,DECaLS,SER,,True,0.43763724,0.99535525,0.9770796,0.7164962440729141
