name,RA,DEC,grade,probability,region,tractor_type,ref,cutout_ok,our_p_resnet,our_p_effnet,our_p_meta,our_p_avg
DESI-159.2550+08.3546,159.2550142,8.354619903,B,0.88,DECaLS,DEV,,True,0.53436404,0.99950457,0.98660827,0.7669343054294586
DESI-159.8916+34.8601,159.8905,34.8575,B,0.74,BASS/MzLS,SER,,True,0.9991979,0.999828,0.9997478,0.9995129406452179
DESI-159.9412-08.4434,159.9411971,-8.443441995,B,0.74,DECaLS,DEV,,True,0.00843703,0.68482524,0.04934192,0.34663113579154015
DESI-160.1860+33.0889,160.18597,33.08894976,B,0.81,DECaLS,SER,v,True,0.9995778,0.99943393,0.9997483,0.999505877494812
DESI-160.2351-01.0663,160.2350666,-1.066309703,B,1.0,DECaLS,SER,n,True,0.99075305,0.99999964,0.99972135,0.9953763484954834
DESI-161.9685-00.2263,161.9672,-0.2256,B,0.96,DECaLS,DEV,,True,0.9985661,0.9999598,0.99974614,0.9992629587650299
DESI-162.4707+18.8876,162.4706929,18.88762773,B,0.99,DECaLS,REX,,True,0.004862703,5.5601795e-06,7.8711004e-05,0.0024341315483979997
DESI-163.2167+05.3499,163.2167452,5.349939895,B,0.44,DECaLS,SER,,True,0.99666876,0.99997926,0.9997404,0.9983240067958832
DESI-165.0311+26.5008,165.0310638,26.50083246,B,0.54,DECaLS,SER,v,True,0.89105755,0.99969995,0.9991295,0.9453787505626678
DESI-167.9920-07.8881,167.9919,-7.887,B,1.0,DECaLS,SER,v,True,0.99973994,1.0,0.99974984,0.9998699724674225
DESI-168.2249+00.1790,168.2248531,0.1789948616,B,0.57,DECaLS,SER,,True,0.029412765,0.93073845,0.64581984,0.48007560707628727
DESI-170.2473+15.0843,170.2473467,15.08426003,B,1.0,DECaLS,EXP,,True,0.9662402,0.983113,0.9995777,0.9746766090393066
DESI-172.3067+15.4771,172.3066695,15.47709606,B,0.99,DECaLS,SER,,True,0.78968686,0.5867751,0.9606631,0.6882309913635254
DESI-173.0654+26.5886,173.0654234,26.58862766,B,0.76,DECaLS,DEV,v,True,0.9395934,0.99999833,0.99949694,0.9697958528995514
DESI-173.4577+24.9232,173.457727,24.92320889,B,1.0,DECaLS,SER,,True,0.044771582,0.2250964,0.00059069524,0.13493399322032928
DESI-174.0270-02.7182,174.0277,-2.7165,B,0.72,DECaLS,SER,,True,0.8172227,0.999585,0.9980178,0.9084038436412811
DESI-174.3445+60.3723,174.3445096,60.37226776,B,0.94,BASS/MzLS,SER,,True,0.99991167,0.99999225,0.9997503,0.999951958656311
DESI-175.2669+06.7173,175.2689,6.7161,B,0.76,DECaLS,SER,,True,0.56668764,0.9998692,0.9887242,0.7832784354686737
DESI-177.0369-02.5654,177.0355,-2.5655,B,0.44,DECaLS,SER,,True,0.28996375,0.97835106,0.9418996,0.6341574043035507
DESI-177.6355+36.9246,177.6351,36.9263,B,0.54,BASS/MzLS,DEV,v,True,0.995631,0.9991555,0.99973553,0.9973932504653931
DESI-177.9122+20.4591,177.912198,20.45907284,B,0.93,DECaLS,DEV,,True,0.99951327,0.96084505,0.99966574,0.9801791608333588
DESI-179.0451-00.3502,179.0450663,-0.3502141797,B,0.8,DECaLS,SER,o,True,0.9576061,0.9911663,0.99955803,0.9743861854076385
DESI-179.4994+12.3543,179.4994112,12.35430446,B,0.56,DECaLS,EXP,,True,0.0056575076,0.9891326,0.78774875,0.497395045356825
DESI-179.6267+31.3970,179.6266867,31.39702146,B,0.79,DECaLS,SER,u,True,0.76698923,0.9999831,0.99665123,0.8834861516952515
DESI-182.0210+30.5486,182.0209615,30.54859548,B,0.77,DECaLS,SER,,True,0.99270356,0.999998,0.9997278,0.9963507652282715
DESI-182.8847+07.7020,182.8847305,7.702036809,B,1.0,DECaLS,DEV,,True,0.99995756,0.9999975,0.99975044,0.9999775290489197
DESI-183.4271+25.0565,183.4270501,25.05650084,B,1.0,DECaLS,REX,,True,0.9990538,0.9994838,0.99974674,0.9992688000202179
DESI-185.1417+10.8421,185.1417218,10.84212999,B,1.0,DECaLS,SER,,True,0.7861837,0.99841726,0.9972053,0.8923004865646362
DESI-187.5069+18.3581,187.5068984,18.35812696,B,1.0,DECaLS,SER,,True,0.020116279,0.2245916,0.00051029783,0.12235393840819597
DESI-189.4532+08.2590,189.4532042,8.258993939,B,0.96,DECaLS,DEV,,True,0.6441291,0.94626284,0.98458546,0.7951959669589996
DESI-190.1056+12.0231,190.1048,12.0238,B,0.85,DECaLS,SER,,True,0.8927817,0.011047189,0.7133406,0.45191443199291825
DESI-191.8657+16.7446,191.8656805,16.74456103,B,1.0,DECaLS,EXP,v,True,0.999984,0.9999598,0.99975044,0.9999719262123108
DESI-192.3814+22.4189,192.381365,22.41894572,B,1.0,DECaLS,REX,v,True,0.99849486,0.99800295,0.9997423,0.9982489049434662
DESI-197.7103+30.8678,197.7103174,30.86780042,B,0.99,DECaLS,REX,,True,0.93674004,0.99667156,0.9994641,0.9667057991027832
DESI-198.0194+11.7642,198.0193779,11.7641664,B,0.99,DECaLS,DEV,,True,0.7186897,0.99868375,0.9950971,0.8586867153644562
DESI-198.7054+01.1106,198.7053972,1.110632371,B,0.99,DECaLS,DEV,v,True,0.9990706,0.9999969,0.9997478,0.9995337426662445
DESI-199.3785+56.6818,199.3784796,56.68182509,B,1.0,BASS/MzLS,SER,u,True,0.99991953,0.99997747,0.9997503,0.9999485015869141
DESI-199.5496+28.7276,199.5495625,28.7276399,B,0.58,DECaLS,SER,,True,0.27270558,0.9815019,0.93955034,0.6271037310361862
DESI-199.6398+31.2264,199.639779,31.22642367,B,1.0,DECaLS,SER,,True,0.9907107,0.99997914,0.9997211,0.9953449070453644
DESI-199.6809+22.9963,199.6808784,22.99630746,B,0.56,DECaLS,DEV,,True,0.97798026,0.9998902,0.9996749,0.9889352321624756
DESI-200.7032+31.6550,200.7031826,31.65498721,B,0.69,DECaLS,SER,,True,0.8412946,0.9999975,0.9984883,0.9206460416316986
DESI-201.2657+68.6461,201.2657468,68.64613572,B,1.0,BASS/MzLS,DEV,v,True,0.99977773,0.99991465,0.9997497,0.9998461902141571
DESI-204.6653+43.6287,204.6652996,43.62866669,B,0.7,BASS/MzLS,EXP,v,True,0.9965103,0.99897635,0.99973804,0.9977433383464813
DESI-205.4510+25.3348,205.4510469,25.33480408,B,0.57,DECaLS,SER,,True,0.5939998,0.99393445,0.9894024,0.7939671277999878
DESI-206.0194-03.1083,206.019401,-3.108316617,B,0.42,DECaLS,SER,s,True,0.8587259,0.9999982,0.99875414,0.9293620586395264
DESI-206.0410-09.7274,206.0410349,-9.727359524,B,0.99,DECaLS,DEV,v,True,0.9660016,0.99927825,0.999624,0.9826399087905884
DESI-207.0285+16.9483,207.0285347,16.94826174,B,1.0,DECaLS,REX,,True,0.78912723,0.99729186,0.9972566,0.8932095468044281
DESI-211.4663+16.0264,211.4666,16.0271,B,1.0,DECaLS,DEV,,True,0.8806873,0.993269,0.99896073,0.9369781613349915
DESI-213.3100+23.6991,213.3099801,23.69911683,B,0.88,DECaLS,SER,,True,0.99464107,0.9998425,0.99973375,0.9972417950630188
DESI-215.0463-06.8172,215.0462711,-6.817235641,B,0.92,DECaLS,DEV,,True,0.33697817,0.6651755,0.2704161,0.5010768324136734
DESI-218.7075+30.6330,218.7075026,30.63300485,B,0.95,DECaLS,SER,v,True,0.9825738,0.9999304,0.99969244,0.9912520945072174
DESI-218.8376-02.6824,218.8375877,-2.682395273,B,0.85,DECaLS,SER,,True,0.99504244,0.98631954,0.9997079,0.990680992603302
DESI-219.5142+49.1259,219.5141897,49.12591641,B,0.97,BASS/MzLS,DEV,l,True,0.964925,0.03873616,0.88011855,0.5018305759876966
DESI-219.8741-08.7050,219.8740753,-8.704954399,B,1.0,DECaLS,DEV,v,True,0.8388926,0.9999924,0.9984475,0.9194424748420715
DESI-219.9201+08.8822,219.9203,8.8839,B,0.41,DECaLS,DEV,,True,0.7106806,0.99997497,0.9949497,0.8553277850151062
DESI-220.1562+59.1955,220.1553,59.195,B,0.93,BASS/MzLS,SER,v u,True,0.55737025,1.22848105e-05,0.03896505,0.27869126513360243
DESI-220.7721+19.5129,220.7720965,19.51287417,B,0.43,DECaLS,SER,,True,0.008988567,0.995867,0.80638444,0.5024277903139591
DESI-220.9032+03.0141,220.903167,3.01407408,B,0.96,DECaLS,SER,,True,0.8000577,0.99992406,0.99761826,0.8999908864498138
DESI-221.4378+28.0321,221.4377,28.0307,B,0.65,DECaLS,EXP,v,True,0.0050145956,0.9903894,0.7901917,0.49770200112834573
DESI-221.7915-03.9679,221.7905,-3.9699,B,0.67,DECaLS,REX,,True,0.9877329,0.9999988,0.999711,0.9938658475875854
DESI-221.9130+25.7884,221.9129594,25.78841029,B,0.99,DECaLS,EXP,,True,0.99991715,0.99987924,0.9997501,0.9998981952667236
DESI-223.6517+22.7741,223.6516861,22.77413205,B,0.97,DECaLS,SER,,True,0.99181634,0.99989974,0.9997247,0.9958580434322357
DESI-225.6784+24.1154,225.6773,24.1148,B,0.55,DECaLS,SER,,True,0.058560997,0.98511654,0.8253433,0.5218387693166733
DESI-227.1212+26.0650,227.1211662,26.06501171,B,1.0,DECaLS,SER,,True,0.9927959,0.99957734,0.9997272,0.9961866140365601
DESI-227.5140+30.4661,227.5140193,30.46607001,B,1.0,DECaLS,DEV,,True,0.56128997,0.999303,0.9883167,0.7802964746952057
DESI-227.5558+02.7861,227.5557653,2.78605525,B,0.45,DECaLS,SER,,True,0.041479606,0.63406926,0.031783972,0.3377744350582361
DESI-231.6730+51.0418,231.6729848,51.04179108,B,0.77,BASS/MzLS,DEV,,True,0.99926645,0.999342,0.9997472,0.9993042349815369
DESI-239.1796+48.6285,239.1796417,48.62852077,B,0.92,BASS/MzLS,SER,v,True,0.9987753,0.99582666,0.9997391,0.9973009824752808
DESI-247.2080-00.9897,247.208023,-0.9897353918,B,0.41,DECaLS,SER,,True,0.20906134,7.9623795e-05,0.00054807635,0.1045704816460784
DESI-248.2749+14.3881,248.2731,14.3865,B,1.0,DECaLS,EXP,,True,0.9992048,0.9999602,0.9997482,0.9995824992656708
DESI-249.9703+26.4345,249.9702874,26.43454335,B,1.0,DECaLS,DEV,,True,0.999616,0.9997881,0.999749,0.9997020661830902
DESI-250.4289+26.0995,250.4288718,26.09949184,B,1.0,DECaLS,REX,v,True,0.5161077,0.99678016,0.9847415,0.7564439177513123
DESI-251.4203+13.4260,251.4203029,13.42601492,B,0.99,DECaLS,SER,,True,0.99816376,0.9993678,0.9997439,0.998765766620636
DESI-253.7866+04.1034,253.7866289,4.103402498,B,0.46,DECaLS,SER,l,True,0.05186263,0.93663657,0.6931085,0.49424959905445576
DESI-253.8438+36.0869,253.8438293,36.08688945,B,1.0,BASS/MzLS,REX,,True,0.9995258,0.998027,0.99974555,0.9987764060497284
DESI-256.5309+58.8054,256.530927,58.8054184,B,1.0,BASS/MzLS,EXP,,True,0.99887675,0.9994623,0.99974626,0.9991695284843445
DESI-264.5487+14.9566,264.5487337,14.95664173,B,0.99,DECaLS,DEV,v,True,0.8840964,0.99961627,0.9990578,0.941856324672699
DESI-265.1569+14.7947,265.1568673,14.79473911,B,0.98,DECaLS,SER,,True,0.60183066,0.9985557,0.99043417,0.800193190574646
DESI-267.7949+37.8839,267.7927,37.8846,B,0.7,BASS/MzLS,SER,,True,0.9999931,0.9636231,0.99967444,0.9818080961704254
DESI-268.6395+25.1102,268.6394547,25.11019914,B,0.53,DECaLS,REX,,True,0.0041351933,0.0072335135,8.1884726e-05,0.005684353411197662
DESI-270.9079+24.7782,270.9078642,24.77820578,B,0.52,DECaLS,DEV,,True,0.99332047,0.9968988,0.9997236,0.9951096177101135
DESI-273.3242+32.3602,273.3239,32.3604,B,0.71,DECaLS,SER,,True,0.4609102,0.96846706,0.97088325,0.714688628911972
DESI-280.4273+74.2340,280.422,74.2348,B,0.97,BASS/MzLS,SER,,True,0.99996936,0.99999785,0.99975044,0.9999836087226868
DESI-284.9557+44.4081,284.9557216,44.40808818,B,1.0,BASS/MzLS,SER,v,True,0.9792813,0.92763305,0.9994554,0.9534571766853333
DESI-299.3892-52.6067,299.3892003,-52.60669382,B,0.9,DECaLS,SER,,True,0.795738,0.9998872,0.99750644,0.8978126049041748
DESI-303.5429-56.0291,303.5429036,-56.02906517,B,0.98,DECaLS,DEV,,True,0.9284128,0.9999951,0.99942964,0.964203953742981
DESI-303.9848-58.0229,303.9847914,-58.02287493,B,0.8,DECaLS,DEV,,True,0.9936777,0.9999995,0.9997309,0.9968385994434357
DESI-304.0068-49.9067,304.0067562,-49.90668042,B,0.47,DECaLS,SER,f,True,0.9986395,1.0,0.9997465,0.9993197619915009
DESI-309.7080+05.1353,309.7079541,5.135291255,B,0.86,DECaLS,SER,,True,0.95629346,0.9998258,0.9995821,0.9780596196651459
DESI-313.3735-44.6073,313.3734525,-44.60727294,B,0.82,DECaLS,SER,,True,0.9932568,0.99999595,0.9997296,0.9966263771057129
DESI-313.9967-42.9020,313.9966951,-42.90199573,B,0.96,DECaLS,SER,v,True,0.9997925,1.0,0.99974996,0.9998962581157684
DESI-314.0660-42.6492,314.0659984,-42.64918879,B,1.0,DECaLS,DEV,i,True,0.9999198,0.9999844,0.9997503,0.9999520778656006
DESI-315.3666-43.8105,315.3648,-43.8107,B,1.0,DECaLS,REX,v,True,0.99999475,0.99999833,0.99975055,0.999996542930603
DESI-317.0954-59.5720,317.095403,-59.57199757,B,0.86,DECaLS,SER,,True,0.99766564,0.9999244,0.9997434,0.9987950325012207
DESI-317.8112-01.8226,317.8112181,-1.822626366,B,0.91,DECaLS,SER,v,True,0.99887925,0.99976116,0.99974674,0.9993202090263367
DESI-318.2726-46.8223,318.2725816,-46.82233501,B,0.76,DECaLS,DEV,,True,0.82162803,0.9833855,0.9977931,0.9025067687034607
DESI-319.1718-47.0175,319.1717877,-47.0175499,B,0.79,DECaLS,DEV,,True,0.8011274,0.99429435,0.99750936,0.8977108597755432
DESI-320.4995-04.5210,320.4995009,-4.520958525,B,1.0,DECaLS,REX,l,True,0.99995506,0.99996495,0.99975044,0.9999600052833557
DESI-323.6119-46.1648,323.6129,-46.1632,B,0.89,DECaLS,SER,,True,0.9465422,1.0,0.99953485,0.9732711017131805
DESI-323.8029-01.0288,323.8028836,-1.028774746,B,0.48,DECaLS,SER,,True,0.8191036,0.9999682,0.9980659,0.9095358848571777
DESI-323.9924-59.8673,323.9924089,-59.86726443,B,0.99,DECaLS,SER,,True,0.9824981,0.99999416,0.9996923,0.9912461340427399
DESI-324.4918-01.4900,324.4917792,-1.489989891,B,0.98,DECaLS,SER,i,True,0.9874027,0.9976332,0.9997049,0.9925179481506348
DESI-325.1076-45.6339,325.1076387,-45.63386208,B,1.0,DECaLS,SER,,True,0.99973255,0.99999785,0.9997497,0.9998652040958405
DESI-325.1467-64.8318,325.1438,-64.8334,B,0.85,DECaLS,SER,,True,0.9874035,0.9999882,0.9997098,0.993695855140686
DESI-325.4159-44.4543,325.4161,-44.4533,B,0.41,DECaLS,REX,,True,0.98752826,0.9999889,0.99971026,0.9937585890293121
DESI-326.0105-43.3965,326.0105154,-43.39651585,B,0.46,DECaLS,SER,w v,True,0.96690434,1.0,0.9996302,0.983452171087265
DESI-326.2362-42.2306,326.236199,-42.23062398,B,0.93,DECaLS,SER,,True,0.7837861,0.9999956,0.9971827,0.8918908536434174
DESI-326.3426-53.6628,326.3426114,-53.66281774,B,0.56,DECaLS,EXP,,True,0.99784315,0.5906509,0.9968432,0.794247031211853
DESI-327.1984+02.9917,327.1983741,2.991665549,B,0.94,DECaLS,SER,,True,0.0026773673,0.6248293,0.023284858,0.31375332979951054
DESI-329.9945-62.7539,329.9944959,-62.75385039,B,0.79,DECaLS,SER,w v,True,0.96349126,0.99999857,0.99961543,0.9817449152469635
DESI-330.2773-60.7841,330.2772949,-60.78414581,B,1.0,DECaLS,SER,i,True,0.8268512,0.9999994,0.9982256,0.9134252965450287
DESI-330.8994-64.1391,330.899429,-64.13913617,B,1.0,DECaLS,DEV,i,True,0.99817765,0.99998724,0.9997451,0.9990824460983276
DESI-331.3741-47.6182,331.3740683,-47.61822542,B,0.78,DECaLS,DEV,,True,0.84605455,0.9980794,0.9985393,0.9220669865608215
DESI-331.8079-52.0490,331.8069,-52.0497,B,0.4,DECaLS,SER,,True,0.98333204,1.0,0.9996954,0.9916660189628601
DESI-333.9117-65.3437,333.9116973,-65.34365507,B,0.91,DECaLS,EXP,,True,0.4039152,0.99957544,0.9743921,0.7017453163862228
DESI-334.7468-45.3145,334.7467731,-45.31446996,B,0.99,DECaLS,SER,v t,True,0.99990726,1.0,0.9997503,0.9999536275863647
DESI-335.7728-47.0105,335.7727557,-47.01051658,B,0.97,DECaLS,REX,,True,0.9981268,0.9999057,0.9997447,0.9990162551403046
DESI-335.7853-11.6783,335.7853415,-11.67825726,B,0.42,DECaLS,SER,,True,0.3349473,0.99528044,0.9622585,0.6651138663291931
DESI-336.1608-01.8761,336.1608314,-1.87605873,B,0.9,DECaLS,SER,,True,0.96087646,0.98145574,0.9995442,0.9711661040782928
DESI-336.4964-63.8552,336.4963753,-63.85524708,B,0.72,DECaLS,DEV,,True,0.03807034,0.67420614,0.05054166,0.35613823868334293
DESI-336.5208-50.4002,336.5207815,-50.40019596,B,0.88,DECaLS,REX,,True,0.8809879,0.9999857,0.9990276,0.9404867887496948
DESI-336.6062+19.6612,336.6062218,19.66119573,B,0.9,DECaLS,DEV,,True,0.11918297,0.81845635,0.3763472,0.46881965920329094
DESI-337.1390+20.6249,337.139,20.6249,B,0.77,DECaLS,DEV,,True,0.9863296,0.9998654,0.99970585,0.9930975139141083
DESI-339.4410-02.3762,339.4410085,-2.376176772,B,0.69,DECaLS,SER,,True,0.1335614,0.9998356,0.9003606,0.5666985064744949
DESI-340.4777+00.0587,340.4776546,0.05872051409,B,0.45,DECaLS,SER,p,True,0.8914337,0.9768251,0.9989255,0.9341294169425964
DESI-342.5325-02.0147,342.5326,-2.0146,B,0.72,DECaLS,SER,,True,0.94161016,0.9999715,0.99950814,0.970790833234787
DESI-343.1591+04.5602,343.1590511,4.560169902,B,0.97,DECaLS,SER,o,True,0.99527514,0.99999285,0.999736,0.9976339936256409
DESI-343.6269-00.5317,343.6268962,-0.5316789281,B,0.84,DECaLS,DEV,,True,0.10948127,0.00024071652,0.00018409308,0.05486099207337247
DESI-345.4019-65.0327,345.4018546,-65.0327138,B,0.99,DECaLS,REX,i,True,0.97595155,0.99902797,0.9996648,0.9874897599220276
DESI-345.6212-01.5993,345.6212084,-1.599335905,B,0.96,DECaLS,SER,o,True,0.9987626,0.9999286,0.99974674,0.999345600605011
DESI-346.2488-47.0159,346.2488244,-47.01591171,B,0.97,DECaLS,DEV,,True,0.3079891,0.99645364,0.9577416,0.6522213667631149
DESI-346.3660-44.6963,346.36602,-44.6963268,B,0.99,DECaLS,SER,i,True,0.99942684,0.9999087,0.99974865,0.999667763710022
DESI-346.5801-59.1067,346.5801,-59.10666965,B,1.0,DECaLS,SER,,True,0.99925774,0.9999926,0.9997483,0.99962517619133
DESI-346.8325-43.9976,346.8316,-43.9934,B,0.94,DECaLS,SER,v,True,0.997551,0.99999917,0.99974316,0.9987750947475433
DESI-347.2548+22.7711,347.2548172,22.77107028,B,0.85,DECaLS,SER,,True,0.9931049,0.9999999,0.9997291,0.9965523779392242
DESI-348.2771-55.0686,348.2771044,-55.06863459,B,0.92,DECaLS,SER,,True,0.9847134,0.9999969,0.9997004,0.9923551380634308
DESI-348.4756-09.1292,348.4741,-9.1286,B,0.93,DECaLS,SER,,True,0.9730892,0.96603674,0.99955946,0.9695629775524139
DESI-349.0081-43.4190,349.0080894,-43.41900789,B,0.77,DECaLS,SER,,True,0.22125044,0.04819346,0.00082548324,0.13472195155918598
DESI-349.7378-61.2525,349.7377,-61.252,B,0.99,DECaLS,REX,,True,0.9998455,0.9999838,0.9997501,0.9999146461486816
DESI-350.2975-61.0329,350.2975243,-61.0328902,B,0.85,DECaLS,DEV,,True,0.9933975,0.99497664,0.99972004,0.99418705701828
DESI-350.3461-03.5092,350.3457,-3.5082,B,0.86,DECaLS,SER,,True,0.7579699,0.9986681,0.99629945,0.8783189952373505
DESI-350.5682+28.5156,350.5678,28.5212,B,0.77,DECaLS,SER,,True,0.9317168,1.0,0.9994505,0.9658583998680115
DESI-352.0730-58.3041,352.0729774,-58.30411313,B,0.94,DECaLS,SER,,True,0.9971469,0.9999925,0.99974185,0.9985696971416473
DESI-352.4838-53.4761,352.4839,-53.4772,B,1.0,DECaLS,DEV,i,True,0.99933666,0.99999964,0.9997485,0.999668151140213
DESI-352.9757+02.6830,352.9757111,2.683011203,B,0.99,DECaLS,SER,o,True,0.999933,1.0,0.99975044,0.9999665021896362
DESI-353.7256-59.1894,353.7255768,-59.18935676,B,0.99,DECaLS,SER,,True,0.9880288,0.9998042,0.9997116,0.9939165115356445
DESI-353.8414-42.1523,353.8413732,-42.15226931,B,1.0,DECaLS,SER,w v,True,0.9974841,1.0,0.9997429,0.9987420439720154
DESI-354.0773+26.3429,354.0772941,26.34294663,B,1.0,DECaLS,REX,v,True,0.9998723,0.9996094,0.9997495,0.999740868806839
DESI-354.3948-47.5067,354.3947635,-47.50672031,B,0.88,DECaLS,DEV,i,True,0.99901867,0.9999975,0.9997476,0.9995080828666687
DESI-354.4294-04.9694,354.429363,-4.96942752,B,0.97,DECaLS,REX,,True,0.14653207,0.67471004,0.09115248,0.4106210544705391
DESI-354.5359-47.0590,354.5359342,-47.05901585,B,0.94,DECaLS,SER,,True,0.95580924,0.99969625,0.99957925,0.9777527451515198
DESI-355.0973-50.4492,355.1017,-50.4491,B,0.48,DECaLS,SER,v,True,0.4163719,0.9999999,0.97607213,0.7081858962774277
DESI-356.1793-02.6524,356.1792819,-2.652442289,B,0.61,DECaLS,REX,,True,0.51194674,0.101081,0.04328053,0.30651386827230453
DESI-356.7124-43.7770,356.712415,-43.77698453,B,0.81,DECaLS,SER,v,True,0.9712932,0.9999763,0.99964833,0.9856347441673279
DESI-356.7965-45.4836,356.7964877,-45.48362268,B,1.0,DECaLS,SER,,True,0.99984527,0.9999999,0.9997501,0.9999225735664368
DESI-356.9548-04.6500,356.9548249,-4.650046198,B,1.0,DECaLS,DEV,v,True,0.99667215,0.999941,0.9997403,0.9983065724372864
DESI-358.2098+02.5883,358.2098462,2.588321724,B,1.0,DECaLS,DEV,,True,0.985644,0.9999888,0.9997037,0.9928163886070251
DESI-358.8252-60.5144,358.825164,-60.5144136,B,0.99,DECaLS,DEV,,True,0.9999665,1.0,0.99975044,0.9999832510948181
DESI-358.8970-54.3095,358.9003,-54.3106,B,0.87,DECaLS,DEV,,True,0.9997409,1.0,0.99974984,0.9998704493045807
DESI-359.3627+16.1868,359.3627097,16.18682262,B,1.0,DECaLS,REX,,True,0.011214678,0.7965787,0.19355945,0.40389669174328446
DESI-359.5022-05.8651,359.5022479,-5.865054115,B,1.0,DECaLS,SER,v,True,0.9993456,0.99995995,0.9997485,0.999652773141861
DESI-359.9836-41.5701,359.9835836,-41.57010794,B,0.42,DECaLS,SER,,True,0.038363054,0.4636845,0.005322687,0.2510237768292427
DESI-000.0611-05.9508,0.06110460654,-5.950792162,C,0.79,DECaLS,SER,,True,0.9477747,0.9999664,0.99954116,0.9738705456256866
DESI-000.1063-03.9559,0.1062763106,-3.955862296,C,0.51,DECaLS,SER,,True,0.66557544,0.9997687,0.9934117,0.8326720595359802
DESI-000.1963+28.2100,0.1962629548,28.2100302,C,0.8,DECaLS,SER,,True,0.88882476,0.9869834,0.9989942,0.9379040896892548
DESI-000.2017-46.0549,0.2016545495,-46.05489145,C,0.99,DECaLS,SER,,True,0.96048796,0.994785,0.999584,0.9776364862918854
DESI-000.2512-10.3396,0.2511687122,-10.33960917,C,0.44,DECaLS,DEV,,True,0.8847104,0.9985941,0.9990552,0.941652238368988
DESI-000.2616-37.3243,0.2615670528,-37.32427148,C,0.91,DECaLS,SER,,True,0.9975261,0.9998684,0.9997428,0.9986972510814667
DESI-000.5014-46.7212,0.4993,-46.7225,C,0.58,DECaLS,DEV,,True,0.9886947,0.9999782,0.9997143,0.9943364560604095
DESI-000.5290-37.6745,0.5290002836,-37.67454657,C,1.0,DECaLS,SER,,True,0.99173224,0.9999757,0.99972457,0.9958539605140686
DESI-000.7092-55.6288,0.7091524097,-55.62876193,C,0.66,DECaLS,REX,,True,0.10836335,0.6065872,0.035700377,0.35747526213526726
DESI-000.9144-58.9550,0.914437648,-58.95499353,C,1.0,DECaLS,REX,,True,0.9792966,0.99995244,0.99968016,0.9896245300769806
DESI-000.9962-14.4253,0.996175805,-14.42531028,C,0.47,DECaLS,SER,,True,0.88538754,0.9170445,0.99819165,0.9012160301208496
DESI-001.0157-45.8875,1.015728747,-45.88747301,C,0.82,DECaLS,SER,,True,0.99700963,0.9999789,0.9997414,0.9984942674636841
DESI-001.2277-64.3865,1.227674539,-64.38648693,C,1.0,DECaLS,SER,v,True,0.998287,0.99999964,0.9997454,0.9991433322429657
DESI-001.4064-11.8886,1.406406957,-11.8886493,C,0.82,DECaLS,SER,,True,0.2063846,0.9985923,0.93088484,0.6024884581565857
DESI-001.4294-50.9162,1.429433173,-50.91616991,C,0.4,DECaLS,DEV,,True,0.13872355,0.7785242,0.2741879,0.45862388610839844
DESI-001.4858-09.6577,1.485799424,-9.657732973,C,0.74,DECaLS,SER,,True,0.08946638,0.5040585,0.011103657,0.2967624291777611
DESI-001.8615-33.7013,1.861490542,-33.70133398,C,0.76,DECaLS,DEV,,True,0.8027323,0.99915254,0.9976675,0.9009424149990082
DESI-001.9120-40.9764,1.912022308,-40.97640123,C,1.0,DECaLS,EXP,,True,0.9997198,0.9999999,0.9997497,0.9998598396778107
DESI-002.1296-35.6231,2.129581308,-35.62312555,C,0.6,DECaLS,DEV,,True,0.93850064,0.051809713,0.85369444,0.4951551780104637
DESI-002.2532-56.2286,2.253241486,-56.22863912,C,0.6,DECaLS,REX,,True,0.9984251,0.996256,0.9997389,0.9973405599594116
DESI-002.2644-08.3040,2.264368082,-8.30402669,C,0.78,DECaLS,SER,,True,0.8800353,0.9999262,0.9990165,0.9399807453155518
DESI-002.2664+11.0539,2.266405075,11.05392269,C,0.97,DECaLS,DEV,,True,0.6526154,0.9988423,0.9928054,0.8257288634777069
DESI-002.3839+04.5635,2.383850726,4.563493877,C,0.97,DECaLS,EXP,,True,0.94517964,0.9999281,0.99952734,0.9725538790225983
DESI-002.4664-14.2308,2.4656,-14.229,C,0.93,DECaLS,DEV,,True,0.99608445,0.9370376,0.9995833,0.9665610194206238
DESI-002.5423-49.4373,2.54229231,-49.43734385,C,0.99,DECaLS,SER,,True,0.99837166,0.9959935,0.99973816,0.9971825778484344
DESI-002.8303-31.0754,2.830314464,-31.07537307,C,0.41,DECaLS,REX,,True,0.0069756797,0.9882097,0.78671527,0.49759270204231143
DESI-003.0210-30.6847,3.020960031,-30.68474064,C,0.99,DECaLS,SER,,True,0.99985313,0.9990626,0.9997484,0.9994578659534454
DESI-003.2777-02.1650,3.277749584,-2.16497086,C,0.56,DECaLS,SER,,True,0.012462147,0.8626846,0.3841573,0.4375733770430088
DESI-003.3086-56.1443,3.308581093,-56.1442795,C,1.0,DECaLS,DEV,v,True,0.9999995,0.9999999,0.99975055,0.9999997019767761
DESI-003.3575+10.9963,3.357452376,10.99634425,C,0.94,DECaLS,EXP,,True,0.2850982,0.9998005,0.9550541,0.6424493491649628
DESI-003.3627-30.5840,3.362659063,-30.58401117,C,0.51,DECaLS,DEV,v,True,0.9945403,0.9999943,0.9997336,0.9972672760486603
DESI-003.5018-05.2358,3.501783197,-5.235790133,C,0.64,DECaLS,SER,,True,0.49650273,0.9992156,0.9836923,0.7478591650724411
