RA,DEC,source,is_new,Name,status,flux_std
213.98497,1.029,Sonnenfeld2020_SuGOHI_VI,True,DESI-213.9850+01.0290,ok,0.016173992305994034
213.99256,52.66539,Sonnenfeld2020_SuGOHI_VI,True,DESI-213.9926+52.6654,ok,0.019619984552264214
214.0315,0.09756,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.0315+00.0976,ok,0.012170391157269478
214.08598,1.78098,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.0860+01.7810,ok,0.009686475619673729
214.14762,1.0247,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.1476+01.0247,ok,0.013345051556825638
214.19413,-1.3037,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.1941-01.3037,ok,0.009672298096120358
214.19198,-1.87465,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.1920-01.8746,ok,0.015322284772992134
214.20757,1.63953,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.2076+01.6395,ok,0.02272389456629753
214.2543,42.9738,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.2543+42.9738,ok,0.01001163013279438
214.29815,52.26163,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.2981+52.2616,ok,0.014144103042781353
214.31416,51.84938,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.3142+51.8494,ok,0.026135804131627083
214.33543,51.95674,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.3354+51.9567,ok,0.006478323135524988
214.36707,1.99313,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.3671+01.9931,ok,0.03800976276397705
214.38317,1.28712,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.3832+01.2871,ok,0.008368158712983131
214.42868,0.45016,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4287+00.4502,ok,0.008050485514104366
214.4325,-0.12042,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4325-00.1204,ok,0.00702228769659996
214.43543,0.36413,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4354+00.3641,ok,0.027411233633756638
214.43966,0.42696,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4397+00.4270,ok,0.019372764974832535
214.4665,1.32169,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4665+01.3217,ok,0.016398511826992035
214.4727,1.2505,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.4727+01.2505,ok,0.030880631878972054
214.5231,0.7431,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.5231+00.7431,ok,0.008748983033001423
214.53001,0.65711,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.5300+00.6571,ok,0.01779020205140114
214.55339,-1.40123,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.5534-01.4012,ok,0.03785732015967369
214.56556,1.97564,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.5656+01.9756,ok,0.015825781971216202
214.63086,-0.01462,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.6309-00.0146,ok,0.04634200036525726
214.6536,-0.6236,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.6536-00.6236,ok,0.009216733276844025
214.65549,1.39519,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.6555+01.3952,ok,0.01596730202436447
214.66018,-0.45365,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.6602-00.4536,ok,0.01015153992921114
214.7198,-0.0659,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.7198-00.0659,ok,0.014123435132205486
214.77457,-1.12758,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.7746-01.1276,ok,0.007870458997786045
214.7851,0.3471,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.7851+00.3471,ok,0.029408838599920273
214.79109,-0.39786,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.7911-00.3979,ok,0.010339787229895592
214.88879,1.03994,Sonnenfeld2020_SuGOHI_VI,True,DESI-214.8888+01.0399,ok,0.013019755482673645
215.03774,-0.24288,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0377-00.2429,ok,0.012678898870944977
215.0559,0.9904,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0559+00.9904,ok,0.026404110714793205
215.06233,-0.3738,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0623-00.3738,ok,0.043183762580156326
215.0693,0.9552,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0693+00.9552,fail:,0.0
215.0741,0.9755,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0741+00.9755,ok,0.0427500456571579
215.07184,1.31334,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0718+01.3133,ok,0.009713361971080303
215.07506,0.97579,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0751+00.9758,ok,0.04270070046186447
215.07572,43.45086,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.0757+43.4509,ok,0.011972499080002308
215.13113,0.3392,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.1311+00.3392,ok,0.024836860597133636
215.15243,-0.12589,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.1524-00.1259,ok,0.024688078090548515
215.2019,0.1258,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2019+00.1258,ok,0.016010576859116554
215.22343,0.93907,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2234+00.9391,ok,0.012551610358059406
215.23432,0.67592,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2343+00.6759,ok,0.03921189904212952
215.24353,0.1772,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2435+00.1772,ok,0.020091963931918144
215.2653,0.3719,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2653+00.3719,ok,0.1764899641275406
215.2662,0.3834,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2662+00.3834,ok,0.010143936611711979
215.2966,0.163,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.2966+00.1630,ok,0.017884641885757446
215.3633,0.2014,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.3633+00.2014,ok,0.012872274033725262
215.40013,52.35603,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4001+52.3560,ok,0.008179311640560627
215.4112,0.7808,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4112+00.7808,ok,0.13064979016780853
215.42366,0.6468,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4237+00.6468,ok,0.02157333493232727
215.44574,42.87926,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4457+42.8793,ok,0.012113881297409534
215.44899,-0.96676,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4490-00.9668,ok,0.007034848909825087
215.4577,-0.4008,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4577-00.4008,ok,0.010408247821033001
215.47703,0.81156,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.4770+00.8116,ok,0.006289659533649683
215.50134,-1.73631,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.5013-01.7363,ok,0.12566381692886353
215.57866,0.91593,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.5787+00.9159,ok,0.01532674953341484
215.63467,0.02628,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.6347+00.0263,ok,0.04551204666495323
215.64285,-0.04038,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.6429-00.0404,ok,0.017739886417984962
215.67163,42.76891,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.6716+42.7689,ok,0.12311229854822159
215.67621,-0.09874,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.6762-00.0987,ok,0.029046187177300453
215.70694,-0.55322,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.7069-00.5532,ok,0.04444495961070061
215.7684,1.38856,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.7684+01.3886,ok,0.008210455067455769
215.7946,1.5257,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.7946+01.5257,ok,0.43292319774627686
215.828,0.1739,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.8280+00.1739,fail:,0.0
215.90399,-0.67631,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.9040-00.6763,fail:,0.0
215.92244,0.70333,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.9224+00.7033,ok,0.013133498840034008
215.9711,1.57969,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.9711+01.5797,ok,0.0158108938485384
215.9745,-0.4344,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.9745-00.4344,ok,0.015702838078141212
215.97944,1.39111,Sonnenfeld2020_SuGOHI_VI,True,DESI-215.9794+01.3911,ok,0.045983679592609406
216.0142,0.1433,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.0142+00.1433,ok,0.06391497701406479
216.04515,-0.88809,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.0452-00.8881,ok,0.012603068724274635
216.2075,0.7006,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.2075+00.7006,ok,0.0172899030148983
216.20614,1.67634,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.2061+01.6763,ok,0.17543244361877441
216.2042,-0.88934,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.2042-00.8893,ok,0.01380884274840355
216.24294,1.15362,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.2429+01.1536,ok,0.04772521182894707
216.26124,1.51604,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.2612+01.5160,ok,0.011036650277674198
216.3278,-0.42372,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.3278-00.4237,ok,0.012437460944056511
216.36695,-1.25123,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.3670-01.2512,ok,0.013829866424202919
216.39267,-1.88673,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.3927-01.8867,ok,0.0185945313423872
216.42746,0.3376,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.4275+00.3376,ok,0.028293950483202934
216.46387,1.27814,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.4639+01.2781,ok,0.013817189261317253
216.48719,-0.48863,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.4872-00.4886,ok,0.010428886860609055
216.49026,0.93849,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.4903+00.9385,ok,0.01604730263352394
216.51222,1.145,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.5122+01.1450,ok,0.02182212844491005
216.54547,0.1186,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.5455+00.1186,ok,0.11208491772413254
216.5988,0.7933,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.5988+00.7933,ok,0.020036669448018074
216.66934,0.16628,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.6693+00.1663,ok,0.015514470636844635
216.7775,0.7207,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.7775+00.7207,ok,0.06519295275211334
216.7978,-0.7744,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.7978-00.7744,fail:,0.0
216.8003,-0.4617,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8003-00.4617,fail:,0.0
216.817,44.1251,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8170+44.1251,ok,0.4514768421649933
216.81838,-0.49271,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8184-00.4927,ok,0.03859813138842583
216.83562,0.32114,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8356+00.3211,ok,0.014714579097926617
216.83666,0.45948,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8367+00.4595,ok,0.17998069524765015
216.87311,-0.71258,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.8731-00.7126,ok,0.037571050226688385
216.94656,43.43548,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.9466+43.4355,ok,0.013907893560826778
216.95152,0.16632,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.9515+00.1663,ok,0.030875053256750107
216.95289,0.46218,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.9529+00.4622,ok,0.013927530497312546
216.97867,0.6624,Sonnenfeld2020_SuGOHI_VI,True,DESI-216.9787+00.6624,ok,0.09957914054393768
217.00351,-0.07253,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.0035-00.0725,ok,0.019548960030078888
217.04858,-0.83922,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.0486-00.8392,ok,0.018482591956853867
217.0642,0.2274,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.0642+00.2274,ok,0.04856567084789276
217.075,0.7252,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.0750+00.7252,ok,0.03185509890317917
217.24155,-0.6227,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.2415-00.6227,ok,0.033361028879880905
217.31303,0.82969,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.3130+00.8297,ok,3.0141923427581787
217.50323,-0.46513,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.5032-00.4651,ok,0.0050287144258618355
217.50756,-1.84592,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.5076-01.8459,ok,0.041550274938344955
217.55511,0.914,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.5551+00.9140,ok,0.012645471841096878
217.76707,-0.62,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.7671-00.6200,ok,0.008643749170005322
217.7912,42.255,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.7912+42.2550,ok,0.009006761945784092
217.8078,-0.1037,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.8078-00.1037,ok,0.013001308776438236
217.8382,-0.8956,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.8382-00.8956,fail:,0.0
217.96193,1.50551,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.9619+01.5055,ok,0.009787964634597301
217.97255,-1.56448,Sonnenfeld2020_SuGOHI_VI,True,DESI-217.9726-01.5645,ok,0.01689896546304226
218.18314,-0.76484,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.1831-00.7648,ok,0.021086568012833595
218.1824,-1.43165,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.1824-01.4317,ok,0.01094704307615757
218.22435,-0.45467,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.2243-00.4547,ok,0.006542228627949953
218.37471,42.82341,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.3747+42.8234,ok,0.011342768557369709
218.41552,1.70689,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.4155+01.7069,ok,0.0346650630235672
218.5372,-0.21991,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.5372-00.2199,ok,0.008328749798238277
218.57458,0.08772,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.5746+00.0877,ok,0.021446149796247482
218.6586,43.2617,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.6586+43.2617,ok,0.033476509153842926
218.68635,-0.16349,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.6864-00.1635,ok,0.016449343413114548
218.72666,-0.9496,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.7267-00.9496,ok,0.012199976481497288
218.78586,1.69417,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.7859+01.6942,ok,0.0113079147413373
218.80285,43.14895,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.8029+43.1489,ok,0.019541626796126366
218.82867,-1.42394,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.8287-01.4239,ok,0.01661655493080616
218.8295,-1.11,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.8295-01.1100,ok,0.011911737732589245
218.87136,0.30346,Sonnenfeld2020_SuGOHI_VI,True,DESI-218.8714+00.3035,ok,0.007518021855503321
219.0462,43.4892,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.0462+43.4892,ok,0.03467030078172684
219.0677,0.1006,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.0677+00.1006,ok,0.04876773804426193
219.13407,1.12542,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.1341+01.1254,ok,0.3419700860977173
219.16278,-0.67768,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.1628-00.6777,ok,0.00936082098633051
219.1708,0.7036,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.1708+00.7036,ok,0.023080049082636833
219.19862,-1.56172,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.1986-01.5617,ok,0.006708899047225714
219.33025,-0.69094,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.3303-00.6909,ok,0.013095749542117119
219.3926,-0.0487,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.3926-00.0487,ok,0.0301671102643013
219.42471,-0.63943,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.4247-00.6394,ok,0.023936856538057327
219.43546,42.09313,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.4355+42.0931,ok,0.020211029797792435
219.4586,0.20463,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.4586+00.2046,ok,0.04952424764633179
219.47061,-0.44213,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.4706-00.4421,ok,0.014566298574209213
219.54315,0.10225,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.5431+00.1022,ok,0.012627345509827137
219.6353,-0.3907,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.6353-00.3907,ok,0.019250039011240005
219.6688,1.57095,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.6688+01.5710,ok,0.010112403891980648
219.7558,0.85497,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.7558+00.8550,ok,0.01004881039261818
219.82192,-0.65496,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.8219-00.6550,ok,0.009582139551639557
219.8869,0.8994,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.8869+00.8994,ok,0.040601763874292374
219.9815,-0.4591,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.9815-00.4591,ok,0.016234388574957848
219.99507,0.61422,Sonnenfeld2020_SuGOHI_VI,True,DESI-219.9951+00.6142,ok,0.013605835847556591
220.1316,-1.6236,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.1316-01.6236,ok,0.04313674569129944
220.25124,1.66711,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.2512+01.6671,ok,0.008438162505626678
220.25616,1.56245,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.2562+01.5624,ok,0.013177035376429558
220.29429,-0.46511,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.2943-00.4651,ok,0.03219825401902199
220.3618,-0.3166,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.3618-00.3166,ok,0.2807246744632721
220.4951,1.1278,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.4951+01.1278,ok,0.027829565107822418
220.50789,-1.05255,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.5079-01.0526,ok,0.008228687569499016
220.59871,0.47613,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.5987+00.4761,ok,0.0394696369767189
220.62906,-0.39811,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.6291-00.3981,ok,0.025978025048971176
220.75456,1.19991,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.7546+01.1999,ok,0.022617198526859283
220.77985,-0.68225,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.7799-00.6823,ok,0.021036772057414055
220.7887,1.0366,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.7887+01.0366,ok,0.02175797149538994
220.83598,-1.42698,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.8360-01.4270,ok,0.019375884905457497
220.96173,1.34447,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.9617+01.3445,ok,0.9570488333702087
220.9791,-0.1253,Sonnenfeld2020_SuGOHI_VI,True,DESI-220.9791-00.1253,fail:,0.0
221.01284,0.63317,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.0128+00.6332,ok,0.09311693906784058
221.111,2.785,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.1110+02.7850,ok,0.020177943632006645
221.11976,-0.86179,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.1198-00.8618,ok,0.014359229244291782
221.1294,0.168,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.1294+00.1680,ok,0.012129661627113819
221.18096,0.76074,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.1810+00.7607,ok,0.15816542506217957
221.22881,-0.03595,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.2288-00.0360,ok,0.012444796971976757
221.23743,1.06873,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.2374+01.0687,ok,0.007955707609653473
221.2491,-0.3073,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.2491-00.3073,ok,0.10153821855783463
221.33291,0.74791,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.3329+00.7479,ok,0.024022584781050682
221.49196,0.40604,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.4920+00.4060,ok,0.18435277044773102
221.51455,-0.67128,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.5146-00.6713,ok,0.04403618723154068
221.66716,-0.06395,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.6672-00.0640,ok,0.008501439355313778
221.68016,-0.75949,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.6802-00.7595,ok,0.022341083735227585
221.8827,1.572,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.8827+01.5720,ok,0.03394472226500511
221.89181,-0.16377,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.8918-00.1638,ok,0.0099683478474617
221.92899,-1.77179,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.9290-01.7718,ok,0.010381335392594337
221.9975,-0.7603,Sonnenfeld2020_SuGOHI_VI,True,DESI-221.9975-00.7603,ok,0.015388192608952522
222.0489,-1.3827,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.0489-01.3827,ok,0.05346411094069481
222.0657,2.6534,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.0657+02.6534,ok,0.10864059627056122
222.07423,-0.95879,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.0742-00.9588,ok,0.00952157098799944
222.34312,0.77327,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.3431+00.7733,ok,0.011471121571958065
222.3583,-1.3978,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.3583-01.3978,ok,0.026925554499030113
222.3816,-1.3973,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.3816-01.3973,ok,0.011375685222446918
222.407,-0.0455,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.4070-00.0455,ok,0.01175464317202568
222.4519,0.4837,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.4519+00.4837,fail:,0.0
222.4612,0.9268,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.4612+00.9268,fail:,0.0
222.58348,0.59309,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.5835+00.5931,ok,0.008285523392260075
222.65725,-0.76215,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.6573-00.7621,ok,0.019948657602071762
222.6663,0.9284,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.6663+00.9284,ok,0.028201621025800705
222.69185,1.18545,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.6918+01.1854,ok,0.01406257413327694
222.72171,1.33895,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.7217+01.3390,ok,0.013130965642631054
222.76461,-0.09069,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.7646-00.0907,ok,0.012623054906725883
222.7766,1.1927,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.7766+01.1927,ok,0.03700214624404907
222.97896,0.27234,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.9790+00.2723,ok,0.01528243999928236
222.99162,0.87784,Sonnenfeld2020_SuGOHI_VI,True,DESI-222.9916+00.8778,ok,0.018476201221346855
223.01699,1.44026,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.0170+01.4403,ok,0.007316730450838804
223.07259,-1.7873,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.0726-01.7873,ok,0.01656399294734001
223.08036,43.24438,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.0804+43.2444,ok,0.011352951638400555
223.15276,-0.36168,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.1528-00.3617,ok,0.013666567392647266
223.17886,42.95886,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.1789+42.9589,ok,0.010105634108185768
223.3338,-0.3071,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.3338-00.3071,ok,0.007361994590610266
223.35743,-0.55886,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.3574-00.5589,ok,0.01651087962090969
223.40075,-1.09102,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.4007-01.0910,ok,0.03540540859103203
223.47793,-1.46675,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.4779-01.4667,ok,0.03087163344025612
223.51216,1.63601,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.5122+01.6360,ok,0.013417246751487255
223.5267,1.979,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.5267+01.9790,ok,0.022912682965397835
223.53404,0.38743,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.5340+00.3874,ok,0.16818630695343018
223.68538,1.00768,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.6854+01.0077,ok,0.031871214509010315
223.69883,0.27083,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.6988+00.2708,ok,0.008872650563716888
223.72443,-0.24239,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.7244-00.2424,ok,0.006140868179500103
223.74648,1.97951,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.7465+01.9795,ok,0.024875540286302567
223.77896,43.76409,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.7790+43.7641,ok,0.0118207773193717
223.7856,43.12737,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.7856+43.1274,ok,0.010248932987451553
223.83312,-0.29294,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.8331-00.2929,fail:,0.0
223.98264,-1.64953,Sonnenfeld2020_SuGOHI_VI,True,DESI-223.9826-01.6495,fail:,0.0
224.00054,-1.09589,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.0005-01.0959,ok,0.008172190748155117
224.03126,0.15223,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.0313+00.1522,ok,0.010004048235714436
224.05141,1.32822,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.0514+01.3282,ok,0.016988538205623627
224.10481,-1.487,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.1048-01.4870,ok,0.006207918748259544
224.11259,-1.37243,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.1126-01.3724,ok,0.009684344753623009
224.24117,0.84682,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.2412+00.8468,ok,0.010104556567966938
224.2681,43.9593,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.2681+43.9593,ok,0.01721465215086937
224.38573,-1.98815,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.3857-01.9882,ok,0.013433840125799179
224.3965,44.20372,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.3965+44.2037,ok,0.025834500789642334
224.49664,42.50529,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.4966+42.5053,ok,0.011158078908920288
224.5477,-0.93374,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.5477-00.9337,ok,0.020290076732635498
224.62549,0.10309,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.6255+00.1031,ok,1.1521754264831543
224.6325,43.8424,Sonnenfeld2020_SuGOHI_VI,True,DESI-224.6325+43.8424,ok,0.040550000965595245
