name,RA,DEC,grade,probability,region,tractor_type,ref,status,bytes
DESI-041.7152+05.1243,41.7152447,5.124322653,B,0.73,DECaLS,REX,,skip,126720
DESI-042.6129-63.1455,42.61293335,-63.14554661,B,0.95,DECaLS,DEV,w v,skip,126720
DESI-042.7432-20.9359,42.7431812,-20.93587137,B,0.87,DECaLS,DEV,,skip,126720
DESI-043.0952-55.8248,43.09519796,-55.82479859,B,0.41,DECaLS,EXP,,skip,126720
DESI-043.4275-26.4952,43.4278,-26.4934,B,0.93,DECaLS,DEV,w v,skip,126720
DESI-043.4318-15.6132,43.43178493,-15.613191,B,0.98,DECaLS,SER,,ok,126720
DESI-043.7297-05.2310,43.72965634,-5.230958941,B,0.98,DECaLS,DEV,,skip,126720
DESI-043.9131-39.8316,43.91311725,-39.83155131,B,0.99,DECaLS,SER,,skip,126720
DESI-044.2617-58.9125,44.26169711,-58.91248905,B,0.93,DECaLS,DEV,,skip,126720
DESI-044.6056-19.3059,44.60557164,-19.30594035,B,0.64,DECaLS,SER,,skip,126720
DESI-044.8581-52.1120,44.85814141,-52.11195827,B,1.0,DECaLS,SER,i,skip,126720
DESI-045.0863-35.6056,45.08627234,-35.60562983,B,0.61,DECaLS,DEV,,skip,126720
DESI-045.0943-07.6865,45.09426009,-7.686530225,B,1.0,DECaLS,SER,,skip,126720
DESI-045.5971-10.0742,45.5977,-10.0764,B,0.74,DECaLS,EXP,,skip,126720
DESI-045.6327-50.0652,45.63272628,-50.06523014,B,0.79,DECaLS,REX,,skip,126720
DESI-045.7908-21.3239,45.79077941,-21.32387982,B,0.72,DECaLS,SER,,skip,126720
DESI-045.8888-21.1874,45.88879659,-21.18735119,B,0.73,DECaLS,SER,v,skip,126720
DESI-046.1573-58.7799,46.15732658,-58.77992795,B,1.0,DECaLS,SER,i,skip,126720
DESI-046.3594-46.4254,46.35936039,-46.42540446,B,0.95,DECaLS,EXP,f,skip,126720
DESI-046.3816-47.3213,46.3839,-47.3234,B,0.57,DECaLS,DEV,,skip,126720
DESI-046.4915-32.5000,46.49147651,-32.50003339,B,0.58,DECaLS,REX,,skip,126720
DESI-046.8018-23.2737,46.80175786,-23.27366166,B,0.99,DECaLS,SER,,skip,126720
DESI-046.8363-08.2962,46.83631278,-8.296201056,B,0.46,DECaLS,DEV,,skip,126720
DESI-047.2979-37.4006,47.29786752,-37.40057344,B,0.9,DECaLS,DEV,,skip,126720
DESI-047.6049-44.5000,47.6065,-44.5002,B,0.73,DECaLS,SER,v,skip,126720
DESI-047.8704-39.1974,47.87043858,-39.19736637,B,1.0,DECaLS,SER,,skip,126720
DESI-047.9011-19.7425,47.90106265,-19.74250249,B,0.59,DECaLS,SER,,skip,126720
DESI-047.9096-44.1370,47.90956998,-44.137015,B,1.0,DECaLS,DEV,v,skip,126720
DESI-048.5360-22.6733,48.53600126,-22.67328007,B,0.42,DECaLS,REX,,skip,126720
DESI-048.7962-25.7538,48.79620737,-25.7538251,B,1.0,DECaLS,DEV,v,skip,126720
DESI-049.4471-43.1609,49.44712958,-43.16090299,B,0.44,DECaLS,REX,,skip,126720
DESI-049.7700-49.3639,49.7685,-49.3621,B,0.96,DECaLS,EXP,v,skip,126720
DESI-050.6362+01.6989,50.63623931,1.698879074,B,0.94,DECaLS,SER,v,skip,126720
DESI-050.7906-37.8515,50.79058339,-37.8515367,B,0.9,DECaLS,SER,,skip,126720
DESI-051.0293-35.9364,51.0293008,-35.93638766,B,0.98,DECaLS,SER,i,skip,126720
DESI-051.1150-44.5028,51.11503509,-44.50279071,B,1.0,DECaLS,EXP,v,skip,126720
DESI-051.3780-48.4240,51.37798579,-48.42397821,B,1.0,DECaLS,SER,,skip,126720
DESI-051.8213-17.3724,51.82129975,-17.3724305,B,1.0,DECaLS,DEV,,skip,126720
DESI-051.8836-36.7509,51.88356497,-36.75092197,B,0.99,DECaLS,SER,,skip,126720
DESI-051.9435-24.4329,51.94345434,-24.43291865,B,0.72,DECaLS,SER,,skip,126720
DESI-051.9979-54.8214,51.99785242,-54.82141737,B,1.0,DECaLS,SER,,skip,126720
DESI-052.3771-52.0246,52.37707114,-52.02463048,B,1.0,DECaLS,SER,v,skip,126720
DESI-052.5086-38.0341,52.50856132,-38.03405032,B,0.95,DECaLS,SER,,skip,126720
DESI-052.6512-29.8295,52.65121553,-29.82953682,B,0.71,DECaLS,SER,,skip,126720
DESI-052.6582-12.7614,52.65819547,-12.76137605,B,0.68,DECaLS,SER,,skip,126720
DESI-052.8451-38.9083,52.84513527,-38.9082638,B,1.0,DECaLS,DEV,,skip,126720
DESI-052.9324-61.3876,52.93244599,-61.38758627,B,0.99,DECaLS,DEV,v t,skip,126720
DESI-053.1258-38.6471,53.12582757,-38.6470985,B,1.0,DECaLS,REX,v,skip,126720
DESI-053.4101-18.6185,53.41,-18.6187,B,0.92,DECaLS,SER,i,skip,126720
DESI-053.5699-33.4205,53.56991042,-33.42049593,B,0.97,DECaLS,SER,,skip,126720
DESI-053.7582-27.1145,53.75818085,-27.11448419,B,0.58,DECaLS,REX,,skip,126720
DESI-054.0556-44.9390,54.0538,-44.9389,B,0.9,DECaLS,EXP,,skip,126720
DESI-054.4266-52.6841,54.42662494,-52.68413225,B,0.97,DECaLS,SER,,skip,126720
DESI-054.6608-06.8874,54.66084205,-6.887415798,B,0.55,DECaLS,SER,v,skip,126720
DESI-056.0704-14.9367,56.0703828,-14.93668301,B,0.99,DECaLS,SER,,skip,126720
DESI-056.6881-04.9508,56.68810113,-4.950756854,B,0.56,DECaLS,SER,,skip,126720
DESI-056.9531-31.9806,56.95313993,-31.98063792,B,0.98,DECaLS,SER,i,skip,126720
DESI-057.2388-19.3043,57.23875577,-19.30433906,B,0.7,DECaLS,EXP,,skip,126720
DESI-057.2500-61.0030,57.25004076,-61.00304415,B,0.63,DECaLS,SER,,skip,126720
DESI-058.4110-61.1369,58.41103283,-61.13692028,B,0.75,DECaLS,SER,,skip,126720
DESI-058.6590-31.1055,58.65898506,-31.10548863,B,1.0,DECaLS,SER,,skip,126720
DESI-058.6789-37.8810,58.67889935,-37.88095579,B,1.0,DECaLS,SER,,skip,126720
DESI-059.0683-15.5616,59.0682671,-15.56160619,B,0.99,DECaLS,SER,,skip,126720
DESI-059.0944-57.6456,59.0934,-57.6437,B,0.97,DECaLS,SER,v,skip,126720
DESI-059.1199-13.9418,59.11992972,-13.9417948,B,0.54,DECaLS,DEV,v,skip,126720
DESI-059.3456-57.6483,59.34557323,-57.64832092,B,0.53,DECaLS,EXP,v,skip,126720
DESI-059.3459-42.1320,59.34585691,-42.13202405,B,0.56,DECaLS,SER,,skip,126720
DESI-060.4104-19.3348,60.41042363,-19.3347907,B,0.91,DECaLS,SER,,skip,126720
DESI-060.4821-34.0891,60.48213142,-34.08914691,B,1.0,DECaLS,DEV,v t,skip,126720
DESI-060.5213-48.1357,60.52134042,-48.13568713,B,0.98,DECaLS,SER,v,skip,126720
DESI-060.9096-45.2163,60.90961419,-45.21632688,B,1.0,DECaLS,DEV,,skip,126720
DESI-060.9191-60.4985,60.91911835,-60.49849044,B,0.99,DECaLS,REX,,skip,126720
DESI-061.8080-38.7238,61.80803931,-38.72378892,B,0.92,DECaLS,SER,,skip,126720
DESI-061.8150-09.3572,61.8158,-9.3562,B,0.4,DECaLS,SER,,skip,126720
DESI-062.1567-39.4141,62.15672869,-39.41414135,B,0.99,DECaLS,SER,,skip,126720
DESI-062.4264-45.6241,62.42638643,-45.62408306,B,0.91,DECaLS,DEV,,skip,126720
DESI-062.6003-40.4211,62.5993,-40.4208,B,0.5,DECaLS,DEV,,skip,126720
DESI-062.6870-15.2412,62.68701238,-15.24122742,B,1.0,DECaLS,DEV,,skip,126720
DESI-063.2659-39.3152,63.26594378,-39.31523392,B,1.0,DECaLS,REX,,skip,126720
DESI-063.4146-48.6865,63.41458908,-48.68654332,B,1.0,DECaLS,SER,,skip,126720
DESI-063.9016-36.6166,63.90156954,-36.61656469,B,0.97,DECaLS,DEV,,skip,126720
DESI-064.2603-35.6136,64.26034767,-35.61361736,B,0.88,DECaLS,SER,,skip,126720
DESI-064.6196-37.2359,64.61960528,-37.23585719,B,0.97,DECaLS,SER,,ok,126720
DESI-064.7778-41.0165,64.77777532,-41.01645575,B,0.9,DECaLS,SER,,ok,126720
DESI-064.8900-17.1450,64.88998517,-17.14500553,B,0.98,DECaLS,SER,,ok,126720
DESI-065.3216+00.8400,65.32160389,0.8400190077,B,0.91,DECaLS,DEV,,ok,126720
DESI-065.9282-54.5244,65.9372,-54.5308,B,0.98,DECaLS,SER,f,ok,126720
DESI-066.0123-16.4099,66.0118,-16.4113,B,1.0,DECaLS,DEV,v,skip,126720
DESI-067.2212-40.4909,67.22123249,-40.49086342,B,0.41,DECaLS,DEV,,skip,126720
DESI-067.8173-08.8779,67.8173326,-8.877883004,B,0.98,DECaLS,REX,,skip,126720
DESI-068.0281-59.2587,68.02805215,-59.25871109,B,0.41,DECaLS,SER,,skip,126720
DESI-068.2126-26.6025,68.21263007,-26.60253889,B,0.99,DECaLS,EXP,,skip,126720
DESI-068.5738-27.6971,68.575,-27.6977,B,0.99,DECaLS,SER,,skip,126720
DESI-068.6484-23.4075,68.64840353,-23.40752214,B,0.8,DECaLS,REX,,skip,126720
DESI-069.5720-54.3192,69.5737,-54.3223,B,0.55,DECaLS,SER,,skip,126720
DESI-069.7818-37.3997,69.78183009,-37.39965712,B,0.98,DECaLS,DEV,,skip,126720
DESI-069.9256-39.5689,69.92561809,-39.56886631,B,0.86,DECaLS,SER,,skip,126720
DESI-070.3388-20.0235,70.33877229,-20.0234574,B,1.0,DECaLS,REX,,skip,126720
DESI-070.9752-43.6066,70.97519417,-43.60657392,B,0.7,DECaLS,SER,,skip,126720
DESI-071.1843-47.1718,71.18426424,-47.17179647,B,1.0,DECaLS,SER,,skip,126720
DESI-071.4215-33.4671,71.42145267,-33.46709681,B,0.42,DECaLS,SER,,skip,126720
DESI-071.7060-18.0494,71.7034,-18.05,B,0.98,DECaLS,DEV,,skip,126720
DESI-071.7527-55.2158,71.75270537,-55.21580892,B,0.58,DECaLS,DEV,,skip,126720
DESI-071.8595-18.9863,71.85950725,-18.98630217,B,0.96,DECaLS,SER,,skip,126720
DESI-071.8946-48.8067,71.89463289,-48.80667357,B,1.0,DECaLS,SER,,skip,126720
DESI-072.8301-36.9833,72.83012432,-36.98332644,B,0.96,DECaLS,REX,,skip,126720
DESI-072.8731-18.8063,72.8730662,-18.80626861,B,0.89,DECaLS,SER,,skip,126720
DESI-072.9309-27.0249,72.93085537,-27.02487909,B,1.0,DECaLS,SER,,skip,126720
DESI-072.9405-29.8624,72.94051444,-29.86239826,B,0.79,DECaLS,REX,,skip,126720
DESI-072.9966-18.9414,72.9987,-18.9437,B,0.46,DECaLS,SER,w,skip,126720
DESI-073.5395-62.6897,73.53950843,-62.68974952,B,0.98,DECaLS,SER,v,skip,126720
DESI-074.0578-39.9665,74.05777749,-39.96652093,B,0.92,DECaLS,SER,v,skip,126720
DESI-074.2918-21.1101,74.29180901,-21.11014274,B,1.0,DECaLS,SER,,skip,126720
DESI-074.4426-62.6639,74.44260117,-62.66387856,B,0.72,DECaLS,SER,,skip,126720
DESI-074.4628-43.5261,74.46276811,-43.52612698,B,1.0,DECaLS,SER,i,skip,126720
DESI-075.1220-30.1214,75.12195899,-30.12140052,B,0.78,DECaLS,DEV,,skip,126720
DESI-075.1435-34.4346,75.14354813,-34.43461886,B,1.0,DECaLS,DEV,,skip,126720
DESI-075.4923-41.3737,75.49228064,-41.37372745,B,1.0,DECaLS,REX,,skip,126720
DESI-075.8393-61.4962,75.83934648,-61.49616527,B,0.62,DECaLS,SER,,skip,126720
DESI-076.3008-43.1513,76.2974,-43.1516,B,0.77,DECaLS,DEV,,skip,126720
DESI-076.4073-21.1313,76.4069,-21.1304,B,0.5,DECaLS,SER,,skip,126720
DESI-076.7310-42.3457,76.73100018,-42.34574224,B,1.0,DECaLS,SER,i,skip,126720
DESI-076.9564-60.8629,76.95636768,-60.86286621,B,0.87,DECaLS,SER,,skip,126720
DESI-077.0481-27.6753,77.04810879,-27.67533398,B,0.44,DECaLS,SER,,skip,126720
DESI-077.9269-61.6007,77.92690381,-61.60068416,B,0.7,DECaLS,REX,,skip,126720
DESI-078.1909-39.8102,78.192,-39.8101,B,0.43,DECaLS,SER,,skip,126720
DESI-078.3096-52.5057,78.3095948,-52.50568399,B,1.0,DECaLS,SER,,skip,126720
DESI-078.8260-41.4328,78.8260477,-41.4328259,B,0.97,DECaLS,SER,,skip,126720
DESI-078.8533-42.7872,78.85325093,-42.78721506,B,0.98,DECaLS,DEV,,skip,126720
DESI-079.1319-37.8487,79.13185176,-37.8486589,B,0.68,DECaLS,SER,,skip,126720
DESI-079.9797-31.8183,79.97972138,-31.81833129,B,0.71,DECaLS,SER,v,skip,126720
DESI-080.3835-46.1627,80.38352,-46.16272722,B,0.88,DECaLS,SER,,skip,126720
DESI-080.4584-36.5862,80.45835012,-36.58624384,B,0.91,DECaLS,DEV,v,skip,126720
DESI-081.2481-51.5885,81.2491,-51.5865,B,0.82,DECaLS,DEV,,skip,126720
DESI-081.4775-37.2042,81.47751973,-37.20416721,B,0.98,DECaLS,SER,w v,skip,126720
DESI-082.0607-29.7191,82.0629,-29.7175,B,0.82,DECaLS,SER,,skip,126720
DESI-083.7101-36.8905,83.71011722,-36.89053554,B,0.66,DECaLS,SER,,skip,126720
DESI-083.8855-56.8138,83.88545754,-56.81381447,B,1.0,DECaLS,SER,,skip,126720
DESI-084.8126-36.8163,84.81260834,-36.81627105,B,1.0,DECaLS,REX,,skip,126720
DESI-085.2084-21.4597,85.2071,-21.4598,B,0.94,DECaLS,SER,v,skip,126720
DESI-085.3808-22.2370,85.38084693,-22.23704719,B,1.0,DECaLS,SER,v,skip,126720
DESI-085.6094-35.3337,85.60940856,-35.33374971,B,0.91,DECaLS,DEV,,skip,126720
DESI-086.3020-42.5391,86.30198711,-42.53913981,B,0.91,DECaLS,SER,,skip,126720
DESI-086.3149-23.7609,86.31486405,-23.7609481,B,0.71,DECaLS,SER,,skip,126720
DESI-086.3570-35.7121,86.3527,-35.7146,B,0.59,DECaLS,REX,,skip,126720
DESI-087.4029-23.9253,87.40287174,-23.92530079,B,0.98,DECaLS,SER,v,skip,126720
DESI-087.4781-58.9839,87.47812351,-58.98394403,B,1.0,DECaLS,SER,v,skip,126720
DESI-089.3934-41.9973,89.39338636,-41.99726761,B,1.0,DECaLS,DEV,i,skip,126720
DESI-089.8710-31.3591,89.87097027,-31.35911037,B,0.64,DECaLS,EXP,,skip,126720
DESI-090.2892-30.0036,90.28916624,-30.00360632,B,0.88,DECaLS,EXP,,skip,126720
DESI-092.5439-46.3729,92.5463,-46.3723,B,0.54,DECaLS,DEV,,skip,126720
DESI-092.7210-59.6401,92.72096129,-59.64006783,B,1.0,DECaLS,EXP,,skip,126720
DESI-092.8353-47.9784,92.835313,-47.97844075,B,1.0,DECaLS,SER,,skip,126720
DESI-093.3014-55.8734,93.30143407,-55.87344808,B,1.0,DECaLS,SER,i,skip,126720
DESI-093.6558-60.2897,93.65575209,-60.28968774,B,0.96,DECaLS,SER,,skip,126720
DESI-094.1928-43.9237,94.19275023,-43.92371305,B,0.98,DECaLS,REX,,skip,126720
DESI-094.3455-55.1483,94.34546506,-55.14832371,B,0.99,DECaLS,SER,,skip,126720
DESI-094.4586-48.5728,94.45856408,-48.57276535,B,0.46,DECaLS,EXP,,skip,126720
DESI-095.1314-54.7946,95.13143371,-54.79458073,B,0.98,DECaLS,SER,,skip,126720
DESI-097.3412-57.2063,97.34119636,-57.20630804,B,0.45,DECaLS,SER,,skip,126720
DESI-102.7038+45.2121,102.7037812,45.21207894,B,0.99,BASS/MzLS,EXP,v,skip,126720
DESI-110.1106+50.2659,110.1106486,50.26586777,B,0.82,BASS/MzLS,EXP,,skip,126720
DESI-113.1179+37.6176,113.1191,37.6175,B,0.98,BASS/MzLS,SER,,skip,126720
DESI-114.4052+26.6132,114.4052226,26.61318711,B,0.98,DECaLS,SER,,skip,126720
DESI-118.7359+26.7982,118.7359248,26.79817173,B,1.0,DECaLS,SER,,skip,126720
DESI-121.1101+04.0217,121.1101264,4.021659127,B,0.97,DECaLS,DEV,,skip,126720
DESI-124.4075+02.1419,124.4075425,2.141938012,B,0.97,DECaLS,SER,,skip,126720
DESI-124.9982+53.9404,124.9993,53.94,B,0.63,BASS/MzLS,SER,,skip,126720
DESI-125.3370+36.3628,125.3369728,36.36276843,B,0.97,BASS/MzLS,SER,,skip,126720
DESI-125.6314+25.5938,125.6314346,25.59384225,B,1.0,DECaLS,SER,,skip,126720
DESI-125.8853+07.0397,125.8853,7.0407,B,1.0,DECaLS,SER,v,skip,126720
DESI-125.9590+14.9237,125.9590472,14.92369674,B,1.0,DECaLS,SER,v,skip,126720
DESI-126.3328+26.2937,126.3327658,26.29365789,B,0.99,DECaLS,SER,,skip,126720
DESI-130.8173+14.6107,130.8172895,14.61070588,B,0.64,DECaLS,DEV,,skip,126720
DESI-132.4286+29.7247,132.4296,29.7243,B,1.0,DECaLS,SER,v,skip,126720
DESI-132.8577+35.9700,132.8603,35.9706,B,0.98,BASS/MzLS,DEV,,skip,126720
DESI-133.9495+26.5807,133.9504,26.5798,B,1.0,DECaLS,DEV,v,skip,126720
DESI-135.9427+12.6296,135.9427322,12.62963612,B,0.65,DECaLS,DEV,,skip,126720
DESI-137.3028+19.6441,137.3028222,19.64405229,B,0.83,DECaLS,DEV,,skip,126720
DESI-137.7780+07.3089,137.7780372,7.308913954,B,1.0,DECaLS,SER,v,skip,126720
DESI-140.0624+08.4656,140.0608,8.4668,B,0.66,DECaLS,REX,,skip,126720
DESI-140.7116+25.0537,140.7115817,25.05369597,B,0.41,DECaLS,DEV,,skip,126720
DESI-142.9923+06.7121,142.9933,6.7123,B,0.83,DECaLS,DEV,,skip,126720
DESI-146.8429-04.0410,146.8428716,-4.04096839,B,0.79,DECaLS,SER,,skip,126720
DESI-148.8884+12.9734,148.8881,12.9734,B,0.99,DECaLS,SER,,skip,126720
DESI-149.9605-03.4545,149.9581,-3.4552,B,0.97,DECaLS,DEV,,skip,126720
DESI-150.1616+24.3772,150.1615739,24.37717748,B,0.82,DECaLS,REX,,skip,126720
DESI-151.5924-03.6253,151.5924374,-3.625347257,B,0.82,DECaLS,DEV,,skip,126720
DESI-152.1584+41.4751,152.1583937,41.47508666,B,0.51,BASS/MzLS,EXP,,skip,126720
DESI-152.2141+22.1988,152.2141255,22.1988095,B,0.54,DECaLS,SER,,skip,126720
DESI-152.2413+13.8624,152.2413313,13.86235591,B,0.88,DECaLS,REX,,skip,126720
DESI-152.7635+10.7864,152.7611,10.7874,B,0.99,DECaLS,SER,,skip,126720
DESI-152.8814-03.7938,152.8821,-3.7936,B,0.45,DECaLS,SER,v,skip,126720
DESI-153.1784+05.9709,153.1772,5.969,B,0.98,DECaLS,EXP,v,skip,126720
DESI-157.7479-06.7651,157.7479344,-6.765112609,B,1.0,DECaLS,SER,,skip,126720
DESI-158.0633+31.8733,158.0661,31.8766,B,0.64,DECaLS,SER,,skip,126720
DESI-158.4485+19.5956,158.4485349,19.59560075,B,0.84,DECaLS,EXP,,skip,126720
DESI-159.2550+08.3546,159.2550142,8.354619903,B,0.88,DECaLS,DEV,,skip,126720
DESI-159.8916+34.8601,159.8905,34.8575,B,0.74,BASS/MzLS,SER,,skip,126720
DESI-159.9412-08.4434,159.9411971,-8.443441995,B,0.74,DECaLS,DEV,,skip,126720
DESI-160.1860+33.0889,160.18597,33.08894976,B,0.81,DECaLS,SER,v,skip,126720
DESI-160.2351-01.0663,160.2350666,-1.066309703,B,1.0,DECaLS,SER,n,skip,126720
DESI-161.9685-00.2263,161.9672,-0.2256,B,0.96,DECaLS,DEV,,skip,126720
DESI-162.4707+18.8876,162.4706929,18.88762773,B,0.99,DECaLS,REX,,skip,126720
DESI-163.2167+05.3499,163.2167452,5.349939895,B,0.44,DECaLS,SER,,skip,126720
DESI-165.0311+26.5008,165.0310638,26.50083246,B,0.54,DECaLS,SER,v,skip,126720
DESI-167.9920-07.8881,167.9919,-7.887,B,1.0,DECaLS,SER,v,skip,126720
DESI-168.2249+00.1790,168.2248531,0.1789948616,B,0.57,DECaLS,SER,,skip,126720
DESI-170.2473+15.0843,170.2473467,15.08426003,B,1.0,DECaLS,EXP,,skip,126720
DESI-172.3067+15.4771,172.3066695,15.47709606,B,0.99,DECaLS,SER,,skip,126720
DESI-173.0654+26.5886,173.0654234,26.58862766,B,0.76,DECaLS,DEV,v,skip,126720
DESI-173.4577+24.9232,173.457727,24.92320889,B,1.0,DECaLS,SER,,ok,126720
DESI-174.0270-02.7182,174.0277,-2.7165,B,0.72,DECaLS,SER,,ok,126720
DESI-174.3445+60.3723,174.3445096,60.37226776,B,0.94,BASS/MzLS,SER,,ok,126720
DESI-175.2669+06.7173,175.2689,6.7161,B,0.76,DECaLS,SER,,ok,126720
DESI-177.0369-02.5654,177.0355,-2.5655,B,0.44,DECaLS,SER,,ok,126720
DESI-177.6355+36.9246,177.6351,36.9263,B,0.54,BASS/MzLS,DEV,v,ok,126720
DESI-177.9122+20.4591,177.912198,20.45907284,B,0.93,DECaLS,DEV,,skip,126720
DESI-179.0451-00.3502,179.0450663,-0.3502141797,B,0.8,DECaLS,SER,o,skip,126720
DESI-179.4994+12.3543,179.4994112,12.35430446,B,0.56,DECaLS,EXP,,skip,126720
DESI-179.6267+31.3970,179.6266867,31.39702146,B,0.79,DECaLS,SER,u,skip,126720
DESI-182.0210+30.5486,182.0209615,30.54859548,B,0.77,DECaLS,SER,,skip,126720
DESI-182.8847+07.7020,182.8847305,7.702036809,B,1.0,DECaLS,DEV,,skip,126720
DESI-183.4271+25.0565,183.4270501,25.05650084,B,1.0,DECaLS,REX,,skip,126720
DESI-185.1417+10.8421,185.1417218,10.84212999,B,1.0,DECaLS,SER,,skip,126720
DESI-187.5069+18.3581,187.5068984,18.35812696,B,1.0,DECaLS,SER,,skip,126720
DESI-189.4532+08.2590,189.4532042,8.258993939,B,0.96,DECaLS,DEV,,skip,126720
DESI-190.1056+12.0231,190.1048,12.0238,B,0.85,DECaLS,SER,,skip,126720
DESI-191.8657+16.7446,191.8656805,16.74456103,B,1.0,DECaLS,EXP,v,skip,126720
DESI-192.3814+22.4189,192.381365,22.41894572,B,1.0,DECaLS,REX,v,skip,126720
DESI-197.7103+30.8678,197.7103174,30.86780042,B,0.99,DECaLS,REX,,skip,126720
DESI-198.0194+11.7642,198.0193779,11.7641664,B,0.99,DECaLS,DEV,,skip,126720
DESI-198.7054+01.1106,198.7053972,1.110632371,B,0.99,DECaLS,DEV,v,skip,126720
DESI-199.3785+56.6818,199.3784796,56.68182509,B,1.0,BASS/MzLS,SER,u,skip,126720
DESI-199.5496+28.7276,199.5495625,28.7276399,B,0.58,DECaLS,SER,,skip,126720
DESI-199.6398+31.2264,199.639779,31.22642367,B,1.0,DECaLS,SER,,skip,126720
DESI-199.6809+22.9963,199.6808784,22.99630746,B,0.56,DECaLS,DEV,,skip,126720
DESI-200.7032+31.6550,200.7031826,31.65498721,B,0.69,DECaLS,SER,,skip,126720
DESI-201.2657+68.6461,201.2657468,68.64613572,B,1.0,BASS/MzLS,DEV,v,skip,126720
DESI-204.6653+43.6287,204.6652996,43.62866669,B,0.7,BASS/MzLS,EXP,v,skip,126720
DESI-205.4510+25.3348,205.4510469,25.33480408,B,0.57,DECaLS,SER,,skip,126720
DESI-206.0194-03.1083,206.019401,-3.108316617,B,0.42,DECaLS,SER,s,skip,126720
DESI-206.0410-09.7274,206.0410349,-9.727359524,B,0.99,DECaLS,DEV,v,skip,126720
DESI-207.0285+16.9483,207.0285347,16.94826174,B,1.0,DECaLS,REX,,skip,126720
DESI-211.4663+16.0264,211.4666,16.0271,B,1.0,DECaLS,DEV,,skip,126720
DESI-213.3100+23.6991,213.3099801,23.69911683,B,0.88,DECaLS,SER,,skip,126720
DESI-215.0463-06.8172,215.0462711,-6.817235641,B,0.92,DECaLS,DEV,,skip,126720
DESI-218.7075+30.6330,218.7075026,30.63300485,B,0.95,DECaLS,SER,v,skip,126720
DESI-218.8376-02.6824,218.8375877,-2.682395273,B,0.85,DECaLS,SER,,skip,126720
DESI-219.5142+49.1259,219.5141897,49.12591641,B,0.97,BASS/MzLS,DEV,l,skip,126720
DESI-219.8741-08.7050,219.8740753,-8.704954399,B,1.0,DECaLS,DEV,v,skip,126720
DESI-219.9201+08.8822,219.9203,8.8839,B,0.41,DECaLS,DEV,,skip,126720
DESI-220.1562+59.1955,220.1553,59.195,B,0.93,BASS/MzLS,SER,v u,skip,126720
DESI-220.7721+19.5129,220.7720965,19.51287417,B,0.43,DECaLS,SER,,skip,126720
DESI-220.9032+03.0141,220.903167,3.01407408,B,0.96,DECaLS,SER,,skip,126720
DESI-221.4378+28.0321,221.4377,28.0307,B,0.65,DECaLS,EXP,v,skip,126720
DESI-221.7915-03.9679,221.7905,-3.9699,B,0.67,DECaLS,REX,,skip,126720
DESI-221.9130+25.7884,221.9129594,25.78841029,B,0.99,DECaLS,EXP,,skip,126720
DESI-223.6517+22.7741,223.6516861,22.77413205,B,0.97,DECaLS,SER,,skip,126720
DESI-225.6784+24.1154,225.6773,24.1148,B,0.55,DECaLS,SER,,skip,126720
DESI-227.1212+26.0650,227.1211662,26.06501171,B,1.0,DECaLS,SER,,skip,126720
DESI-227.5140+30.4661,227.5140193,30.46607001,B,1.0,DECaLS,DEV,,skip,126720
DESI-227.5558+02.7861,227.5557653,2.78605525,B,0.45,DECaLS,SER,,skip,126720
DESI-231.6730+51.0418,231.6729848,51.04179108,B,0.77,BASS/MzLS,DEV,,skip,126720
DESI-239.1796+48.6285,239.1796417,48.62852077,B,0.92,BASS/MzLS,SER,v,skip,126720
DESI-247.2080-00.9897,247.208023,-0.9897353918,B,0.41,DECaLS,SER,,skip,126720
DESI-248.2749+14.3881,248.2731,14.3865,B,1.0,DECaLS,EXP,,skip,126720
DESI-249.9703+26.4345,249.9702874,26.43454335,B,1.0,DECaLS,DEV,,skip,126720
DESI-250.4289+26.0995,250.4288718,26.09949184,B,1.0,DECaLS,REX,v,skip,126720
DESI-251.4203+13.4260,251.4203029,13.42601492,B,0.99,DECaLS,SER,,skip,126720
DESI-253.7866+04.1034,253.7866289,4.103402498,B,0.46,DECaLS,SER,l,skip,126720
DESI-253.8438+36.0869,253.8438293,36.08688945,B,1.0,BASS/MzLS,REX,,skip,126720
DESI-256.5309+58.8054,256.530927,58.8054184,B,1.0,BASS/MzLS,EXP,,skip,126720
DESI-264.5487+14.9566,264.5487337,14.95664173,B,0.99,DECaLS,DEV,v,skip,126720
DESI-265.1569+14.7947,265.1568673,14.79473911,B,0.98,DECaLS,SER,,skip,126720
DESI-267.7949+37.8839,267.7927,37.8846,B,0.7,BASS/MzLS,SER,,skip,126720
DESI-268.6395+25.1102,268.6394547,25.11019914,B,0.53,DECaLS,REX,,skip,126720
DESI-270.9079+24.7782,270.9078642,24.77820578,B,0.52,DECaLS,DEV,,skip,126720
DESI-273.3242+32.3602,273.3239,32.3604,B,0.71,DECaLS,SER,,skip,126720
DESI-280.4273+74.2340,280.422,74.2348,B,0.97,BASS/MzLS,SER,,skip,126720
DESI-284.9557+44.4081,284.9557216,44.40808818,B,1.0,BASS/MzLS,SER,v,skip,126720
DESI-299.3892-52.6067,299.3892003,-52.60669382,B,0.9,DECaLS,SER,,skip,126720
DESI-303.5429-56.0291,303.5429036,-56.02906517,B,0.98,DECaLS,DEV,,skip,126720
DESI-303.9848-58.0229,303.9847914,-58.02287493,B,0.8,DECaLS,DEV,,skip,126720
