name,ra,dec,catalog,survey_key,p_meta
s_71989_7186,41.4643034573144,-51.49751874103305,dr11,dr11,0.7647384
s_71871_246,353.9664170561714,-51.87163259898146,dr11,dr11,0.7643324
s_277239_5751,347.8014268382282,-9.402588186655082,dr11,dr11,0.7643236
s_89727_5607,332.1744903671274,-47.10365408343717,dr11,dr11,0.7640939
s_61411_4481,332.9866042795168,-54.644473071150585,dr11,dr11,0.76354605
s_62166_5607,296.8504868621108,-54.550831065215256,dr11,dr11,0.76264846
s_384743_1544,323.3349018535511,9.329610910506489,dr11,dr11,0.762478
s_433144_184,173.18454778515272,17.887673184481375,dr11,dr11,0.76229346
s_135289_4256,63.50575204592109,-36.30907926532242,dr11,dr11,0.76187885
s_231256_6892,49.92203479100241,-17.567943843899748,dr11,dr11,0.76164204
s_139825_11098,18.92258942377811,-35.338619133715824,dr11,dr11,0.76142865
s_201672_1298,92.75922838219624,-22.908488053879303,dr11,dr11,0.76078385
s_303496_3367,117.94149435849044,-4.852882021721489,dr11,dr11,0.76068175
s_161725_5181,61.40848437379812,-30.68868857943217,dr11,dr11,0.7605056
s_423581_2361,194.92999583543977,16.142143699697645,dr11,dr11,0.76046246
s_191909_4234,305.9045941646813,-24.9655350592714,dr11,dr11,0.7603572
s_207576_2272,248.11950749900464,-22.035472883151403,dr11,dr11,0.75983554
s_449332_2753,139.20442547076328,20.903528263070047,dr11,dr11,0.75915474
s_266046_1185,25.99894971445208,-11.276996814290989,dr11,dr11,0.75905156
s_89066_4031,90.66266057330596,-46.88550479435355,dr11,dr11,0.7588421
s_36312_14501,136.13051407470155,-62.88154127339548,dr11,dr11,0.7586892
s_401210_2691,190.3462682914647,12.259190919214346,dr11,dr11,0.75861937
s_204270_1683,76.28731274114315,-22.49198802271274,dr11,dr11,0.75861466
s_407416_3311,339.63047164125624,13.332179124782096,dr11,dr11,0.7584184
s_188312_3322,33.25368582011379,-25.394532233198607,dr11,dr11,0.7582407
s_182479_3208,211.69734623917773,-26.746596123109143,dr11,dr11,0.75811845
s_499502_4350,23.259206570372115,30.65180823471468,dr11,dr11,0.75811535
s_235253_4230,14.44524450785661,-16.745722284259614,dr11,dr11,0.7580429
s_132950_9585,56.939266650715005,-36.793633771959975,dr11,dr11,0.7579396
s_236754_8964,46.09619056918812,-16.5803169483965,dr11,dr11,0.75765306
s_441464_272,205.95192336953107,19.49516115575941,dr11,dr11,0.7576036
s_166635_2960,40.620529237907846,-29.718157850006595,dr11,dr11,0.75743574
s_126666_27615,241.51659561627773,-38.19233097186712,dr11,dr11,0.75723565
s_114863_1702,25.391619206494493,-40.67607449917352,dr11,dr11,0.75702304
s_382748_6259,178.73354671268518,8.94687653122104,dr11,dr11,0.7568916
s_118198_7447,38.63365264471916,-39.93254505879171,dr11,dr11,0.7559823
s_17289_10032,134.3788241732791,-71.61612493838743,dr11,dr11,0.75596994
s_202076_1223,202.2848060893021,-22.97993527071021,dr11,dr11,0.7559583
s_97780_3902,334.7402726025515,-45.07375452528871,dr11,dr11,0.75593084
s_153750_17764,244.3459856280896,-32.54869765872499,dr11,dr11,0.7556659
s_415356_1998,223.7321341759249,14.673048468838289,dr11,dr11,0.75565755
s_222343_7319,225.7209421746077,-19.303570543146986,dr11,dr11,0.7554475
s_390027_6912,222.9037003251589,10.236836503822552,dr11,dr11,0.75461435
s_64632_13235,262.59265689454355,-53.85014971617618,dr11,dr11,0.7543274
s_253508_6889,59.290829681012994,-13.499183371920436,dr11,dr11,0.75426084
s_102640_5797,226.9831294475305,-43.68096701072295,dr11,dr11,0.7542379
s_499502_14284,23.353979370691277,30.648525771681964,dr11,dr11,0.7541187
s_315268_2706,185.1025925477588,-2.7002948707285968,dr11,dr11,0.75336766
s_59700_6770,312.1844709318729,-55.14497280398749,dr11,dr11,0.75287396
s_119499_8020,101.80932832266475,-39.83593745753072,dr11,dr11,0.7528434
s_187045_9011,42.5884983023774,-25.753843961431905,dr11,dr11,0.75276595
s_67230_14579,265.028904180628,-52.9411878294444,dr11,dr11,0.7525914
s_46031_3146,126.19691672677966,-59.583210591896766,dr11,dr11,0.7522179
s_420988_4345,241.3833378899821,15.822620481682192,dr11,dr11,0.7521013
s_199906_1272,333.3609814652547,-23.428689376076125,dr11,dr11,0.75205016
s_107391_5805,50.594354229923546,-42.4060564632251,dr11,dr11,0.7520082
s_14714_11676,199.8671097654529,-73.02666784836488,dr11,dr11,0.751356
s_498258_23772,23.3116106110748,30.554378360717887,dr11,dr11,0.7510287
s_52735_7411,72.53677158244962,-57.255530569478246,dr11,dr11,0.75099593
s_244959_9174,15.5123232554813,-15.007927584825572,dr11,dr11,0.75081784
s_298853_6246,33.533551199664124,-5.591924509689768,dr11,dr11,0.7507972
s_206239_7802,248.2104830796096,-22.25081642325576,dr11,dr11,0.75050604
s_354090_3043,172.38036129071844,3.991180643119904,dr11,dr11,0.7504355
s_509179_3053,338.5430977396966,32.44536235980988,dr11,dr11,0.7502161
s_498258_12554,23.239086959748445,30.439727114548678,dr11,dr11,0.74912953
s_400341_5915,328.29281543425066,11.915288432317418,dr11,dr11,0.74868757
s_210799_616,33.49785513540831,-21.28271944035025,dr11,dr11,0.7485997
s_157124_235,157.72224715883175,-31.727558644809356,dr11,dr11,0.74843335
s_216977_2698,243.34134899120215,-20.228934238508195,dr11,dr11,0.74832183
s_369977_4434,198.51735015897168,6.688696503693574,dr11,dr11,0.7482004
s_137541_5091,38.54490773031193,-35.78813766682268,dr11,dr11,0.7476121
s_272300_5104,175.89348038570648,-10.13646823224193,dr11,dr11,0.74707663
s_130088_17179,241.42377283344535,-37.38265273889115,dr11,dr11,0.746935
s_225027_2920,213.8217183280865,-18.683096713348675,dr11,dr11,0.74691874
s_16735_3990,56.53242197376506,-71.65803583817087,dr11,dr11,0.7467395
s_310225_1602,3.292276418407161,-3.596003357421373,dr11,dr11,0.7467041
s_49305_2197,267.1853334170372,-58.41354079249143,dr11,dr11,0.7463936
s_498258_28692,23.34507034417422,30.57979517416883,dr11,dr11,0.74591714
s_126667_14414,241.71452658755524,-38.13745861837656,dr11,dr11,0.74584806
s_238074_4946,29.773087444453186,-16.14558750049626,dr11,dr11,0.7456258
s_91832_8192,16.075792121199022,-46.31883331334152,dr11,dr11,0.7456258
s_332711_1951,225.81643648963117,0.2920894672063474,dr11,dr11,0.7455483
s_368288_3333,133.9109195429161,6.48603798851014,dr11,dr11,0.74552554
s_290988_3355,217.142939319259,-7.09628387919643,dr11,dr11,0.7454806
s_328891_7514,350.94196107688146,-0.5105402266144748,dr11,dr11,0.7454466
s_34261_36959,76.4301003380938,-63.74499295490237,dr11,dr11,0.74530554
s_77120_9283,267.37690392990044,-50.35428658753705,dr11,dr11,0.7452629
s_247751_7519,16.969524984621472,-14.447976201141786,dr11,dr11,0.7451047
s_29019_24056,248.9429712334505,-66.07467549319388,dr11,dr11,0.7448226
s_228331_1876,2.967088820059159,-17.95664702659408,dr11,dr11,0.7443467
s_369309_653,30.44645604949648,6.655073400246933,dr11,dr11,0.74429476
s_277594_1171,77.50771839575876,-9.169429229468529,dr11,dr11,0.74428654
s_424867_1191,169.62682801766894,16.376786674860305,dr11,dr11,0.7442383
s_504880_4044,152.07714443511526,31.699490892938247,dr11,dr11,0.74413955
s_194300_2796,242.60516223297512,-24.41548715181245,dr11,dr11,0.7439093
s_433329_106,221.72166858674103,17.876004184034592,dr11,dr11,0.7438854
s_94765_9655,347.79876354897164,-45.78285515374264,dr11,dr11,0.74384874
s_50907_11900,303.5807909933724,-57.95044822400671,dr11,dr11,0.74350506
s_285202_4032,199.8246721427333,-8.025177992688192,dr11,dr11,0.7433826
s_100867_8806,334.1592642255343,-44.32219347264076,dr11,dr11,0.743374
s_123520_333,318.3040513999258,-38.96705201755952,dr11,dr11,0.74306816
s_408166_5082,172.2408462710531,13.493940428192268,dr11,dr11,0.74260944
s_327710_4950,55.66491418238629,-0.3820174180780979,dr11,dr11,0.74217856
s_238291_3836,86.26018965637138,-16.163795110463802,dr11,dr11,0.7420171
s_381146_1192,133.5787581253821,8.670761830345818,dr11,dr11,0.7413034
s_67230_14655,265.0301032183201,-52.94230169416685,dr11,dr11,0.7410859
s_139885_9926,37.24288984507326,-35.37494998268404,dr11,dr11,0.7405514
s_402336_716,118.14220518058026,12.508694061037769,dr11,dr11,0.74028814
s_399035_3698,354.82560566469283,11.67903158831746,dr11,dr11,0.74026376
s_188754_2468,155.4695324065505,-25.50292131052021,dr11,dr11,0.7397975
s_351350_2708,206.40351456750392,3.5445187159334344,dr11,dr11,0.7396796
s_132526_15831,284.63140140713364,-37.012554572873874,dr11,dr11,0.739463
s_228440_9365,31.71316464703134,-18.12249236549109,dr11,dr11,0.73879784
s_12155_7507,90.1297363173748,-74.50344201800723,dr11,dr11,0.73876035
s_127800_30712,240.72059844209312,-37.99052303439564,dr11,dr11,0.73874855
s_139803_8087,12.160495387903282,-35.23223626324124,dr11,dr11,0.7384759
s_497013_3418,23.41881922564049,30.287830196696,dr11,dr11,0.7384092
s_55779_7923,17.744895365721465,-56.302639888852,dr11,dr11,0.7378465
s_325163_2981,138.8481621687964,-0.922617180587686,dr11,dr11,0.737765
s_30558_13329,94.06392538397095,-65.28234040897219,dr11,dr11,0.737663
s_327526_9059,9.722175691216863,-0.4092728967886327,dr11,dr11,0.7376314
s_491286_1438,180.36161110771,29.01164003094359,dr11,dr11,0.7376262
s_311858_6490,52.3092752325492,-3.172223562198258,dr11,dr11,0.73742217
s_45164_3461,59.33569679405447,-59.86508698848564,dr11,dr11,0.7367907
s_355105_694,66.40383210343664,4.145790215437143,dr11,dr11,0.7367386
s_176395_5378,302.79036325664595,-28.02819708804372,dr11,dr11,0.7365458
s_396915_5457,174.39025721168855,11.515811011221786,dr11,dr11,0.7362218
s_498258_12129,23.236090150713885,30.61573382793183,dr11,dr11,0.7357607
s_409610_4702,183.2903710887735,13.657610644265969,dr11,dr11,0.7356837
s_427866_4496,232.2056981284241,16.884518106183897,dr11,dr11,0.73561084
s_124914_2126,44.03263025968146,-38.42014632254926,dr11,dr11,0.7355946
s_499502_24528,23.417258094760538,30.79127229458092,dr11,dr11,0.7355774
s_32873_8562,7.832032992659955,-64.34380645212809,dr11,dr11,0.7354629
s_222920_8348,18.17140785577129,-19.045674907464896,dr11,dr11,0.7351057
s_277107_3066,314.2750294314568,-9.486480334733695,dr11,dr11,0.73495585
s_503625_2748,144.42421730519956,31.46592207256516,dr11,dr11,0.7349423
s_293485_3554,125.06834214238404,-6.593691935378524,dr11,dr11,0.73484373
s_19810_14439,244.48400491225192,-70.20456254930058,dr11,dr11,0.7348037
s_14329_7712,232.6654650938264,-73.15774794385771,dr11,dr11,0.73459816
s_32666_26056,248.60898562228144,-64.55694103370085,dr11,dr11,0.7345369
s_207576_1362,248.09813922715853,-22.02360771562008,dr11,dr11,0.73439896
s_117236_10169,84.58303496596537,-40.37180353072873,dr11,dr11,0.73400444
s_89702_7122,322.98475704678754,-46.92892501627608,dr11,dr11,0.733915
