name,ra,dec,catalog,survey_key,p_meta
s_351350_2725,206.40401283431797,3.5447753002158207,dr11,dr11,0.8148272
s_23394_19750,244.2383780683786,-68.48147565773871,dr11,dr11,0.814436
s_384179_4841,180.706504075912,9.344216899758544,dr11,dr11,0.8142523
s_504880_4013,152.07555127799753,31.70044015041669,dr11,dr11,0.8139756
s_76198_21326,267.91267516860506,-50.479217166491615,dr11,dr11,0.8133802
s_69087_268,307.23246726977163,-52.52180166068507,dr11,dr11,0.81336004
s_67227_20393,263.84310184395605,-53.05980895552922,dr11,dr11,0.8129994
s_60524_3113,309.7973291871272,-54.995227327413815,dr11,dr11,0.81254804
s_23074_2645,27.35549338387497,-68.47467943552668,dr11,dr11,0.8123695
s_293716_5339,183.23636562717215,-6.496752164515811,dr11,dr11,0.81225604
s_156800_7139,62.95699241948245,-31.7483902662567,dr11,dr11,0.81211144
s_141745_18864,244.7739315842396,-35.109031664993566,dr11,dr11,0.811911
s_197474_9756,30.766770156139195,-23.63407408552237,dr11,dr11,0.8117557
s_277443_4029,39.363847157157664,-9.218995937998892,dr11,dr11,0.8113633
s_118690_7787,198.7500673296424,-40.12139029393573,dr11,dr11,0.8110254
s_53346_3801,353.7014793367839,-57.25105588079818,dr11,dr11,0.81058615
s_502591_3701,202.37291741795295,31.329170414869147,dr11,dr11,0.8105737
s_170155_2223,330.03819697925854,-29.13035360296859,dr11,dr11,0.81047446
s_112673_7610,21.134355725610877,-41.20498375888529,dr11,dr11,0.81028974
s_227026_6100,20.10736064619313,-18.333710623788047,dr11,dr11,0.808767
s_289350_3716,164.80512442449222,-7.144863212385505,dr11,dr11,0.8087212
s_266022_5023,20.040716240392047,-11.348332611333689,dr11,dr11,0.80867225
s_163051_1474,85.99183409051751,-30.58040255176529,dr11,dr11,0.80862665
s_217672_5235,68.10411952475364,-20.00403090833157,dr11,dr11,0.80858535
s_313198_1471,27.537985119867216,-3.0772891631307964,dr11,dr11,0.8080331
s_218895_5088,32.75250367176602,-19.63615714561371,dr11,dr11,0.8070603
s_227570_6384,163.16875653706296,-18.15657685638216,dr11,dr11,0.8070569
s_76198_20906,267.9071254484814,-50.48752734712655,dr11,dr11,0.8070477
s_345385_1515,154.31156351386747,2.488511057982116,dr11,dr11,0.8060211
s_484722_5640,118.75746691442042,27.63824697720424,dr11,dr11,0.8059714
s_48052_6668,28.06823515716948,-58.64509879949278,dr11,dr11,0.80579585
s_82090_1248,14.403705046216546,-48.80404643306791,dr11,dr11,0.80575794
s_239431_4771,22.710623234564714,-16.002399948249092,dr11,dr11,0.8052965
s_389676_1820,133.6196936631354,10.137427887354368,dr11,dr11,0.8051567
s_495333_3146,259.798221767045,29.64842436630402,dr11,dr11,0.80500406
s_245040_9296,36.44898723904711,-15.09223587039831,dr11,dr11,0.8039443
s_433320_1517,219.41192224296205,18.00670021787456,dr11,dr11,0.8034958
s_332669_704,215.26539066605332,0.3719514433288317,dr11,dr11,0.80320036
s_137502_1047,26.444982674111948,-35.69096749205416,dr11,dr11,0.8028542
s_14090_13756,28.232546741646388,-73.2068337560842,dr11,dr11,0.8027569
s_234689_542,227.0426690911862,-16.877134252112636,dr11,dr11,0.801767
s_98882_7820,1.6859793252676891,-44.4973805418235,dr11,dr11,0.8012334
s_106083_7015,326.4433154810205,-43.11371644401443,dr11,dr11,0.8011751
s_266620_918,172.13197134835713,-11.31084358192752,dr11,dr11,0.80081517
s_498259_2267,23.44659651679769,30.492426363169034,dr11,dr11,0.8000357
s_240846_8850,30.28319467187648,-15.854741180294011,dr11,dr11,0.7999863
s_148704_6732,183.81764972463415,-33.60056079340128,dr11,dr11,0.79991186
s_121699_2425,93.11443379368676,-39.34340740213131,dr11,dr11,0.79962355
s_239208_2503,324.70571349607377,-16.3218096785709,dr11,dr11,0.79933745
s_267446_2392,22.465015524169264,-10.959305870821003,dr11,dr11,0.7981673
s_64947_8105,35.05986677092909,-53.58634557892115,dr11,dr11,0.79793173
s_332668_5796,215.2018921382049,0.125925526546714,dr11,dr11,0.7963619
s_67230_22110,265.1377726094519,-52.93980234853709,dr11,dr11,0.7961107
s_87926_7107,32.55225082134853,-47.33187472674987,dr11,dr11,0.7960119
s_244220_4253,184.30418527803408,-15.26100806720478,dr11,dr11,0.7959916
s_238170_2042,54.69028927285546,-16.323147827863664,dr11,dr11,0.7955057
s_91796_2958,2.9714156599521964,-46.23945501941993,dr11,dr11,0.79495054
s_209853_1105,139.80541148324167,-21.460153617817564,dr11,dr11,0.7944377
s_164140_7181,41.20602009272879,-30.32135002208484,dr11,dr11,0.7940704
s_361852_284,317.3884416585132,5.145495279200226,dr11,dr11,0.7938141
s_261086_5324,200.63023976024024,-12.281398117724422,dr11,dr11,0.79380757
s_36094_6706,16.715143221718897,-62.970466733012486,dr11,dr11,0.7937935
s_100867_8788,334.1586399112592,-44.322001303396114,dr11,dr11,0.79329526
s_163086_5763,96.29734989843205,-30.478848772306517,dr11,dr11,0.79282576
s_498259_2410,23.44749067837004,30.4938863331712,dr11,dr11,0.79243475
s_499502_20865,23.394553720146835,30.83863991540243,dr11,dr11,0.79222256
s_346996_4322,197.20031359402847,2.767472851564839,dr11,dr11,0.79153997
s_406989_5534,230.2280136516509,13.199979616777217,dr11,dr11,0.7914798
