index,Ra,Dec,ref,klc_dup
5007,179.2037,1.422,SuGOHI5,1
5008,179.20996,1.62051,Petrillo et al. 2019,1
5009,179.220954,-0.663476,SuGOHI1,1
5010,179.223,-0.6314,SuGOHI5,1
5011,179.234101,-1.107818,SuGOHI1,1
5012,179.24405,23.762775,Stein21,1
5013,179.282604,0.815167,SuGOHI1,1
5014,179.29217529296875,37.47970199584961,Talbot,1
5015,179.29743,-1.64723,Shu22,1
5016,179.2998504638672,30.96611785888672,Talbot,1
5017,179.3032,-0.2898,SuGOHI5 SuGOHI6,1
5018,179.3078,-0.40633,Canameras22,1
5019,179.3122,-1.157,SuGOHI5,1
5020,179.32306,9.738104,Stein21,1
5021,179.3313751220703,47.23067855834961,Talbot,1
5022,179.343141,-0.011415,SuGOHI6,1
5023,179.3625,-18.47694444444444,Canameras et al. 2020,1
5024,179.39877,3.75027,Li21,1
5025,179.399189,-1.679864,SuGOHI1 SuGOHI6,1
5026,179.41953,1.42309,Petrillo et al. 2019,1
5027,179.46234,-8.340064,Stein21,1
5028,179.4762725830078,26.45597648620605,Talbot,1
5029,179.515380859375,28.62164878845215,Talbot,1
5030,179.5324,-0.5435,SuGOHI5,1
5031,179.566648,-1.454965,SuGOHI1 SuGOHI6,1
5032,179.59824,0.82243,Shu22,1
10763,179.6266867,31.39702146,Storfer 2023,2
5034,179.685535,1.82068,SuGOHI6,1
5035,179.694898,-1.127976,SuGOHI1,1
5036,179.70218,-1.1041299999999998,Petrillo et al. 2019,1
5037,179.70958000000005,1.99461,Petrillo et al. 2019,1
5038,179.7126,4.4604,Wong21,1
5039,179.73003,-2.51895,Petrillo et al. 2019,1
5040,179.737382,-2.029648,SuGOHI6,1
5041,179.740623,-0.092156,SuGOHI6,1
5042,179.782886,5.319957,SuGOHI8,1
5043,179.80496000000005,2.96788,Petrillo et al. 2019,1
5044,179.81460571289062,55.15199661254883,Talbot,1
5045,179.8473663330078,65.62425231933594,Talbot,1
5046,179.8511962890625,19.256122589111328,Talbot,1
5047,179.87791442871094,26.146217346191406,Talbot,1
5048,179.8868408203125,24.521713256835938,Talbot,1
5049,179.90819,1.19835,Petrillo et al. 2019,1
5050,179.9274139404297,53.49008941650391,Talbot,1
5051,179.930897,1.479478,SuGOHI4,1
12318,179.93596,-0.1245,BELLS,2
5053,179.969663,-0.235986,SuGOHI6,1
5054,179.973003,-1.219388,SuGOHI6,1
5055,180.03943,-1.77109,Shu22,1
5056,180.04904,-0.4182,Huang et al. 2020a,1
5057,180.0826873779297,5.083148002624512,Talbot,1
5058,180.11038,-2.68407,Petrillo et al. 2019,1
5059,180.13943,-2.43651,Petrillo et al. 2019,1
5060,180.147996,-2.031214,SuGOHI6,1
5061,180.1581,0.94486,Canameras22,1
5062,180.18254,2.5757,Petrillo et al. 2019,1
5063,180.1838,-0.1593,SuGOHI5,1
5064,180.188974,-0.961346,SuGOHI4,1
5065,180.221984,-1.566051,SuGOHI6,1
5066,180.2224,-0.2707,SuGOHI5 SuGOHI6,1
5067,180.2274475097656,39.69239044189453,Talbot,1
5068,180.25304,-2.421,Petrillo et al. 2019,1
5069,180.271541,1.07043,SuGOHI1,1
5070,180.28998,-1.16549,Petrillo et al. 2019,1
5071,180.291113,0.55834,SuGOHI6,1
5072,180.29214,-0.64073,Shu22,1
5073,180.2973,1.4435,SuGOHI5,1
5074,180.326199,-0.212046,SuGOHI6,1
5075,180.3322,0.39178,Canameras22,1
5076,180.3393,-1.06731,Shu22,1
5077,180.35544,1.5083,Petrillo et al. 2019,1
5078,180.3599,1.8406,Canameras22,1
5079,180.371609,0.325009,SuGOHI6,1
5080,180.413605,-2.13396,SuGOHI1,1
5081,180.4161,-0.2073,SuGOHI5 LinKS,1
5082,180.424823,1.460266,SuGOHI6,1
5083,180.42918,-3.97099,Li21,1
5084,180.45076,1.1349,Petrillo et al. 2019,1
5085,180.4602,0.4222,SuGOHI5,1
5086,180.4736,-0.0745,SuGOHI5,1
5087,180.4828,-1.83308,Petrillo et al. 2019,1
5088,180.51567,-0.6937399999999999,Petrillo et al. 2019,1
5089,180.5351,2.87423,Petrillo et al. 2019,1
5090,180.6015,-2.74642,Petrillo et al. 2019,1
5091,180.6120147705078,9.05778980255127,Talbot,1
5092,180.618812,0.47873,SuGOHI6,1
5093,180.62673950195312,36.24332427978516,Talbot,1
5094,180.6395,4.4281,Wong21,1
5095,180.641578,-0.458389,SuGOHI6,1
5096,180.655517578125,36.35912322998047,Talbot,1
5097,180.6919860839844,41.43878173828125,Talbot,1
5098,180.697006225586,34.14417266845703,Talbot,1
11837,180.7287636,12.06435774,Storfer 2023,2
5100,180.7314,3.6791,Wong21,1
5101,180.7369,0.6583,SuGOHI5 SuGOHI6,1
5102,180.73841,-0.933296,SuGOHI6,1
5103,180.74144,-1.07096,Petrillo et al. 2019,1
5104,180.759825,0.382828,SuGOHI6,1
5105,180.799159,-0.642374,SuGOHI6,1
5106,180.837,-1.52058,Canameras22,1
5107,180.85538,-1.56182,Petrillo et al. 2019,1
5108,180.87231,-1.50094,Petrillo et al. 2019,1
5109,180.874396,31.218011,Savary22,1
5110,180.8772735595703,5.704938411712647,Talbot,1
5111,180.903093,-0.67255,SuGOHI6,1
5112,180.911953,-1.358561,SuGOHI6,1
5113,180.96661376953125,43.13880920410156,Talbot,1
5114,180.96904,-2.33874,Petrillo et al. 2019,1
5115,180.98013,-3.53858,Li21,1
5116,181.0211,-1.63332,Petrillo et al. 2019,1
5117,181.02388,-0.4512100000000001,Petrillo et al. 2019,1
5118,181.026075,-2.134253,SuGOHI6,1
5119,181.06186,10.829014,Stein21,1
5120,181.06326,0.124688,SuGOHI1,1
5121,181.06693,13.234279,Stein21,1
5122,181.0733337402344,28.11166763305664,Talbot,1
5123,181.0858764648437,7.888704299926758,Talbot,1
5124,181.0885,-0.57195,Petrillo et al. 2019,1
5125,181.09432,-0.28882,Shu22,1
5126,181.103841,-0.377222,SuGOHI6,1
5127,181.13992309570312,48.8789291381836,Talbot,1
5128,181.150593,-0.31026,SuGOHI6 LinKS,1
5129,181.169816,-0.040986,SuGOHI6,1
5130,181.190603,-0.892403,SuGOHI1,1
5131,181.19672,-2.7200900000000003,Petrillo et al. 2019,1
5132,181.22299,13.964786,Stein21,1
5133,181.28586,1.28264,Petrillo et al. 2019,1
5134,181.307402,0.174838,SuGOHI6,1
5135,181.31280517578125,45.32197570800781,Talbot,1
5136,181.37234497070312,35.12890625,Talbot,1
5137,181.42249,-2.19367,Petrillo et al. 2019,1
5138,181.4243,-1.0967,SuGOHI5,1
5139,181.4271,-1.3858,SuGOHI5,1
5140,181.46689,14.657575,Stein21,1
5141,181.481869,1.278848,SuGOHI6,1
5142,181.48277,2.07853,Petrillo et al. 2019,1
5143,181.485651,0.215195,SuGOHI1 SuGOHI5 SuGOHI6,1
5144,181.49326,-0.28503,Petrillo et al. 2019,1
5145,181.507986,0.94827,SuGOHI1 SuGOHI6,1
5146,181.5486,-1.06867,Canameras22,1
5147,181.5739,0.9194,SuGOHI5,1
5148,181.580953,-1.536938,SuGOHI6,1
5149,181.58363,-2.0735200000000003,Petrillo et al. 2019,1
5150,181.58601,1.312538,SuGOHI6,1
5151,181.599365,0.251987,SuGOHI1 SuGOHI3,1
5152,181.6,53.043888888888894,Canameras et al. 2020,1
5153,181.601364,-0.168157,SuGOHI1,1
5154,181.629124,-1.241309,SuGOHI6,1
5155,181.630638,-1.557982,SuGOHI6,1
5156,181.63983,1.47473,Petrillo et al. 2019,1
5157,181.64168,-2.85065,Petrillo et al. 2019,1
5158,181.70499,2.28065,Petrillo et al. 2019,1
5159,181.7125,23.60055555555555,Canameras et al. 2020,1
5160,181.7127,-0.0141,SuGOHI5,1
5161,181.749009,32.600781,Savary22,1
5162,181.7572,-1.46253,Canameras22,1
5163,181.7839,-3.256842,Stein21,1
5164,181.833167,1.097296,SuGOHI6,1
5165,181.86589,1.12248,Petrillo et al. 2019,1
5166,181.87263,35.977381,Savary22,1
5167,181.874342,-0.150673,SuGOHI6,1
5168,181.87905883789065,45.75476837158203,Talbot,1
5169,181.90998,-1.76945,Shu22,1
5170,181.9302,-1.0653,SuGOHI5,1
5171,181.937994,4.233426,SuGOHI8,1
5172,181.94425,27.61515,Huang et al. 2020a,1
5173,181.95358276367188,23.720935821533203,Talbot,1
5174,181.97096,-0.36712,Petrillo et al. 2019,1
5175,182.02292,16.632624,Stein21,1
5176,182.027501,-1.375885,SuGOHI6,1
5177,182.0365,0.771,SuGOHI5,1
5178,182.038235,0.047241,SuGOHI6,1
5179,182.0567,3.91227,Li21,1
5180,182.069106,-1.236109,SuGOHI6,1
5181,182.2052,1.4792,SuGOHI5 SuGOHI6,1
5182,182.209717,-0.060883,SuGOHI6,1
5183,182.2304,-1.0513,SuGOHI5 SuGOHI6,1
5184,182.2636,0.4812,SuGOHI5,1
5185,182.3,27.071388888888887,Canameras et al. 2020,1
5186,182.30813,3.17065,Li21,1
5187,182.3165740966797,30.414306640625,Talbot,1
5188,182.36838,-0.00889,Petrillo et al. 2019,1
5189,182.40587,-2.63013,Petrillo et al. 2019,1
5190,182.42758,-1.2788,Shu22,1
5191,182.454171,2.152465,SuGOHI8,1
5192,182.48819,-2.65093,Petrillo et al. 2019,1
5193,182.5112,29.713427,Stein21,1
5194,182.5407,-2.0886,SuGOHI5,1
5195,182.54744,-2.32485,Petrillo et al. 2019,1
5196,182.5583333333333,28.724444444444448,Canameras et al. 2020,1
5197,182.5603,-0.4954,Petrillo et al. 2019,1
5198,182.56155,-2.60815,Petrillo et al. 2019,1
5199,182.58621,-1.4531,Petrillo et al. 2019,1
5200,182.5948,-1.2002,SuGOHI5,1
5201,182.59827,0.92705,Shu22,1
5202,182.6000213623047,31.830638885498047,Talbot,1
5203,182.66969,3.565202,SuGOHI8,1
5204,182.680413,1.159587,SuGOHI6,1
5205,182.718341,-1.31805,SuGOHI4,1
5206,182.73234,1.49135,Shu22,1
5207,182.73459,-2.22128,Petrillo et al. 2019,1
5208,182.74348,1.59789,Petrillo et al. 2019,1
5209,182.74438,1.19287,Petrillo et al. 2019,1
5210,182.7676,-0.9162,SuGOHI5 SuGOHI6,1
5211,182.771992,-0.818146,SuGOHI1,1
5212,182.7855682373047,16.00432777404785,Talbot,1
5213,182.806769,-0.592341,SuGOHI6,1
5214,182.83478,1.9272,Petrillo et al. 2019,1
5215,182.836131,0.553007,SuGOHI6,1
5216,182.84007,-6.9998026,Stein21,1
5217,182.846,-1.10268,Canameras22,1
5218,182.91666666666663,42.005555555555546,Canameras et al. 2020,1
5219,182.92483520507807,34.46725845336914,Talbot,1
5220,182.93143,1.16289,Petrillo et al. 2019,1
5221,182.935935,0.964726,SuGOHI6,1
5222,182.96048,1.33664,Petrillo et al. 2019,1
5223,182.97241,-1.49217,Petrillo et al. 2019,1
5224,182.9793,20.483484,Stein21,1
5225,182.9874,0.3483,SuGOHI5,1
5226,182.99560546875,-0.384853720664978,Talbot,1
5227,183.035836,-0.065813,SuGOHI6,1
5228,183.06481,1.91354,SuGOHI2 LinKS,1
5229,183.07338,1.88558,Petrillo et al. 2019,1
10000,183.099,-1.551,Huang 2022,2
5231,183.108974,0.087258,SuGOHI6,1
5232,183.14009,-1.827,Petrillo et al. 2019,1
5233,183.145138,-0.44553,SuGOHI6,1
5234,183.14607,2.22973,Petrillo et al. 2019,1
5235,183.19471,-0.286441,SuGOHI6,1
5236,183.20222,-0.659158,SuGOHI6,1
5237,183.24023,-2.1104700000000003,Petrillo et al. 2019,1
5238,183.26285,-1.34695,Petrillo et al. 2019,1
5239,183.29036,13.657624,Stein21,1
5240,183.323,1.8864,SuGOHI5 LinKS,1
5241,183.33772,-2.73016,Petrillo et al. 2019,1
5242,183.3706,-1.38407,Petrillo et al. 2019,1
5243,183.46042,-2.58836,Petrillo et al. 2019,1
11843,183.4664936,35.55948281,Storfer 2023,2
5245,183.46658,2.6447700000000003,Petrillo et al. 2019,1
5246,183.489267,0.482858,SuGOHI6,1
5247,183.502134,-0.86891,SuGOHI6,1
5248,183.512745,0.267243,SuGOHI6 LinKS,1
5249,183.53104,2.162314,SuGOHI2,1
5250,183.5445,1.55377,Canameras22,1
5251,183.55873,-0.26606,Petrillo et al. 2019,1
5252,183.56996,0.27811,Petrillo et al. 2019,1
5253,183.57155,1.13514,Petrillo et al. 2019,1
5254,183.5938873291016,19.84013557434082,Talbot,1
5255,183.60019,-0.53509,Petrillo et al. 2019,1
5256,183.60608,-1.23584,Petrillo et al. 2019,1
5257,183.61464,0.87977,Petrillo et al. 2019,1
5258,183.6523284912109,1.6711318492889404,Talbot,1
5259,183.69348,1.97185,Petrillo et al. 2019,1
5260,183.70247,-2.78789,Petrillo et al. 2019,1
5261,183.75334,2.22941,Petrillo et al. 2019,1
12321,183.76849,0.79057,BELLS,2
5263,183.79448,2.12955,Petrillo et al. 2019,1
5264,183.7958831787109,40.38850021362305,Talbot,1
5265,183.83234,-1.41031,Petrillo et al. 2019,1
5266,183.86337,5.264753,Stein21,1
5267,183.94475,1.56654,Petrillo et al. 2019,1
5268,183.98729,-2.01746,Petrillo et al. 2019,1
5269,183.9875,18.790000000000006,Canameras et al. 2020,1
5270,184.08806,-0.2478,Petrillo et al. 2019,1
5271,184.0908966064453,2.04325532913208,Talbot,1
5272,184.0989,0.69694,Petrillo et al. 2019,1
5273,184.10063,-0.15202,Petrillo et al. 2019,1
5274,184.10762,-2.84039,Petrillo et al. 2019,1
5275,184.10769653320312,46.36309814453125,Talbot,1
5276,184.10806274414065,10.066032409667969,Talbot,1
5277,184.11319,26.971235,Stein21,1
5278,184.11784,-0.80592,Petrillo et al. 2019,1
5279,184.12447,0.35697,Petrillo et al. 2019,1
5280,184.13008,-3.88449,Li21,1
5281,184.2276153564453,23.88245010375977,Talbot,1
5282,184.2303466796875,4.794036865234375,Talbot,1
5283,184.3214263916016,58.80470657348633,Talbot,1
5284,184.37031,15.67299,Huang et al. 2020a,1
5285,184.3813,0.3971,SuGOHI5,1
5286,184.38145,-2.88815,Petrillo et al. 2019,1
5287,184.38540649414065,52.35835266113281,Talbot,1
5288,184.42766,0.33915,Petrillo et al. 2019,1
11845,184.4376491,5.332912133,Storfer 2023,2
5290,184.45638,26.01053,Stein21,1
5291,184.46341,-2.32577,Petrillo et al. 2019,1
5292,184.48257,-0.28244,Petrillo et al. 2019,1
5293,184.5043182373047,58.28657531738281,Talbot,1
5294,184.5313262939453,45.77025604248047,Talbot,1
5295,184.59393310546875,19.95822525024414,Talbot,1
5296,184.59625,-0.17178,Petrillo et al. 2019,1
5297,184.63211,4.249198,Stein21,1
5298,184.63742,-0.23207,Petrillo et al. 2019,1
5299,184.6443,0.3642,Petrillo et al. 2019,1
5300,184.68452,-0.25683,Petrillo et al. 2019,1
5301,184.6856,1.13473,Shu22,1
5302,184.7359,0.14865,Petrillo et al. 2019,1
5303,184.76679,-1.806745,SuGOHI2,1
5304,184.7681427001953,11.854134559631348,Talbot,1
5305,184.84074,-1.3315,Petrillo et al. 2019,1
5306,184.90245056152344,44.59034729003906,Talbot,1
9311,184.925,0.8409,Huang 2022,2
5308,184.94266,11.035134,Stein21,1
5309,184.97231,0.083404,SuGOHI2,1
11846,184.9975531,34.03635564,Storfer 2023,2
5311,185.03133,1.14394,Petrillo et al. 2019,1
5312,185.0575408935547,12.20671272277832,Talbot,1
5313,185.0583648681641,10.236872673034668,Talbot,1
5314,185.07897,1.21497,Shu22,1
5315,185.10466,2.4316,Petrillo et al. 2019,1
5316,185.1191,-1.5125,Petrillo et al. 2019,1
5317,185.12527465820312,49.86935424804688,Talbot,1
5318,185.13499,0.905959,SuGOHI2,1
5319,185.18619,2.3094900000000003,Petrillo et al. 2019,1
5320,185.1976013183593,10.998540878295898,Talbot,1
5321,185.20138,0.362774,SuGOHI2 LinKS,1
5322,185.23501,0.46743,Shu22,1
5323,185.2592,0.31505,Canameras22,1
5324,185.2665557861328,52.10966873168945,Talbot,1
5325,185.271,1.56619,Canameras22,1
5326,185.27430725097656,-2.8099818229675293,Talbot,1
5327,185.328125,22.718828201293945,Talbot,1
5328,185.3444,0.90872,Shu22,1
5329,185.3604,0.4095,SuGOHI5,1
5330,185.39908,1.6684599999999998,Petrillo et al. 2019,1
5331,185.4037628173828,16.877592086791992,Talbot,1
5332,185.47041,-1.14149,Petrillo et al. 2019,1
5333,185.47202,1.74911,Petrillo et al. 2019,1
5334,185.47916666666663,14.104166666666664,Canameras et al. 2020,1
5335,185.51474,3.12867,Li21,1
5336,185.53351,-2.1919,Petrillo et al. 2019,1
5337,185.56524,-0.17981,Shu22,1
5338,185.57744,-2.15168,Petrillo et al. 2019,1
5339,185.5794,-0.5658,SuGOHI5 LinKS,1
5340,185.58783,-1.44829,Shu22,1
5341,185.59486,1.09322,Petrillo et al. 2019,1
5342,185.6072,-1.4478,SuGOHI5,1
5343,185.6238,0.745487,SuGOHI2,1
5344,185.64714,-2.42117,Petrillo et al. 2019,1
5345,185.6475372314453,48.125274658203125,Talbot,1
5346,185.66234,23.970394,Stein21,1
5347,185.672,2.0997,SuGOHI5 LinKS,1
5348,185.68086,2.58345,Petrillo et al. 2019,1
5349,185.68921,27.583727,Stein21,1
5350,185.69833,0.40128,Petrillo et al. 2019,1
5351,185.7250366210937,46.26968383789063,Talbot,1
5352,185.72519,-1.2859200000000002,Petrillo et al. 2019,1
5353,185.7556,1.72277,Petrillo et al. 2019,1
5354,185.8114,-0.494375,SuGOHI2,1
5355,185.82843,2.5109,Petrillo et al. 2019,1
5356,185.83089,2.37805,Petrillo et al. 2019,1
5357,185.83492,-2.23786,Petrillo et al. 2019,1
5358,185.8963,-2.1751,SuGOHI5,1
5359,185.90338,0.00547,Shu22,1
5360,185.92291,0.253627,SuGOHI2,1
5361,185.93364,-1.96194,Petrillo et al. 2019,1
5362,186.02063,12.240637,Stein21,1
5363,186.02915,-1.48159,Shu22,1
5364,186.04129,0.419075,SuGOHI2,1
5365,186.0524,1.28667,Canameras22,1
5366,186.07858,-1.83749,Petrillo et al. 2019,1
5367,186.09003,-1.82075,Petrillo et al. 2019,1
5368,186.09373,-1.12029,Petrillo et al. 2019,1
5369,186.11355,-0.165324,SuGOHI2,1
5370,186.161,-0.69799,Petrillo et al. 2019,1
5371,186.20644,-1.27821,Shu22,1
5372,186.2095,-0.7042,SuGOHI5 LinKS,1
5373,186.21821,1.71746,Shu22,1
5374,186.23238,3.2272,Li21,1
5375,186.2816,1.5477,SuGOHI5,1
5376,186.30275,-0.8746799999999999,Petrillo et al. 2019,1
5377,186.30326,-0.439,Huang et al. 2020a,1
5378,186.3799,0.1032,SuGOHI5,1
5379,186.385,-1.814057,SuGOHI2,1
5380,186.46197509765625,12.627504348754885,Talbot,1
5381,186.46213,-1.9955,Petrillo et al. 2019,1
5382,186.57603454589844,12.195405960083008,Talbot,1
5383,186.62717,-1.6452,Petrillo et al. 2019,1
5384,186.6635,13.952921,Stein21,1
5385,186.6644,-0.49252,Petrillo et al. 2019,1
5386,186.67423,0.771347,SuGOHI2,1
5387,186.6891326904297,-2.14044451713562,Talbot,1
5388,186.71536,21.87373676,CSWA 38,1
5389,186.73663,5.346106,Stein21,1
5390,186.82919,17.43244,Huang et al. 2020a,1
5391,186.8420867919922,20.108617782592773,Talbot,1
5392,186.854232788086,-2.530359506607056,Talbot,1
5393,186.9432,-0.04012,Petrillo et al. 2019,1
5394,186.955,0.58309,Shu22,1
5395,186.9569549560547,14.728582382202148,Talbot,1
5396,186.99573,-2.67287,Petrillo et al. 2019,1
5397,187.02785,0.14726,Petrillo et al. 2019,1
5398,187.0511,1.12887,Canameras22,1
5399,187.05519104003903,34.776119232177734,Talbot,1
5400,187.06945,1.662595,SuGOHI2,1
5401,187.0808258056641,54.43255615234375,Talbot,1
5402,187.09683,-2.34616,Petrillo et al. 2019,1
5403,187.11593627929688,66.01080322265625,Talbot,1
5404,187.17657470703125,39.400367736816406,Talbot,1
5405,187.182383,2.638484,SuGOHI8,1
5406,187.1980438232422,19.266286849975582,Talbot,1
5407,187.236901,2.577236,SuGOHI8,1
5408,187.25673,7.2977304,Stein21,1
5409,187.30334,1.78381,Petrillo et al. 2019,1
5410,187.31242,14.388864,Stein21,1
5411,187.32103,-0.195,Petrillo et al. 2019,1
5412,187.32312,3.22516,Li21,1
5413,187.3247,0.6138,SuGOHI5,1
5414,187.38402,3.62414,Li21,1
5415,187.42567,2.5399,Petrillo et al. 2019,1
5416,187.452718,1.614596,SuGOHI8,1
5417,187.46746,-0.400714,SuGOHI2,1
5418,187.53941,1.08987,Petrillo et al. 2019,1
5419,187.55647,2.41106,Petrillo et al. 2019,1
5420,187.5807,0.7591,SuGOHI5,1
5421,187.582,1.439263,SuGOHI2,1
5422,187.6474,5.381,Wong21,1
5423,187.7807,0.3924,SuGOHI5,1
5424,187.87387,3.78789,Li21,1
5425,187.874467,30.37355,Savary22,1
5426,187.8947,3.0317,SuGOHI5,1
5427,187.8975,-1.59427,Canameras22,1
5428,188.094,-0.7101,SuGOHI5,1
5429,188.1586761474609,6.029052734375,Talbot,1
5430,188.2621,-1.735,SuGOHI5,1
5431,188.26544,0.69358,Petrillo et al. 2019,1
5432,188.2802,1.5303,SuGOHI5 LinKS,1
5433,188.28468322753903,60.19230651855469,Talbot,1
5434,188.31145,-0.7154699999999999,Petrillo et al. 2019,1
9314,188.3339,14.1325,Huang 2022,2
5436,188.36090087890625,68.28288269042969,Talbot,1
5437,188.36504,1.6436400000000002,Petrillo et al. 2019,1
5438,188.4095764160156,50.96083068847656,Talbot,1
5439,188.44678,2.29807,Petrillo et al. 2019,1
5440,188.4509,-0.158,SuGOHI5,1
5441,188.4784,-0.47037,Canameras22,1
5442,188.5909,-0.1572,SuGOHI5 LinKS,1
5443,188.60625,0.6449199999999999,Petrillo et al. 2019,1
12304,188.61662,-2.69156,BELLS,2
5445,188.61935,1.6268200000000002,Petrillo et al. 2019,1
5446,188.644,0.1191,SuGOHI5,1
5447,188.68675,23.014418,Stein21,1
5448,188.69622,0.160229,SuGOHI2,1
5449,188.79165649414065,47.98726272583008,Talbot,1
5450,188.8426,0.85915,Petrillo et al. 2019,1
5451,189.0023498535156,27.015344619750977,Talbot,1
5452,189.066827,2.239359,SuGOHI8,1
5453,189.134,-1.86603,Canameras22,1
5454,189.1367645263672,17.319643020629883,Talbot,1
5455,189.15002,-1.037767,SuGOHI2,1
5456,189.15056,-0.59418,Shu22,1
5457,189.15516662597656,58.28356552124024,Talbot,1
5458,189.1967010498047,44.1950569152832,Talbot,1
5459,189.20213,-0.47623,Shu22,1
5460,189.25935,-0.81882,Petrillo et al. 2019,1
5461,189.2917,1.43757,Petrillo et al. 2019,1
5462,189.29669,0.40526,Petrillo et al. 2019,1
5463,189.3205,-0.39945,Petrillo et al. 2019,1
5464,189.475212,1.983919,SuGOHI8,1
5465,189.48731994628903,38.73198318481445,Talbot,1
5466,189.4875,26.384444444444448,Canameras et al. 2020,1
5467,189.5126,-1.16859,Shu22,1
5468,189.53702,15.0309,Huang et al. 2020a,1
5469,189.56767,-0.169724,SuGOHI2 LinKS,1
5470,189.60429,0.536791,SuGOHI2,1
5471,189.64258,-0.72402,Petrillo et al. 2019,1
5472,189.6454925537109,36.92124938964844,Talbot,1
5473,189.65973,0.03603,Petrillo et al. 2019,1
5474,189.75865173339844,53.42268753051758,Talbot,1
5475,189.82104,27.526922,Stein21,1
5476,189.82456,-0.076265,SuGOHI2 LinKS,1
5477,189.82872009277344,66.25702667236328,Talbot,1
5478,189.86586,0.1659,Petrillo et al. 2019,1
5479,189.8833,-1.30285,Shu22,1
5480,189.9197,-1.121,SuGOHI5,1
5481,189.9892,2.86555,Petrillo et al. 2019,1
5482,190.03235,1.62557,Shu22,1
5483,190.0366058349609,33.68146896362305,Talbot,1
5484,190.10034,-1.499421,SuGOHI2,1
5485,190.10353,0.5827,Petrillo et al. 2019,1
5486,190.12682,-0.47679,Petrillo et al. 2019,1
5487,190.14439392089844,14.817612648010254,Talbot,1
5488,190.20822,3.368752,Stein21,1
5489,190.25303,3.30074,Li21,1
5490,190.25668,-0.489139,SuGOHI2,1
5491,190.28456115722656,28.12970924377441,Talbot,1
5492,190.3483,0.26772,Canameras22,1
5493,190.3549,4.3589,Wong21,1
5494,190.38408,2.84464,Petrillo et al. 2019,1
5495,190.40416666666667,27.356944444444448,Canameras et al. 2020,1
5496,190.4152,0.43597,Canameras22,1
5497,190.4414825439453,11.0335054397583,Talbot,1
5498,190.45746,26.198015,Stein21,1
5499,190.4889373779297,6.408594131469727,Talbot,1
5500,190.4916,3.7894,SuGOHI5,1
5501,190.52273559570312,-2.593902587890625,Talbot,1
5502,190.57687,0.16286,Petrillo et al. 2019,1
5503,190.64166666666668,8.926111111111108,Canameras et al. 2020,1
5504,190.6424,0.4922,Petrillo et al. 2019,1
5505,190.6830139160156,59.983619689941406,Talbot,1
5506,190.7343597412109,52.24974822998047,Talbot,1
5507,190.80385,8.582229,Stein21,1
5508,190.83651,-0.754953,SuGOHI2,1
5509,190.896728515625,24.92177963256836,Talbot,1
5510,190.95879,3.24299,Li21,1
5511,190.984603881836,19.1259765625,Talbot,1
5512,191.03876,1.65661,Petrillo et al. 2019,1
5513,191.10631,1.28878,Petrillo et al. 2019,1
5514,191.13765,-0.044227645,Stein21,1
5515,191.1458333333333,18.03638888888889,Canameras et al. 2020,1
5516,191.15756,2.11961,Petrillo et al. 2019,1
5517,191.16077,-1.662507,SuGOHI2,1
5518,191.21397,1.111935,SuGOHI2 LinKS,1
5519,191.2226,4.221,SuGOHI5,1
5520,191.23248,14.080469,Stein21,1
5521,191.2517,2.5233,SuGOHI5 LinKS,1
5522,191.263207,2.731856,SuGOHI8,1
5523,191.2835388183593,44.71032333374024,Talbot,1
5524,191.2962341308593,59.57917022705078,Talbot,1
5525,191.33156,-0.97787,Petrillo et al. 2019,1
5526,191.35803,-0.8616,Petrillo et al. 2019,1
5527,191.3837280273437,59.0052490234375,Talbot,1
5528,191.43207,48.98397,Stein21,1
5529,191.451962,37.909935,Savary22,1
11864,191.4965685,24.63291464,Storfer 2023,2
5531,191.53658,1.474,Petrillo et al. 2019,1
5532,191.6211,0.688,Wong21,1
5533,191.69001,4.67361,SDSS J1246+0440,1
5534,191.7403564453125,36.54717254638672,Talbot,1
5535,191.7904,3.079,SuGOHI5,1
5536,191.85416666666663,36.73444444444444,Canameras et al. 2020,1
10771,191.8656805,16.74456103,Storfer 2023,2
5538,191.86571,3.95032,Li21,1
5539,191.98960876464844,10.988601684570312,Talbot,1
5540,192.02425,-6.51583,Huang et al. 2020a,1
5541,192.0962371826172,9.715245246887209,Talbot,1
5542,192.12022,1.49736,Petrillo et al. 2019,1
5543,192.1486053466797,26.868953704833984,Talbot,1
5544,192.16023,2.42404,Petrillo et al. 2019,1
5545,192.1795654296875,9.445411682128906,Talbot,1
5546,192.1836853027344,39.94033432006836,Talbot,1
5547,192.234,-0.03532,Canameras22,1
5548,192.30883,-3.56778,Li21,1
5549,192.3189,-1.3074,SuGOHI5,1
5550,192.31955,-0.02646,Petrillo et al. 2019,1
5551,192.36005,28.514109,Stein21,1
5552,192.3667,-0.97644,Canameras22,1
5553,192.3706,20.35842,Stein21,1
10772,192.381365,22.41894572,Storfer 2023,2
5555,192.42274475097656,1.6805849075317385,Talbot,1
9112,192.4699,3.1592,Huang 2022,2
5557,192.48012,2.86251,Petrillo et al. 2019,1
5558,192.5791,8.688797,Stein21,1
5559,192.5928,0.92681,Petrillo et al. 2019,1
5560,192.65024,2.27788,Petrillo et al. 2019,1
5561,192.67242431640625,32.2956657409668,Talbot,1
12201,192.7105,-1.5921299999999998,SLACS,2
5563,192.7391,2.81953,Petrillo et al. 2019,1
5564,192.80992,36.918716,Stein21,1
