index,Ra,Dec,ref,klc_dup
1752,36.71982,0.28329,Huang et al. 2020a,1
1753,36.73251,-5.12756,Huang et al. 2020a,1
1754,36.73703,-34.16019,Petrillo et al. 2019,1
1755,36.769997,-3.122968,SuGOHI6,1
1756,36.78734,-47.3155,Jacobs et al. 2019b,1
1757,36.79098,-45.27531,Diehl et al. 2017,1
1758,36.8076,-5.02555,Huang et al. 2020a,1
1759,36.81327,-3.90328,Huang et al. 2020a,1
1760,36.84166666666667,-23.84,Canameras et al. 2020,1
1761,36.860584,-2.364474,SuGOHI1,1
1762,36.86857,-40.85031,Diehl et al. 2017,1
1763,36.89733,-33.98586,Stein21,1
1764,36.89959,-31.8455,Petrillo et al. 2019,1
1765,36.9,-2.1978,SuGOHI5,1
1766,36.907528,-24.011522,Stein21,1
1767,36.91084289550781,-1.2224180698394775,Talbot,1
1768,36.94583333333333,-10.243333333333332,Canameras et al. 2020,1
1769,36.95595,-6.153919999999999,Huang et al. 2020a,1
1770,36.99671,-9.12496,SL2S J022759-090730,1
1771,37.0122,-2.2004,SuGOHI5,1
1772,37.0235,-5.2926,SuGOHI5 More et al. 2016 DECaLS More et al. 2016,1
1773,37.03448,-4.50149,Huang et al. 2020a,1
1774,37.03777,-12.88119,Huang et al. 2020a,1
1775,37.043106,-16.758684,Stein21,1
1776,37.05447,-14.345242,Stein21,1
1777,37.05995,-31.47246,Petrillo et al. 2019,1
1778,37.13354,-9.82929,SL2S J022832-094945,1
1779,37.1402,-30.73887,Petrillo et al. 2019,1
1780,37.142012,-5.996838,SuGOHI6,1
1781,37.166964,-4.312274,SuGOHI6,1
1782,37.16864,-4.00275,Huang et al. 2020a,1
12504,37.1721,-6.2914,Gavazzi2014,2
1784,37.17301,-5.001398,SuGOHI4,1
1785,37.181711,-5.295705,SuGOHI1,1
1786,37.18383,-29.7045,Petrillo et al. 2019,1
10527,37.18628,-55.79889431,Storfer 2023,2
1788,37.19726,-50.55151,Diehl et al. 2017,1
1789,37.20105,-4.11608,Huang et al. 2020a,1
1790,37.205,-2.6256,SuGOHI5,1
1791,37.2064,-1.21576,Huang et al. 2020a,1
1792,37.25127,-31.4779,Petrillo et al. 2019,1
1793,37.2687,-6.3271,SuGOHI5,1
1794,37.29452,3.75222,Huang et al. 2020a,1
1795,37.2985,-5.9873,SuGOHI5,1
1796,37.31239,-31.50195,Petrillo et al. 2019,1
12506,37.3153,-6.1507,Gavazzi2014,2
1798,37.31891,-30.87885,Petrillo et al. 2019,1
1799,37.32233,-5.90154,SL2S J022917-055406,1
1800,37.33493,-33.55427,Petrillo et al. 2019,1
1801,37.35522,-33.97094,Petrillo et al. 2019,1
1802,37.377084,-3.643468,SuGOHI1 DES,1
1803,37.37911,-29.13786,Jacobs et al. 2019b,1
1804,37.38773727416992,-5.2929511070251465,Talbot,1
1805,37.39024000000001,-30.83811,Petrillo et al. 2019,1
1806,37.39798,-31.61219,Petrillo et al. 2019,1
1807,37.39922,-1.378643,SuGOHI2,1
1808,37.40289,-32.58491,Petrillo et al. 2019,1
1809,37.41782760620117,-1.9730204343795776,Talbot,1
1810,37.41934000000001,-33.03183,Petrillo et al. 2019,1
1811,37.42638,-30.07314,Petrillo et al. 2019,1
1812,37.46898,-6.294809,SuGOHI6,1
1813,37.47661,3.10887,Huang et al. 2020a,1
1814,37.47942,-1.2165618,Stein21,1
1815,37.4847,-31.30267000000001,Petrillo et al. 2019,1
1816,37.52283,-5.683153,SuGOHI1,1
1817,37.5237,-2.7209,SuGOHI5,1
1818,37.532982,-5.332098,SuGOHI1,1
1819,37.536,-5.6773,SuGOHI5 More et al. 2016 More et al. 2016,1
1820,37.56991,-31.36689,Jacobs et al. 2019b,1
1821,37.5705,-2.74578,Canameras22,1
1822,37.57254,-34.2153,Petrillo et al. 2019,1
1823,37.58131,-4.71046,Shu22,1
1824,37.5853,-33.88477,Petrillo et al. 2019,1
1825,37.598,-2.8846,SuGOHI5,1
1826,37.6072,-32.14624,Petrillo et al. 2019,1
1827,37.618,-2.3392,SuGOHI5,1
1828,37.643284,-2.698219,SuGOHI6,1
1829,37.65388870239258,-2.418637752532959,Talbot,1
9617,37.6589,-1.8803,Huang 2022,2
1831,37.662285,-5.003569,SuGOHI1,1
1832,37.67001,3.3684714,Stein21,1
1833,37.685167,-1.74537,SuGOHI6,1
1834,37.7003,-1.9841,SuGOHI5 SuGOHI6,1
11273,37.70267695,-27.04158669,Storfer 2023,2
1836,37.707366943359375,-0.5432816743850708,Talbot,1
1837,37.713477,-2.163688,SuGOHI6,1
1838,37.72808,-53.47473000000001,Diehl et al. 2017,1
1839,37.7516,-6.3608,SuGOHI5,1
1840,37.752798,-2.505766,SuGOHI6,1
1841,37.761606,-4.720033,SuGOHI4,1
1842,37.764624,-2.180609,SuGOHI6,1
1843,37.7666,-7.2691,SuGOHI5,1
1844,37.77798,-32.979009999999995,Petrillo et al. 2019,1
1845,37.844387,-5.386288,SuGOHI6,1
1846,37.85364,-4.85566,Shu22,1
1847,37.86821,-31.82994,Petrillo et al. 2019,1
1848,37.8766,2.8793,SuGOHI5,1
1849,37.889964,-4.417107,SuGOHI6,1
1850,37.89276885986328,0.4123557209968567,Talbot,1
1851,37.896106,-1.630361,SuGOHI6,1
1852,37.896905,-3.031345,SuGOHI1,1
1853,37.897002,-2.889544,SuGOHI1,1
1854,37.91184,-35.75196,Stein21,1
1855,37.9215,-4.8826,SuGOHI5,1
1856,37.932564,-3.035768,SuGOHI6,1
12515,37.9407,-6.2205,Gavazzi2014,2
1858,37.9442,-2.2058,SuGOHI5,1
1859,37.954231,-3.172648,SuGOHI6,1
1860,37.9617,-2.0858,SuGOHI5 SuGOHI6,1
1861,37.96712,-5.875864,SuGOHI1,1
1862,37.967778,-2.694951,SuGOHI6,1
1863,37.996383,-3.330325,SuGOHI1,1
9003,38.0264,-35.4899,Huang 2022,2
11277,38.04680338,0.227495194,Storfer 2023,2
1866,38.072379,-2.284367,SuGOHI1,1
1867,38.077062,-1.351091,SuGOHI2,1
1868,38.0872,-30.69522000000001,Petrillo et al. 2019,1
1869,38.15559,-34.12724,Petrillo et al. 2019,1
1870,38.18732,-3.49091,Shu22,1
1871,38.1875,-27.1975,Canameras et al. 2020,1
1872,38.20175,-2.11422,Shu22,1
1873,38.2077,-3.3905,SuGOHI5 DES DECaLS CASSOWARY SuGOHI6,1
12682,38.2149,-4.1399,Gavazzi2014,2
12521,38.2318,-6.3564,Gavazzi2014,2
1876,38.239079,-5.254356,SuGOHI6,1
1877,38.24833,5.997308,Stein21,1
1878,38.25178,-33.138940000000005,Petrillo et al. 2019,1
1879,38.262455,-4.706827,SuGOHI1,1
1880,38.264096,-2.525439,SuGOHI6,1
1881,38.265981,-2.351279,SuGOHI6,1
1882,38.27089,-10.44982,Huang et al. 2020a,1
1883,38.2732,-2.4766,SuGOHI5 SuGOHI6,1
12364,38.2794,-4.644,Gavazzi2014,2
1885,38.2855,-5.6564,SuGOHI5,1
1886,38.30653,-2.66879,Shu22,1
1887,38.311994,-2.731247,SuGOHI6,1
1888,38.3443,-2.0918,SuGOHI5 SuGOHI6,1
12523,38.3547,-5.5178,Gavazzi2014,2
1890,38.361785,-2.47396,SuGOHI6,1
1891,38.3831,-3.467,SuGOHI5 SuGOHI6,1
1892,38.38791,-3.2468,Shu22,1
1893,38.4039,-5.7598,SuGOHI5,1
1894,38.4081,-5.98246,Shu22,1
1895,38.4162,-5.5134,SuGOHI5,1
1896,38.42031,-2.6031,Shu22,1
1897,38.42204,-34.79979,Li21,1
1898,38.44538,-32.062529999999995,Petrillo et al. 2019,1
1899,38.467922,-3.076957,SuGOHI6,1
1900,38.48854,6.711511,Stein21,1
1901,38.48917388916016,-3.884423971176148,Talbot,1
1902,38.533050537109375,1.1766151189804075,Talbot,1
1903,38.534852,-3.978332,SuGOHI1,1
1904,38.58277,-3.331612,SuGOHI1,1
1905,38.58992,-34.41037,Petrillo et al. 2019,1
1906,38.63524,-45.49222,Diehl et al. 2017,1
10533,38.64662287,-62.38178081,Storfer 2023,2
1908,38.6589,-1.6981,Canameras22,1
1909,38.675846,-14.597791,Stein21,1
1910,38.684205,-3.594539,SuGOHI6,1
1911,38.698775,-4.211573,SuGOHI1,1
1912,38.700696,-5.191236,SuGOHI1,1
1913,38.701829,-3.818137,SuGOHI6,1
11290,38.74675609,-32.62352023,Storfer 2023,2
1915,38.75671,-9.97577,SL2S J023502-095833,1
1916,38.77465,-45.18173,Jacobs et al. 2019b,1
1917,38.8021,-3.3638,SuGOHI5,1
1918,38.812003,-4.31523,SuGOHI6,1
1919,38.82454,-27.19139,Li21,1
1920,38.82759,-32.14163,Petrillo et al. 2019,1
11291,38.83740886,-23.51977157,Storfer 2023,2
1922,38.84161,-2.83337,Shu22,1
1923,38.84277,-4.09554,Shu22,1
1924,38.8461,-10.51248,Huang et al. 2020a,1
1925,38.8515,-1.69112,Shu22,1
1926,38.86317,-48.30583,Jacobs et al. 2019b,1
1927,38.909245,-6.568352,SuGOHI1 SuGOHI5,1
1928,38.90989,-41.730183,Stein21,1
1929,38.919279,-4.032817,SuGOHI6,1
1930,38.9304,-2.25194,Canameras22,1
1931,38.9646,-32.07633,Petrillo et al. 2019,1
1932,38.97132,-32.84258,Petrillo et al. 2019,1
1933,38.9862,-31.04239,Petrillo et al. 2019,1
1934,38.99515,-6.06955,Huang et al. 2020a,1
1935,38.99919000000001,-30.18049,Petrillo et al. 2019,1
1936,39.00938,-51.36216,Jacobs et al. 2019b Diehl et al. 2017,1
1937,39.04626,-6.34277,Huang et al. 2020a,1
1938,39.102222,-4.46306,SuGOHI6,1
1939,39.121627,-6.0804,SuGOHI6,1
1940,39.155415,-3.538899,SuGOHI1 SuGOHI5,1
1941,39.155959,2.958314,SuGOHI8,1
1942,39.20024,3.3583199999999995,Jacobs et al. 2019b Jacobs et al. 2019b Huang et al. 2020a,1
1943,39.225,-16.59361111111111,Canameras et al. 2020,1
1944,39.230297,-2.615557,SuGOHI1,1
1945,39.23686,-58.511646,Stein21,1
1946,39.281615,-2.593682,SuGOHI1 SuGOHI6,1
1947,39.2864,-31.85292,Petrillo et al. 2019,1
1948,39.3079,-6.7406,SuGOHI5,1
1949,39.31404113769531,2.030558586120605,Talbot,1
1950,39.32131,-6.18223,Shu22,1
1951,39.3279,-5.79868,Canameras22,1
1952,39.333557,-33.299316,Stein21,1
1953,39.3449,-6.6257,SuGOHI5,1
11293,39.35479455,-48.43788364,Storfer 2023,2
1955,39.35925,-29.78402,Petrillo et al. 2019,1
1956,39.36384,-9.21903,Jacobs et al. 2019b,1
1957,39.390842,-5.171043,SuGOHI1,1
12325,39.41933,-6.686942,BELLSG,2
1959,39.420295,-3.079663,SuGOHI6,1
1960,39.425437,-5.458917,SuGOHI6,1
1961,39.434775,-5.406537,SuGOHI1,1
1962,39.43907,-18.01724,Jacobs et al. 2019b,1
1963,39.44289,-6.9544,Shu22,1
1964,39.449463,-5.467803,SuGOHI1 SuGOHI5,1
1965,39.47374,-33.24448,Petrillo et al. 2019,1
1966,39.498033,-3.116105,SuGOHI2,1
1967,39.51338,-2.54896,Shu22,1
1968,39.54022979736328,-3.085400342941284,Talbot,1
1969,39.54794,-29.986,Petrillo et al. 2019,1
1970,39.554948,-33.574918,ODonnell22,1
1971,39.574024,-5.765422,SuGOHI1 SuGOHI3 SuGOHI4,1
1972,39.5868,-2.7163,SuGOHI5,1
1973,39.59191,-29.3745,Stein21,1
1974,39.595703125,-5.0508246421813965,Talbot,1
1975,39.5987,-3.8031,SuGOHI5,1
1976,39.60434,-5.3468,Shu22,1
1977,39.622616,-6.42858,SuGOHI1 SuGOHI6,1
1978,39.63325881958008,0.0178526043891906,Talbot,1
1979,39.634793,-4.707446,SuGOHI6,1
1980,39.635769,-4.933535,SuGOHI6,1
1981,39.641733,-5.827643,SuGOHI6,1
10536,39.64306264,-56.55891843,Storfer 2023,2
1983,39.65278,-3.58964,Shu22,1
1984,39.6547737121582,1.8526790142059328,Talbot,1
1985,39.6709,-6.82004,Canameras22,1
1986,39.67227000000001,-34.275859999999994,Petrillo et al. 2019,1
1987,39.6814,-5.6273,SuGOHI5,1
1988,39.71563,-34.30628,Petrillo et al. 2019,1
1989,39.7375,-25.344166666666663,Canameras et al. 2020,1
1990,39.77696,-20.78834,Jacobs et al. 2019b,1
1991,39.80016,-34.2478,Petrillo et al. 2019,1
1992,39.82613,-34.28091,Petrillo et al. 2019,1
1993,39.86994,-34.18086,Petrillo et al. 2019,1
1994,39.870961,-4.323193,SuGOHI2,1
1995,39.8736,-32.19155,Jacobs et al. 2019b,1
1996,39.874092,14.32117,Stein21,1
1997,39.910652,-3.9383,SuGOHI2,1
1998,39.9235,-4.6282,SuGOHI5,1
1999,39.9261,-1.4631,SuGOHI5 DECaLS,1
2000,39.93357,-46.34466,Jacobs et al. 2019b,1
2001,39.9713,-1.5822,SuGOHI5 DES,1
2002,39.99595,-30.47203,Petrillo et al. 2019,1
2003,40.00335,-34.30346,Li21,1
2004,40.03353,-34.64467,Petrillo et al. 2019,1
2005,40.04078,-32.87665,Petrillo et al. 2019,1
2006,40.05187,-34.19992,Petrillo et al. 2019,1
2007,40.06234,-32.90865,Petrillo et al. 2019,1
2008,40.089881896972656,-0.8424893617630005,Talbot,1
2009,40.10002,-6.27539,Shu22,1
2010,40.1185,-30.40413,Petrillo et al. 2019,1
10539,40.1217117,-11.69831898,Storfer 2023,2
2012,40.22729,-34.34315,Petrillo et al. 2019,1
2013,40.23193,-31.134120000000006,Petrillo et al. 2019,1
2014,40.27731,-41.25195,Jacobs et al. 2019b,1
2015,40.30341,-0.96465,Huang et al. 2020a,1
2016,40.31685,-6.53724,Huang et al. 2020a,1
2017,40.327576,-26.776026,Stein21,1
2018,40.33563,-30.96918,Petrillo et al. 2019,1
2019,40.33643,-29.65602,Petrillo et al. 2019,1
2020,40.37339,-59.8258,Jacobs et al. 2019b,1
2021,40.40229,-38.08709,Stein21,1
2022,40.42545,-33.17331,Petrillo et al. 2019,1
2023,40.434246,-44.83914,Stein21,1
2024,40.45128,-29.74902,Petrillo et al. 2019,1
2025,40.5125,-27.92777777777778,Canameras et al. 2020,1
2026,40.53637,-41.83663,Diehl et al. 2017,1
11301,40.5673,-2.1304,Storfer 2023,2
2028,40.57195,-16.41159,Huang et al. 2020a,1
2029,40.62048,-29.71815,Jacobs et al. 2019b,1
2030,40.63723,-12.18908,Huang et al. 2020a,1
2031,40.649618,-21.540553,ODonnell22,1
2032,40.66937,7.0366597,Stein21,1
2033,40.67694,-0.64869,Huang et al. 2020a,1
10541,40.68470797,-48.19354569,Storfer 2023,2
2035,40.68613,-32.65894,Petrillo et al. 2019,1
2036,40.704640000000005,2.24228,Huang et al. 2020a,1
2037,40.70528,-0.58883,Huang et al. 2020a,1
2038,40.75434,-28.278572,Stein21,1
9007,40.7627,-0.1001,Huang 2022,2
2040,40.81115,-0.14985,Huang et al. 2020a,1
2041,40.820778,-3.950495,Stein21,1
2042,40.86666,-21.70053,Jacobs et al. 2019b,1
2043,40.87454,-1.93729,Huang et al. 2020a,1
2044,40.87669,-33.67311,Petrillo et al. 2019,1
2045,40.91029,-48.56082,Diehl et al. 2017,1
2046,40.97086,-32.93798,Petrillo et al. 2019,1
2047,41.024391174316406,-2.4419937133789062,Talbot,1
10542,41.04337558,-46.44016146,Storfer 2023,2
2049,41.09875,-52.82594,Diehl et al. 2017,1
2050,41.10365,-32.827009999999994,Petrillo et al. 2019,1
2051,41.11666666666667,-17.250833333333333,Canameras et al. 2020,1
2052,41.132652,-52.823837,Stein21,1
2053,41.17054,-0.1436599999999999,Jacobs et al. 2019b,1
2054,41.20053482055664,0.0046616997569799,Talbot,1
2055,41.20595,-30.32132,Jacobs et al. 2019b,1
10291,41.27690458,17.55156867,Storfer 2023,2
2057,41.32615,-53.25105,Diehl et al. 2017,1
2058,41.34586,-61.021736,Stein21,1
2059,41.352062,-20.538559,Stein21,1
2060,41.35337,-53.02927,Jacobs et al. 2019b,1
2061,41.36784,-1.20158,Huang et al. 2020a,1
2062,41.37136,-28.174767,Stein21,1
2063,41.393165588378906,2.883361339569092,Talbot,1
2064,41.43182,-8.64921,Huang et al. 2020a,1
2065,41.46421,-51.4975,Jacobs et al. 2019b Diehl et al. 2017,1
2066,41.47418,-0.70515,Huang et al. 2020a,1
2067,41.4975,-29.82067,Petrillo et al. 2019,1
2068,41.499218,-54.842484,Stein21,1
2069,41.52048,-6.12754,Huang et al. 2020a,1
2070,41.53225,-32.04649000000001,Petrillo et al. 2019,1
2071,41.53875732421875,0.8752931952476501,Talbot,1
2072,41.546032,-35.880997,Stein21,1
2073,41.55483,-0.75242,Huang et al. 2020a,1
2074,41.59992,-30.34491,Petrillo et al. 2019,1
2075,41.60173,-30.45756,Petrillo et al. 2019,1
2076,41.60495,-45.74571,Diehl et al. 2017,1
2077,41.60685,-17.548697,Stein21,1
2078,41.62916666666667,-12.831944444444444,Canameras et al. 2020,1
2079,41.70837,-29.67283,Petrillo et al. 2019,1
2080,41.74979,-33.9478,Petrillo et al. 2019,1
2081,41.75038,-30.15345,Petrillo et al. 2019,1
2082,41.75052,-44.5364,Jacobs et al. 2019b,1
2083,41.769585,-21.389553,Stein21,1
2084,41.77716,-59.29213000000001,Jacobs et al. 2019b Diehl et al. 2017,1
2085,41.79155,-8.42247,Huang et al. 2020a,1
2086,41.79166666666666,17.95861111111111,Canameras et al. 2020,1
2087,41.80879,-37.83504,Jacobs et al. 2019b,1
2088,41.82639694213867,-1.552754044532776,Talbot,1
2089,41.8409309387207,-0.223445639014244,Talbot,1
2090,41.87465,-30.52525,Petrillo et al. 2019,1
2091,41.92505,-32.90055,Petrillo et al. 2019,1
2092,41.93908,-0.52473,Huang et al. 2020a,1
2093,41.99101,-0.74253,Huang et al. 2020a,1
2094,42.005173,-12.735567,Stein21,1
2095,42.013769,-6.268377,Rojas21,1
2096,42.01411,-3.5291300000000003,Jacobs et al. 2019b A383.1,1
2097,42.017235,-37.577477,Stein21,1
2098,42.02597,-30.45867,Petrillo et al. 2019,1
2099,42.02935,-33.25539000000001,Petrillo et al. 2019,1
2100,42.03972,-39.93008,Jacobs et al. 2019b,1
2101,42.21561,-0.53291,Huang et al. 2020a,1
2102,42.24005,-60.90097,Jacobs et al. 2019b,1
2103,42.28796,-32.73961,Petrillo et al. 2019,1
2104,42.29965,-0.8135899999999999,Diehl et al. 2017,1
2105,42.47083333333333,19.60111111111112,Canameras et al. 2020,1
2106,42.49282,-54.77277,Diehl et al. 2017,1
2107,42.49448,-50.94399,Jacobs et al. 2019b,1
2108,42.499908447265625,-4.332370281219482,Talbot,1
2109,42.525,-9.935555555555556,Canameras et al. 2020,1
2110,42.56288,-32.07784,Petrillo et al. 2019,1
2111,42.58849,-25.75382,Jacobs et al. 2019b,1
2112,42.6117,-63.145144,ODonnell22,1
2113,42.61404,-18.19468,Jacobs et al. 2019b,1
2114,42.6208,-41.0717,Jacobs et al. 2019b,1
2115,42.71571,-16.16883,Jacobs et al. 2019b,1
2116,42.71781,-55.40325,Jacobs et al. 2019b,1
2117,42.73452,-31.34913,Petrillo et al. 2019,1
2118,42.76633071899414,-4.908965587615967,Talbot,1
2119,42.85307,-31.12317,Petrillo et al. 2019,1
9228,42.8971,-12.3337,Huang 2022,2
2121,42.9152,-0.56001,Huang et al. 2020a,1
2122,42.93427,-6.224819999999999,Jacobs et al. 2019b,1
2123,42.95422,-55.26367,Diehl et al. 2017,1
2124,42.98483,-22.503119,Stein21,1
2125,43.08284,-47.54382,Jacobs et al. 2019b Diehl et al. 2017,1
2126,43.12862,-34.2256,Petrillo et al. 2019,1
2127,43.17281,-14.99177,RCS2 J0252-1459,1
2128,43.18031,-21.75937,Jacobs et al. 2019b,1
12271,43.18838,0.6662100000000001,SLACS,2
2130,43.251694,20.704294,Stein21,1
9639,43.3785,-12.6509,Huang 2022,2
2132,43.38898,-11.546281,Stein21,1
2133,43.39711,-35.79207,Jacobs et al. 2019b,1
2134,43.40443,-33.98151,Petrillo et al. 2019,1
2135,43.41658,-20.8375,Jacobs et al. 2019b,1
2136,43.41713,-34.273959999999995,Petrillo et al. 2019,1
2137,43.41788,-33.988440000000004,Petrillo et al. 2019,1
10547,43.4278,-26.4934,Storfer 2023,2
2139,43.46981048583984,1.6408071517944336,Talbot,1
2140,43.48289,-35.22283,Stein21,1
2141,43.48492,-31.13892,Petrillo et al. 2019,1
2142,43.507095,-42.3918,Stein21,1
2143,43.519634,-26.638407,Stein21,1
2144,43.55201,-29.68566,Petrillo et al. 2019,1
2145,43.56343,-33.47508,Petrillo et al. 2019,1
2146,43.575,-30.83833333333333,Canameras et al. 2020,1
2147,43.63767,-40.73796,Diehl et al. 2017,1
2148,43.654278,-4.9735193,Stein21,1
2149,43.71149000000001,-31.02942,Petrillo et al. 2019,1
2150,43.741783,-44.98413,Stein21,1
2151,43.80186,-31.78025,Petrillo et al. 2019,1
2152,43.941574,-54.823734,Stein21,1
2153,43.952385,-31.318705,Stein21,1
11330,43.96495726,-48.11833305,Storfer 2023,2
2155,44.01502,-12.25496,Jacobs et al. 2019b,1
2156,44.09583333333333,-28.78472222222223,Canameras et al. 2020,1
2157,44.09736,-27.12183,Jacobs et al. 2019b,1
2158,44.13800000000001,-34.56273,Petrillo et al. 2019,1
2159,44.14439,-28.469395,Stein21,1
2160,44.20416666666666,0.6894444444444444,Canameras et al. 2020,1
2161,44.29582,-31.097240000000006,Petrillo et al. 2019,1
2162,44.29829,-32.509766,Stein21,1
2163,44.347717,-30.656513,Stein21,1
2164,44.37288,-58.720180000000006,Diehl et al. 2017,1
2165,44.41669,-27.56232,Petrillo et al. 2019,1
2166,44.43998,-32.86016,Petrillo et al. 2019,1
2167,44.46966171264648,1.719186544418335,Talbot,1
2168,44.48196792602539,0.161919891834259,Talbot,1
2169,44.51017,-20.118847,Stein21,1
2170,44.53824996948242,-0.7694230079650879,Talbot,1
2171,44.54868,-26.85277,Petrillo et al. 2019,1
2172,44.598003,-39.711742,Stein21,1
2173,44.60963,-34.68824,Petrillo et al. 2019,1
2174,44.615997,-46.579063,Stein21,1
2175,44.70606,-30.993,Petrillo et al. 2019,1
2176,44.80894,-15.36354,Jacobs et al. 2019b,1
10553,44.85814141,-52.11195827,Storfer 2023,2
2178,44.89291,-45.93001,Diehl et al. 2017,1
2179,44.95084,-8.07945,Jacobs et al. 2019b,1
9649,44.9857,-26.8724,Huang 2022,2
2181,45.09019,-50.02469,Jacobs et al. 2019b Diehl et al. 2017,1
2182,45.09838,-28.19301,Petrillo et al. 2019,1
2183,45.13176,-44.84662,Stein21,1
2184,45.13631,-51.74562,Jacobs et al. 2019b Diehl et al. 2017,1
2185,45.22217,-49.69702,Diehl et al. 2017,1
2186,45.22645,-27.23304000000001,Petrillo et al. 2019,1
11345,45.26998722,-34.65888721,Storfer 2023,2
2188,45.35486,-25.97326,Petrillo et al. 2019,1
2189,45.35699,-31.60138,Petrillo et al. 2019,1
2190,45.36647,-35.38899,Petrillo et al. 2019,1
2191,45.41384,-29.645740000000004,Petrillo et al. 2019,1
2192,45.43017,-28.260240000000003,Petrillo et al. 2019,1
2193,45.4638,-44.44055,Jacobs et al. 2019b,1
2194,45.50197,-27.19551,Petrillo et al. 2019,1
11346,45.50920033,-39.18081647,Storfer 2023,2
2196,45.572376,-22.106808,Stein21,1
2197,45.591190000000005,-21.63207,Jacobs et al. 2019b,1
11347,45.61183199,-42.89690646,Storfer 2023,2
2199,45.67382,-33.57398,Petrillo et al. 2019,1
2200,45.70432,-33.27024,Petrillo et al. 2019,1
2201,45.74493,-25.71972,Petrillo et al. 2019,1
2202,45.7558,-13.720117,Stein21,1
2203,45.77602,-58.09985,Diehl et al. 2017,1
2204,45.8512,-27.76894,Petrillo et al. 2019,1
10559,45.88879659,-21.18735119,Storfer 2023,2
2206,45.9507,-46.44066,Jacobs et al. 2019b Diehl et al. 2017,1
2207,45.96811,-50.39776,Jacobs et al. 2019b,1
2208,45.97926,-48.70707,Diehl et al. 2017,1
2209,46.006443,-22.367693,Stein21,1
2210,46.06729,-49.35725,Jacobs et al. 2019b,1
2211,46.087997,-44.043804,Stein21,1
10560,46.15732658,-58.77992795,Storfer 2023,2
2213,46.19506,-27.12333,Petrillo et al. 2019,1
2214,46.22735,-5.451513,Stein21,1
2215,46.27306,-10.40325,Jacobs et al. 2019b,1
2216,46.31967,-16.60365,Jacobs et al. 2019b,1
2217,46.34869000000001,-27.54558,Petrillo et al. 2019,1
10561,46.35936039,-46.42540446,Storfer 2023,2
2219,46.37069,-31.59559,Petrillo et al. 2019,1
9233,46.4172,-29.5712,Huang 2022,2
2221,46.44468,-34.18821,Petrillo et al. 2019,1
2222,46.47231,-14.88122,Huang et al. 2020a,1
2223,46.48864,-34.428020000000004,Petrillo et al. 2019,1
2224,46.57969,-20.939438,Stein21,1
2225,46.58501,-41.82398,Diehl et al. 2017,1
2226,46.6559,-28.5632,Petrillo et al. 2019,1
9656,46.6654,-27.6075,Huang 2022,2
2228,46.67754,-33.45843,Petrillo et al. 2019,1
2229,46.69704,-23.07635,Jacobs et al. 2019b,1
2230,46.69931,-15.05926,Huang et al. 2020a,1
2231,46.74445,-34.85024,Petrillo et al. 2019,1
2232,46.76692,-30.16377,Petrillo et al. 2019,1
2233,46.78183,-29.50725,Petrillo et al. 2019,1
2234,46.80629,-30.3054,Petrillo et al. 2019,1
2235,46.86874,-28.24511,Petrillo et al. 2019,1
2236,46.87411,-62.68482,Jacobs et al. 2019b,1
2237,46.8886,-28.7358,Petrillo et al. 2019,1
2238,46.8973,-34.7414,Jacobs et al. 2019b,1
2239,46.90465,-10.016187,Stein21,1
2240,46.91635,-29.690538,Stein21,1
2241,46.93881,-18.18558,Jacobs et al. 2019b,1
2242,46.96054,-50.70122,Jacobs et al. 2019b Diehl et al. 2017,1
2243,46.98706,-29.48145,Petrillo et al. 2019,1
2244,47.008377,-28.231773,Stein21,1
2245,47.10675,-30.28703,Petrillo et al. 2019,1
2246,47.10719,-33.82788,Petrillo et al. 2019,1
2247,47.17661,-30.425290000000004,Petrillo et al. 2019,1
2248,47.19172,-29.057140000000004,Petrillo et al. 2019,1
2249,47.2,-21.10386,Jacobs et al. 2019b,1
2250,47.249363,-34.686768,Stein21,1
2251,47.2879,-32.14697,Petrillo et al. 2019,1
2252,47.32498,-62.66179,Jacobs et al. 2019b,1
2253,47.33215,-13.53674,Jacobs et al. 2019b Huang et al. 2020a,1
2254,47.33576,-38.09604,Jacobs et al. 2019b,1
2255,47.36582,-38.910755,Stein21,1
2256,47.380955,-37.995884,Stein21,1
9236,47.438,-14.6211,Huang 2022,2
2258,47.52242,-9.05404,Jacobs et al. 2019b,1
2259,47.55474,-45.57426,Diehl et al. 2017,1
2260,47.60185,-44.84339,Diehl et al. 2017,1
2261,47.607872,-44.499893,Stein21,1
2262,47.63526,-46.78398,Jacobs et al. 2019b Diehl et al. 2017,1
2263,47.70873,-17.77477,Huang et al. 2020a,1
2264,47.75213,-33.15285,Stein21,1
2265,47.76467,-13.23409,Huang et al. 2020a,1
2266,47.77324,-26.01778,Jacobs et al. 2019b,1
2267,47.77405,-32.63805,Petrillo et al. 2019,1
2268,47.83018,-30.98903,Petrillo et al. 2019,1
2269,47.85658,-28.37441,Petrillo et al. 2019,1
2270,47.86322,-42.53863,Jacobs et al. 2019b,1
2271,47.87126,-34.08943,Petrillo et al. 2019,1
10293,47.89303798,-20.60320921,Storfer 2023,2
10570,47.90956998,-44.137015,Storfer 2023,2
2274,48.03707,-33.77064,Petrillo et al. 2019,1
2275,48.07689,-32.68768,Petrillo et al. 2019,1
2276,48.11399,-29.34212,Petrillo et al. 2019,1
2277,48.14648,-56.35791999999999,Diehl et al. 2017,1
