row_id,ra,dec,score,in_neuralens_l18,in_neuralens_shielded,in_huang2020,in_huang2021,in_hsu2025,in_any
201561_6306,62.78352639089244,-22.944012111587494,0.9995119571685791,False,True,False,True,False,True
647395_1367,104.66919935886109,72.97189345819938,0.99951171875,False,False,False,False,False,False
508777_1675,219.77329871242318,32.513972753946675,0.9995111227035522,False,False,False,False,False,False
95802_3157,356.7964784659683,-45.48362397279084,0.9995108842849731,False,False,False,False,False,False
414096_350,258.5411508487262,14.432275622783429,0.999510645866394,False,False,False,False,False,False
137654_5442,73.12390699513057,-35.67421751451326,0.9995099306106567,False,False,False,False,False,False
353448_2608,11.720439206214625,3.970894015832237,0.9995099306106567,False,False,False,False,False,False
292182_4101,157.6134748872267,-6.685818112681878,0.9995092153549194,True,False,False,True,False,True
469705_1598,259.8395865631321,24.687968282030358,0.9995085000991821,True,False,False,True,False,True
130579_5060,35.5274851360964,-37.18501590365118,0.999508261680603,False,False,False,False,False,False
192372_1122,73.29235623313767,-24.842209920008646,0.9995080232620239,False,False,False,False,False,False
509911_978,195.60810192096028,32.677255351567666,0.9995077848434448,False,False,False,False,False,False
167955_5907,60.16343763410753,-29.44452424978132,0.9995071887969971,False,False,False,False,False,False
386801_3882,124.57595987853561,9.804492395358988,0.9995071887969971,False,False,False,False,False,False
293144_5779,39.28297505890229,-6.435026137553698,0.9995068311691284,False,False,False,False,False,False
214779_2689,17.908734625234946,-20.539716582801308,0.9995059967041016,False,False,False,False,False,False
448277_4080,217.13715495400072,20.812458418886077,0.9995056390762329,False,False,False,False,False,False
304266_348,311.0942254889596,-4.816054682333636,0.9995055198669434,False,False,False,False,False,False
568786_92,144.4222262045158,45.901992165628535,0.9995054006576538,False,False,False,False,False,False
356397_344,29.93613353914523,4.379818507035564,0.9995044469833374,False,False,False,False,False,False
190900_3701,28.17949422937013,-25.002633688545444,0.9995039701461792,False,False,False,False,False,False
277511_2898,56.67881339410873,-9.231297310526873,0.9995036125183105,True,False,False,True,False,True
59198_3458,92.98918781848366,-55.2325362538983,0.9995031356811523,False,False,False,False,False,False
128279_3527,32.00543526610235,-37.71063352510392,0.9995030164718628,False,False,False,False,False,False
253484_6038,53.01066772475226,-13.419457546328468,0.9995028972625732,False,False,False,False,False,False
173058_1912,77.50058133620443,-28.561511542670292,0.9995028972625732,False,False,False,False,False,False
257602_2717,29.389958524678995,-12.790784722499708,0.9995028972625732,False,False,False,False,False,False
279000_3160,73.47295525601378,-8.97626294682764,0.9995026588439941,False,False,False,False,False,False
627858_2132,252.12920950897967,63.78717870605187,0.999502420425415,True,False,False,True,False,True
247770_2328,21.88857903826991,-14.545377884431966,0.9995018243789673,False,False,False,False,False,False
347619_945,352.97571662052536,2.683009949551547,0.9995009899139404,False,False,False,False,False,False
141203_3992,79.55908194488059,-34.969696736497596,0.9995002746582031,False,False,False,False,False,False
442664_2033,163.91311836191974,19.714536534840786,0.9995001554489136,False,False,False,False,False,False
195024_6335,81.08515557163658,-24.18535927116526,0.9994994401931763,False,False,False,False,False,False
208068_2541,20.600224129851203,-21.799921176730248,0.9994994401931763,False,False,False,False,False,False
640424_1646,165.65081436232916,69.2488283983649,0.9994990825653076,False,False,False,False,False,False
239419_6274,19.550956568475776,-15.940111598591256,0.9994989633560181,False,False,False,False,False,False
161780_5503,77.2368298643638,-30.69456287332991,0.9994989633560181,False,False,False,False,False,False
295993_5445,35.57069167321448,-5.9518072075543085,0.9994983673095703,False,False,False,False,False,False
653503_2285,179.65672078502809,77.03496701419809,0.9994983673095703,False,False,False,False,False,False
38761_137,17.972176756517314,-62.11788808615815,0.9994983673095703,False,False,False,False,False,False
188484_3599,80.83006061878652,-25.505965700952697,0.9994981288909912,False,False,False,False,False,False
183216_537,57.58564726403076,-26.613052104512438,0.9994977712631226,False,False,False,False,False,False
497332_3065,115.80620256555882,30.29607292543114,0.9994971752166748,False,False,False,False,False,False
200036_6154,8.752896783880287,-23.1684013424905,0.9994970560073853,False,False,False,False,False,False
185919_5399,89.91369340259773,-25.92654528265176,0.9994959831237793,False,False,False,False,False,False
208299_6807,82.54509928988107,-21.671660860670425,0.9994953870773315,False,False,False,False,False,False
337017_1202,222.46122508832934,0.926804684145184,0.9994947910308838,False,False,False,False,False,False
606973_3073,242.61768581932014,56.58569542708939,0.9994947910308838,False,False,False,False,False,False
449254_1636,118.44909352974328,20.95279075468616,0.9994945526123047,True,False,False,True,False,True
43599_3582,358.82515820740645,-60.514417592006936,0.999494194984436,False,False,False,False,False,False
253293_4421,4.009320567220029,-13.416900304837453,0.9994935989379883,False,True,False,True,False,True
137541_2225,38.54490319593571,-35.78818306750156,0.9994932413101196,True,False,False,True,False,True
200247_4848,66.21340326718968,-23.19604275806553,0.999492883682251,True,False,False,True,False,True
217680_2199,70.3347471819212,-20.048373462147893,0.9994920492172241,False,False,False,False,False,False
402338_44,118.765397161719,12.37633401257719,0.9994910955429077,True,False,False,True,False,True
497310_5253,109.43445655526257,30.342365625062538,0.9994907379150391,False,False,False,False,False,False
498787_3186,176.2391145172523,30.558024727274248,0.9994900226593018,True,False,False,True,False,True
