name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z,score_l18,sep_l18,in_parent_l18,score_shielded,sep_shielded,in_parent_shielded,in_training,score_combined,in_parent_combined
DESI-165.1459+23.2635,165.1459,23.2635,C,2.0,l18,DECaLS,0.15,DC,0.4366,,0.636033833026886,0.09754378960622173,True,0.8138658404350281,0.09754378960622173,True,True,0.8138658404350281,True
DESI-165.2130-00.8810,165.213,-0.881,C,2.0,shielded,DECaLS,0.81,REX,0.4508,,0.9987309575080872,0.47551676781064955,True,0.9972894191741943,0.47551676781064955,True,False,0.9987309575080872,True
DESI-165.2322+64.9414,165.2322,64.9414,C,2.0,l18,MzLS,0.41,DC,,0.567+/-0.033,0.9389084577560425,0.10747930612927815,True,0.9426900148391724,0.10747930612927815,True,True,0.9426900148391724,True
DESI-165.2764+20.4527,165.2764,20.4527,C,2.0,l18,DECaLS,0.51,DC,0.291,,0.9887839555740356,0.1181528357035313,True,0.9836883544921875,0.1181528357035313,True,True,0.9887839555740356,True
DESI-165.4754-06.0423,165.4754,-6.0423,C,2.5,l18,DECaLS,1.0,DC,,0.402+/-0.069,0.9999881982803345,0.1210541660099027,True,0.9997660517692566,0.1210541660099027,True,True,0.9999881982803345,True
DESI-165.7828-00.6598,165.7828,-0.6598,C,2.5,l18,DECaLS,0.18,DC,0.4963,,0.999065101146698,0.2016812634090613,True,0.9894253015518188,0.2016812634090613,True,True,0.999065101146698,True
DESI-166.7196+07.6232,166.7196,7.6232,C,2.0,l18,DECaLS,0.14,DC,0.2991,,0.8638893961906433,0.07979906658669403,True,0.8960267901420593,0.07979906658669403,True,True,0.8960267901420593,True
DESI-167.2393+37.8604,167.2393,37.8604,C,2.0,l18,MzLS,0.94,DC,0.2053,,0.9984642267227173,0.22555218345754943,True,0.9962992072105408,0.22555218345754943,True,True,0.9984642267227173,True
DESI-167.7733+26.7798,167.7733,26.7798,C,2.0,l18,DECaLS,0.51,DC,0.2765,,0.9940873384475708,0.0028920500018524784,True,0.9663365483283997,0.0028920500018524784,True,True,0.9940873384475708,True
DESI-168.5731+08.7634,168.5731,8.7634,C,2.0,shielded,DECaLS,0.83,REX,0.7123,,0.0001900061615742743,21.59498675611975,False,0.000746332632843405,21.59498675611975,False,False,0.000746332632843405,False
DESI-168.9620+57.8315,168.962,57.8315,C,2.0,l18,MzLS,1.0,DC,0.4893,,0.9953710436820984,0.05312581061900091,True,0.9804977178573608,0.05312581061900091,True,True,0.9953710436820984,True
DESI-169.1444+19.0986,169.1444,19.0986,C,2.0,l18,DECaLS,0.13,DC,0.5931,,0.9964649677276611,0.11500353240315771,True,0.9970966577529907,0.11500353240315771,True,True,0.9970966577529907,True
DESI-169.6106-03.6275,169.6106,-3.6275,C,2.5,shielded,DECaLS,0.66,REX,0.3945,,0.868342936038971,5.090285506470638,False,0.7630831599235535,5.090285506470638,False,False,0.868342936038971,False
DESI-170.4254+36.9636,170.4254,36.9636,C,2.5,l18,MzLS,0.93,DC,0.5815,,0.9994385838508606,0.12774671128589488,True,0.9997968077659607,0.12774671128589488,True,True,0.9997968077659607,True
DESI-170.8944+12.5591,170.8944,12.5591,C,2.0,l18,DECaLS,1.0,DC,0.5305,,0.9996845722198486,0.23970519768532222,True,0.998822033405304,0.23970519768532222,True,True,0.9996845722198486,True
DESI-171.1047+71.1948,171.1047,71.1948,C,2.0,l18,MzLS,0.27,DC,,0.754+/-0.037,0.9996324777603149,0.15416569424802923,True,0.9986422657966614,0.15416569424802923,True,True,0.9996324777603149,True
DESI-172.4891+32.1637,172.4891,32.1637,C,2.0,shielded,MzLS,0.3,DC,0.5193,,0.997929573059082,0.012873812014709713,True,0.9951654672622681,0.012873812014709713,True,False,0.997929573059082,True
DESI-172.6002+05.7333,172.6002,5.7333,C,2.0,l18,DECaLS,0.64,DC,0.2636,,0.9993565678596497,0.1357099586449066,True,0.999896764755249,0.1357099586449066,True,True,0.999896764755249,True
DESI-172.6730+11.3081,172.673,11.3081,C,2.0,l18,DECaLS,0.24,DC,0.6632,,0.9997007846832275,0.03289685547161568,True,0.9980621933937073,0.03289685547161568,True,True,0.9997007846832275,True
DESI-173.5198+09.5846,173.5198,9.5846,C,2.5,l18,DECaLS,1.0,DC,,0.638+/-0.069,0.999941349029541,0.13459621503758284,True,0.9993440508842468,0.13459621503758284,True,True,0.999941349029541,True
DESI-173.5474+17.0433,173.5474,17.0433,C,2.5,l18,DECaLS,0.57,DC,0.6664,,0.9968118071556091,0.10189268062723879,True,0.9972819089889526,0.10189268062723879,True,True,0.9972819089889526,True
DESI-174.0108+52.2363,174.0108,52.2363,C,2.0,l18,MzLS,0.18,REX,0.5404,,0.5169969797134399,8.668815785915601,False,0.27352043986320496,8.668815785915601,False,True,0.5169969797134399,False
DESI-174.1285+21.7754,174.1285,21.7754,C,2.0,l18,DECaLS,0.98,DC,0.4636,,0.9992340803146362,0.07329557593837202,True,0.9947673082351685,0.07329557593837202,True,True,0.9992340803146362,True
DESI-174.2820+14.7811,174.282,14.7811,C,2.5,l18,DECaLS,1.0,DC,0.5951,,0.999974250793457,0.13573009258918123,True,0.9997771382331848,0.13573009258918123,True,True,0.999974250793457,True
DESI-174.4592+46.6094,174.4592,46.6094,C,2.0,l18,MzLS,0.25,DC,0.3134,,0.39901003241539,0.08148744078023716,True,0.7365471720695496,0.08148744078023716,True,True,0.7365471720695496,True
DESI-174.8727-02.3072,174.8727,-2.3072,C,2.5,l18,DECaLS,0.99,DC,0.519,,0.9994857311248779,0.07779663215992841,True,0.997634768486023,0.07779663215992841,True,True,0.9994857311248779,True
DESI-175.1662+14.3254,175.1662,14.3254,C,2.0,l18,DECaLS,0.61,REX,0.3711,,0.28734061121940613,9.485096518778107,False,0.2840013802051544,9.485096518778107,False,True,0.28734061121940613,False
DESI-175.1752-00.7266,175.1752,-0.7266,C,2.5,l18,DECaLS,1.0,DC,0.616,,0.9998421669006348,0.13970173663776797,True,0.9996606111526489,0.13970173663776797,True,True,0.9998421669006348,True
DESI-175.7321+43.1339,175.7321,43.1339,C,2.0,l18,MzLS,0.91,DC,0.4782,,0.9979593753814697,0.13342040880952014,True,0.9954614043235779,0.13342040880952014,True,True,0.9979593753814697,True
DESI-175.7329+22.2232,175.7329,22.2232,C,2.0,shielded,DECaLS,0.74,REX,0.69,,0.9497613906860352,6.266409649191128,False,0.9678147435188293,6.266409649191128,False,False,0.9678147435188293,False
DESI-176.6400-06.1812,176.64,-6.1812,C,2.5,l18,DECaLS,0.99,DC,,0.386+/-0.028,0.9905299544334412,0.17593245121242154,True,0.988246500492096,0.17593245121242154,True,True,0.9905299544334412,True
DESI-176.9273+67.7222,176.9273,67.7222,C,2.0,l18,MzLS,0.94,DC,0.599,,0.9963764548301697,0.14656964723289914,True,0.9976242184638977,0.14656964723289914,True,True,0.9976242184638977,True
DESI-176.9311+26.1644,176.9311,26.1644,C,2.0,l18,DECaLS,0.82,DC,0.6131,,0.9993153810501099,0.06788510583709145,True,0.9889988303184509,0.06788510583709145,True,True,0.9993153810501099,True
DESI-177.0183+29.4844,177.0183,29.4844,C,2.5,l18,DECaLS,0.96,DC,0.5151,,0.9996028542518616,0.1411379357610851,True,0.9988573789596558,0.1411379357610851,True,True,0.9996028542518616,True
DESI-177.0319+29.0869,177.0319,29.0869,C,2.5,l18,DECaLS,1.0,DC,0.6224,,0.9998784065246582,0.1511655353867803,True,0.9983310103416443,0.1511655353867803,True,True,0.9998784065246582,True
DESI-178.5091+14.0868,178.5091,14.0868,C,2.5,l18,DECaLS,0.7,DC,0.741,,0.9928452372550964,0.25721930398704773,True,0.9648171067237854,0.25721930398704773,True,True,0.9928452372550964,True
DESI-178.7212+21.4151,178.7212,21.4151,C,2.0,l18,DECaLS,0.99,DC,0.5466,,0.9998444318771362,0.1486464476004317,True,0.9951657056808472,0.1486464476004317,True,True,0.9998444318771362,True
DESI-179.4811+22.9115,179.4811,22.9115,C,2.0,l18,DECaLS,0.36,REX,0.7805,,0.0005933557404205203,57.549268268729634,False,0.001131162978708744,57.549268268729634,False,True,0.001131162978708744,False
DESI-181.0043+47.5381,181.0043,47.5381,C,2.0,l18,MzLS,1.0,DC,0.4861,,0.9975141286849976,0.13417106441852064,True,0.9966965913772583,0.13417106441852064,True,True,0.9975141286849976,True
DESI-181.3975+41.1790,181.3975,41.179,C,2.0,l18,MzLS,1.0,DC,0.4764,,0.99991774559021,0.14421772673699926,True,0.9997854828834534,0.14421772673699926,True,True,0.99991774559021,True
DESI-182.5596+28.7243,182.5596,28.7243,C,2.5,shielded,DECaLS,1.0,REX,0.296,,0.9999600648880005,0.18363626261573132,True,0.9999345541000366,0.18363626261573132,True,False,0.9999600648880005,True
DESI-182.7337-02.2276,182.7337,-2.2276,C,2.0,l18,DECaLS,0.66,DC,0.5326,,0.991820216178894,0.08621176786160727,True,0.9925392270088196,0.08621176786160727,True,True,0.9925392270088196,True
DESI-183.0990-01.5510,183.099,-1.551,C,2.5,l18,DECaLS,0.7,DC,0.4034,,0.9960840940475464,0.12184363624519458,True,0.9727230668067932,0.12184363624519458,True,True,0.9960840940475464,True
DESI-183.1167-08.5941,183.1167,-8.5941,C,2.0,shielded,DECaLS,0.63,DC,,0.212+/-0.012,0.9714375734329224,0.1786824813638786,True,0.9875144958496094,0.1786824813638786,True,False,0.9875144958496094,True
DESI-184.4375+31.5263,184.4375,31.5263,C,2.0,l18,DECaLS,1.0,DC,0.6967,,0.9986572265625,0.11917414085336267,True,0.9994811415672302,0.11917414085336267,True,True,0.9994811415672302,True
DESI-185.2581+21.8900,185.2581,21.89,C,2.0,l18,DECaLS,0.41,DC,0.5735,,0.910418689250946,0.09158287962793328,True,0.9464262127876282,0.09158287962793328,True,True,0.9464262127876282,True
DESI-185.6190+23.9709,185.619,23.9709,C,2.0,l18,DECaLS,0.8,DC,0.5869,,0.999647855758667,0.07923696135714026,True,0.9992032647132874,0.07923696135714026,True,True,0.999647855758667,True
DESI-185.6850+70.6065,185.685,70.6065,C,2.0,l18,MzLS,0.64,DC,,0.568+/-0.035,0.9658958315849304,0.16865370956078182,True,0.9862523674964905,0.16865370956078182,True,True,0.9862523674964905,True
DESI-185.9848+19.7177,185.9848,19.7177,C,2.0,shielded,DECaLS,0.45,DC,0.4966,,0.9887548685073853,0.1022546282460918,True,0.9608733654022217,0.1022546282460918,True,False,0.9887548685073853,True
DESI-186.0916+02.2030,186.0916,2.203,C,2.0,l18,DECaLS,0.47,DC,0.3481,,0.9733587503433228,0.10488856849845983,True,0.9678990840911865,0.10488856849845983,True,True,0.9733587503433228,True
DESI-186.4028-07.4188,186.4028,-7.4188,C,2.0,l18,DECaLS,0.38,DC,0.3685,,0.7865766286849976,0.17584627533009303,True,0.9524838328361511,0.17584627533009303,True,True,0.9524838328361511,True
DESI-187.1282+09.6881,187.1282,9.6881,C,2.0,shielded,DECaLS,0.16,REX,0.7398,,0.006788073573261499,36.89050704107471,False,0.004461180418729782,36.89050704107471,False,False,0.006788073573261499,False
DESI-189.2482+25.3442,189.2482,25.3442,C,2.5,l18,DECaLS,0.48,DC,0.6128,,0.993586003780365,0.08452223193015618,True,0.961051344871521,0.08452223193015618,True,True,0.993586003780365,True
DESI-190.4855+03.7332,190.4855,3.7332,C,2.0,l18,DECaLS,0.52,DC,0.3586,,0.998089611530304,0.14333449511658544,True,0.9894083738327026,0.14333449511658544,True,True,0.998089611530304,True
DESI-190.5769+27.8629,190.5769,27.8629,C,2.0,l18,DECaLS,0.93,DC,0.5112,,0.9950047135353088,0.10541004293164116,True,0.9959511756896973,0.10541004293164116,True,True,0.9959511756896973,True
DESI-190.5981+31.4848,190.5981,31.4848,C,2.0,l18,DECaLS,0.16,DC,0.242,,0.9807501435279846,0.18806700436845306,True,0.9437864422798157,0.18806700436845306,True,True,0.9807501435279846,True
DESI-191.8527+36.7353,191.8527,36.7353,C,2.5,l18,MzLS,0.98,DC,0.6986,,0.7580806612968445,0.21152061056639218,True,0.9233751893043518,0.21152061056639218,True,True,0.9233751893043518,True
DESI-192.8317-01.2219,192.8317,-1.2219,C,2.0,l18,DECaLS,0.94,REX,0.2631,,0.00010898324399022385,65.75314115754507,False,0.0008242963231168687,65.75314115754507,False,True,0.0008242963231168687,False
DESI-193.6682+18.9533,193.6682,18.9533,C,2.5,shielded,DECaLS,0.81,REX,0.6412,,0.00039783839019946754,52.122887850326556,False,0.0006365624140016735,52.122887850326556,False,False,0.0006365624140016735,False
DESI-194.1102+04.6703,194.1102,4.6703,C,2.5,l18,DECaLS,0.28,DC,0.2292,,0.9683926105499268,0.20602479875622345,True,0.9816151261329651,0.20602479875622345,True,True,0.9816151261329651,True
DESI-195.4842+11.1801,195.4842,11.1801,C,2.0,l18,DECaLS,0.3,DC,0.6066,,0.7786884307861328,0.15024035974832647,True,0.9415748715400696,0.15024035974832647,True,True,0.9415748715400696,True
DESI-196.3635+26.7520,196.3635,26.752,C,2.0,l18,DECaLS,0.17,DC,0.3611,,0.9924920201301575,0.13353114599990928,True,0.9563526511192322,0.13353114599990928,True,True,0.9924920201301575,True
DESI-196.6232-05.6670,196.6232,-5.667,C,2.5,l18,DECaLS,0.36,DC,,0.405+/-0.011,0.9949659705162048,0.07342818874068482,True,0.9942365288734436,0.07342818874068482,True,True,0.9949659705162048,True
DESI-196.8233+23.1565,196.8233,23.1565,C,2.5,l18,DECaLS,1.0,DC,0.3819,,0.9995829463005066,0.2355692513610176,True,0.9985945820808411,0.2355692513610176,True,True,0.9995829463005066,True
DESI-198.2028+30.6423,198.2028,30.6423,C,2.0,l18,DECaLS,0.27,DC,0.5037,,0.9986838698387146,0.14149659945998452,True,0.9988155364990234,0.14149659945998452,True,True,0.9988155364990234,True
DESI-198.4925+31.0493,198.4925,31.0493,C,2.0,shielded,DECaLS,0.18,REX,0.3212,,0.037033963948488235,0.24235311880103608,True,0.042968567460775375,0.24235311880103608,True,False,0.042968567460775375,True
DESI-199.9412+01.5311,199.9412,1.5311,C,2.5,l18,DECaLS,0.91,DC,0.5803,,0.9997774958610535,0.05513970567796347,True,0.9986866116523743,0.05513970567796347,True,True,0.9997774958610535,True
DESI-200.5670+04.3460,200.567,4.346,C,2.5,l18,DECaLS,0.51,DC,0.4027,,0.9960170388221741,0.062229687573813336,True,0.9953194260597229,0.062229687573813336,True,True,0.9960170388221741,True
DESI-200.7983+38.2180,200.7983,38.218,C,2.0,l18,MzLS,0.12,DC,0.5085,,0.9240482449531555,0.09105762962186818,True,0.626815676689148,0.09105762962186818,True,True,0.9240482449531555,True
DESI-202.5096+47.8919,202.5096,47.8919,C,2.0,shielded,MzLS,0.71,DC,0.2674,,0.7675031423568726,0.0733024044015732,True,0.9375165104866028,0.0733024044015732,True,False,0.9375165104866028,True
DESI-202.7745+07.4491,202.7745,7.4491,C,2.0,shielded,DECaLS,0.49,DC,0.1929,,0.9124681353569031,3.2268623442440587,True,0.31054461002349854,3.2268623442440587,True,False,0.9124681353569031,True
DESI-203.2912+06.9014,203.2912,6.9014,C,2.0,shielded,DECaLS,0.63,REX,0.4303,,0.5557991862297058,7.183194901780834,False,0.7938013672828674,7.183194901780834,False,False,0.7938013672828674,False
DESI-203.5927-09.2837,203.5927,-9.2837,C,2.0,l18,DECaLS,0.53,DC,,0.333+/-0.016,0.9907512068748474,0.1676758975855322,True,0.9394861459732056,0.1676758975855322,True,True,0.9907512068748474,True
DESI-203.7084-08.7623,203.7084,-8.7623,C,2.0,shielded,DECaLS,0.63,DC,,0.721+/-0.045,0.9275940656661987,3.66737419750186,True,0.9154567718505859,3.66737419750186,True,False,0.9275940656661987,True
DESI-203.8962+40.3315,203.8962,40.3315,C,2.5,l18,MzLS,0.96,DC,0.3087,,0.999471127986908,0.1495392332318208,True,0.9978058934211731,0.1495392332318208,True,True,0.999471127986908,True
DESI-204.0300+25.6164,204.03,25.6164,C,2.0,l18,DECaLS,0.46,DC,0.4939,,0.9855755567550659,0.0938930019376384,True,0.9843685030937195,0.0938930019376384,True,True,0.9855755567550659,True
DESI-204.2365+12.0278,204.2365,12.0278,C,2.0,l18,DECaLS,0.2,DC,0.5327,,0.9955671429634094,0.15449793655372143,True,0.9973052740097046,0.15449793655372143,True,True,0.9973052740097046,True
DESI-204.3113+42.3813,204.3113,42.3813,C,2.0,shielded,MzLS,0.39,DC,0.2802,,0.2961918115615845,0.14328690432654115,True,0.2730405926704407,0.14328690432654115,True,False,0.2961918115615845,True
DESI-205.4375+04.1861,205.4375,4.1861,C,2.5,l18,DECaLS,0.97,DC,,0.598+/-0.059,0.9995518326759338,0.07697501068255158,True,0.9974665641784668,0.07697501068255158,True,True,0.9995518326759338,True
DESI-205.8655+21.7388,205.8655,21.7388,C,2.0,l18,DECaLS,0.2,DC,0.5585,,0.3441920280456543,8.593515764273592,False,0.17708009481430054,8.593515764273592,False,True,0.3441920280456543,False
DESI-206.0993-01.6071,206.0993,-1.6071,C,2.0,shielded,DECaLS,0.49,DC,0.4681,,0.9961795806884766,0.1258320416065946,True,0.9951019287109375,0.1258320416065946,True,False,0.9961795806884766,True
DESI-206.7000+28.6985,206.7,28.6985,C,2.0,l18,DECaLS,0.47,DC,0.441,,0.9993187189102173,0.04052744944164325,True,0.9955304265022278,0.04052744944164325,True,True,0.9993187189102173,True
DESI-207.4187+38.5022,207.4187,38.5022,C,2.0,l18,MzLS,0.22,DC,0.5818,,0.8233642578125,0.08291662222067003,True,0.9772367477416992,0.08291662222067003,True,True,0.9772367477416992,True
DESI-207.4889+34.2732,207.4889,34.2732,C,2.0,l18,MzLS,0.84,DC,0.4911,,0.9836832880973816,0.06058198310225317,True,0.9927629828453064,0.06058198310225317,True,True,0.9927629828453064,True
DESI-207.5513+31.5862,207.5513,31.5862,C,2.0,l18,DECaLS,0.34,DC,0.5095,,0.9994737505912781,0.16349476400239873,True,0.9993289709091187,0.16349476400239873,True,True,0.9994737505912781,True
DESI-207.7050+52.9559,207.705,52.9559,C,2.0,l18,MzLS,0.66,DC,0.2877,,0.9949670433998108,0.13089996896638662,True,0.953596830368042,0.13089996896638662,True,True,0.9949670433998108,True
DESI-207.8335-06.3831,207.8335,-6.3831,C,2.0,l18,DECaLS,1.0,DC,0.6211,,0.9998471736907959,0.15332613010479246,True,0.9994427561759949,0.15332613010479246,True,True,0.9998471736907959,True
DESI-208.4386+31.8650,208.4386,31.865,C,2.0,l18,DECaLS,0.15,DC,0.5292,,0.9928678274154663,0.12557874762072962,True,0.997123658657074,0.12557874762072962,True,True,0.997123658657074,True
DESI-208.6688+19.1370,208.6688,19.137,C,2.0,l18,DECaLS,0.5,DC,0.5852,,0.9364241361618042,0.10179996194569217,True,0.9582711458206177,0.10179996194569217,True,True,0.9582711458206177,True
DESI-208.9997+19.7239,208.9997,19.7239,C,2.0,shielded,DECaLS,0.24,REX,0.3816,,0.00018256530165672302,42.01747765231282,False,0.0010946451220661402,42.01747765231282,False,False,0.0010946451220661402,False
DESI-209.0944+03.6524,209.0944,3.6524,C,2.0,shielded,DECaLS,0.75,DC,0.2686,,0.9727873802185059,0.10850217687606675,True,0.987762987613678,0.10850217687606675,True,False,0.987762987613678,True
DESI-209.7020-04.3961,209.702,-4.3961,C,2.5,shielded,DECaLS,0.72,DC,,0.417+/-0.097,0.49913763999938965,0.20767361062584933,True,0.9794714450836182,0.20767361062584933,True,False,0.9794714450836182,True
DESI-211.6546+38.7004,211.6546,38.7004,C,2.0,l18,MzLS,0.43,DC,0.4952,,0.9027615785598755,0.08667182490765386,True,0.9541176557540894,0.08667182490765386,True,True,0.9541176557540894,True
DESI-212.5306+62.1634,212.5306,62.1634,C,2.5,l18,MzLS,0.99,DC,0.5431,,0.9989016056060791,0.02499567044309617,True,0.9961115717887878,0.02499567044309617,True,True,0.9989016056060791,True
DESI-212.7710+23.2324,212.771,23.2324,C,2.0,l18,DECaLS,0.82,DC,0.2873,,0.999687910079956,0.1543827996775318,True,0.9984980821609497,0.1543827996775318,True,True,0.999687910079956,True
DESI-214.7102+19.9447,214.7102,19.9447,C,2.0,l18,DECaLS,0.88,DC,0.374,,0.9953321814537048,0.07071983160760746,True,0.9938785433769226,0.07071983160760746,True,True,0.9953321814537048,True
DESI-215.1638+12.9717,215.1638,12.9717,C,2.5,l18,DECaLS,0.74,DC,0.5937,,0.9963279366493225,0.15743467601255923,True,0.9858008027076721,0.15743467601255923,True,True,0.9963279366493225,True
DESI-216.0618+45.0242,216.0618,45.0242,C,2.0,l18,MzLS,1.0,DC,,0.819+/-0.100,0.9991745352745056,0.07750560718569156,True,0.9937279224395752,0.07750560718569156,True,True,0.9991745352745056,True
DESI-217.0936+03.3000,217.0936,3.3,C,2.5,l18,DECaLS,1.0,DC,0.6108,,0.9999402761459351,0.0149411728844864,True,0.9996433258056641,0.0149411728844864,True,True,0.9999402761459351,True
DESI-217.0950+22.9130,217.095,22.913,C,2.0,l18,DECaLS,0.82,DC,0.3242,,0.9992541670799255,0.18226978813594963,True,0.9997058510780334,0.18226978813594963,True,True,0.9997058510780334,True
DESI-217.2090+51.6467,217.209,51.6467,C,2.0,l18,MzLS,0.22,DC,,0.664+/-0.033,0.996476948261261,0.16008281421150794,True,0.9345517158508301,0.16008281421150794,True,True,0.996476948261261,True
DESI-217.7996+03.0093,217.7996,3.0093,C,2.5,l18,DECaLS,0.23,DC,0.1665,,0.0015261569060385227,0.14209511135549652,True,0.045172300189733505,0.14209511135549652,True,True,0.045172300189733505,True
DESI-218.1147+28.7213,218.1147,28.7213,C,2.5,l18,DECaLS,0.91,DC,0.328,,0.9998805522918701,0.14013616161451437,True,0.998769223690033,0.14013616161451437,True,True,0.9998805522918701,True
DESI-218.4468+18.7098,218.4468,18.7098,C,2.0,l18,DECaLS,1.0,DC,0.282,,0.9999885559082031,0.15383139078411226,True,0.9999481439590454,0.15383139078411226,True,True,0.9999885559082031,True
DESI-218.4780+03.0039,218.478,3.0039,C,2.5,l18,DECaLS,0.97,DC,0.6438,,0.9759914875030518,0.1935459177876335,True,0.9539313316345215,0.1935459177876335,True,True,0.9759914875030518,True
DESI-219.1501+21.1453,219.1501,21.1453,C,2.5,l18,DECaLS,0.99,DC,0.6024,,0.9998714923858643,0.15868879208076392,True,0.9994230270385742,0.15868879208076392,True,True,0.9998714923858643,True
DESI-219.5680+25.0994,219.568,25.0994,C,2.0,l18,DECaLS,0.75,DC,0.3854,,0.9997567534446716,0.07564182644112552,True,0.9973686933517456,0.07564182644112552,True,True,0.9997567534446716,True
DESI-219.9040+07.3502,219.904,7.3502,C,2.0,l18,DECaLS,0.6,DC,0.5608,,0.9982267022132874,0.21108149763033188,True,0.9941905736923218,0.21108149763033188,True,True,0.9982267022132874,True
DESI-220.0226+23.8599,220.0226,23.8599,C,2.0,l18,DECaLS,0.96,DC,0.4126,,0.9966704249382019,0.1793600055204622,True,0.9938509464263916,0.1793600055204622,True,True,0.9966704249382019,True
DESI-220.3113+04.4308,220.3113,4.4308,C,2.5,l18,DECaLS,0.5,REX,0.3293,,0.0030462315771728754,37.54501774234154,False,0.0022289410699158907,37.54501774234154,False,True,0.0030462315771728754,False
DESI-220.3862-00.8996,220.3862,-0.8996,C,2.0,l18,DECaLS,0.84,DC,0.5167,,0.9998770952224731,0.18801453559229378,True,0.998708963394165,0.18801453559229378,True,True,0.9998770952224731,True
DESI-221.4063+04.9046,221.4063,4.9046,C,2.0,l18,DECaLS,0.37,DC,0.3224,,0.9089905023574829,0.16389800132184848,True,0.9916073083877563,0.16389800132184848,True,True,0.9916073083877563,True
DESI-221.6054+21.6944,221.6054,21.6944,C,2.5,shielded,DECaLS,0.54,DC,,0.071+/-0.029,0.345198392868042,0.1237484434437111,True,0.45621660351753235,0.1237484434437111,True,False,0.45621660351753235,True
DESI-221.9368+23.4043,221.9368,23.4043,C,2.5,l18,DECaLS,0.76,DC,0.2818,,0.997566819190979,0.18845742601707097,True,0.9810143709182739,0.18845742601707097,True,True,0.997566819190979,True
DESI-222.2403-07.4558,222.2403,-7.4558,C,2.0,l18,DECaLS,0.23,DC,,0.518+/-0.147,0.6488445997238159,0.15058869380166795,True,0.9909867644309998,0.15058869380166795,True,True,0.9909867644309998,True
DESI-222.4812-06.8463,222.4812,-6.8463,C,2.0,shielded,DECaLS,0.3,DC,0.311,,0.98248291015625,0.19262356860776075,True,0.9750255346298218,0.19262356860776075,True,False,0.98248291015625,True
DESI-222.7392+03.5562,222.7392,3.5562,C,2.0,l18,DECaLS,0.13,REX,0.2866,,0.00027785476413555443,45.07572092586265,False,0.0023215163964778185,45.07572092586265,False,True,0.0023215163964778185,False
DESI-223.0001-01.0752,223.0001,-1.0752,C,2.0,l18,DECaLS,0.86,DC,0.2712,,0.9878866672515869,0.11262715119892446,True,0.914236307144165,0.11262715119892446,True,True,0.9878866672515869,True
DESI-223.2085+58.0265,223.2085,58.0265,C,2.0,l18,MzLS,0.11,DC,0.3785,,0.2420455664396286,0.08540088195295766,True,0.9098513126373291,0.08540088195295766,True,True,0.9098513126373291,True
DESI-223.2358+58.0531,223.2358,58.0531,C,2.5,l18,MzLS,0.86,DC,0.3319,,0.9707036018371582,0.061077768758144434,True,0.9961295127868652,0.061077768758144434,True,True,0.9961295127868652,True
DESI-223.4373-06.5203,223.4373,-6.5203,C,2.0,shielded,DECaLS,0.2,REX,0.1862,,0.9835635423660278,0.25324792455374695,True,0.976086437702179,0.25324792455374695,True,False,0.9835635423660278,True
DESI-224.3832-08.0150,224.3832,-8.015,C,2.5,l18,DECaLS,1.0,DC,,0.429+/-0.044,0.9996826648712158,0.12236964044247814,True,0.9993662238121033,0.12236964044247814,True,True,0.9996826648712158,True
DESI-225.1316+62.7228,225.1316,62.7228,C,2.0,l18,MzLS,0.21,REX,,0.421+/-0.101,0.6644853949546814,0.16220056279642547,True,0.518292248249054,0.16220056279642547,True,True,0.6644853949546814,True
DESI-225.5679+15.1661,225.5679,15.1661,C,2.0,l18,DECaLS,0.11,DC,0.5515,,0.946002721786499,0.11314753089265008,True,0.9602594971656799,0.11314753089265008,True,True,0.9602594971656799,True
DESI-226.1397+28.0320,226.1397,28.032,C,2.0,l18,DECaLS,0.93,DC,0.4815,,0.9998657703399658,0.07721234469511912,True,0.998896598815918,0.07721234469511912,True,True,0.9998657703399658,True
DESI-226.2950+17.3451,226.295,17.3451,C,2.5,l18,DECaLS,0.32,DC,0.4836,,0.9976096153259277,0.15798952633450541,True,0.9981583952903748,0.15798952633450541,True,True,0.9981583952903748,True
DESI-226.3130+41.7447,226.313,41.7447,C,2.0,l18,MzLS,0.15,DC,,0.446+/-0.100,0.991450846195221,0.16044072028554615,True,0.9977765679359436,0.16044072028554615,True,True,0.9977765679359436,True
DESI-226.9254+29.9560,226.9254,29.956,C,2.0,shielded,DECaLS,0.13,REX,0.1851,,0.5161918997764587,0.1989095282138832,True,0.9353381395339966,0.1989095282138832,True,False,0.9353381395339966,True
DESI-226.9378+70.1215,226.9378,70.1215,C,2.5,l18,MzLS,0.96,DC,,0.509+/-0.026,0.9977850914001465,0.09621462180217202,True,0.9938421249389648,0.09621462180217202,True,True,0.9977850914001465,True
DESI-226.9381+05.3823,226.9381,5.3823,C,2.0,l18,DECaLS,0.98,DC,0.6187,,0.9991756081581116,0.028284467159104914,True,0.9973458647727966,0.028284467159104914,True,True,0.9991756081581116,True
DESI-227.7518+10.5556,227.7518,10.5556,C,2.5,l18,DECaLS,0.91,DC,0.3586,,0.9969940185546875,0.1736413496540837,True,0.9966621398925781,0.1736413496540837,True,True,0.9969940185546875,True
DESI-227.9059+05.6220,227.9059,5.622,C,2.5,l18,DECaLS,0.49,DC,0.6132,,0.9850886464118958,0.10640977395332171,True,0.9901250600814819,0.10640977395332171,True,True,0.9901250600814819,True
