name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z,score_l18,sep_l18,in_parent_l18,score_shielded,sep_shielded,in_parent_shielded,in_training,score_combined,in_parent_combined
DESI-033.4558+14.1537,33.4558,14.1537,B,3.0,l18,DECaLS,0.92,DC,,0.329+/-0.040,0.9998968839645386,0.1304036135907255,True,0.9997113347053528,0.1304036135907255,True,True,0.9998968839645386,True
DESI-033.8095-29.1570,33.8095,-29.157,B,3.0,shielded,DECaLS,1.0,DC,,0.646+/-0.334,0.9300655126571655,0.16981984484449236,True,0.9946664571762085,0.16981984484449236,True,False,0.9946664571762085,True
DESI-034.0760+02.9333,34.076,2.9333,B,3.0,l18,DECaLS,0.2,DC,,0.974+/-0.051,0.5735881328582764,0.07170478283722308,True,0.8048631548881531,0.07170478283722308,True,True,0.8048631548881531,True
DESI-034.5995-01.9843,34.5995,-1.9843,B,3.0,l18,DECaLS,0.11,DC,,0.312+/-0.033,0.9458422660827637,0.14013167180112732,True,0.9620404839515686,0.14013167180112732,True,True,0.9620404839515686,True
DESI-034.7077-14.7784,34.7077,-14.7784,B,3.0,shielded,DECaLS,0.7,DC,,0.576+/-0.011,0.9978267550468445,0.1465962471678981,True,0.9891923069953918,0.1465962471678981,True,False,0.9978267550468445,True
DESI-035.0142+02.7345,35.0142,2.7345,B,3.0,l18,DECaLS,0.97,DC,0.4549,,0.9997311234474182,0.12628538565137987,True,0.9997743964195251,0.12628538565137987,True,True,0.9997743964195251,True
DESI-036.0843-31.9371,36.0843,-31.9371,B,3.0,l18,DECaLS,0.93,DC,0.2928,,0.996731162071228,0.19486000819760366,True,0.988289475440979,0.19486000819760366,True,True,0.996731162071228,True
DESI-037.0680-29.3960,37.068,-29.396,B,3.0,l18,DECaLS,0.45,DC,,0.292+/-0.010,0.9994276165962219,0.11309058418229627,True,0.9966710209846497,0.11309058418229627,True,True,0.9994276165962219,True
DESI-037.7246+20.8596,37.7246,20.8596,B,3.0,l18,DECaLS,0.98,DC,,0.653+/-0.065,0.9984110593795776,0.15086496518342224,True,0.9972635507583618,0.15086496518342224,True,True,0.9984110593795776,True
DESI-038.5455-35.7895,38.5455,-35.7895,B,3.0,l18,DECaLS,0.4,REX,,0.534+/-0.069,0.9989868998527527,5.051144757525807,False,0.9994932413101196,5.051144757525807,False,True,0.9994932413101196,False
DESI-038.6407-14.8060,38.6407,-14.806,B,3.0,l18,DECaLS,1.0,DC,0.5866,,0.9995899796485901,0.19002979598147254,True,0.9985032081604004,0.19002979598147254,True,True,0.9995899796485901,True
DESI-039.7648-30.8467,39.7648,-30.8467,B,3.0,shielded,DECaLS,0.9,DC,,0.487+/-0.041,0.9921194314956665,0.11754362055450472,True,0.9927986860275269,0.11754362055450472,True,False,0.9927986860275269,True
DESI-040.7511-19.8931,40.7511,-19.8931,B,3.0,shielded,DECaLS,0.97,REX,0.3527,,0.0015143378404900432,65.89121114822942,False,0.0033849570900201797,65.89121114822942,False,False,0.0033849570900201797,False
DESI-041.1456-17.2445,41.1456,-17.2445,B,3.0,shielded,DECaLS,0.82,REX,0.3963,,0.9943821430206299,0.33567111648850284,True,0.9973559379577637,0.33567111648850284,True,False,0.9973559379577637,True
DESI-042.2860-28.3551,42.286,-28.3551,B,3.0,shielded,DECaLS,0.47,REX,0.5934,,0.00117680081166327,68.80917306007194,False,0.000856862694490701,68.80917306007194,False,False,0.00117680081166327,False
DESI-042.3475+16.8733,42.3475,16.8733,B,3.0,shielded,DECaLS,0.84,DC,,0.696+/-0.087,0.9998149275779724,0.01047958943530678,True,0.9995772242546082,0.01047958943530678,True,False,0.9998149275779724,True
DESI-042.5350+00.1379,42.535,0.1379,B,3.0,l18,DECaLS,0.87,DC,,0.805+/-0.024,0.9753073453903198,0.15950504765082563,True,0.9869957566261292,0.15950504765082563,True,True,0.9869957566261292,True
DESI-042.8971-12.3337,42.8971,-12.3337,B,3.0,l18,DECaLS,1.0,DC,,0.440+/-0.008,0.9999451637268066,0.045064806827386124,True,0.9996699094772339,0.045064806827386124,True,True,0.9999451637268066,True
DESI-044.1841-09.2468,44.1841,-9.2468,B,3.0,l18,DECaLS,1.0,DC,,0.885+/-0.076,0.9999186992645264,0.18341166612231713,True,0.999697208404541,0.18341166612231713,True,True,0.9999186992645264,True
DESI-044.3830-23.3527,44.383,-23.3527,B,3.0,shielded,DECaLS,0.4,REX,0.5291,,0.00081252382369712,54.31532604632161,False,0.003502248553559184,54.31532604632161,False,False,0.003502248553559184,False
DESI-044.5235-34.8959,44.5235,-34.8959,B,3.0,shielded,DECaLS,0.81,REX,,0.442+/-0.052,0.9999258518218994,0.36649777067133477,True,0.9988095760345459,0.36649777067133477,True,False,0.9999258518218994,True
DESI-045.5878-04.3899,45.5878,-4.3899,B,3.0,shielded,DECaLS,0.2,REX,,0.392+/-0.038,0.7343250513076782,0.2677829921856792,True,0.723968505859375,0.2677829921856792,True,False,0.7343250513076782,True
DESI-046.4172-29.5712,46.4172,-29.5712,B,3.0,l18,DECaLS,0.24,DC,0.6197,,0.9976657629013062,0.10998788117346425,True,0.9958482980728149,0.10998788117346425,True,True,0.9976657629013062,True
DESI-047.1385-17.6676,47.1385,-17.6676,B,3.0,shielded,DECaLS,0.78,REX,0.1967,,0.0005397087661549449,70.62277027849377,False,0.0007357134018093348,70.62277027849377,False,False,0.0007357134018093348,False
DESI-047.3494-30.1968,47.3494,-30.1968,B,3.0,l18,DECaLS,0.89,DC,0.2426,,0.9996762275695801,0.09390153313626777,True,0.9997584223747253,0.09390153313626777,True,True,0.9997584223747253,True
DESI-047.4380-14.6211,47.438,-14.6211,B,3.0,l18,DECaLS,1.0,DC,0.5425,,0.9999856948852539,0.13470261137671655,True,0.9999644756317139,0.13470261137671655,True,True,0.9999856948852539,True
DESI-048.6263-09.5613,48.6263,-9.5613,B,3.0,l18,DECaLS,0.1,DC,0.3244,,0.9695144891738892,0.03930875256628009,True,0.998435914516449,0.03930875256628009,True,True,0.998435914516449,True
DESI-048.6484-21.4665,48.6484,-21.4665,B,3.0,l18,DECaLS,0.45,DC,0.5689,,0.988358199596405,5.640848905092923,False,0.987751841545105,5.640848905092923,False,True,0.988358199596405,False
DESI-048.9389-29.9643,48.9389,-29.9643,B,3.0,l18,DECaLS,0.51,DC,0.3428,,0.795470118522644,0.15090154039548587,True,0.9949800372123718,0.15090154039548587,True,True,0.9949800372123718,True
DESI-050.7649-27.5687,50.7649,-27.5687,B,3.0,l18,DECaLS,0.65,DC,0.3364,,0.9954156875610352,0.10947364902738543,True,0.996044933795929,0.10947364902738543,True,True,0.996044933795929,True
DESI-051.2051-10.3481,51.2051,-10.3481,B,3.0,l18,DECaLS,1.0,DC,0.4279,,0.9999279975891113,0.2065519219449898,True,0.9997549653053284,0.2065519219449898,True,True,0.9999279975891113,True
DESI-053.7319-19.9224,53.7319,-19.9224,B,3.0,shielded,DECaLS,0.65,DC,0.2256,,0.995583713054657,0.16579345395056794,True,0.9984318614006042,0.16579345395056794,True,False,0.9984318614006042,True
DESI-054.7129-14.1391,54.7129,-14.1391,B,3.0,shielded,DECaLS,0.39,REX,0.673,,0.0005609758663922548,36.69443805650828,False,0.0013319052523002028,36.69443805650828,False,False,0.0013319052523002028,False
DESI-054.9589-00.1356,54.9589,-0.1356,B,3.0,l18,DECaLS,0.94,DC,0.2677,,0.9998045563697815,0.19520088018460438,True,0.9993280172348022,0.19520088018460438,True,True,0.9998045563697815,True
DESI-055.0363-25.7609,55.0363,-25.7609,B,3.0,shielded,DECaLS,0.18,REX,0.2943,,0.3581625521183014,0.38669423354124316,True,0.02053787186741829,0.38669423354124316,True,False,0.3581625521183014,True
DESI-055.8328-16.2951,55.8328,-16.2951,B,3.0,l18,DECaLS,0.88,DC,0.2229,,0.9943817257881165,0.24139630142171264,True,0.9949023723602295,0.24139630142171264,True,True,0.9949023723602295,True
DESI-056.2001-20.9116,56.2001,-20.9116,B,3.0,l18,DECaLS,0.88,DC,,0.696+/-0.017,0.9988266825675964,0.05195229296603385,True,0.9992098808288574,0.05195229296603385,True,True,0.9992098808288574,True
DESI-057.5232-13.1978,57.5232,-13.1978,B,3.0,l18,DECaLS,1.0,DC,,0.573+/-0.111,0.9998607635498047,0.12702891603352204,True,0.9997864365577698,0.12702891603352204,True,True,0.9998607635498047,True
DESI-058.8732-36.5641,58.8732,-36.5641,B,3.0,shielded,DECaLS,0.91,REX,0.6149,,0.9999028444290161,0.3297906225866994,True,0.9975958466529846,0.3297906225866994,True,False,0.9999028444290161,True
DESI-060.9086-07.3160,60.9086,-7.316,B,3.0,l18,DECaLS,0.29,DC,,0.785+/-0.064,0.9999414682388306,0.14253753372169903,True,0.9997653365135193,0.14253753372169903,True,True,0.9999414682388306,True
DESI-061.6770-23.3205,61.677,-23.3205,B,3.0,l18,DECaLS,1.0,DC,0.5975,,0.9996602535247803,0.08905208240840853,True,0.9996792078018188,0.08905208240840853,True,True,0.9996792078018188,True
DESI-061.6880-15.0482,61.688,-15.0482,B,3.0,shielded,DECaLS,1.0,REX,,0.561+/-0.293,0.3250967562198639,30.6652179420105,False,0.5246683955192566,30.6652179420105,False,False,0.5246683955192566,False
DESI-062.2475-05.9982,62.2475,-5.9982,B,3.0,l18,DECaLS,1.0,DC,,0.607+/-0.034,0.9999023675918579,0.1972351006666836,True,0.9998937845230103,0.1972351006666836,True,True,0.9999023675918579,True
DESI-062.7834-22.9431,62.7834,-22.9431,B,3.0,shielded,DECaLS,0.93,REX,0.5777,,0.9995168447494507,3.3102281916671985,True,0.9995119571685791,3.3102281916671985,True,False,0.9995168447494507,True
DESI-063.3879-16.8328,63.3879,-16.8328,B,3.0,l18,DECaLS,0.87,DC,,0.306+/-0.031,0.9997592568397522,0.10476812722747537,True,0.985683798789978,0.10476812722747537,True,True,0.9997592568397522,True
DESI-063.6168-19.9192,63.6168,-19.9192,B,3.0,l18,DECaLS,1.0,DC,,0.571+/-0.022,0.9998233914375305,0.1450172556912987,True,0.9997120499610901,0.1450172556912987,True,True,0.9998233914375305,True
DESI-065.2568-21.6299,65.2568,-21.6299,B,3.0,l18,DECaLS,1.0,DC,,0.927+/-0.113,0.9998829364776611,0.18730100220304183,True,0.9993639588356018,0.18730100220304183,True,True,0.9998829364776611,True
DESI-065.3372-29.8915,65.3372,-29.8915,B,3.0,l18,DECaLS,0.12,DC,0.2015,,0.9574064016342163,0.15532259076875143,True,0.9845681190490723,0.15532259076875143,True,True,0.9845681190490723,True
DESI-065.5808-26.9514,65.5808,-26.9514,B,3.0,l18,DECaLS,0.66,DC,0.2886,,0.990431010723114,0.17296965604116382,True,0.9967562556266785,0.17296965604116382,True,True,0.9967562556266785,True
DESI-066.2134-23.1960,66.2134,-23.196,B,3.0,l18,DECaLS,0.82,DC,,0.854+/-0.072,0.9996205568313599,0.15430822282250964,True,0.999492883682251,0.15430822282250964,True,True,0.9996205568313599,True
DESI-068.3176-41.0553,68.3176,-41.0553,B,3.0,l18,DECaLS,0.99,REX,0.5863,,0.00020788151596207172,85.14921859854574,False,0.0006369034526869655,85.14921859854574,False,True,0.0006369034526869655,False
DESI-069.9349-04.6098,69.9349,-4.6098,B,3.0,l18,DECaLS,0.98,DC,,0.380+/-0.014,0.9998201727867126,0.19310822946286146,True,0.9990454316139221,0.19310822946286146,True,True,0.9998201727867126,True
DESI-071.2400-07.6007,71.24,-7.6007,B,3.0,l18,DECaLS,1.0,DC,0.3535,,0.9999210834503174,0.060237793802598895,True,0.9998660087585449,0.060237793802598895,True,True,0.9999210834503174,True
DESI-071.5624-20.0285,71.5624,-20.0285,B,3.0,l18,DECaLS,0.97,DC,0.6646,,0.9896647334098816,0.13889543103530694,True,0.9885125160217285,0.13889543103530694,True,True,0.9896647334098816,True
DESI-071.8657-02.8613,71.8657,-2.8613,B,3.0,shielded,DECaLS,0.78,DC,0.4182,,0.9660735726356506,0.208773719209608,True,0.9792712330818176,0.208773719209608,True,False,0.9792712330818176,True
DESI-072.0528-30.3308,72.0528,-30.3308,B,3.0,l18,DECaLS,0.78,DC,,0.765+/-0.020,0.9953033924102783,0.3213755090040985,True,0.9925318360328674,0.3213755090040985,True,True,0.9953033924102783,True
DESI-073.4865-21.3622,73.4865,-21.3622,B,3.0,shielded,DECaLS,0.27,DC,,0.258+/-0.011,0.9710803031921387,0.18079406223268596,True,0.9911660552024841,0.18079406223268596,True,False,0.9911660552024841,True
DESI-078.3580-21.4717,78.358,-21.4717,B,3.0,l18,DECaLS,0.96,DC,,0.362+/-0.029,0.6494820713996887,0.30518853296627857,True,0.8805757164955139,0.30518853296627857,True,True,0.8805757164955139,True
DESI-087.1036-29.8510,87.1036,-29.851,B,3.0,shielded,DECaLS,0.89,REX,,0.838+/-0.106,0.0003178307379130274,33.83939398300152,False,0.001957985805347562,33.83939398300152,False,False,0.001957985805347562,False
DESI-089.6411-28.7418,89.6411,-28.7418,B,3.0,shielded,DECaLS,0.84,DC,,0.447+/-0.042,0.9061468243598938,4.164220270406209,True,0.9647938013076782,4.164220270406209,True,False,0.9647938013076782,True
DESI-091.2815-33.8949,91.2815,-33.8949,B,3.0,shielded,DECaLS,0.1,REX,0.4724,,0.0008263591444119811,21.86803486761791,False,0.001642659306526184,21.86803486761791,False,False,0.001642659306526184,False
DESI-101.4601+48.5810,101.4601,48.581,B,3.0,l18,MzLS,0.56,DC,,0.499+/-0.079,0.31670647859573364,0.1383180953710533,True,0.9738629460334778,0.1383180953710533,True,True,0.9738629460334778,True
DESI-110.6705+52.2273,110.6705,52.2273,B,3.0,l18,MzLS,0.83,DC,,0.619+/-0.013,0.8216003775596619,0.1797833185969192,True,0.942039966583252,0.1797833185969192,True,True,0.942039966583252,True
DESI-115.6174+16.6039,115.6174,16.6039,B,3.0,l18,DECaLS,0.28,DC,0.2547,,0.9548248648643494,0.026460094155328073,True,0.034444913268089294,0.026460094155328073,True,True,0.9548248648643494,True
DESI-115.8731+50.8031,115.8731,50.8031,B,3.0,l18,MzLS,0.99,DC,0.6152,,0.9518743753433228,0.15283387819706562,True,0.9740227460861206,0.15283387819706562,True,True,0.9740227460861206,True
DESI-116.9217+26.8160,116.9217,26.816,B,3.0,shielded,DECaLS,0.56,REX,,0.285+/-0.096,0.00019397774303797632,15.909250987287269,False,0.0017156293615698814,15.909250987287269,False,False,0.0017156293615698814,False
DESI-121.8813+44.1801,121.8813,44.1801,B,3.0,l18,MzLS,0.99,DC,,0.415+/-0.028,0.9611138105392456,0.1350142153729604,True,0.9763081073760986,0.1350142153729604,True,True,0.9763081073760986,True
DESI-122.9433+00.9701,122.9433,0.9701,B,3.0,l18,DECaLS,0.79,DC,0.4485,,0.9987173080444336,0.0522325911319803,True,0.9978836178779602,0.0522325911319803,True,True,0.9987173080444336,True
DESI-128.8049+41.1131,128.8049,41.1131,B,3.0,l18,MzLS,1.0,DC,0.5163,,0.9998248219490051,0.2002108966778514,True,0.9995556473731995,0.2002108966778514,True,True,0.9998248219490051,True
DESI-129.6057+30.2873,129.6057,30.2873,B,3.0,l18,DECaLS,0.95,DC,,0.283+/-0.020,0.9992088675498962,0.2110686793919081,True,0.9972803592681885,0.2110686793919081,True,True,0.9992088675498962,True
DESI-130.7280-02.0271,130.728,-2.0271,B,3.0,l18,DECaLS,0.38,DC,,0.422+/-0.027,0.9993945360183716,0.27087981733518307,True,0.9992125034332275,0.27087981733518307,True,True,0.9993945360183716,True
DESI-131.3340-00.9157,131.334,-0.9157,B,3.0,l18,DECaLS,0.88,DC,,0.393+/-0.013,0.9996674060821533,0.1241775442477559,True,0.9992917776107788,0.1241775442477559,True,True,0.9996674060821533,True
DESI-132.6382+40.6196,132.6382,40.6196,B,3.0,shielded,MzLS,0.7,REX,0.4135,,0.9964812994003296,0.05556141965956263,True,0.9972514510154724,0.05556141965956263,True,False,0.9972514510154724,True
DESI-133.3800+23.3652,133.38,23.3652,B,3.0,l18,DECaLS,0.94,DC,,0.284+/-0.042,0.9998373985290527,0.17719509459880892,True,0.9988836646080017,0.17719509459880892,True,True,0.9998373985290527,True
DESI-134.1503+23.8641,134.1503,23.8641,B,3.0,shielded,DECaLS,0.19,REX,0.4684,,0.8491361141204834,0.10567134640381617,True,0.939186155796051,0.10567134640381617,True,False,0.939186155796051,True
DESI-136.4227+34.8998,136.4227,34.8998,B,3.0,l18,MzLS,0.17,DC,0.5114,,0.1879744976758957,0.1393036041884128,True,0.7092472910881042,0.1393036041884128,True,True,0.7092472910881042,True
DESI-136.9765+00.9590,136.9765,0.959,B,3.0,l18,DECaLS,0.39,DC,,0.697+/-0.023,0.9154716730117798,0.20069155962997057,True,0.9304403066635132,0.20069155962997057,True,True,0.9304403066635132,True
DESI-137.4367+22.4354,137.4367,22.4354,B,3.0,shielded,DECaLS,0.49,DC,0.6916,,0.9990599751472473,0.10673234590693281,True,0.9819838404655457,0.10673234590693281,True,False,0.9990599751472473,True
DESI-138.0524+33.3767,138.0524,33.3767,B,3.0,l18,MzLS,0.97,DC,,0.807+/-0.041,0.9998546838760376,0.2288290286770297,True,0.9953437447547913,0.2288290286770297,True,True,0.9998546838760376,True
DESI-139.8960+30.5323,139.896,30.5323,B,3.0,l18,DECaLS,0.13,DC,0.6412,,0.9666679501533508,0.04437450076230605,True,0.9873273968696594,0.04437450076230605,True,True,0.9873273968696594,True
DESI-147.7529+08.4157,147.7529,8.4157,B,3.0,l18,DECaLS,1.0,DC,0.6992,,0.9999070167541504,0.12282819322493704,True,0.9999209642410278,0.12282819322493704,True,True,0.9999209642410278,True
DESI-151.9618+04.6107,151.9618,4.6107,B,3.0,l18,DECaLS,0.33,DC,0.1548,,0.9744188189506531,0.1236562813648164,True,0.951562762260437,0.1236562813648164,True,True,0.9744188189506531,True
DESI-154.4431-04.0841,154.4431,-4.0841,B,3.0,shielded,DECaLS,0.51,DC,,0.257+/-0.008,0.6991123557090759,0.20450934504572196,True,0.6153642535209656,0.20450934504572196,True,False,0.6991123557090759,True
DESI-157.4831-05.4213,157.4831,-5.4213,B,3.0,l18,DECaLS,1.0,DC,,0.772+/-0.102,0.9999326467514038,0.21307306377405463,True,0.9997230172157288,0.21307306377405463,True,True,0.9999326467514038,True
DESI-158.2306+75.3149,158.2306,75.3149,B,3.0,l18,MzLS,0.82,DC,,0.629+/-0.059,0.05395728722214699,0.05930544149857183,True,0.6720260977745056,0.05930544149857183,True,True,0.6720260977745056,True
DESI-159.3007+04.5911,159.3007,4.5911,B,3.0,l18,DECaLS,1.0,DC,,0.580+/-0.150,0.8999975323677063,0.20023240865928027,True,0.7057328820228577,0.20023240865928027,True,True,0.8999975323677063,True
DESI-159.7672-08.9316,159.7672,-8.9316,B,3.0,l18,DECaLS,0.89,DC,,0.397+/-0.031,0.999620795249939,0.12138449666194305,True,0.9988662004470825,0.12138449666194305,True,True,0.999620795249939,True
DESI-161.8206+27.9906,161.8206,27.9906,B,3.0,l18,DECaLS,1.0,DC,,0.427+/-0.030,0.9999901056289673,0.15399710649485676,True,0.9999511241912842,0.15399710649485676,True,True,0.9999901056289673,True
DESI-162.2464+10.5049,162.2464,10.5049,B,3.0,l18,DECaLS,0.45,DC,0.5238,,0.987612783908844,0.21810928193548995,True,0.9884032607078552,0.21810928193548995,True,True,0.9884032607078552,True
DESI-162.6485+19.9352,162.6485,19.9352,B,3.0,l18,DECaLS,0.97,DC,0.4127,,0.9202526211738586,0.2269512629904629,True,0.989847719669342,0.2269512629904629,True,True,0.989847719669342,True
DESI-166.1262-08.6326,166.1262,-8.6326,B,3.0,l18,DECaLS,0.23,DC,,0.292+/-0.054,0.6718917489051819,0.09769189283915494,True,0.9722408652305603,0.09769189283915494,True,True,0.9722408652305603,True
DESI-174.0622+41.0525,174.0622,41.0525,B,3.0,l18,MzLS,0.29,DC,,0.517+/-0.029,0.5778761506080627,0.3386039133328161,True,0.2720309793949127,0.3386039133328161,True,True,0.5778761506080627,True
DESI-175.7970-01.6598,175.797,-1.6598,B,3.0,shielded,DECaLS,0.96,REX,0.288,,0.00020308472448959947,63.313960481771026,False,0.0006858709966763854,63.313960481771026,False,False,0.0006858709966763854,False
DESI-176.2391+30.5580,176.2391,30.558,B,3.0,l18,DECaLS,1.0,DC,,0.795+/-0.066,0.9999209642410278,0.09974752415802353,True,0.9994900226593018,0.09974752415802353,True,True,0.9999209642410278,True
DESI-179.5944+72.4798,179.5944,72.4798,B,3.0,l18,MzLS,0.98,DC,,0.797+/-0.051,0.9942970871925354,0.07382721399283124,True,0.9969196319580078,0.07382721399283124,True,True,0.9969196319580078,True
DESI-179.8536-05.1806,179.8536,-5.1806,B,3.0,l18,DECaLS,0.97,DC,,0.417+/-0.024,0.9753398299217224,0.1916908356365558,True,0.9977039694786072,0.1916908356365558,True,True,0.9977039694786072,True
DESI-180.7746+69.8060,180.7746,69.806,B,3.0,l18,MzLS,0.98,DC,,0.416+/-0.024,0.9969494938850403,0.12481956107782641,True,0.988281786441803,0.12481956107782641,True,True,0.9969494938850403,True
DESI-181.0606+13.2918,181.0606,13.2918,B,3.0,shielded,DECaLS,0.49,DC,,0.971+/-0.227,0.781198263168335,0.3153269344942536,True,0.8179111480712891,0.3153269344942536,True,False,0.8179111480712891,True
DESI-181.5279+30.1133,181.5279,30.1133,B,3.0,shielded,DECaLS,0.86,REX,0.3189,,0.999818742275238,0.33921173287947914,True,0.9987150430679321,0.33921173287947914,True,False,0.999818742275238,True
DESI-184.9201+44.8673,184.9201,44.8673,B,3.0,shielded,MzLS,0.41,REX,,0.491+/-0.026,0.6434018015861511,0.18274409609680525,True,0.6940242052078247,0.18274409609680525,True,False,0.6940242052078247,True
DESI-184.9250+00.8409,184.925,0.8409,B,3.0,l18,DECaLS,0.34,DC,,0.309+/-0.025,0.9942776560783386,0.06318809750092749,True,0.9849427938461304,0.06318809750092749,True,True,0.9942776560783386,True
DESI-185.0208+26.4909,185.0208,26.4909,B,3.0,l18,DECaLS,0.98,DC,,0.710+/-0.019,0.9994433522224426,0.05208915135653556,True,0.9994081258773804,0.05208915135653556,True,True,0.9994433522224426,True
DESI-186.7661+28.0517,186.7661,28.0517,B,3.0,shielded,DECaLS,0.59,DC,,0.557+/-0.029,0.9953848719596863,0.20467733279025208,True,0.9941790103912354,0.20467733279025208,True,False,0.9953848719596863,True
DESI-188.3339+14.1325,188.3339,14.1325,B,3.0,shielded,DECaLS,0.86,REX,,0.588+/-0.125,0.0007830981048755348,47.249453571353754,False,0.0023175394162535667,47.249453571353754,False,False,0.0023175394162535667,False
DESI-189.5574+27.3029,189.5574,27.3029,B,3.0,shielded,DECaLS,0.47,DC,,0.348+/-0.024,0.9995319843292236,0.2482329381954502,True,0.9996448755264282,0.2482329381954502,True,False,0.9996448755264282,True
DESI-190.4916+03.7894,190.4916,3.7894,B,3.0,shielded,DECaLS,0.95,REX,,0.416+/-0.021,0.9999796152114868,0.05422369093262223,True,0.9996225833892822,0.05422369093262223,True,False,0.9999796152114868,True
DESI-191.3160+19.0924,191.316,19.0924,B,3.0,l18,DECaLS,0.12,DC,,0.447+/-0.015,0.8638514876365662,0.16831879879183073,True,0.9059082269668579,0.16831879879183073,True,True,0.9059082269668579,True
DESI-192.0695+07.7162,192.0695,7.7162,B,3.0,shielded,DECaLS,0.58,REX,,0.576+/-0.022,0.9943643808364868,0.2558386313678145,True,0.9871149063110352,0.2558386313678145,True,False,0.9943643808364868,True
DESI-200.0505-08.5058,200.0505,-8.5058,B,3.0,l18,DECaLS,0.98,DC,,0.611+/-0.036,0.992643415927887,0.1717978582034603,True,0.9962652325630188,0.1717978582034603,True,True,0.9962652325630188,True
DESI-200.8958+06.1545,200.8958,6.1545,B,3.0,l18,DECaLS,0.31,DC,,0.324+/-0.010,0.995835542678833,0.1653289060191151,True,0.9790211915969849,0.1653289060191151,True,True,0.995835542678833,True
DESI-202.9388+51.5753,202.9388,51.5753,B,3.0,l18,MzLS,0.99,DC,,0.282+/-0.020,0.9986984729766846,0.096919327597647,True,0.9991222023963928,0.096919327597647,True,True,0.9991222023963928,True
DESI-203.8331-08.4487,203.8331,-8.4487,B,3.0,l18,DECaLS,0.16,DC,,0.486+/-0.078,0.7742699384689331,0.06285765149598257,True,0.9585935473442078,0.06285765149598257,True,True,0.9585935473442078,True
DESI-209.6224+16.9285,209.6224,16.9285,B,3.0,shielded,DECaLS,0.93,REX,,0.845+/-0.055,0.00026799310580827296,21.90362020557082,False,0.0008792940061539412,21.90362020557082,False,False,0.0008792940061539412,False
DESI-214.8006+53.4366,214.8006,53.4366,B,3.0,l18,MzLS,0.98,DC,0.1527,,0.882655143737793,0.16422463546602661,True,0.9822964072227478,0.16422463546602661,True,True,0.9822964072227478,True
DESI-214.8651-04.0003,214.8651,-4.0003,B,3.0,shielded,DECaLS,0.77,REX,0.6031,,0.00031032253173179924,39.806948577091724,False,0.0009244595421478152,39.806948577091724,False,False,0.0009244595421478152,False
DESI-218.0748+07.0556,218.0748,7.0556,B,3.0,l18,DECaLS,0.79,DC,0.5642,,0.9998656511306763,4.396060885711278,True,0.9998219609260559,4.396060885711278,True,True,0.9998656511306763,True
DESI-219.2455+29.6141,219.2455,29.6141,B,3.0,l18,DECaLS,0.46,DC,0.5041,,0.9993070363998413,0.16418749138462166,True,0.9988847374916077,0.16418749138462166,True,True,0.9993070363998413,True
DESI-220.4044+50.2463,220.4044,50.2463,B,3.0,l18,MzLS,1.0,DC,0.5422,,0.9996764659881592,0.11940962121688828,True,0.9992117881774902,0.11940962121688828,True,True,0.9996764659881592,True
DESI-223.1039+48.4711,223.1039,48.4711,B,3.0,l18,MzLS,0.56,DC,0.4441,,0.9889059066772461,0.06413852840977852,True,0.9541052579879761,0.06413852840977852,True,True,0.9889059066772461,True
DESI-224.3857-01.9882,224.3857,-1.9882,B,3.0,shielded,DECaLS,0.79,REX,,0.626+/-0.103,0.40422070026397705,8.578046411406902,False,0.8899296522140503,8.578046411406902,False,False,0.8899296522140503,False
DESI-225.4050+52.1417,225.405,52.1417,B,3.0,l18,MzLS,0.98,DC,0.5527,,0.9962434768676758,0.1650154155127444,True,0.9957644939422607,0.1650154155127444,True,True,0.9962434768676758,True
DESI-228.0786+20.8316,228.0786,20.8316,B,3.0,l18,DECaLS,0.19,DC,,0.432+/-0.034,0.9934679865837097,0.12901040893009438,True,0.8893002271652222,0.12901040893009438,True,True,0.9934679865837097,True
DESI-228.8268+63.2724,228.8268,63.2724,B,3.0,l18,MzLS,0.22,DC,0.6335,,0.9527542591094971,0.09027029710076132,True,0.9637196660041809,0.09027029710076132,True,True,0.9637196660041809,True
DESI-231.2874+42.4646,231.2874,42.4646,B,3.0,l18,MzLS,0.17,DC,0.2971,,0.9806376695632935,4.304948974099,True,0.6948782801628113,4.304948974099,True,True,0.9806376695632935,True
DESI-231.4998+08.7774,231.4998,8.7774,B,3.0,l18,DECaLS,0.8,DC,0.28,,0.9998810291290283,0.16018775362531143,True,0.9980021119117737,0.16018775362531143,True,True,0.9998810291290283,True
DESI-231.8201+12.9511,231.8201,12.9511,B,3.0,l18,DECaLS,0.8,DC,,0.709+/-0.148,0.9990812540054321,0.05029346103423508,True,0.9962955117225647,0.05029346103423508,True,True,0.9990812540054321,True
DESI-233.7453+01.3400,233.7453,1.34,B,3.0,l18,DECaLS,0.34,DC,,0.310+/-0.020,0.9618690609931946,0.10828544168781129,True,0.9670093655586243,0.10828544168781129,True,True,0.9670093655586243,True
DESI-234.4783+14.7232,234.4783,14.7232,B,3.0,l18,DECaLS,0.98,DC,0.2603,,0.9995723366737366,0.1572845465188312,True,0.9988407492637634,0.1572845465188312,True,True,0.9995723366737366,True
