unit_id,candidate_id,alias_ids,system_id,ra_deg,dec_deg,stratum,substratum,pipe_grade_passcount,pipe_inspector_conf,pipe_score,center_galaxy_type,rank_top100,prior_exposure,lit_known,layout,cowls_ranking,cowls_theta_E,known_lens_name,known_type,known_sep_arcsec,desi_pool_overlap,desi_pool_split,sw_obs,lw_obs,sw_filter,lw_filter,proposal,field_id
u0116,J15009907+202286,,116,150.0990691224736,2.022863920307272,T_U,,U,28.0,1.2679644352094772,elliptical,37,1,False,color,,,,,,False,,jw06434-c1072_t000_nircam_clear-f150w,jw01727-o098_t086_nircam_clear-f277w,F150W,F277W,6434,56
u0117,J15263530-1266462,,117,152.6352976532282,-12.6646179321035,N_unflagged,proposal_5594,,,,star,,0,False,color,,,,,,False,,jw05594-o031_t033_nircam_clear-f150w2,jw05594-o031_t033_nircam_clear-f322w2,F150W2,F322W2,5594,276
u0118,J4202043-352281,,118,42.02043297886691,-3.522812322746657,L_known,pipe_U,U,18.0,1.1980367764244089,merger,,0,True,color,,,[SKE2001] B13,SIMBAD:LeI,1.79,True,train,jw06882-o012_t012_nircam_clear-f150w,jw06882-o012_t012_nircam_clear-f277w,F150W,F277W,6882,50
u0119,J3419795-502846,,119,34.19794613055247,-5.028457280697509,T_U,,U,25.0,1.2533956237741457,compact,59,1,False,gray_lw_only,,,,,,False,,,jw06434-c1030_t000_nircam_clear-f444w,,F444W,6434,95
u0120,J5186803-1343778,,120,51.86803262254947,-13.43778146053111,T_verified,C,C,40.0,2.3625307317730986,irregular,17,1,True,color,,,,,,False,,jw05594-o086_t187_nircam_clear-f150w2,jw05594-o086_t187_nircam_clear-f322w2,F150W2,F322W2,5594,350
u0121,J12391133+1822895,,121,123.9113329980808,18.22895246859371,T_U,,U,25.0,1.252159040572738,s0,71,1,False,color,,,,,,False,,jw01063-o152_t021_nircam_clear-f150w2,jw01063-o152_t021_nircam_clear-f322w2,F150W2,F322W2,1063,12
u0122,J15037005+241731,,122,150.370052278007,2.417307422766676,K_cowls,unflagged,,,,elliptical,,0,True,color,AABXXX,1.3310155517516986,COSJ100128+022502,COWLS,0.0023141370438773,False,,jw01727-o028_t106_nircam_clear-f150w,jw01727-o028_t106_nircam_clear-f277w,F150W,F277W,1727,47
u0123,J15021825+181565,,123,150.2182546086588,1.815652840707473,K_cowls,pipe_U,U,20.0,1.21401153175427,ambiguous,,0,True,color,AAAAAB,1.004128383149621,COSJ100052+014856,COWLS,0.0328719144823161,False,,jw01727-o146_t128_nircam_clear-f150w,jw01727-o146_t128_nircam_clear-f277w,F150W,F277W,1727,75
u0124,J357850-3044809,,124,3.578503576478449,-30.44808749324771,T_U,,U,28.0,1.2731234262789033,elliptical,26,1,False,color,,,,,,False,,jw02561-o002_t001_nircam_clear-f150w,jw02561-o002_t001_nircam_clear-f277w,F150W,F277W,2561,49
u0125,J19449788+4704593,,125,194.4978832049527,47.045930219879075,D_refuted,other,D,45.0,0.4027008787341636,ambiguous,,0,False,color,,,,,,False,,jw05594-o036_t038_nircam_clear-f150w2,jw05594-o036_t038_nircam_clear-f322w2,F150W2,F322W2,5594,380
u0126,J26842354+6529667,,126,268.42353559767207,65.2966660044857,U_tail,rank_301_2024,U,20.0,1.2129208699517673,merger,,0,False,color,,,,,,False,,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,9263,41
u0127,J15114238+4121210,,127,151.14238362607307,41.21210082301774,L_known,pipe_U,U,15.0,1.170997497603323,merger,,0,True,gray_lw_only,,,QSO J1004+4112E,SIMBAD:LeQ,0.32,False,,,jw06675-o005_t006_nircam_clear-f444w,,F444W,6675,882
u0128,J8575205-2143155,,128,85.75205190283621,-21.43154659747767,T_U,,U,25.0,1.2520140515994584,irregular,73,1,False,gray_lw_only,,,,,,False,,,jw06675-o003_t004_nircam_clear-f444w,,F444W,6675,885
u0129,J4006002-161474,,129,40.06002328110125,-1.614742295521668,T_verified,C,C,40.0,2.3595414597810147,elliptical,18,1,False,color,,,,,,False,,jw01208-o020_t001_nircam_clear-f150w,jw01208-o020_t001_nircam_clear-f277w,F150W,F277W,1208,360
u0130,J2434723-845791,,130,24.34723493541038,-8.457906156867514,U_tail,rank_301_2024,U,22.0,1.224991231285338,elliptical,,0,False,color,,,,,,False,,jw02282-o010_t001_nircam_clear-f150w,jw02282-o010_t001_nircam_clear-f277w,F150W,F277W,2282,60
u0131,J35084320-3043955,,131,350.8432001531598,-30.43955439554385,T_U,,U,25.0,1.251790943900692,compact,75,1,False,color,,,,,,False,,jw05743-o001_t001_nircam_clear-f200w,jw05743-o001_t001_nircam_clear-f322w2,F200W,F322W2,5743,643
u0132,J15428066+3906060,,132,154.28066190886346,39.06059643598755,D_refuted,other,D,45.0,0.4002614729325734,compact,,0,False,color,,,,,,False,,jw05594-o004_t006_nircam_clear-f150w2,jw05594-o004_t006_nircam_clear-f322w2,F150W2,F322W2,5594,304
u0133,J14997313+250891,,133,149.9731346846299,2.508914406422224,N_unflagged,proposal_1727,,,,elliptical,,0,False,color,,,,,,False,,jw01727-o006_t018_nircam_clear-f150w,jw01727-o006_t018_nircam_clear-f277w,F150W,F277W,1727,47
u0134,J15004969+221715,,134,150.0496890206949,2.21714574137081,K_cowls,unflagged,,,,s0,,0,True,color,AASUXX,1.8636067820708688,COSJ100011+021301,COWLS,0.1224908759150811,False,,jw01727-o091_t061_nircam_clear-f150w,jw01727-o091_t061_nircam_clear-f277w,F150W,F277W,1727,47
u0135,J15032014+201142,,135,150.3201436586264,2.011420110059667,K_cowls,pipe_U,U,15.0,1.173168556573004,elliptical,,0,True,color,BBUUXX,,COSJ100116+020041,COWLS,0.0571536595756127,False,,jw01727-o110_t134_nircam_clear-f150w,jw01727-o110_t134_nircam_clear-f277w,F150W,F277W,1727,56
u0136,J20861957+7726170,,136,208.61957223032636,77.26169947909456,T_U,,U,25.0,1.2512050918688002,s0,85,1,False,color,,,,,,False,,jw05594-o051_t053_nircam_clear-f150w2,jw05594-o051_t053_nircam_clear-f322w2,F150W2,F322W2,5594,296
u0137,J16456132+2953030,,137,164.5613208760629,29.53029504243278,T_U,,U,25.0,1.2515373436441763,s0,79,1,False,color,,,,,,False,,jw02078-o017_t021_nircam_clear-f200w,jw02078-o017_t021_nircam_clear-f356w,F200W,F356W,2078,490
u0138,J3440482-522486,,138,34.40481690330265,-5.224857503856148,T_verified,A,A,95.0,3.835004583786849,elliptical,1,2,True,color,,,VIRTUAL PARENT SL2S J021737-051329,SIMBAD:gLS,0.97,False,,jw01837-c1002_t000_nircam_clear-f150w,jw01837-c1002_t000_nircam_clear-f277w,F150W,F277W,1837,54
u0139,J18850875+1133833,,139,188.5087536319915,11.3383291651561,T_U,,U,25.0,1.252492240510624,merger,66,1,False,gray_lw_only,,,,,,False,,,jw07763-o028_t028_nircam_clear-f277w,,F277W,7763,482
u0140,J15005258+233772,,140,150.0525818815892,2.337717300336837,K_cowls,unflagged,,,,elliptical,,0,True,color,,0.7477080114393634,COSJ100012+022015,COWLS,0.0451829560824692,False,,jw01727-o051_t051_nircam_clear-f150w,jw01727-o051_t051_nircam_clear-f277w,F150W,F277W,1727,47
u0141,J15017971+211039,,141,150.1797082694992,2.110389851547593,D_refuted,merger,D,30.0,0.2894946647857145,merger,,0,False,color,,,,,,False,,jw01727-o099_t093_nircam_clear-f150w,jw01727-o099_t093_nircam_clear-f277w,F150W,F277W,1727,47
u0142,J26828794+6516364,,142,268.28794198824966,65.16363526749873,D_refuted,ring_spiral,D,32.0,0.2971354009421817,ring,,0,False,color,,,,,,False,,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,9263,41
u0143,J3996588-153959,,143,39.96588351242713,-1.539594343203237,D_refuted,merger,D,30.0,0.2829295022075239,merger,,0,False,color,,,,,,False,,jw03538-o014_t002_nircam_clear-f210m,jw03538-o014_t002_nircam_clear-f335m,F210M,F335M,3538,68
u0144,J15013022+255026,,144,150.1302180716693,2.55026456743519,K_cowls,unflagged,,,,elliptical,,0,True,color,SSUUXX,0.9364686223351556,COSJ100031+023300,COWLS,0.0781849861058961,False,,jw01727-o013_t049_nircam_clear-f150w,jw01727-o013_t049_nircam_clear-f277w,F150W,F277W,1727,47
u0145,J358439-3035450,,145,3.584390263369387,-30.3544950386738,N_unflagged,proposal_2561,,,,elliptical,,0,False,color,,,,,,False,,jw02561-o001_t003_nircam_clear-f150w,jw02561-o001_t003_nircam_clear-f277w,F150W,F277W,2561,100
u0146,J34135498+2813722,,146,341.3549845965272,28.13722042342041,T_U,,U,25.0,1.2505924160981872,elliptical,95,1,False,color,,,,,,False,,jw05594-o041_t043_nircam_clear-f150w2,jw05594-o041_t043_nircam_clear-f322w2,F150W2,F322W2,5594,295
u0147,J8834469-3370264,,147,88.3446897852018,-33.70263594025851,N_unflagged,proposal_6882,,,,s0,,0,False,color,,,,,,False,,jw06882-o023_t023_nircam_clear-f150w,jw06882-o023_t023_nircam_clear-f277w,F150W,F277W,6882,145
u0148,J21493235+5299840,,148,214.9323511849411,52.998403710243515,N_unflagged,proposal_6434,,,,spiral,,0,False,gray_sw_only,,,,,,False,,jw06434-c1056_t000_nircam_clear-f200w,,F200W,,6434,48
u0149,J15027845+184036,,149,150.2784455968729,1.840360442439226,K_cowls,pipe_D,D,30.0,0.2852108094461871,ambiguous,,0,True,color,ABBUUX,0.5819946229940134,COSJ100106+015025,COWLS,0.1382235847391168,False,,jw01727-o150_t144_nircam_clear-f150w,jw01727-o150_t144_nircam_clear-f277w,F150W,F277W,1727,75
u0150,J927569+915263,,150,9.275689189021271,9.152631552041058,L_known,pipe_D,D,30.0,0.2852530586526476,ambiguous,,0,True,color,,,[SSK2002] ERO J003706+0909.1,SIMBAD:LeI,1.24,False,,jw06882-o005_t005_nircam_clear-f150w,jw06882-o005_t005_nircam_clear-f277w,F150W,F277W,6882,181
u0151,J23069956+2559453,,151,230.6995623464264,25.59452747964947,T_verified,A,A,28.0,3.2667456102373817,elliptical,10,2,False,color,,,,,,False,,jw04903-o002_t003_nircam_clear-f115w,jw04903-o002_t003_nircam_clear-f277w,F115W,F277W,4903,811
u0152,J15029814+254087,,152,150.2981427964827,2.540874527486299,T_U,,U,28.0,1.266206611514444,elliptical,40,1,False,color,,,,,,False,,jw01727-o021_t081_nircam_clear-f150w,jw01727-o021_t081_nircam_clear-f277w,F150W,F277W,1727,47
u0153,J5186648-1343587,,120,51.8664825081052,-13.43586587872064,T_verified,C,C,42.0,2.377079080316711,elliptical,16,1,True,color,,,,,,False,,jw05594-o086_t187_nircam_clear-f150w2,jw05594-o086_t187_nircam_clear-f322w2,F150W2,F322W2,5594,350
u0154,J14996187+200380,,153,149.9618653376145,2.003795709855897,K_cowls,unflagged,,,,s0,,0,True,color,UUXXXX,0.3169280558605908,COSJ095950+020013,COWLS,0.3379531219473707,False,,jw06434-c1076_t000_nircam_clear-f150w,jw01727-o129_t063_nircam_clear-f277w,F150W,F277W,6434,70
u0155,J15027379+184082,,154,150.2737904733434,1.840823183681235,K_cowls,pipe_U,U,15.0,1.1737052906143797,ambiguous,,0,True,color,UXXXXX,,COSJ100105+015027,COWLS,0.3298721068196361,False,,jw01727-o150_t144_nircam_clear-f150w,jw01727-o150_t144_nircam_clear-f277w,F150W,F277W,1727,75
u0156,J20940271-1094685,,155,209.4027112041638,-10.94684714554484,D_refuted,ring_spiral,D,32.0,0.3020577955125247,ring,,0,False,color,,,,,,False,,jw01568-o001_t002_nircam_clear-f150w2,jw01568-o003_t002_nircam_clear-f322w2,F150W2,F322W2,1568,589
u0157,J21369661+5478431,,156,213.69660935344223,54.784308448046666,L_known,unflagged,,,,elliptical,,0,True,color,,,[MCM2012] SA100,SIMBAD:gLS,0.5,False,,jw05594-o097_t099_nircam_clear-f150w2,jw05594-o097_t099_nircam_clear-f322w2,F150W2,F322W2,5594,252
u0158,J32839345+1770589,,157,328.3934453166113,17.70588659676261,L_known,unflagged,,,,spiral,,0,True,color,,,[BM2000] 0563.1+0236.0,SIMBAD:LeG,0.53,False,,jw05594-o012_t014_nircam_clear-f150w2,jw05594-o012_t014_nircam_clear-f322w2,F150W2,F322W2,5594,298
u0159,J5414235-4704895,,158,54.14234546986151,-47.04894543154857,T_verified,C,C,30.0,2.282205017418242,elliptical,22,1,False,color,,,,,,False,,jw05594-o116_t118_nircam_clear-f150w2,jw05594-o116_t118_nircam_clear-f322w2,F150W2,F322W2,5594,316
u0160,J24396184-613690,,159,243.9618408167825,-6.13690279904228,N_unflagged,proposal_5594,,,,s0,,0,False,color,,,,,,False,,jw05594-o003_t005_nircam_clear-f150w2,jw05594-o003_t005_nircam_clear-f322w2,F150W2,F322W2,5594,339
u0161,J8831663-3370788,,160,88.31662990288756,-33.70788384163224,D_refuted,elliptical_nearmiss,D,72.0,0.5985746649658422,elliptical,,0,False,color,,,,,,False,,jw06882-o023_t023_nircam_clear-f150w,jw06882-o023_t023_nircam_clear-f277w,F150W,F277W,6882,145
u0162,J20150004+4811209,,161,201.5000372412647,48.1120879030932,L_known,pipe_U,U,15.0,1.17032646397292,merger,,0,True,gray_lw_only,,,[SKE2019] SDSS J1326+4806,SIMBAD:gLS,0.02,False,,,jw06675-o007_t008_nircam_clear-f444w,,F444W,6675,878
u0163,J21060768-456160,,162,210.6076811114065,-4.561601114012574,D_refuted,other,D,32.0,0.2517560817266967,artifact,,0,False,gray_sw_only,,,,,,False,,jw01059-o119_t012_nircam_f150w2-maskipr,jw01059-o119_t012_nircam_f444w-maskbar,F150W2,F444W,1059,2
u0164,J17771210-2809562,,163,177.71210134811,-28.09561938886525,T_U,,U,28.0,1.2706209718488093,s0,34,1,False,color,,,,,,False,,jw06882-o030_t031_nircam_clear-f150w,jw06882-o030_t031_nircam_clear-f277w,F150W,F277W,6882,72
u0165,J15005804+238042,,164,150.0580404761531,2.380424982173611,L_known,pipe_U,U,25.0,1.2443085447661917,elliptical,,0,True,color,,,[FKC2008] COSMOS 0013+2249,SIMBAD:gLS,0.69,False,,jw01727-o051_t051_nircam_clear-f150w,jw01727-o051_t051_nircam_clear-f277w,F150W,F277W,1727,47
u0166,J805311+1812371,,165,8.05311102745686,18.12371276909681,U_tail,rank_301_2024,U,18.0,1.1966545636116892,s0,,0,False,color,,,,,,False,,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,6882,59
u0167,J26292001+2286748,,166,262.9200092249444,22.8674832374424,U_tail,rank_101_300,U,25.0,1.242558063646097,elliptical,,0,False,color,,,,,,True,train,jw05594-o048_t050_nircam_clear-f150w2,jw05594-o048_t050_nircam_clear-f322w2,F150W2,F322W2,5594,347
u0168,J9940487-4849482,,167,99.40486657738762,-48.49481753272372,D_refuted,ring_spiral,D,35.0,0.3196300336568849,ring,,0,False,color,,,,,,False,,jw05594-o002_t004_nircam_clear-f150w2,jw05594-o002_t004_nircam_clear-f322w2,F150W2,F322W2,5594,358
u0169,J21006317+1456150,,168,210.0631678076159,14.56150099749132,T_U,,U,25.0,1.2534681521188942,merger,57,1,False,color,,,,,,False,,jw03849-o001_t001_nircam_clear-f150w,jw03849-o001_t001_nircam_clear-f322w2,F150W,F322W2,3849,436
u0170,J18675054+1172962,,169,186.7505367499124,11.72962234072519,N_unflagged,proposal_7763,,,,elliptical,,0,False,gray_lw_only,,,,,,False,,,jw07763-o049_t049_nircam_clear-f277w,,F277W,7763,467
u0171,J2451719-2192351,,170,24.51718655259729,-21.92351189156052,L_known,pipe_U,U,15.0,1.1734947280225918,edge-on disk,,0,True,color,,,[RBP2021] 3.1,SIMBAD:LeG,0.75,False,,jw06549-o003_t001_nircam_clear-f150w,jw06549-o003_t001_nircam_clear-f277w,F150W,F277W,6549,658
u0172,J10194892+7024985,,171,101.9489224443353,70.24984753642752,U_tail,rank_101_300,U,25.0,1.24746031418502,elliptical,,0,False,color,,,,,,False,,jw01433-o010_t001_nircam_clear-f150w,jw01433-o010_t001_nircam_clear-f277w,F150W,F277W,1433,705
u0173,J6402662-2407015,,172,64.02662027592369,-24.07015285089795,L_known,unflagged,,,,elliptical,,0,True,color,,,[HHT2016] 49.3,SIMBAD:LeG,0.97,False,,jw05890-o002_t002_nircam_clear-f150w,jw01208-o004_t002_nircam_clear-f277w,F150W,F277W,5890,148
u0174,J1655664+080458,,173,16.55664125084313,0.8045813603910371,D_refuted,other,D,30.0,0.2835449922103306,ambiguous,,0,False,gray_sw_only,,,,,,False,,jw06665-o001_t001_nircam_clear-f200w,,F200W,,6665,398
u0175,J14996269+221023,,174,149.9626880043388,2.210227721866722,L_known,pipe_U,U,18.0,1.1948927969443663,s0,,0,True,color,,,[FKC2008] COSMOS 5951+1236,SIMBAD:gLS,1.06,False,,jw01727-o087_t045_nircam_clear-f150w,jw01727-o087_t045_nircam_clear-f277w,F150W,F277W,1727,47
u0176,J4637336-3182658,,175,46.37336179775556,-31.82658115654648,T_U,,U,25.0,1.25071035303852,elliptical,94,1,False,color,,,,,,False,,jw03325-o108_t003_nircam_clear-f200w,jw03325-o108_t003_nircam_clear-f356w,F200W,F356W,3325,406
u0177,J4139573-5304843,,176,41.39572836943533,-53.04842759952069,N_unflagged,proposal_6882,,,,elliptical,,0,False,color,,,,,,False,,jw06882-o011_t011_nircam_clear-f150w,jw06882-o011_t011_nircam_clear-f277w,F150W,F277W,6882,149
u0178,J15019832+198630,,177,150.1983201235683,1.986301866885497,U_tail,rank_301_2024,U,18.0,1.1956108663307887,merger,,0,False,color,,,,,,False,,jw01727-o104_t110_nircam_clear-f150w,jw01727-o104_t110_nircam_clear-f277w,F150W,F277W,1727,56
u0179,J15013008+243766,,178,150.130080193858,2.437660373117585,K_cowls,pipe_D,D,30.0,0.2846808841627283,elliptical,,0,True,color,BBBXXX,0.5618454778871503,COSJ100031+022615,COWLS,0.0151882403723382,False,,jw01837-o004_t004_nircam_clear-f150w,jw01837-o004_t004_nircam_clear-f277w,F150W,F277W,1837,47
u0180,J14981996+233941,,179,149.8199596118203,2.339410934645693,K_cowls,unflagged,,,,edge-on disk,,0,True,color,BUUXXX,,COSJ095916+022021,COWLS,0.1932130836004053,False,,jw01727-o040_t004_nircam_clear-f150w,jw01727-o040_t004_nircam_clear-f277w,F150W,F277W,1727,47
u0181,J15001911+259543,,180,150.0191079714808,2.595428255200388,K_cowls,pipe_U,U,18.0,1.1958926545968045,merger,,0,True,color,UUUUUU,0.6437508661238633,COSJ100004+023543,COWLS,0.1214531073054834,False,,jw01727-o007_t025_nircam_clear-f150w,jw01727-o007_t025_nircam_clear-f277w,F150W,F277W,1727,47
u0182,J31173025-1285736,,181,311.7302543305905,-12.85736402071604,U_tail,rank_101_300,U,25.0,1.2484274416253305,irregular,,0,False,color,,,,,,False,,jw04783-o004_t004_nircam_clear-f150w,jw04783-o004_t004_nircam_clear-f277w,F150W,F277W,4783,528
u0183,J710586-7562357,,182,7.105858855093609,-75.62356800654804,T_verified,C,C,35.0,2.3241126366387186,compact,20,1,False,color,,,,,,False,,jw05594-o054_t056_nircam_clear-f150w2,jw05594-o054_t056_nircam_clear-f322w2,F150W2,F322W2,5594,309
u0184,J18716454+1177116,,183,187.164542558494,11.77116313288197,U_tail,rank_301_2024,U,15.0,1.167432963034111,irregular,,0,False,color,,,,,,False,,jw07763-o033_t033_nircam_clear-f150w,jw07763-o033_t033_nircam_clear-f277w,F150W,F277W,7763,289
u0185,J2235243-7358297,,184,22.35242809560192,-73.582972022431,T_U,,U,26.0,1.2534030824495648,elliptical,58,1,False,color,,,,,,False,,jw02662-o001_t001_nircam_clear-f150w,jw02662-o001_t001_nircam_clear-f277w,F150W,F277W,2662,687
u0186,J8731758-6207720,,185,87.31757933143248,-62.07719705807513,U_tail,rank_101_300,U,22.0,1.2291664337622197,s0,,0,False,color,,,,,,False,,jw05594-o045_t047_nircam_clear-f150w2,jw05594-o045_t047_nircam_clear-f322w2,F150W2,F322W2,5594,264
u0187,J3470183+013617,,186,34.70183298433393,0.1361746487957766,T_U,,U,25.0,1.251305980674762,merger,83,1,False,color,,,,,,False,,jw02078-o002_t003_nircam_clear-f200w,jw02078-o002_t003_nircam_clear-f356w,F200W,F356W,2078,577
u0188,J14987471+223116,,187,149.8747052484105,2.23115561560286,L_known,pipe_D,D,38.0,0.3444838157047911,elliptical,,0,True,color,,,[FKC2008] COSMOS 5929+1352,SIMBAD:gLS,0.47,False,,jw01727-o081_t021_nircam_clear-f150w,jw01727-o081_t021_nircam_clear-f277w,F150W,F277W,1727,47
u0189,J18937456+6221686,,188,189.37455955185345,62.21686439068247,T_verified,B,B,62.0,3.585238787906116,elliptical,6,2,True,color,,,,,,False,,jw06434-c1033_t000_nircam_clear-f200w,jw06434-c1033_t000_nircam_clear-f444w,F200W,F444W,6434,67
u0190,J15021038+179129,,189,150.210375259414,1.791292117713734,K_cowls,unflagged,,,,edge-on disk,,0,True,color,ABUUXX,1.506129346090611,COSJ100050+014728,COWLS,0.0575989948776946,False,,jw01727-o146_t128_nircam_clear-f150w,jw01727-o146_t128_nircam_clear-f277w,F150W,F277W,1727,75
u0191,J8831331-3369558,,190,88.31330602376333,-33.6955816570575,U_tail,rank_301_2024,U,15.0,1.1730572031599258,ring,,0,False,color,,,,,,False,,jw06882-o023_t023_nircam_clear-f150w,jw06882-o023_t023_nircam_clear-f277w,F150W,F277W,6882,145
u0192,J20954380-1094330,,191,209.5437973779677,-10.94329978087721,T_verified,C,C,45.0,2.3933084867105405,elliptical,15,2,False,color,,,,,,False,,jw01568-o001_t002_nircam_clear-f150w2,jw01568-o003_t002_nircam_clear-f322w2,F150W2,F322W2,1568,589
u0193,J24497103+5551791,,192,244.97102631050308,55.51791274556012,D_refuted,other,D,32.0,0.2999703753857291,ambiguous,,0,False,color,,,,,,False,,jw05398-c1071_t000_nircam_clear-f150w,jw05398-c1071_t000_nircam_clear-f444w,F150W,F444W,5398,214
u0194,J17833025+793252,,193,178.3302545271236,7.932517676396922,L_known,pipe_U,U,18.0,1.1930946313107846,elliptical,,0,True,gray_lw_only,,,COOL J1153+0755 source,SIMBAD:LeQ,0.2,False,,,jw06675-o001_t002_nircam_clear-f444w,,F444W,6675,876
u0195,J15031125+251191,,194,150.3112517019921,2.511906730962057,K_cowls,unflagged,,,,elliptical,,0,True,color,ABBBBS,0.9587959974375124,COSJ100114+023042,COWLS,0.0768725331802858,False,,jw01727-o023_t089_nircam_clear-f150w,jw01727-o023_t089_nircam_clear-f277w,F150W,F277W,1727,47
u0196,J4784995-5841089,,195,47.84994863559423,-58.410891532447,T_U,,U,26.0,1.2566567315082628,elliptical,54,1,False,color,,,,,,False,,jw01791-o003_t002_nircam_clear-f200w,jw01791-o003_t002_nircam_clear-f444w,F200W,F444W,1791,849
u0197,J18928393+6223963,,196,189.2839338876115,62.23963129432797,D_refuted,ring_spiral,D,30.0,0.2866700156899827,ring,,0,False,color,,,,,,False,,jw03577-o002_t002_nircam_clear-f115w,jw03577-o002_t002_nircam_clear-f356w,F115W,F356W,3577,67
u0198,J2225968-7355728,,197,22.25967976793771,-73.55727914155264,N_unflagged,proposal_2662,,,,compact,,0,False,color,,,,,,False,,jw02662-o001_t001_nircam_clear-f150w,jw02662-o001_t001_nircam_clear-f277w,F150W,F277W,2662,687
u0199,J34161184-5841254,,198,341.6118447100117,-58.4125361583837,U_tail,rank_101_300,U,24.0,1.2418543596177285,elliptical,,0,False,color,,,,,,False,,jw04748-o001_t001_nircam_clear-f150w,jw04748-o001_t001_nircam_clear-f277w,F150W,F277W,4748,791
u0200,J26816024+6505016,,199,268.1602427457043,65.0501626106899,T_U,,U,25.0,1.251025832004006,ring,87,1,False,color,,,,,,False,,jw05105-o014_t001_nircam_clear-f200w,jw05105-o014_t001_nircam_clear-f356w,F200W,F356W,5105,41
u0201,J6507435-5508786,,200,65.07434849504668,-55.08786002627005,U_tail,rank_101_300,U,25.0,1.24828425950535,merger,,0,False,gray_lw_only,,,,,,False,,,jw05398-c1022_t000_nircam_clear-f444w,,F444W,5398,189
u0202,J18309657+2753443,,201,183.0965732285305,27.53443183929215,U_tail,rank_101_300,U,25.0,1.2491365391895606,irregular,,0,False,gray_sw_only,,,,,,False,,jw01176-o271_t015_nircam_clear-f150w,,F150W,,1176,171
u0203,J24394722-614504,,202,243.9472247512944,-6.145036830801844,L_known,pipe_D,D,38.0,0.3459696976370744,elliptical,,0,True,color,,,[RGL2020] A2163 4d,SIMBAD:LeG,0.66,False,,jw05594-o003_t005_nircam_clear-f150w2,jw05594-o003_t005_nircam_clear-f322w2,F150W2,F322W2,5594,339
u0204,J2451534-2191925,,203,24.51534425465296,-21.91924823465421,T_verified,C,C,68.0,2.631072682777282,elliptical,12,2,False,color,,,,,,True,train,jw06549-o003_t001_nircam_clear-f150w,jw06549-o003_t001_nircam_clear-f277w,F150W,F277W,6549,658
u0205,J34708849-217825,,204,347.088488953808,-2.178253894091286,T_U,,U,27.0,1.2652729242586576,elliptical,41,1,False,color,,,,,,True,valsel,jw06882-o045_t049_nircam_clear-f150w,jw06882-o045_t049_nircam_clear-f277w,F150W,F277W,6882,210
u0206,J20148636+4809579,,205,201.48635695915988,48.09579043752834,T_U,,U,28.0,1.2717080726822956,s0,29,1,False,gray_lw_only,,,,,,False,,,jw06675-o007_t008_nircam_clear-f444w,,F444W,6675,878
u0207,J11072970-7345689,,206,110.7296992836254,-73.45689171127412,D_refuted,elliptical_nearmiss,D,55.0,0.4704022868650798,elliptical,,0,False,color,,,,,,False,,jw04043-o001_t001_nircam_clear-f115w,jw04043-o001_t001_nircam_clear-f444w,F115W,F444W,4043,153
u0208,J6149425-4926794,,207,61.49424628593054,-49.26794049787178,D_refuted,merger,D,30.0,0.2850062448522623,merger,,0,False,color,,,,,,False,,jw05594-o027_t029_nircam_clear-f150w2,jw05594-o027_t029_nircam_clear-f322w2,F150W2,F322W2,5594,294
u0209,J23749412-7819092,,208,237.4941224648159,-78.19092391264655,L_known,unflagged,,,,edge-on disk,,0,True,color,,,[DAG2016] PSZ1 G311.65-18.48 S3,SIMBAD:LeG,0.43,False,,jw02555-o003_t009_nircam_clear-f150w,jw02555-o003_t009_nircam_clear-f277w,F150W,F277W,2555,708
u0210,J18895415+499333,,209,188.9541505062987,4.993328530249732,T_U,,U,25.0,1.2515956525051817,merger,78,1,False,color,,,,,,False,,jw01063-o006_t032_nircam_clear-f150w,jw01063-o006_t032_nircam_clear-f444w,F150W,F444W,1063,4
u0211,J18942061+6225477,,210,189.42060828251465,62.25477300509512,D_refuted,ring_spiral,D,28.0,0.2691368786786062,ring,,0,False,color,,,,,,False,,jw01181-o098_t010_nircam_clear-f150w,jw01181-o098_t010_nircam_clear-f277w,F150W,F277W,1181,67
u0212,J18929636+6214276,,211,189.29635789932416,62.14275727829433,U_tail,rank_101_300,U,25.0,1.2481641150504326,s0,,0,False,color,,,,,,False,,jw01181-o007_t008_nircam_clear-f150w,jw06434-c1036_t000_nircam_clear-f444w,F150W,F444W,1181,67
u0213,J15005718+220591,,212,150.057182636042,2.205910619532069,D_refuted,other,D,38.0,0.3468066650754846,ambiguous,,0,False,color,,,,,,False,,jw01727-o091_t061_nircam_clear-f150w,jw01727-o091_t061_nircam_clear-f277w,F150W,F277W,1727,47
u0214,J14984222+230342,,213,149.8422227497588,2.303419772513897,K_cowls,unflagged,,,,s0,,0,True,color,AAAABS,0.6967953336500885,COSJ095922+021812,COWLS,0.1536246704313257,False,,jw01727-o079_t013_nircam_clear-f150w,jw01727-o079_t013_nircam_clear-f277w,F150W,F277W,1727,47
