unit_id,candidate_id,alias_ids,system_id,ra_deg,dec_deg,stratum,substratum,pipe_grade_passcount,pipe_inspector_conf,pipe_score,center_galaxy_type,rank_top100,prior_exposure,lit_known,layout,cowls_ranking,cowls_theta_E,known_lens_name,known_type,known_sep_arcsec,desi_pool_overlap,desi_pool_split,sw_obs,lw_obs,sw_filter,lw_filter,proposal,field_id
u0215,J076153-3300005,,214,0.7615301469077966,-33.00004973841376,D_refuted,merger,D,30.0,0.2847108590660275,merger,,0,False,color,,,,,,False,,jw03954-o012_t012_nircam_clear-f150w,jw03954-o012_t012_nircam_clear-f277w,F150W,F277W,3954,648
u0216,J18805344+1121596,,215,188.0534358564643,11.21595707352713,T_verified,C,C,50.0,2.436722364183409,elliptical,13,2,False,color,,,,,,False,,jw07763-o015_t015_nircam_clear-f150w,jw07763-o015_t015_nircam_clear-f277w,F150W,F277W,7763,473
u0217,J16193787+1252943,,216,161.9378663462456,12.52943216549961,T_U,,U,25.0,1.251873968277796,ambiguous,74,1,False,gray_lw_only,,,,,,False,,,jw03055-o013_t013_nircam_clear-f277w,,F277W,3055,572
u0218,J2501506-591919,,217,25.01506049690999,-5.919189410672872,D_refuted,elliptical_nearmiss,D,55.0,0.4733935900955288,elliptical,,0,False,color,,,,,,False,,jw05594-o066_t068_nircam_clear-f150w2,jw05594-o066_t068_nircam_clear-f322w2,F150W2,F322W2,5594,333
u0219,J18818168+1282960,,218,188.1816846310873,12.82959866065067,T_U,,U,28.0,1.2762522134619143,merger,23,1,False,gray_lw_only,,,,,,False,,,jw07763-o047_t047_nircam_clear-f277w,,F277W,7763,128
u0220,J15017908+203681,,219,150.179079245718,2.036806359006631,K_cowls,unflagged,,,,s0,,0,True,color,AAABBX,0.4874834705961978,COSJ100042+020212,COWLS,0.029732028983022,False,,jw01727-o102_t102_nircam_clear-f150w,jw01727-o102_t102_nircam_clear-f277w,F150W,F277W,1727,56
u0221,J3996317-156579,,220,39.96316934059399,-1.565786112612952,L_known,pipe_U,U,20.0,1.2134756389624413,merger,,0,True,color,,,[DSB2018] A370 15.3.1,SIMBAD:LeG,0.95,True,valsel,jw05890-o001_t001_nircam_clear-f150w,jw01208-o002_t001_nircam_clear-f277w,F150W,F277W,5890,68
u0222,J20381042+4099544,,221,203.8104227389562,40.99543980871396,U_tail,rank_101_300,U,25.0,1.2469208886993397,elliptical,,0,False,color,,,,,,False,,jw05594-o010_t012_nircam_clear-f150w2,jw05594-o010_t012_nircam_clear-f322w2,F150W2,F322W2,5594,253
u0223,J1086629-2060614,,222,10.86629377903616,-20.60613893965998,N_unflagged,proposal_5594,,,,elliptical,,0,False,color,,,,,,False,,jw05594-o026_t028_nircam_clear-f150w2,jw05594-o026_t028_nircam_clear-f322w2,F150W2,F322W2,5594,208
u0224,J31352710-005281,,223,313.5271016452555,-0.0528072238345161,T_U,,U,25.0,1.2514876983442158,merger,81,1,False,color,,,,,,False,,jw01813-o001_t002_nircam_clear-f150w,jw01813-o001_t002_nircam_clear-f277w,F150W,F277W,1813,603
u0225,J462970+1644463,,224,4.629695684642538,16.44463485648482,U_tail,rank_101_300,U,25.0,1.2490408364237708,merger,,0,False,color,,,,,,False,,jw06882-o001_t001_nircam_clear-f150w,jw06882-o001_t001_nircam_clear-f277w,F150W,F277W,6882,201
u0226,J15057245+223798,,225,150.5724466009559,2.237980553014923,T_U,,U,25.0,1.251252966199183,elliptical,84,1,False,color,,,,,,False,,jw01635-o052_t001_nircam_clear-f150w,jw01635-o052_t001_nircam_clear-f444w,F150W,F444W,1635,672
u0227,J15019655+249201,,226,150.1965480200367,2.492007938127418,K_cowls,pipe_U,U,18.0,1.1971083650683918,s0,,0,True,color,,,COSJ100047+022931,COWLS,0.0212627339010906,False,,jw01727-o017_t065_nircam_clear-f150w,jw01727-o017_t065_nircam_clear-f277w,F150W,F277W,1727,47
u0228,J21500508+5297323,,227,215.0050751208453,52.97323418791334,N_unflagged,proposal_5398,,,,elliptical,,0,False,color,,,,,,False,,jw05398-c1207_t000_nircam_clear-f150w,jw05398-c1208_t000_nircam_clear-f277w,F150W,F277W,5398,48
u0229,J26807645+6520932,,228,268.0764513752107,65.20931903911183,T_U,,U,27.0,1.2614759925457717,ring,44,1,False,color,,,,,,False,,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,9263,41
u0230,J20853843+7726394,,229,208.5384316675949,77.26393813059308,D_refuted,elliptical_nearmiss,D,62.0,0.5875822273248552,elliptical,,0,False,color,,,,,,False,,jw05594-o051_t053_nircam_clear-f150w2,jw05594-o051_t053_nircam_clear-f322w2,F150W2,F322W2,5594,296
u0231,J8149689-2410706,,230,81.49689342447608,-24.10706385088541,T_U,,U,25.0,1.2528881220426027,elliptical,61,1,False,color,,,,,,False,,jw02078-o009_t013_nircam_clear-f200w,jw02078-o009_t013_nircam_clear-f356w,F200W,F356W,2078,541
u0232,J4138784-5303843,,231,41.38784142002691,-53.03842595549707,N_unflagged,proposal_6882,,,,star,,0,False,color,,,,,,False,,jw06882-o011_t011_nircam_clear-f150w,jw06882-o011_t011_nircam_clear-f277w,F150W,F277W,6882,149
u0233,J17174762+4246955,,232,171.74761539162716,42.46955271380319,T_U,,U,25.0,1.252189389080428,merger,70,1,False,color,,,,,,False,,jw01176-o251_t013_nircam_clear-f150w,jw01176-o251_t013_nircam_clear-f277w,F150W,F277W,1176,142
u0234,J26885147+6527676,,233,268.85146512599573,65.27675524276177,N_unflagged,proposal_9263,,,,elliptical,,0,False,color,,,,,,False,,jw09263-o001_t001_nircam_clear-f150w,jw09263-o001_t001_nircam_clear-f356w,F150W,F356W,9263,41
u0235,J15028871+191005,,234,150.288714706212,1.910049808775173,K_cowls,unflagged,,,,s0,,0,True,color,UUXXXX,,COSJ100109+015436,COWLS,0.0199112200470165,False,,jw01727-o147_t135_nircam_clear-f150w,jw01727-o147_t135_nircam_clear-f277w,F150W,F277W,1727,70
u0236,J805529+1810939,,235,8.055288832043948,18.10938915583444,D_refuted,elliptical_nearmiss,D,62.0,0.5239788093658834,elliptical,,0,False,color,,,,,,False,,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,6882,59
u0237,J12404503+1918861,,236,124.0450275879516,19.18861311488642,N_unflagged,proposal_1063,,,,edge-on disk,,0,False,color,,,,,,False,,jw01063-o111_t005_nircam_clear-f150w2,jw01063-o111_t005_nircam_clear-f322w2,F150W2,F322W2,1063,22
u0238,J7298151+010446,,237,72.98151334654189,0.1044618325698951,U_tail,rank_101_300,U,25.0,1.2444118865173406,elliptical,,0,False,color,,,,,,False,,jw06882-o019_t019_nircam_clear-f150w,jw06882-o019_t019_nircam_clear-f277w,F150W,F277W,6882,175
u0239,J3996912-158493,,238,39.96911931835045,-1.584931833130931,U_tail,rank_101_300,U,25.0,1.249250396543473,elliptical,,0,True,color,,,[DSB2018] A370  2.4.1,SIMBAD:LeG,1.31,True,train,jw05890-o001_t001_nircam_clear-f150w,jw01208-o002_t001_nircam_clear-f277w,F150W,F277W,5890,68
u0240,J4310830-518328,,239,43.10830273703182,-5.18328186751718,T_U,,U,26.0,1.2576134728268555,s0,51,1,False,color,,,,,,False,,jw02073-o007_t014_nircam_clear-f115w,jw02073-o007_t014_nircam_clear-f444w,F115W,F444W,2073,796
u0241,J3806901-4434926,,55,38.06901192946397,-44.34926440168172,U_tail,rank_101_300,U,25.0,1.24492349176512,elliptical,,0,False,color,,,,,,False,,jw06882-o010_t010_nircam_clear-f150w,jw06882-o010_t010_nircam_clear-f277w,F150W,F277W,6882,177
u0242,J15041998+210898,,240,150.4199805696762,2.108983854927861,K_cowls,pipe_D,D,30.0,0.2846913974795019,spiral,,0,True,color,AABBXX,0.6730365086772607,COSJ100140+020632,COWLS,0.0527387498079878,False,,jw01727-o076_t148_nircam_clear-f150w,jw01727-o076_t148_nircam_clear-f277w,F150W,F277W,1727,47
u0243,J34709033-218772,,241,347.0903323410068,-2.187716167154425,L_known,unflagged,,,,edge-on disk,,0,True,color,,,[CSA2018] Abell 2537 2.3,SIMBAD:LeI,1.97,False,,jw06882-o045_t049_nircam_clear-f150w,jw06882-o045_t049_nircam_clear-f277w,F150W,F277W,6882,210
u0244,J15002207+263143,,242,150.0220715586746,2.631433753791991,K_cowls,unflagged,,,,elliptical,,0,True,color,BBUXXX,0.7738049710827016,COSJ100005+023753,COWLS,0.0525552507102198,False,,jw01727-o005_t017_nircam_clear-f150w,jw01727-o005_t017_nircam_clear-f277w,F150W,F277W,1727,47
u0245,J14989229+226437,,243,149.8922937123496,2.264366905940402,D_refuted,ring_spiral,D,35.0,0.3220197885426158,spiral,,0,False,color,,,,,,False,,jw01727-o155_t029_nircam_clear-f150w,jw01727-o157_t029_nircam_clear-f277w,F150W,F277W,1727,47
u0246,J26006978+3560730,,244,260.06978406396377,35.607300644922795,L_known,unflagged,,,,elliptical,,0,True,color,,,[ZFM2015] M1720 4.3,SIMBAD:LeI,1.72,False,,jw05594-o047_t049_nircam_clear-f150w2,jw05594-o047_t049_nircam_clear-f322w2,F150W2,F322W2,5594,389
u0247,J15021106+190577,,245,150.2110551063054,1.905772304597788,K_cowls,unflagged,,,,star,,0,True,color,UUXXXX,,COSJ100050+015421,COWLS,1.2470617297035356,False,,jw01727-o143_t119_nircam_clear-f150w,jw01727-o143_t119_nircam_clear-f277w,F150W,F277W,1727,70
u0248,J5376680-1946429,,246,53.76679526830686,-19.46428888128074,L_known,unflagged,,,,star,,0,True,gray_lw_only,,,COOL J0335-1927 lens,SIMBAD:gLe,0.62,False,,,jw06675-o002_t003_nircam_clear-f444w,,F444W,6675,877
u0249,J18095026+476116,,247,180.9502637588483,4.761163052776087,D_refuted,other,D,30.0,0.2852831142467321,s0,,0,False,color,,,,,,False,,jw09032-o005_t004_nircam_clear-f200w,jw04443-o006_t007_nircam_clear-f277w,F200W,F277W,9032,466
u0250,J24396818-613860,,248,243.9681769087254,-6.138601579186701,U_tail,rank_101_300,U,25.0,1.2492596093160897,merger,,0,False,color,,,,,,False,,jw05594-o003_t005_nircam_clear-f150w2,jw05594-o003_t005_nircam_clear-f322w2,F150W2,F322W2,5594,339
