row_index,Name,RA,DEC,tractor_type,Score,Probability,resnet_model,Region,Spec,photo_z,g_mag,r_mag,z_mag,row_id,status_fits,bytes_fits,attempts_fits
992,DESI-160.5973+00.2559,160.5973,0.2559,DC,2.5,0.91,L18,DECaLS,0.5598,,21.03,19.67,18.53,DESI-160.5973+00.2559,skip,126720,0
993,DESI-160.6171+32.9365,160.6171,32.9365,DC,2.5,0.45,L18,MzLS,0.5335,,20.01,18.23,17.02,DESI-160.6171+32.9365,skip,126720,0
994,DESI-160.7046+62.6611,160.7046,62.6611,DC,2.0,0.99,L18,MzLS,0.3573,,19.82,18.33,17.43,DESI-160.7046+62.6611,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=160.704600&dec=62.661100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
995,DESI-160.7978+37.3601,160.7978,37.3601,DC,2.0,0.93,L18,MzLS,0.5615,,21.46,19.69,18.34,DESI-160.7978+37.3601,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=160.797800&dec=37.360100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
996,DESI-161.5784+46.2302,161.5784,46.2302,DC,2.0,0.21,L18,MzLS,0.5755,,22.73,20.96,19.34,DESI-161.5784+46.2302,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=161.578400&dec=46.230200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
998,DESI-161.8653+23.9568,161.8653,23.9568,DC,2.5,1.0,L18,DECaLS,0.5448,,20.88,19.4,18.24,DESI-161.8653+23.9568,skip,126720,0
999,DESI-162.0174+31.6472,162.0174,31.6472,DC,2.5,1.0,L18,DECaLS,0.5825,,22.78,20.99,19.24,DESI-162.0174+31.6472,skip,126720,0
1001,DESI-162.7849-07.1816,162.7849,-7.1816,DC,2.5,0.26,L18,DECaLS,,0.327+/-0.038,20.13,18.74,17.91,DESI-162.7849-07.1816,skip,126720,0
1003,DESI-163.5448+05.8739,163.5448,5.8739,DC,2.0,0.31,L18,DECaLS,0.4434,,20.69,18.89,17.87,DESI-163.5448+05.8739,skip,126720,0
1004,DESI-163.7019+27.5697,163.7019,27.5697,DC,2.5,1.0,L18,DECaLS,0.527,,20.33,18.55,17.33,DESI-163.7019+27.5697,skip,126720,0
1006,DESI-164.1866+16.3070,164.1866,16.307,DC,2.5,1.0,L18,DECaLS,0.2531,,19.03,17.54,16.73,DESI-164.1866+16.3070,skip,126720,0
1007,DESI-164.3198-08.2676,164.3198,-8.2676,DC,2.5,1.0,L18,DECaLS,,0.335+/-0.024,19.43,17.87,17.01,DESI-164.3198-08.2676,skip,126720,0
1009,DESI-165.1459+23.2635,165.1459,23.2635,DC,2.0,0.15,L18,DECaLS,0.4366,,19.72,17.93,17.03,DESI-165.1459+23.2635,skip,126720,0
1011,DESI-165.2322+64.9414,165.2322,64.9414,DC,2.0,0.41,L18,MzLS,,0.567+/-0.033,22.97,21.0,19.65,DESI-165.2322+64.9414,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=165.232200&dec=64.941400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1012,DESI-165.2764+20.4527,165.2764,20.4527,DC,2.0,0.51,L18,DECaLS,0.291,,21.62,20.05,18.78,DESI-165.2764+20.4527,skip,126720,0
1013,DESI-165.4754-06.0423,165.4754,-6.0423,DC,2.5,1.0,L18,DECaLS,,0.402+/-0.069,19.95,18.41,17.38,DESI-165.4754-06.0423,skip,126720,0
1014,DESI-165.7828-00.6598,165.7828,-0.6598,DC,2.5,0.18,L18,DECaLS,0.4963,,22.93,21.19,19.32,DESI-165.7828-00.6598,skip,126720,0
1015,DESI-166.7196+07.6232,166.7196,7.6232,DC,2.0,0.14,L18,DECaLS,0.2991,,23.74,21.96,19.57,DESI-166.7196+07.6232,skip,126720,0
1016,DESI-167.2393+37.8604,167.2393,37.8604,DC,2.0,0.94,L18,MzLS,0.2053,,18.75,17.38,16.61,DESI-167.2393+37.8604,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=167.239300&dec=37.860400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1017,DESI-167.7733+26.7798,167.7733,26.7798,DC,2.0,0.51,L18,DECaLS,0.2765,,20.32,18.7,17.86,DESI-167.7733+26.7798,skip,126720,0
1019,DESI-168.9620+57.8315,168.962,57.8315,DC,2.0,1.0,L18,MzLS,0.4893,,21.26,19.45,18.3,DESI-168.9620+57.8315,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=168.962000&dec=57.831500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1020,DESI-169.1444+19.0986,169.1444,19.0986,DC,2.0,0.13,L18,DECaLS,0.5931,,22.08,20.74,19.33,DESI-169.1444+19.0986,skip,126720,0
1022,DESI-170.4254+36.9636,170.4254,36.9636,DC,2.5,0.93,L18,MzLS,0.5815,,19.75,18.9,18.14,DESI-170.4254+36.9636,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=170.425400&dec=36.963600&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1023,DESI-170.8944+12.5591,170.8944,12.5591,DC,2.0,1.0,L18,DECaLS,0.5305,,22.29,20.71,19.25,DESI-170.8944+12.5591,skip,126720,0
1024,DESI-171.1047+71.1948,171.1047,71.1948,DC,2.0,0.27,L18,MzLS,,0.754+/-0.037,21.68,20.13,18.29,DESI-171.1047+71.1948,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=171.104700&dec=71.194800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1026,DESI-172.6002+05.7333,172.6002,5.7333,DC,2.0,0.64,L18,DECaLS,0.2636,,20.5,19.25,18.38,DESI-172.6002+05.7333,skip,126720,0
1027,DESI-172.6730+11.3081,172.673,11.3081,DC,2.0,0.24,L18,DECaLS,0.6632,,22.21,20.75,19.18,DESI-172.6730+11.3081,skip,126720,0
1028,DESI-173.5198+09.5846,173.5198,9.5846,DC,2.5,1.0,L18,DECaLS,,0.638+/-0.069,22.61,21.07,19.77,DESI-173.5198+09.5846,skip,126720,0
1029,DESI-173.5474+17.0433,173.5474,17.0433,DC,2.5,0.57,L18,DECaLS,0.6664,,20.72,19.6,18.41,DESI-173.5474+17.0433,skip,126720,0
1030,DESI-174.0108+52.2363,174.0108,52.2363,REX,2.0,0.18,L18,MzLS,0.5404,,21.11,19.91,18.97,DESI-174.0108+52.2363,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=174.010800&dec=52.236300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1031,DESI-174.1285+21.7754,174.1285,21.7754,DC,2.0,0.98,L18,DECaLS,0.4636,,21.58,20.0,18.97,DESI-174.1285+21.7754,skip,126720,0
1032,DESI-174.2820+14.7811,174.282,14.7811,DC,2.5,1.0,L18,DECaLS,0.5951,,22.06,20.34,18.8,DESI-174.2820+14.7811,skip,126720,0
1033,DESI-174.4592+46.6094,174.4592,46.6094,DC,2.0,0.25,L18,MzLS,0.3134,,19.16,17.51,16.64,DESI-174.4592+46.6094,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=174.459200&dec=46.609400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1034,DESI-174.8727-02.3072,174.8727,-2.3072,DC,2.5,0.99,L18,DECaLS,0.519,,22.58,20.64,18.94,DESI-174.8727-02.3072,skip,126720,0
1035,DESI-175.1662+14.3254,175.1662,14.3254,REX,2.0,0.61,L18,DECaLS,0.3711,,20.31,18.97,18.15,DESI-175.1662+14.3254,skip,126720,0
1036,DESI-175.1752-00.7266,175.1752,-0.7266,DC,2.5,1.0,L18,DECaLS,0.616,,21.5,20.45,19.15,DESI-175.1752-00.7266,skip,126720,0
1037,DESI-175.7321+43.1339,175.7321,43.1339,DC,2.0,0.91,L18,MzLS,0.4782,,20.17,18.31,17.09,DESI-175.7321+43.1339,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=175.732100&dec=43.133900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1039,DESI-176.6400-06.1812,176.64,-6.1812,DC,2.5,0.99,L18,DECaLS,,0.386+/-0.028,19.65,17.87,16.95,DESI-176.6400-06.1812,skip,126720,0
1040,DESI-176.9273+67.7222,176.9273,67.7222,DC,2.0,0.94,L18,MzLS,0.599,,21.68,20.2,18.73,DESI-176.9273+67.7222,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=176.927300&dec=67.722200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1041,DESI-176.9311+26.1644,176.9311,26.1644,DC,2.0,0.82,L18,DECaLS,0.6131,,21.84,19.96,18.69,DESI-176.9311+26.1644,skip,126720,0
1042,DESI-177.0183+29.4844,177.0183,29.4844,DC,2.5,0.96,L18,DECaLS,0.5151,,21.94,20.92,19.37,DESI-177.0183+29.4844,skip,126720,0
1043,DESI-177.0319+29.0869,177.0319,29.0869,DC,2.5,1.0,L18,DECaLS,0.6224,,21.98,20.05,18.37,DESI-177.0319+29.0869,skip,126720,0
1044,DESI-178.5091+14.0868,178.5091,14.0868,DC,2.5,0.7,L18,DECaLS,0.741,,22.72,20.83,19.26,DESI-178.5091+14.0868,skip,126720,0
1045,DESI-178.7212+21.4151,178.7212,21.4151,DC,2.0,0.99,L18,DECaLS,0.5466,,21.18,19.48,18.07,DESI-178.7212+21.4151,skip,126720,0
1046,DESI-179.4811+22.9115,179.4811,22.9115,REX,2.0,0.36,L18,DECaLS,0.7805,,20.89,20.21,19.22,DESI-179.4811+22.9115,skip,126720,0
1047,DESI-181.0043+47.5381,181.0043,47.5381,DC,2.0,1.0,L18,MzLS,0.4861,,20.98,19.35,18.31,DESI-181.0043+47.5381,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=181.004300&dec=47.538100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1048,DESI-181.3975+41.1790,181.3975,41.179,DC,2.0,1.0,L18,MzLS,0.4764,,21.49,20.03,18.54,DESI-181.3975+41.1790,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=181.397500&dec=41.179000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1050,DESI-182.7337-02.2276,182.7337,-2.2276,DC,2.0,0.66,L18,DECaLS,0.5326,,22.05,20.82,19.81,DESI-182.7337-02.2276,skip,126720,0
1051,DESI-183.0990-01.5510,183.099,-1.551,DC,2.5,0.7,L18,DECaLS,0.4034,,21.37,19.53,18.52,DESI-183.0990-01.5510,skip,126720,0
1053,DESI-184.4375+31.5263,184.4375,31.5263,DC,2.0,1.0,L18,DECaLS,0.6967,,22.18,20.47,18.9,DESI-184.4375+31.5263,skip,126720,0
1054,DESI-185.2581+21.8900,185.2581,21.89,DC,2.0,0.41,L18,DECaLS,0.5735,,20.6,18.76,17.43,DESI-185.2581+21.8900,skip,126720,0
1055,DESI-185.6190+23.9709,185.619,23.9709,DC,2.0,0.8,L18,DECaLS,0.5869,,21.45,20.13,18.87,DESI-185.6190+23.9709,skip,126720,0
1056,DESI-185.6850+70.6065,185.685,70.6065,DC,2.0,0.64,L18,MzLS,,0.568+/-0.035,20.74,19.39,18.26,DESI-185.6850+70.6065,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=185.685000&dec=70.606500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1058,DESI-186.0916+02.2030,186.0916,2.203,DC,2.0,0.47,L18,DECaLS,0.3481,,19.92,18.07,17.05,DESI-186.0916+02.2030,skip,126720,0
1059,DESI-186.4028-07.4188,186.4028,-7.4188,DC,2.0,0.38,L18,DECaLS,0.3685,,21.08,19.44,18.53,DESI-186.4028-07.4188,skip,126720,0
1061,DESI-189.2482+25.3442,189.2482,25.3442,DC,2.5,0.48,L18,DECaLS,0.6128,,21.21,19.31,17.82,DESI-189.2482+25.3442,skip,126720,0
1062,DESI-190.4855+03.7332,190.4855,3.7332,DC,2.0,0.52,L18,DECaLS,0.3586,,18.8,16.97,16.04,DESI-190.4855+03.7332,skip,126720,0
1063,DESI-190.5769+27.8629,190.5769,27.8629,DC,2.0,0.93,L18,DECaLS,0.5112,,21.26,19.44,18.08,DESI-190.5769+27.8629,skip,126720,0
1064,DESI-190.5981+31.4848,190.5981,31.4848,DC,2.0,0.16,L18,DECaLS,0.242,,19.3,17.95,17.19,DESI-190.5981+31.4848,skip,126720,0
1065,DESI-191.8527+36.7353,191.8527,36.7353,DC,2.5,0.98,L18,MzLS,0.6986,,21.99,20.17,18.74,DESI-191.8527+36.7353,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=191.852700&dec=36.735300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1066,DESI-192.8317-01.2219,192.8317,-1.2219,REX,2.0,0.94,L18,DECaLS,0.2631,,22.11,20.37,18.75,DESI-192.8317-01.2219,skip,126720,0
1068,DESI-194.1102+04.6703,194.1102,4.6703,DC,2.5,0.28,L18,DECaLS,0.2292,,18.05,16.62,15.83,DESI-194.1102+04.6703,skip,126720,0
1069,DESI-195.4842+11.1801,195.4842,11.1801,DC,2.0,0.3,L18,DECaLS,0.6066,,22.4,20.55,18.98,DESI-195.4842+11.1801,skip,126720,0
1070,DESI-196.3635+26.7520,196.3635,26.752,DC,2.0,0.17,L18,DECaLS,0.3611,,19.69,17.99,17.11,DESI-196.3635+26.7520,skip,126720,0
1071,DESI-196.6232-05.6670,196.6232,-5.667,DC,2.5,0.36,L18,DECaLS,,0.405+/-0.011,20.34,18.43,17.45,DESI-196.6232-05.6670,skip,126720,0
1072,DESI-196.8233+23.1565,196.8233,23.1565,DC,2.5,1.0,L18,DECaLS,0.3819,,20.39,18.92,17.96,DESI-196.8233+23.1565,skip,126720,0
1073,DESI-198.2028+30.6423,198.2028,30.6423,DC,2.0,0.27,L18,DECaLS,0.5037,,21.34,19.84,18.59,DESI-198.2028+30.6423,skip,126720,0
1075,DESI-199.9412+01.5311,199.9412,1.5311,DC,2.5,0.91,L18,DECaLS,0.5803,,22.44,20.64,19.03,DESI-199.9412+01.5311,skip,126720,0
1076,DESI-200.5670+04.3460,200.567,4.346,DC,2.5,0.51,L18,DECaLS,0.4027,,20.81,19.34,18.3,DESI-200.5670+04.3460,skip,126720,0
1077,DESI-200.7983+38.2180,200.7983,38.218,DC,2.0,0.12,L18,MzLS,0.5085,,21.65,19.86,18.79,DESI-200.7983+38.2180,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=200.798300&dec=38.218000&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1081,DESI-203.5927-09.2837,203.5927,-9.2837,DC,2.0,0.53,L18,DECaLS,,0.333+/-0.016,20.38,18.7,17.79,DESI-203.5927-09.2837,skip,126720,0
1083,DESI-203.8962+40.3315,203.8962,40.3315,DC,2.5,0.96,L18,MzLS,0.3087,,21.34,19.75,18.54,DESI-203.8962+40.3315,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=203.896200&dec=40.331500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1084,DESI-204.0300+25.6164,204.03,25.6164,DC,2.0,0.46,L18,DECaLS,0.4939,,22.01,20.54,19.38,DESI-204.0300+25.6164,skip,126720,0
1085,DESI-204.2365+12.0278,204.2365,12.0278,DC,2.0,0.2,L18,DECaLS,0.5327,,22.45,20.96,19.47,DESI-204.2365+12.0278,skip,126720,0
1087,DESI-205.4375+04.1861,205.4375,4.1861,DC,2.5,0.97,L18,DECaLS,,0.598+/-0.059,21.54,20.13,19.02,DESI-205.4375+04.1861,skip,126720,0
1088,DESI-205.8655+21.7388,205.8655,21.7388,DC,2.0,0.2,L18,DECaLS,0.5585,,21.08,19.62,18.51,DESI-205.8655+21.7388,skip,126720,0
1090,DESI-206.7000+28.6985,206.7,28.6985,DC,2.0,0.47,L18,DECaLS,0.441,,21.71,19.94,18.92,DESI-206.7000+28.6985,skip,126720,0
1091,DESI-207.4187+38.5022,207.4187,38.5022,DC,2.0,0.22,L18,MzLS,0.5818,,21.14,19.41,18.01,DESI-207.4187+38.5022,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=207.418700&dec=38.502200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1092,DESI-207.4889+34.2732,207.4889,34.2732,DC,2.0,0.84,L18,MzLS,0.4911,,20.45,18.73,17.53,DESI-207.4889+34.2732,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=207.488900&dec=34.273200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1093,DESI-207.5513+31.5862,207.5513,31.5862,DC,2.0,0.34,L18,DECaLS,0.5095,,22.36,20.81,19.42,DESI-207.5513+31.5862,skip,126720,0
1094,DESI-207.7050+52.9559,207.705,52.9559,DC,2.0,0.66,L18,MzLS,0.2877,,19.32,17.82,17.03,DESI-207.7050+52.9559,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=207.705000&dec=52.955900&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1095,DESI-207.8335-06.3831,207.8335,-6.3831,DC,2.0,1.0,L18,DECaLS,0.6211,,20.59,19.04,17.69,DESI-207.8335-06.3831,skip,126720,0
1096,DESI-208.4386+31.8650,208.4386,31.865,DC,2.0,0.15,L18,DECaLS,0.5292,,21.13,19.82,18.4,DESI-208.4386+31.8650,skip,126720,0
1097,DESI-208.6688+19.1370,208.6688,19.137,DC,2.0,0.5,L18,DECaLS,0.5852,,22.44,20.73,19.03,DESI-208.6688+19.1370,skip,126720,0
1101,DESI-211.6546+38.7004,211.6546,38.7004,DC,2.0,0.43,L18,MzLS,0.4952,,22.69,20.52,19.01,DESI-211.6546+38.7004,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=211.654600&dec=38.700400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1102,DESI-212.5306+62.1634,212.5306,62.1634,DC,2.5,0.99,L18,MzLS,0.5431,,22.2,20.69,19.36,DESI-212.5306+62.1634,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=212.530600&dec=62.163400&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1103,DESI-212.7710+23.2324,212.771,23.2324,DC,2.0,0.82,L18,DECaLS,0.2873,,19.48,17.87,16.98,DESI-212.7710+23.2324,skip,126720,0
1104,DESI-214.7102+19.9447,214.7102,19.9447,DC,2.0,0.88,L18,DECaLS,0.374,,21.76,19.76,18.15,DESI-214.7102+19.9447,skip,126720,0
1105,DESI-215.1638+12.9717,215.1638,12.9717,DC,2.5,0.74,L18,DECaLS,0.5937,,21.49,19.65,18.42,DESI-215.1638+12.9717,skip,126720,0
1106,DESI-216.0618+45.0242,216.0618,45.0242,DC,2.0,1.0,L18,MzLS,,0.819+/-0.100,22.53,21.16,19.58,DESI-216.0618+45.0242,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=216.061800&dec=45.024200&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1107,DESI-217.0936+03.3000,217.0936,3.3,DC,2.5,1.0,L18,DECaLS,0.6108,,21.64,20.23,18.85,DESI-217.0936+03.3000,skip,126720,0
1108,DESI-217.0950+22.9130,217.095,22.913,DC,2.0,0.82,L18,DECaLS,0.3242,,19.41,18.15,17.33,DESI-217.0950+22.9130,skip,126720,0
1109,DESI-217.2090+51.6467,217.209,51.6467,DC,2.0,0.22,L18,MzLS,,0.664+/-0.033,22.57,20.79,19.29,DESI-217.2090+51.6467,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=217.209000&dec=51.646700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1110,DESI-217.7996+03.0093,217.7996,3.0093,DC,2.5,0.23,L18,DECaLS,0.1665,,18.47,17.28,16.5,DESI-217.7996+03.0093,skip,126720,0
1111,DESI-218.1147+28.7213,218.1147,28.7213,DC,2.5,0.91,L18,DECaLS,0.328,,19.66,17.84,16.94,DESI-218.1147+28.7213,skip,126720,0
1112,DESI-218.4468+18.7098,218.4468,18.7098,DC,2.0,1.0,L18,DECaLS,0.282,,19.15,17.61,16.8,DESI-218.4468+18.7098,skip,126720,0
1113,DESI-218.4780+03.0039,218.478,3.0039,DC,2.5,0.97,L18,DECaLS,0.6438,,21.58,20.19,18.87,DESI-218.4780+03.0039,skip,126720,0
1114,DESI-219.1501+21.1453,219.1501,21.1453,DC,2.5,0.99,L18,DECaLS,0.6024,,21.01,19.93,18.5,DESI-219.1501+21.1453,skip,126720,0
1115,DESI-219.5680+25.0994,219.568,25.0994,DC,2.0,0.75,L18,DECaLS,0.3854,,20.74,19.03,18.15,DESI-219.5680+25.0994,skip,126720,0
1116,DESI-219.9040+07.3502,219.904,7.3502,DC,2.0,0.6,L18,DECaLS,0.5608,,20.82,19.11,18.04,DESI-219.9040+07.3502,skip,126720,0
1117,DESI-220.0226+23.8599,220.0226,23.8599,DC,2.0,0.96,L18,DECaLS,0.4126,,20.22,18.62,17.64,DESI-220.0226+23.8599,skip,126720,0
1118,DESI-220.3113+04.4308,220.3113,4.4308,REX,2.5,0.5,L18,DECaLS,0.3293,,23.27,21.46,19.84,DESI-220.3113+04.4308,skip,126720,0
1119,DESI-220.3862-00.8996,220.3862,-0.8996,DC,2.0,0.84,L18,DECaLS,0.5167,,20.44,18.53,17.25,DESI-220.3862-00.8996,skip,126720,0
1120,DESI-221.4063+04.9046,221.4063,4.9046,DC,2.0,0.37,L18,DECaLS,0.3224,,21.13,19.76,18.83,DESI-221.4063+04.9046,skip,126720,0
1122,DESI-221.9368+23.4043,221.9368,23.4043,DC,2.5,0.76,L18,DECaLS,0.2818,,18.8,17.22,16.39,DESI-221.9368+23.4043,skip,126720,0
1123,DESI-222.2403-07.4558,222.2403,-7.4558,DC,2.0,0.23,L18,DECaLS,,0.518+/-0.147,21.62,20.26,19.44,DESI-222.2403-07.4558,skip,126720,0
1125,DESI-222.7392+03.5562,222.7392,3.5562,REX,2.0,0.13,L18,DECaLS,0.2866,,21.47,20.15,19.43,DESI-222.7392+03.5562,skip,126720,0
1126,DESI-223.0001-01.0752,223.0001,-1.0752,DC,2.0,0.86,L18,DECaLS,0.2712,,19.61,18.07,17.2,DESI-223.0001-01.0752,skip,126720,0
1127,DESI-223.2085+58.0265,223.2085,58.0265,DC,2.0,0.11,L18,MzLS,0.3785,,20.45,18.75,17.85,DESI-223.2085+58.0265,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=223.208500&dec=58.026500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1128,DESI-223.2358+58.0531,223.2358,58.0531,DC,2.5,0.86,L18,MzLS,0.3319,,20.77,19.33,18.52,DESI-223.2358+58.0531,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=223.235800&dec=58.053100&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1130,DESI-224.3832-08.0150,224.3832,-8.015,DC,2.5,1.0,L18,DECaLS,,0.429+/-0.044,20.59,18.94,17.9,DESI-224.3832-08.0150,skip,126720,0
1131,DESI-225.1316+62.7228,225.1316,62.7228,REX,2.0,0.21,L18,MzLS,,0.421+/-0.101,21.28,19.6,18.69,DESI-225.1316+62.7228,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=225.131600&dec=62.722800&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1132,DESI-225.5679+15.1661,225.5679,15.1661,DC,2.0,0.11,L18,DECaLS,0.5515,,23.36,21.36,19.18,DESI-225.5679+15.1661,skip,126720,0
1133,DESI-226.1397+28.0320,226.1397,28.032,DC,2.0,0.93,L18,DECaLS,0.4815,,20.63,19.41,18.52,DESI-226.1397+28.0320,skip,126720,0
1134,DESI-226.2950+17.3451,226.295,17.3451,DC,2.5,0.32,L18,DECaLS,0.4836,,20.7,18.81,17.63,DESI-226.2950+17.3451,skip,126720,0
1135,DESI-226.3130+41.7447,226.313,41.7447,DC,2.0,0.15,L18,MzLS,,0.446+/-0.100,20.9,19.35,18.15,DESI-226.3130+41.7447,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=226.313000&dec=41.744700&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1137,DESI-226.9378+70.1215,226.9378,70.1215,DC,2.5,0.96,L18,MzLS,,0.509+/-0.026,20.7,18.92,17.68,DESI-226.9378+70.1215,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=226.937800&dec=70.121500&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1138,DESI-226.9381+05.3823,226.9381,5.3823,DC,2.0,0.98,L18,DECaLS,0.6187,,21.22,19.46,18.1,DESI-226.9381+05.3823,skip,126720,0
1139,DESI-227.7518+10.5556,227.7518,10.5556,DC,2.5,0.91,L18,DECaLS,0.3586,,20.23,18.5,17.53,DESI-227.7518+10.5556,skip,126720,0
1140,DESI-227.9059+05.6220,227.9059,5.622,DC,2.5,0.49,L18,DECaLS,0.6132,,23.39,21.6,19.77,DESI-227.9059+05.6220,skip,126720,0
1141,DESI-227.9362+06.5090,227.9362,6.509,DC,2.0,0.67,L18,DECaLS,0.5379,,20.87,19.55,18.65,DESI-227.9362+06.5090,skip,126720,0
1142,DESI-228.4624-03.4634,228.4624,-3.4634,DC,2.5,0.98,L18,DECaLS,,0.648+/-0.019,22.02,20.11,18.46,DESI-228.4624-03.4634,skip,126720,0
1144,DESI-228.6370+68.4893,228.637,68.4893,DC,2.0,0.18,L18,MzLS,,0.521+/-0.023,21.11,19.31,18.05,DESI-228.6370+68.4893,fail: 500 Server Error: Internal Server Error for url: https://www.legacysurvey.org/viewer/fits-cutout?ra=228.637000&dec=68.489300&size=101&layer=decals-dr7&pixscale=0.262&bands=grz,0,5
1145,DESI-229.2637+10.0569,229.2637,10.0569,DC,2.5,0.87,L18,DECaLS,0.5636,,22.46,20.54,19.0,DESI-229.2637+10.0569,skip,126720,0
1147,DESI-229.7448+27.3746,229.7448,27.3746,DC,2.0,0.1,L18,DECaLS,0.6638,,21.59,19.8,18.24,DESI-229.7448+27.3746,skip,126720,0
1148,DESI-230.5321+32.8538,230.5321,32.8538,DC,2.5,1.0,L18,MzLS,0.6249,,21.89,20.38,18.83,DESI-230.5321+32.8538,skip,126720,0
1149,DESI-230.6319-00.7509,230.6319,-0.7509,DC,2.0,0.89,L18,DECaLS,0.5028,,20.94,18.96,17.6,DESI-230.6319-00.7509,skip,126720,0
1151,DESI-230.9711+04.9138,230.9711,4.9138,DC,2.0,0.36,L18,DECaLS,0.634,,22.88,21.0,19.52,DESI-230.9711+04.9138,skip,126720,0
