name,RA,DEC,grade,nearest_row_id,nearest_sep_arcsec,nearest_score,in_scored_set
DESI-186.8292+17.4324,186.8292,17.4324,A,430448_991,0.1326451687176606,0.9688200950622559,True
DESI-189.5370+15.0309,189.537,15.0309,A,416616_3744,0.07244331550740794,0.9982805252075195,True
DESI-194.5344+03.5358,194.5344,3.5358,A,351303_3350,0.18242699019851458,0.9999703168869019,True
DESI-202.6690+04.6707,202.669,4.6707,A,358522_975,0.23702583685902287,0.9940803647041321,True
DESI-204.0002-03.5250,204.0002,-3.525,A,311026_2218,1.5016910758580837,0.9461057782173157,True
DESI-213.6664+19.4787,213.6664,19.4787,A,441493_4972,0.09618152899368486,0.9999998807907104,True
DESI-214.6278+25.1814,214.6278,25.1814,A,472155_1003,0.1430977310916066,0.9999847412109375,True
DESI-215.2654+00.3719,215.2654,0.3719,A,332669_6320,0.09672772776383186,0.9999978542327881,True
DESI-216.8280-06.7541,216.828,-6.7541,A,292418_2887,0.17483662957170373,0.9999983310699463,True
DESI-216.9538+08.1792,216.9538,8.1792,A,378625_1097,0.20251755656264436,0.9667765498161316,True
DESI-219.7907+12.1404,219.7907,12.1404,A,401325_154,0.2328850941822397,0.3054557740688324,True
DESI-219.9855+32.8402,219.9855,32.8402,A,509993_4128,0.15678505389901476,0.9991043210029602,True
DESI-318.0376-01.7568,318.0376,-1.7568,A,321560_3224,0.1543112363495255,0.9727248549461365,True
DESI-319.3483-00.9478,319.3483,-0.9478,A,325885_5297,0.08947615995781195,0.9997996687889099,True
DESI-349.5492-11.1012,349.5492,-11.1012,A,268732_522,0.21411586580991074,0.9999858140945435,True
DESI-359.8897+02.1399,359.8897,2.1399,A,344767_428,0.1877282378368337,0.9941032528877258,True
DESI-005.6187+01.8037,5.6187,1.8037,B,340470_4985,0.1979263138340301,0.9998570680618286,True
DESI-009.1701+00.7687,9.1701,0.7687,B,334724_5582,0.17843443882779175,0.9910156726837158,True
DESI-009.9772-12.2100,9.9772,-12.21,B,261747_3581,1733.0051610196213,0.006698629353195429,False
DESI-010.2401-09.0954,10.2401,-9.0954,B,278750_1032,0.14634452962722336,0.9986820816993713,True
DESI-010.2876-00.7303,10.2876,-0.7303,B,326089_3908,0.1122435519055904,0.997672975063324,True
DESI-010.3630-01.1298,10.363,-1.1298,B,324649_59,60.419323871206586,0.13854043185710907,False
DESI-011.0219-04.8058,11.0219,-4.8058,B,303069_1871,0.13624800547974483,0.9997034668922424,True
DESI-011.9235-06.1032,11.9235,-6.1032,B,295899_502,0.05602247778419377,0.9974626302719116,True
DESI-012.5310-18.6438,12.531,-18.6438,B,224263_7220,0.18723096349612686,0.9983932375907898,True
DESI-014.0105+03.0152,14.0105,3.0152,B,347704_3626,0.06429482573200804,0.9288049936294556,True
DESI-014.0683-01.3924,14.0683,-1.3924,B,321784_8525,0.12657167812225786,0.9797724485397339,True
DESI-014.0730-02.4262,14.073,-2.4262,B,316024_6776,0.10981786996682392,0.9983212351799011,True
DESI-014.4452-16.7457,14.4452,-16.7457,B,235253_4063,0.1529511625310998,0.9994407296180725,True
DESI-014.6199-00.4627,14.6199,-0.4627,B,327546_6606,0.20210807216988008,0.0665012076497078,True
DESI-015.0641-00.2718,15.0641,-0.2718,B,328988_4158,0.0756580826709316,0.9373900294303894,True
