row_id,RA,DEC,brick,head_score,v3blend8,v2_pfinal,mimic_p,mimic_fdr_sel
s_94849_937,17.458755139740617,-45.42639817257649,0176m455,4.489279868040645,0.6585852463658308,0.7864992445174032,0.00033778078027360244,False
s_521943_537,216.73044920257303,35.196007926729486,2168p352,4.478942691148502,0.7918622647428772,0.8574009068336903,0.00033778078027360244,False
s_284697_3112,72.46681877410361,-8.060219119933533,0724m080,4.472165605925842,0.7219933233667474,0.9002047329360741,0.00033778078027360244,False
s_249394_2016,80.44847403878495,-14.131190301228232,0804m142,4.46665338586172,0.5042243026919488,0.6162401266061981,0.00033778078027360244,False
s_315059_5081,132.9812269184709,-2.6717167983498267,1328m027,4.440668764106919,0.5123686417265298,0.5304062663433652,0.00037155885830096266,False
s_458865_5257,183.49447393904714,22.77189047555416,1833p227,4.436911985864056,0.8686862429504106,0.9530411705214993,0.00037155885830096266,False
s_416616_8726,189.53701893053577,15.030902527113527,1894p150,4.4292573675886615,0.9276095521642406,0.9693969435999614,0.00037155885830096266,False
s_330601_2374,58.37571542154392,-0.1122371296643937,0583p000,4.419191234039034,0.7458423216063471,0.7080172997981217,0.00037155885830096266,False
s_245020_4907,31.17122451642332,-15.026602347636562,0311m150,4.403496584223818,0.7320781666785436,0.9042953789234096,0.00040533693632832294,False
s_319174_3038,81.67532954989665,-1.9085796757771742,0816m020,4.387808867413511,0.37576944667047946,0.45278728163269355,0.00040533693632832294,False
s_367121_6319,200.61391682521847,6.185849189107446,2004p062,4.380746358523027,0.5799022864396864,0.5561592977993481,0.00040533693632832294,False
s_121189_764,288.5960723534262,-39.49979323539215,2887m395,4.370122236109413,0.5733942270877329,0.7188001048032231,0.00040533693632832294,False
s_294585_1752,41.52048461920549,-6.127545222960564,0416m062,4.35962659842205,0.8323457257018877,0.9187719072606393,0.00043911501435568316,False
s_391097_1162,134.34133237500646,10.514384806308009,1344p105,4.359187507887439,0.4337641633462924,0.47872068611872487,0.00043911501435568316,False
s_40733_970,333.4461723749454,-61.48729394038602,3336m615,4.357359705951222,0.48241041915175575,0.6498024879047435,0.00043911501435568316,False
s_121699_2344,93.11442802888857,-39.34341060722648,0932m392,4.357045156860375,0.8252027468584057,0.8895654061161797,0.00043911501435568316,False
s_57420_8393,30.422658326682985,-55.77543783226,0302m557,4.352564692008481,0.13053415256383044,0.19284552697473253,0.00043911501435568316,False
s_182508_4515,219.8728386818029,-26.806427215618207,2198m267,4.343688533725326,0.39184597933816734,0.5935577188903542,0.00043911501435568316,False
s_151884_7513,51.797336642698895,-32.776157151420676,0517m327,4.339634338867583,0.8546054257900524,0.8931308816196137,0.00043911501435568316,False
s_119342_4162,50.71637140160282,-39.76937097852493,0507m397,4.334932534177652,0.9026929608027755,0.950070932871599,0.00043911501435568316,False
s_366369_3313,11.500338966038864,6.177409076554665,0114p062,4.331517781947408,0.500139077222478,0.6280493639864628,0.00043911501435568316,False
s_196121_2515,21.086036401014017,-24.029968374263944,0211m240,4.326738835609171,0.9253528802647115,0.9657862685607149,0.00043911501435568316,False
s_127189_6791,47.33566502230462,-38.09607267493581,0472m380,4.326488457747999,0.8913474571897227,0.9693969435999614,0.00043911501435568316,False
s_327710_4999,55.664913622565585,-0.3820182772539196,0556m005,4.316604958662092,0.7231236846340021,0.7307267071552787,0.0004728930923830434,False
s_252182_1635,78.25621210849137,-13.794371771444643,0783m137,4.313994039542302,0.3625728073460472,0.4521710884646256,0.0004728930923830434,False
s_316501_2134,133.32800015480998,-2.3940035276260883,1333m025,4.301896852679907,0.5704815779972711,0.6336439909297052,0.0004728930923830434,False
s_299299_9279,145.58995335714752,-5.404701547019913,1454m055,4.295051472853171,0.5901646279356876,0.6250321508347191,0.0004728930923830434,False
s_282120_3589,142.1132311070108,-8.595961698466718,1420m085,4.291435483261178,0.717317354024363,0.7807334782138069,0.0004728930923830434,False
s_186133_2198,149.20314166667183,-26.04282127818485,1493m260,4.290998177892575,0.5908262108523586,0.6634222765380444,0.0004728930923830434,False
s_358240_4969,132.1083305005725,4.716347899695157,1319p047,4.28483247034702,0.28429107110480256,0.35274070648101624,0.0004728930923830434,False
s_55779_7604,17.7449074116319,-56.30264019779709,0176m562,4.28345160395935,0.7586504242071173,0.75684425572533,0.0004728930923830434,False
s_458660_6841,128.02855031538542,22.838463794731513,1278p227,4.276771793957703,0.692253286272237,0.6508462701319844,0.0004728930923830434,False
s_477316_2999,204.95351941201125,26.167515218452607,2048p262,4.2673787871510225,0.8261483156732744,0.9080161681257926,0.0004728930923830434,False
s_472155_2178,214.62782649777876,25.18143757017864,2146p252,4.261157121061489,0.8768530900402126,0.9043350283500763,0.0004728930923830434,False
s_90804_9172,3.9283683398381344,-46.60307575221976,0038m465,4.2395500894929805,0.8750974577857692,0.9693969435999614,0.0004728930923830434,False
s_188493_9687,83.45557402187038,-25.615109876900547,0833m255,4.2395500894929805,0.8750974577857692,0.9693969435999614,0.0004728930923830434,False
s_80046_878,316.2704796909806,-49.57831211397798,3164m495,4.237651897854834,0.9068514370406551,0.9536627711430998,0.0004728930923830434,False
