rank,is_new,rank_within_new,row_id,RA,DEC,mean5,footprint,brick
102161,0,,s_24246_17908,94.14316103105098,-67.88128400228936,0.22090377643180545,south,0943m680
102162,1,91001.0,s_320554_5909,66.73715560980854,-1.7047016250409746,0.22090364128816872,south,0666m017
102163,1,91002.0,s_231101_436,9.175822833465519,-17.450487714694475,0.220903411868494,south,0092m175
102164,1,91003.0,s_437254_2804,174.04887491284288,18.69574549278841,0.22090324210003018,south,1740p187
102165,1,91004.0,s_149854_1083,167.21860512727116,-33.226061376889064,0.2209028521894652,south,1673m332
102166,1,91005.0,s_368030_3704,69.09859991264027,6.6093364406064605,0.22090276293456554,south,0690p065
102167,1,91006.0,s_24014_1334,299.8838825078773,-68.1863257741745,0.22090186742134393,south,3001m682
102168,1,91007.0,s_502666_3559,224.23881342925975,31.260715236135415,0.22090186001732945,south,2241p312
102169,1,91008.0,s_473080_1159,110.08483895026377,25.579867018999753,0.2209012282313779,south,1101p255
102170,0,,s_157557_8512,284.70912875976273,-31.823123317517588,0.22090099315100814,south,2848m317
102171,1,91009.0,s_355108_1905,67.23804768540167,4.298500794419129,0.2208999367780052,south,0672p042
102172,0,,s_174284_10092,65.44861795255301,-28.338669653766374,0.22089951625675894,south,0653m282
102173,0,,s_340741_383,73.26703417619446,1.642504973205172,0.22089851804776117,south,0733p017
102174,1,91010.0,s_314667_7828,34.96380803794859,-2.8700558865503547,0.2208981346055225,south,0348m027
102175,1,91011.0,s_17204_29645,67.86543734979502,-71.56478103667246,0.2208976977970451,south,0676m715
102176,1,91012.0,s_189812_4861,87.90775002330419,-25.139946586597382,0.2208976885303855,south,0879m252
102177,1,91013.0,s_313040_2292,348.07656390538136,-3.158555571309745,0.2208976491703652,south,3481m032
102178,1,91014.0,s_189626_3105,36.53096784981775,-25.136957819983532,0.2208973052325746,south,0365m252
102179,1,91015.0,s_107061_6053,298.7503605183371,-42.697807717777266,0.22089672195434104,south,2986m427
102180,1,91016.0,s_286711_4033,220.22733759474974,-7.64435613364203,0.2208966408539709,south,2202m077
102181,1,91017.0,s_19503_10708,18.864630321739316,-70.27569301011329,0.22089624400250613,south,0187m702
102182,0,,s_181117_4699,190.74299120738092,-26.96432690915986,0.22089604692300782,south,1907m270
102183,1,91018.0,s_483652_4438,177.38514755818477,27.390712644754753,0.22089525138871977,south,1773p275
102184,1,91019.0,s_430241_1397,132.70969720984544,17.54724291949229,0.2208952145272633,south,1327p175
102185,1,91020.0,s_213323_166,349.03858996992096,-21.089659422582606,0.22089500801521353,south,3491m210
102186,0,,s_454863_3486,182.8516840217193,22.090424264615823,0.22089484895113856,south,1828p220
102187,1,91021.0,s_214521_7377,309.24918684385887,-20.859052456707182,0.22089475297834724,south,3091m207
102188,1,91022.0,s_372957_5397,228.54797940447764,7.155203369204385,0.22089420079719274,south,2284p072
102189,1,91023.0,s_249294_8065,54.8130958715212,-14.374447035192233,0.22089419851108688,south,0547m142
102190,1,91024.0,s_371364_1331,187.36065139383925,7.037696695246198,0.22089398941025137,south,1874p070
102191,1,91025.0,s_348267_2139,154.8342554646942,2.881361872451982,0.2208937753981445,south,1548p030
102192,0,,s_23705_45222,93.51014205248521,-68.16379927846569,0.22089374804345424,south,0933m682
102193,1,91026.0,s_207487_6560,224.32939781157515,-21.96687438986427,0.22089328026631846,south,2242m220
102194,1,91027.0,s_345251_423,120.76582298590934,2.440383935876908,0.22089302208623848,south,1208p025
102195,1,91028.0,s_9439_2250,285.1313617653935,-76.62380942501116,0.2208929849730339,south,2853m765
102196,1,91029.0,s_473170_571,134.95394612526735,25.61273470572004,0.22089281881344505,south,1350p255
102197,1,91030.0,s_250001_2724,236.74818569574495,-14.345911484993122,0.22089260999491672,south,2367m142
102198,1,91031.0,s_506297_1849,208.02813787020258,32.0130735896672,0.22089227071192,south,2080p320
102199,1,91032.0,s_402841_1362,247.30642519058446,12.574693593197862,0.22089209696277975,south,2473p125
102200,1,91033.0,s_223000_1022,39.090731967271964,-19.000986056558883,0.22089190688275268,south,0391m190
102201,1,91034.0,s_188285_3587,25.800356841615663,-25.384996580508243,0.22088983961584746,south,0258m255
102202,1,91035.0,s_198934_3692,68.72973902852,-23.536828457252685,0.22088943695271154,south,0687m235
102203,1,91036.0,s_475900_3884,171.33059327993374,26.08652561490987,0.22088861536758486,south,1712p260
102204,1,91037.0,s_134917_10483,308.4473977005549,-36.514980026997925,0.2208884781197412,south,3083m365
102205,1,91038.0,s_47980_11116,353.7003446298655,-58.9307993174656,0.22088845483958722,south,3534m590
102206,1,91039.0,s_212226_7760,55.83374471425979,-20.98040185656183,0.2208882752645877,south,0557m210
102207,1,91040.0,s_156896_3994,90.97143154731168,-31.78192399882633,0.22088822660734878,south,0910m317
102208,1,91041.0,s_322226_3880,124.63956041027643,-1.427728348160677,0.22088811427820473,south,1246m015
102209,1,91042.0,s_405639_653,243.87153398885866,12.89875545649067,0.22088714194542264,south,2439p130
102210,1,91043.0,s_347961_3659,78.39620695984082,3.0682566308404677,0.22088706055656077,south,0783p030
102211,1,91044.0,s_345012_1234,61.08910670747191,2.483387294975827,0.2208870223897975,south,0611p025
102212,1,91045.0,s_351299_3916,193.66632902111672,3.4761122249560996,0.22088675103150307,south,1936p035
102213,0,,s_489010_999,252.16195344839778,28.517825730616206,0.22088667750358582,south,2522p285
102214,1,91046.0,s_369286_3153,24.76759018767452,6.806693715044646,0.22088618210400454,south,0247p067
102215,1,91047.0,s_508935_3680,266.4817932934847,32.45918823793776,0.22088535623624922,south,2664p325
102216,1,91048.0,s_342722_1352,208.55425572189466,2.0017691647708973,0.22088530032197012,south,2086p020
102217,1,91049.0,s_505981_6578,115.28895608140942,32.07684400978329,0.22088501915568487,south,1151p320
102218,1,91050.0,s_271730_297,30.980285988048355,-10.250940402997337,0.2208847468456952,south,0311m102
102219,1,91051.0,s_339789_3596,195.396905716776,1.581680978027777,0.2208845169050619,south,1953p015
102220,0,,s_505241_5214,257.9525188345249,31.63551400509142,0.2208841067738831,south,2578p317
102221,1,91052.0,s_314813_2523,71.34298541671355,-2.685941607359307,0.22088388151023536,south,0713m027
102222,0,,s_240532_827,308.5930465434365,-15.926543630002392,0.2208835951227229,south,3087m160
102223,1,91053.0,s_509775_3996,155.29247525670218,32.7162409621391,0.22088358273613268,south,1552p327
102224,1,91054.0,s_170837_5580,164.81847832071765,-28.99568540291333,0.220883144531399,south,1647m290
102225,1,91055.0,s_342109_2164,55.35709839095244,1.8815765135170892,0.220883053727448,south,0553p020
102226,1,91056.0,s_179304_3614,42.21484013319582,-27.348845682706887,0.22088189781352413,south,0422m272
102227,0,,s_31158_38251,89.78940164891966,-64.9777867099052,0.2208814727520803,south,0897m650
102228,1,91057.0,s_38857_11289,68.80622436848229,-61.97694402599205,0.22088137579121395,south,0685m620
102229,1,91058.0,s_398318_1246,171.89355013584074,11.63903811025802,0.22088102162233553,south,1719p117
102230,1,91059.0,s_1880_6536,123.20580316117157,-83.92017586958563,0.22088045316631905,south,1227m840
102231,1,91060.0,s_456732_7219,326.79678952659873,22.263075174952608,0.22088042686518747,south,3266p222
102232,1,91061.0,s_299346_1027,157.18878067666816,-5.426048598655379,0.2208803807385266,south,1572m055
102233,1,91062.0,s_450559_1095,107.45537762178965,21.164295795879305,0.22088035182096064,south,1075p212
102234,1,91063.0,s_444061_2248,174.55873529572514,20.017353202738004,0.22087967162951827,south,1745p200
102235,1,91064.0,s_243761_2643,65.53061588783386,-15.222815988693485,0.2208795096477843,south,0655m152
102236,1,91065.0,s_44410_6513,45.0352284008122,-59.908279166106425,0.220877835873398,south,0450m600
102237,1,91066.0,s_336748_4491,155.20601492688795,0.966597921458965,0.2208778261920088,south,1551p010
102238,1,91067.0,s_128326_7227,46.8851852277271,-37.818135686581144,0.2208746799034998,south,0468m377
102239,1,91068.0,s_508904_4475,257.38409825095846,32.39685638693743,0.22087436534930022,south,2572p325
102240,1,91069.0,s_47198_8460,336.08251499618933,-59.299031928884936,0.22087331675284078,south,3359m592
102241,1,91070.0,s_254882_3026,51.87822520959879,-13.34873760952778,0.2208732064405922,south,0519m132
