rank,is_new,rank_within_new,row_id,RA,DEC,mean5,footprint,brick,sep_arcsec,klc_ra,klc_dec,klc_index,klc_ref,klc_dup,klc_catalog
60907,1,52772.0,s_369975_4277,198.00339377238512,6.731820427033161,0.2429924928816035,south,1979p067,0.00013367404891610432,198.0033938,6.731820402,10341,Storfer 2023,1,klc_clean250629ymh
457,0,,s_212143_5031,33.568329508720865,-21.09336760364761,0.4623801332898438,south,0335m210,0.0001906561483811781,33.56832955,-21.09336764,10289,Storfer 2023,1,klc_clean250629ymh
7264,1,4759.0,s_280145_1197,2.834612320138041,-8.764535824311935,0.3362712585832924,south,0029m087,0.00041735545331218147,2.834612303,-8.764535939,10381,Storfer 2023,1,klc_clean250629ymh
3968,1,2226.0,s_453538_6684,186.71298787572255,21.83120517548351,0.3630588753148913,south,1865p217,0.0007960563582293399,186.7129881,21.83120525,11854,Storfer 2023,1,klc_clean250629ymh
74168,0,,s_134026_1294,31.69343985621304,-36.49393476877048,0.2346633171895518,south,0318m365,0.0009306461414537342,31.69344,-36.493935,1369,Stein21,1,klc_clean250629ymh
4098,1,2325.0,s_137628_8406,65.3721305356873,-35.78774927004518,0.3615483586909249,south,0652m357,0.0009353952373935522,65.37213085,-35.78774922,11518,Storfer 2023,1,klc_clean250629ymh
9216,1,6303.0,s_253353_9271,19.468994225573777,-13.406511133629412,0.3250297907419736,south,0193m135,0.000969634626292666,19.46899397,-13.40651103,11078,Storfer 2023,1,klc_clean250629ymh
104143,1,92807.0,s_113788_9451,30.621169366040043,-41.08867921375568,0.2200883399345912,south,0305m410,0.0011019360439633685,30.62116896,-41.08867922,11195,Storfer 2023,2,klc_clean250629ymh
2236,0,,s_204042_4495,14.692073757585336,-22.585898417808583,0.389791586343199,south,0147m225,0.0011221266768087343,14.69207342,-22.58589842,11022,Storfer 2023,1,klc_clean250629ymh
10064,1,7014.0,s_271825_885,55.12141767968076,-10.301852032060989,0.3211765230167657,south,0552m102,0.001140415380134879,55.121418,-10.301852,2491,Stein21,1,klc_clean250629ymh
99960,1,88975.0,s_238025_7217,17.074761576332833,-16.21137363017224,0.2218379310099408,south,0170m162,0.0012116033300307496,17.07476189,-16.21137348,11050,Storfer 2023,1,klc_clean250629ymh
9185,0,,s_89839_9992,13.05368091545878,-46.840830967900914,0.3251212006434798,south,0129m467,0.0012278962630638622,13.05368043,-46.84083089,11008,Storfer 2023,2,klc_clean250629ymh
105179,1,93751.0,s_98839_1539,346.36602050918896,-44.696326788816826,0.2197129421168938,south,3464m447,0.0013036569454240986,346.36602,-44.6963268,10871,Storfer 2023,2,klc_clean250629ymh
52508,1,45110.0,s_229737_1360,11.822926958333005,-17.8747612994343,0.2493358862120658,south,0119m177,0.0013364392793655928,11.82292669,-17.87476103,10409,Storfer 2023,1,klc_clean250629ymh
30573,1,25074.0,s_156680_1675,27.59865595969005,-31.71095961603831,0.2722853104991373,south,0277m317,0.0013877639234397658,27.598656,-31.71096,1095,Stein21,1,klc_clean250629ymh
7609,0,,s_245107_1883,53.58602515358645,-14.905804633845785,0.3341351151466369,south,0536m150,0.0014223275769391448,53.586025,-14.905805,2461,Stein21,1,klc_clean250629ymh
1040,1,359.0,s_250709_6612,59.11993003380809,-13.941794529841223,0.4246354833012447,south,0590m140,0.001465623436876475,59.11992972,-13.9417948,10607,Storfer 2023,2,klc_clean250629ymh
2606,0,,s_469456_4949,191.49656834712872,24.632914234588313,0.3823347680736333,south,1914p247,0.0015428357673590808,191.4965685,24.63291464,11864,Storfer 2023,2,klc_clean250629ymh
16526,1,12556.0,s_74792_5901,75.8332084202788,-50.868859039088406,0.2987111278402153,south,0758m507,0.0015512550303129274,75.83320817,-50.86885944,11611,Storfer 2023,2,klc_clean250629ymh
672,0,,s_95802_12043,356.7964879731161,-45.48362228611291,0.4452092207502574,south,3566m455,0.0015766752597343213,356.7964877,-45.48362268,10894,Storfer 2023,1,klc_clean250629ymh
90488,0,,s_135183_725,30.63759643292068,-36.12556528226241,0.2261482659494504,south,0307m362,0.0016177958955092204,30.637596,-36.125565,1302,Stein21,1,klc_clean250629ymh
75297,1,66101.0,s_138845_11343,78.966980580877,-35.601290039681366,0.2340093351376708,south,0788m355,0.0017062845586952374,78.96698,-35.60129,2846,Stein21,1,klc_clean250629ymh
53532,1,46039.0,s_486044_3990,131.8403567479732,27.88005823364665,0.2485318891704082,south,1318p280,0.0017550785415024312,131.840357,27.8800578,11747,Storfer 2023,1,klc_clean250629ymh
55472,0,,s_460867_3475,5.873623913966106,23.358571093683956,0.2470086372457444,south,0058p232,0.001771440099588974,5.873623501,23.35857078,10950,Storfer 2023,1,klc_clean250629ymh
7862,1,5228.0,s_511004_2970,160.18597034837774,33.088950156883264,0.3327578702941537,south,1602p330,0.0017735611449508262,160.18597,33.08894976,10743,Storfer 2023,2,klc_clean250629ymh
92424,1,81992.0,s_406159_4041,17.38106333388873,13.333031382421884,0.2252242447808385,south,0173p132,0.0018064663627574765,17.381063,13.333031,677,Stein21,1,klc_clean250629ymh
57002,1,49208.0,s_99858_3994,342.6463792054173,-44.43525640658852,0.2458543799817562,south,3426m445,0.0018200334056646431,342.6463785,-44.43525645,12093,Storfer 2023,1,klc_clean250629ymh
570,0,,s_348531_3814,220.90316748284351,3.014074246942207,0.4523633604258066,south,2208p030,0.0018369279532096956,220.903167,3.01407408,10797,Storfer 2023,1,klc_clean250629ymh
470,0,,s_245035_3726,34.99156995636477,-14.94602051418964,0.4613033974543213,south,0350m150,0.0018572942715873435,34.99157,-14.94602,1611,Huang et al. 2020a,1,klc_clean250629ymh
1450,1,592.0,s_47446_858,95.58259550703607,-58.878795547251414,0.4100815759855322,south,0957m590,0.0018702630957753306,95.582596,-58.878796,2977,Stein21,1,klc_clean250629ymh
5065,0,,s_339022_9225,3.7406649585659904,1.6169902534678682,0.3525592188350856,south,0036p015,0.001885472670746291,3.740665466,1.616990123,10263,Storfer 2023,2,klc_clean250629ymh
67564,0,,s_185689_6038,25.96466356463344,-26.050745583914285,0.2386509619420394,south,0259m260,0.0018945605636252866,25.96466358,-26.05074611,11148,Storfer 2023,1,klc_clean250629ymh
122019,1,109193.0,s_78180_8680,318.4704154716251,-49.93811896561951,0.2134792983386432,south,3183m500,0.0019199319896172746,318.4704147,-49.93811916,12023,Storfer 2023,1,klc_clean250629ymh
6271,1,3966.0,s_89692_2212,319.17178713203026,-47.01754952171218,0.3426453855005092,south,3192m470,0.0019488158608719503,319.1717877,-47.0175499,10836,Storfer 2023,1,klc_clean250629ymh
70765,1,61919.0,s_367712_4370,349.1332509177816,6.18026061248571,0.2367054324917262,south,3490p062,0.001971531542466555,349.1332505951977,6.180261056404211,12758,Lemon2019,1,klc_clean250629ymh
20779,1,16286.0,s_156814_1943,66.89453071878378,-31.8370773016605,0.2887007262150291,south,0669m317,0.0019754803808672153,66.89453128,-31.83707703,11523,Storfer 2023,1,klc_clean250629ymh
4718,0,,s_358966_3575,313.97427057871846,4.660142019627936,0.3554135128855705,south,3139p047,0.0020777010190423002,313.97427,4.660142,7520,Stein21,1,klc_clean250629ymh
63723,1,55382.0,s_295865_1218,3.2896798642654517,-5.953552514708561,0.2410819541430101,south,0033m060,0.002127667079005793,3.2896793,-5.9535527,135,Stein21,1,klc_clean250629ymh
111780,1,99839.0,s_115013_147,74.69944573372284,-40.75106097226992,0.2171721164602786,south,0748m407,0.00215122432769055,74.69944495,-40.75106104,11603,Storfer 2023,2,klc_clean250629ymh
4465,1,2592.0,s_498729_2943,159.58315005295103,30.52680033934705,0.3577734439866617,south,1595p305,0.002194618792671594,159.5831498,30.52679977,11794,Storfer 2023,1,klc_clean250629ymh
4520,1,2634.0,s_98051_1504,69.87488448012424,-44.755082418695714,0.3571804511360824,south,0700m447,0.002229623990403844,69.87488379,-44.75508204,11543,Storfer 2023,1,klc_clean250629ymh
78502,1,69069.0,s_360001_4444,213.50499286135727,4.927268705025784,0.2322042683837935,south,2134p050,0.002243688039241776,213.5049923,4.92726843,11911,Storfer 2023,1,klc_clean250629ymh
13024,0,,s_212060_1394,11.267827463408556,-21.036958550152747,0.3093818118795752,south,0113m210,0.002246578206093998,11.267827,-21.036959,390,Stein21,1,klc_clean250629ymh
1078,0,,s_212136_1362,31.59150167528939,-20.905650298357692,0.4232982068322599,south,0316m210,0.0023386670564480723,31.59150111,-20.90564992,11202,Storfer 2023,2,klc_clean250629ymh
41995,1,35470.0,s_36131_9102,37.1434217720288,-63.00318599200304,0.2587791039200965,south,0369m630,0.002347486983832598,37.14342175,-63.00318534,10526,Storfer 2023,1,klc_clean250629ymh
23164,1,18405.0,s_182021_11562,83.84543914026554,-26.711566990703687,0.2841826803050935,south,0837m267,0.002351649621401204,83.84543899,-26.71156763,11661,Storfer 2023,1,klc_clean250629ymh
13409,1,9830.0,s_107320_10551,26.700704533131763,-42.61238810050634,0.3080919642699882,south,0265m425,0.0024611616519196406,26.70070368,-42.61238783,10465,Storfer 2023,1,klc_clean250629ymh
12329,1,8917.0,s_216271_6989,55.75838923418229,-20.139568538354357,0.311710729781771,south,0557m202,0.002480784346798852,55.75838907,-20.13956921,11436,Storfer 2023,1,klc_clean250629ymh
45512,1,38690.0,s_202919_7152,70.85759992209917,-22.696999886785147,0.2553591545671224,south,0707m227,0.002499705923538372,70.85760066,-22.69699975,11555,Storfer 2023,1,klc_clean250629ymh
16173,1,12238.0,s_282251_2940,175.0655841724863,-8.447514169259879,0.2996491521596908,south,1750m085,0.002528822187222984,175.0655835,-8.447514395,11823,Storfer 2023,1,klc_clean250629ymh
110411,1,98565.0,s_295975_6611,31.033433288438303,-6.0832595514339225,0.2176879786187782,south,0310m060,0.0025531908094645075,31.033434,-6.0832596,1324,Stein21,1,klc_clean250629ymh
118388,1,105898.0,s_51159_12100,61.47866178798863,-57.65409103259702,0.2147688717464916,south,0613m577,0.00256742008971238,61.47866056,-57.65409131,11489,Storfer 2023,1,klc_clean250629ymh
876,1,276.0,s_131681_10777,20.613673082374344,-36.90740781822944,0.4328299198299646,south,0204m370,0.002609962627158347,20.61367331,-36.90740852,10440,Storfer 2023,2,klc_clean250629ymh
116889,1,104523.0,s_121558_7059,47.87043770094725,-39.197366620958576,0.2152995750308036,south,0478m392,0.002613589381467621,47.87043858,-39.19736637,10568,Storfer 2023,1,klc_clean250629ymh
5941,1,3699.0,s_99774_6934,313.3734533184623,-44.6072725050133,0.3451363557673176,south,3133m445,0.0026177351798256096,313.3734525,-44.60727294,10829,Storfer 2023,1,klc_clean250629ymh
650,0,,s_334782_9326,23.70528530592093,0.8656897193232068,0.4464299790561199,south,0236p007,0.0026201928172128667,23.705286,0.8656895,955,Stein21,1,klc_clean250629ymh
43507,1,36860.0,s_45151_3194,52.90783461168381,-59.79699468067325,0.2572760644834488,south,0530m597,0.0026485757838951352,52.90783499,-59.79699397,11401,Storfer 2023,1,klc_clean250629ymh
14355,0,,s_89766_3579,346.24882520307915,-47.01591121827677,0.3050351277459412,south,3463m470,0.002649333173337988,346.2488244,-47.01591171,10870,Storfer 2023,1,klc_clean250629ymh
58450,0,,s_399763_5836,180.72876425095217,12.064357369802932,0.2447580256033688,south,1806p120,0.0026510118263615595,180.7287636,12.06435774,11837,Storfer 2023,2,klc_clean250629ymh
54898,1,47276.0,s_238051_9723,23.90788245232133,-16.191060228485807,0.2474627530580619,south,0238m162,0.0026563589081140993,23.90788311,-16.19106061,11119,Storfer 2023,1,klc_clean250629ymh
4863,1,2881.0,s_72809_2486,9.242412167863112,-51.20865191996023,0.3542467551771551,south,0093m512,0.0026641932519047445,9.242411895,-51.20865264,10397,Storfer 2023,1,klc_clean250629ymh
2504,1,1220.0,s_73740_9152,20.100429731524848,-51.08959064672321,0.3845666997367516,south,0199m510,0.0026705147931664333,20.10042864,-51.08959093,11088,Storfer 2023,1,klc_clean250629ymh
44253,1,37539.0,s_303153_8083,32.040592052862756,-4.69774265217608,0.2565823984332382,south,0319m047,0.002698838972821574,32.040592,-4.6977434,1386,Stein21,1,klc_clean250629ymh
1508,0,,s_325248_5893,160.23506636428024,-1.0663104157293373,0.4084005340933799,south,1601m010,0.0027024652934449778,160.2350666,-1.066309703,10744,Storfer 2023,1,klc_clean250629ymh
1385,0,,s_376985_2853,163.2386625617911,8.028180949918944,0.4121441276744008,south,1632p080,0.002719353688675479,163.2386629,8.028181627,11801,Storfer 2023,1,klc_clean250629ymh
34953,1,29056.0,s_270287_8744,24.853124724866127,-10.60780961437527,0.2665450701722875,south,0247m105,0.0027302936545836034,24.85312432,-10.60781026,11128,Storfer 2023,1,klc_clean250629ymh
27167,1,21999.0,s_346282_8369,18.6932802361655,2.708840555054759,0.2772817511344329,south,0186p027,0.002751493120326818,18.693281,2.7088406,739,Stein21,1,klc_clean250629ymh
43231,1,36601.0,s_472122_1198,205.45104773808345,25.33480397679058,0.2575385547243058,south,2055p252,0.0027521205329361113,205.4510469,25.33480408,10783,Storfer 2023,1,klc_clean250629ymh
102348,0,,s_290343_922,54.660842369519216,-6.887415101671084,0.2208273876574821,south,0547m070,0.0027546430956425995,54.66084205,-6.887415798,10596,Storfer 2023,1,klc_clean250629ymh
741,0,,s_78304_4033,6.294507481384416,-49.774068845484514,0.4402342526242137,south,0063m497,0.0027989426328146284,6.294508647,-49.77406904,10390,Storfer 2023,2,klc_clean250629ymh
4184,0,,s_490090_3522,199.5495621094595,28.727640599790835,0.3606479354202747,south,1995p287,0.0028047519423782478,199.5495625,28.7276399,10777,Storfer 2023,1,klc_clean250629ymh
6051,1,3785.0,s_200153_1216,40.47953209353275,-23.343763866153893,0.3442606919677928,south,0405m232,0.002823046233262003,40.47953174,-23.34376458,11299,Storfer 2023,1,klc_clean250629ymh
889,1,283.0,s_127225_6488,58.678900039794954,-37.88095520225798,0.4320892753079534,south,0586m380,0.00288418927143623,58.67889935,-37.88095579,10604,Storfer 2023,1,klc_clean250629ymh
8746,0,,s_32238_1481,1.2276737080303937,-64.38648621185655,0.3277165271341801,south,0014m645,0.0028907214347044276,1.227674539,-64.38648693,10914,Storfer 2023,2,klc_clean250629ymh
75743,1,66510.0,s_176683_5597,24.131358290879312,-27.741975463923332,0.2337383279693313,south,0241m277,0.002901835084460792,24.13135882,-27.74197612,11123,Storfer 2023,2,klc_clean250629ymh
17346,1,13271.0,s_283776_3315,200.0591738668194,-8.362484751056392,0.2965133362449705,south,2000m082,0.00290520446300027,200.0591737,-8.362485541,11883,Storfer 2023,1,klc_clean250629ymh
129968,1,116409.0,s_202952_2449,79.63557314421594,-22.703184172685585,0.2108200867369305,south,0797m227,0.002909305997260195,79.635574,-22.703184,2851,Stein21,1,klc_clean250629ymh
8788,1,5957.0,s_78239_7296,341.27327314272657,-50.02039051977607,0.3274891781751649,south,3412m500,0.0029182024071984286,341.2732732,-50.02038971,12089,Storfer 2023,1,klc_clean250629ymh
48201,1,41138.0,s_212098_1715,21.434358954177835,-21.05076328417815,0.2529915999155491,south,0215m210,0.0029466914867102845,21.43435857,-21.05076402,11100,Storfer 2023,1,klc_clean250629ymh
28327,1,23040.0,s_55047_10218,47.738242457613005,-56.41247982168412,0.2755680331261828,south,0475m565,0.0029541850154463545,47.73824351,-56.4124804,11361,Storfer 2023,1,klc_clean250629ymh
50532,1,43281.0,s_236655_1656,20.090362433268833,-16.50310151015106,0.2509796239086427,south,0201m165,0.0029546586380441954,20.09036273,-16.50310228,11087,Storfer 2023,1,klc_clean250629ymh
7727,1,5121.0,s_361321_3859,184.43764989307,5.332912425536974,0.3335199780762196,south,1843p052,0.0030315008802784234,184.4376491,5.332912133,11845,Storfer 2023,2,klc_clean250629ymh
36920,1,30844.0,s_107402_864,54.158406852297645,-42.564986658564955,0.2642140793002909,south,0543m425,0.003044170804986516,54.15840787,-42.56498705,11413,Storfer 2023,1,klc_clean250629ymh
656,0,,s_110723_449,91.18049197095692,-41.81029380566391,0.4459541250485926,south,0913m417,0.0030462459895558855,91.18049141,-41.81029307,10321,Storfer 2023,1,klc_clean250629ymh
119475,1,106887.0,s_99014_2415,47.60787293202519,-44.499893525658855,0.2143856018665246,south,0477m445,0.0030509538516068583,47.607872,-44.499893,2261,Stein21,1,klc_clean250629ymh
19499,0,,s_32915_10611,31.93508636095436,-64.35387039122203,0.2914335368201136,south,0317m642,0.003074210152961727,31.93508456,-64.35387074,11206,Storfer 2023,1,klc_clean250629ymh
114467,1,102318.0,s_367091_5362,193.0067098000923,6.236743833471773,0.2161676499992609,south,1929p062,0.003084606896451072,193.00671,6.236743,5568,Stein21,1,klc_clean250629ymh
1665,1,714.0,s_55086_6761,65.2009943676043,-56.51301195778056,0.403483982916805,south,0651m565,0.0030891510841823846,65.20099377,-56.51301275,10308,Storfer 2023,1,klc_clean250629ymh
91869,1,81487.0,s_54262_8075,52.03080714184509,-56.6873708346284,0.2254936863144394,south,0519m567,0.003109030643399602,52.03080557,-56.68737081,11391,Storfer 2023,1,klc_clean250629ymh
23365,0,,s_218995_6491,59.28841937173206,-19.749671040899017,0.2838340281625278,south,0592m197,0.003117020758541835,59.28841862,-19.74967154,11470,Storfer 2023,1,klc_clean250629ymh
3333,1,1780.0,s_320313_4822,6.364763182395948,-1.7436221064260484,0.3707247210200876,south,0063m017,0.003127377351332215,6.364763333,-1.743622962,10952,Storfer 2023,2,klc_clean250629ymh
9549,1,6587.0,s_413194_3715,25.9532909250535,14.46196874649681,0.3233899534214288,south,0259p145,0.0031800834065757685,25.95329036,14.46196944,10459,Storfer 2023,1,klc_clean250629ymh
79538,1,70040.0,s_398234_1933,150.52171547204918,11.657457083711137,0.2316479934728704,south,1505p117,0.0032074170275422555,150.5217146,11.65745683,11775,Storfer 2023,1,klc_clean250629ymh
116851,1,104492.0,s_246380_10361,22.968569134741283,-14.698140258799985,0.2153143045958131,south,0228m147,0.0032243485205028914,22.9685686,-14.69814099,11112,Storfer 2023,1,klc_clean250629ymh
78887,1,69430.0,s_447896_3998,115.54421919381734,20.76037793036379,0.2319934298750013,south,1155p207,0.0032343806152809814,115.5442183,20.76037826,11728,Storfer 2023,1,klc_clean250629ymh
51799,0,,s_239427_6440,21.73899119552167,-15.97236913117817,0.249931426520925,south,0216m160,0.003239583650493538,21.73899181,-15.97236981,11105,Storfer 2023,1,klc_clean250629ymh
15682,1,11801.0,s_323025_10134,324.491779979882,-1.4899894406634548,0.3010390679351985,south,3243m015,0.0032412151525385634,324.4917792,-1.489989891,10841,Storfer 2023,2,klc_clean250629ymh
13467,0,,s_81301_2022,74.8689786383533,-48.96714324748034,0.3079416412860155,south,0750m490,0.003241327347504226,74.86897782,-48.96714397,11605,Storfer 2023,1,klc_clean250629ymh
2047,0,,s_42870_5050,350.08087927669203,-60.77700851485163,0.3938536384608596,south,3500m607,0.0032549278265569144,350.0808775,-60.77700877,12120,Storfer 2023,2,klc_clean250629ymh
1075,0,,s_283663_4207,171.58115432000676,-8.350809978095736,0.4235387399094179,south,1715m082,0.003278698813565781,171.5811534,-8.350809948,11816,Storfer 2023,1,klc_clean250629ymh
4159,1,2376.0,s_261863_3333,39.15095234823082,-12.093631784291311,0.3609479997307062,south,0391m120,0.003282181698451115,39.15095267,-12.09363264,10535,Storfer 2023,1,klc_clean250629ymh
32473,0,,s_152972_2815,14.26667404807398,-32.37510394413344,0.2696998930536211,south,0143m325,0.0033196035202498085,14.26667344,-32.37510471,11016,Storfer 2023,1,klc_clean250629ymh
5837,0,,s_60760_5250,51.99785329106449,-54.82141659443192,0.3460316076409072,south,0520m547,0.0033255756061886807,51.99785242,-54.82141737,10583,Storfer 2023,1,klc_clean250629ymh
13498,1,9902.0,s_196278_4787,64.03202495978725,-24.07745903681373,0.3078028087402344,south,0640m240,0.0033552961258390425,64.03202395,-24.0774589,11508,Storfer 2023,1,klc_clean250629ymh
10853,1,7674.0,s_402782_1919,232.2364889897329,12.501708013748942,0.3175509788095951,south,2322p125,0.003410189722124722,232.2364883,12.50170868,11948,Storfer 2023,1,klc_clean250629ymh
9066,1,6189.0,s_34679_4635,311.29752997958246,-63.74794998564837,0.3258024815237149,south,3113m637,0.0034107513735024417,311.2975281,-63.74795044,12008,Storfer 2023,2,klc_clean250629ymh
19724,1,15365.0,s_71117_1757,50.409232652125,-51.83935589005835,0.2909257851541042,south,0505m517,0.0034583172050638347,50.40923116,-51.83935616,11381,Storfer 2023,1,klc_clean250629ymh
555,1,128.0,s_134183_2279,80.45835132788187,-36.586243686433065,0.4536298330873251,south,0805m365,0.0035350698956921004,80.45835012,-36.58624384,10675,Storfer 2023,2,klc_clean250629ymh
2848,1,1459.0,s_153020_4102,28.4748268899338,-32.59963438163541,0.3783630050136707,south,0285m325,0.0035525015594993414,28.47482658,-32.59963343,10479,Storfer 2023,2,klc_clean250629ymh
2927,0,,s_141203_2489,79.55907739424488,-34.96969704846908,0.3770655154425185,south,0796m350,0.003559299711274191,79.55907742,-34.96969606,11637,Storfer 2023,1,klc_clean250629ymh
82209,0,,s_90907_3759,41.04337699973199,-46.44016161841024,0.2302433549892157,south,0411m465,0.0035679439749275693,41.04337558,-46.44016146,10542,Storfer 2023,2,klc_clean250629ymh
12948,0,,s_113732_10640,12.192318557575971,-40.977580899155825,0.3096211175434291,south,0120m410,0.0035741327911993684,12.192318,-40.97758,427,Stein21,1,klc_clean250629ymh
1265,0,,s_304492_2950,7.601742426469934,-4.44790120840889,0.416992908809334,south,0076m045,0.0036328850628032476,7.601741727,-4.447900479,10960,Storfer 2023,2,klc_clean250629ymh
149903,1,134002.0,s_409538_4260,164.82674064110824,13.692634797503985,0.2050954231293872,south,1647p137,0.003642946800003954,164.82674,13.692634,4492,Stein21,1,klc_clean250629ymh
131664,1,117945.0,s_54185_10417,17.206111240522425,-56.727314755452795,0.2102900418860372,south,0170m567,0.0036605098210873367,17.20611,-56.727314,671,Stein21,1,klc_clean250629ymh
1955,1,878.0,s_110591_3348,47.18882239566169,-41.76208624194449,0.3958698338421527,south,0472m417,0.003726980429933467,47.18882123,-41.76208568,11357,Storfer 2023,1,klc_clean250629ymh
262,0,,s_132877_8783,34.22483448153811,-36.80045790420416,0.4876185951754451,south,0341m367,0.0037325795350055453,34.22483319,-36.80045783,10509,Storfer 2023,1,klc_clean250629ymh
49435,0,,s_500103_39,197.7103161676867,30.867800469498754,0.2518792521674186,south,1978p307,0.003812104156921017,197.7103174,30.86780042,10773,Storfer 2023,1,klc_clean250629ymh
51263,1,43956.0,s_314621_644,23.26520235612707,-2.723016368550055,0.2503808919573203,south,0233m027,0.0038675915681081366,23.26520131,-2.723016119,11116,Storfer 2023,1,klc_clean250629ymh
14080,1,10406.0,s_317314_1565,336.5508452343417,-2.591324099052551,0.305888797622174,south,3366m025,0.003883630334293145,336.5508458,-2.591325018,12076,Storfer 2023,1,klc_clean250629ymh
123392,0,,s_180658_324,62.1530199155439,-26.948995851878053,0.2130104577867314,south,0622m270,0.003885780132378842,62.15302009,-26.94899692,11496,Storfer 2023,1,klc_clean250629ymh
2304,1,1097.0,s_424702_522,126.61991577445043,16.503546174491646,0.3885227175429463,south,1267p165,0.00389197672662547,126.6199169,16.50354611,10328,Storfer 2023,2,klc_clean250629ymh
29188,1,23818.0,s_81953_9321,322.727840281254,-48.95409908480448,0.2742678813519887,south,3225m490,0.003961490254096171,322.72784,-48.954098,7587,Stein21,1,klc_clean250629ymh
42563,1,35988.0,s_184326_2590,6.751346180901997,-26.26729754459008,0.2582245304947719,south,0068m262,0.003965244693399628,6.751345018,-26.26729719,10955,Storfer 2023,1,klc_clean250629ymh
142816,1,127885.0,s_155420_5258,17.202175701508768,-31.876516073987,0.2069637698703445,south,0172m320,0.003978514299238019,17.202177,-31.876516,670,Stein21,1,klc_clean250629ymh
101594,0,,s_503745_5571,179.6266879931087,31.397021526099557,0.2211474780924618,south,1795p315,0.003980687102695779,179.6266867,31.39702146,10763,Storfer 2023,2,klc_clean250629ymh
4606,0,,s_82242_1476,71.89463420458569,-48.806672880413906,0.35649175317958,south,0720m487,0.003984662984510566,71.89463289,-48.80667357,10647,Storfer 2023,1,klc_clean250629ymh
325,0,,s_478495_654,173.0654245493971,26.588628088769894,0.4771017312072217,south,1731p265,0.004009274574164885,173.0654234,26.58862766,10753,Storfer 2023,2,klc_clean250629ymh
2901,1,1496.0,s_333170_3585,340.58993481690834,0.1957230247432126,0.3776226173911709,south,3406p002,0.004041862246146921,340.5899337,0.1957229104,10363,Storfer 2023,2,klc_clean250629ymh
977,1,327.0,s_181817_7902,26.74432956506397,-26.77129464254157,0.4281943604815751,south,0266m267,0.004051030510229806,26.74433034,-26.77129553,10466,Storfer 2023,2,klc_clean250629ymh
3897,0,,s_426295_4804,182.02291885088192,16.632623760672214,0.3638242272660136,south,1819p167,0.004056297479601529,182.02292,16.632624,5175,Stein21,1,klc_clean250629ymh
3121,0,,s_224410_6981,51.30055937098329,-18.67985604142576,0.3739984276820906,south,0512m187,0.004063282004126553,51.30056,-18.679857,2381,Stein21,1,klc_clean250629ymh
40902,0,,s_435921_3866,183.04983956583868,18.383404760781858,0.2599194881506264,south,1830p185,0.004092949581923803,183.0498385,18.38340528,11842,Storfer 2023,1,klc_clean250629ymh
56008,1,48300.0,s_160405_3711,37.090850952088225,-31.00032468273747,0.2466067635919898,south,0371m310,0.004094315059820696,37.09085094,-31.00032582,11265,Storfer 2023,1,klc_clean250629ymh
6954,0,,s_121551_3932,45.50919933821436,-39.18081730918369,0.3382351995445788,south,0455m392,0.004097149915039931,45.50920033,-39.18081647,11346,Storfer 2023,2,klc_clean250629ymh
1572,1,664.0,s_47429_3463,87.47812130035032,-58.98394412530653,0.4061974584124982,south,0875m590,0.0041132388446615395,87.47812351,-58.98394403,10689,Storfer 2023,2,klc_clean250629ymh
16480,1,12513.0,s_108534_950,76.73100154723002,-42.34574277619532,0.2988525344058871,south,0768m422,0.004118245337761502,76.73100018,-42.34574224,10664,Storfer 2023,2,klc_clean250629ymh
76512,1,67227.0,s_172941_4742,44.14438871084132,-28.469394757972445,0.2332893570419401,south,0441m285,0.0041717502382737906,44.14439,-28.469395,2159,Stein21,1,klc_clean250629ymh
114450,1,102302.0,s_278923_875,53.89122380307248,-9.102517344851384,0.2161748317535966,south,0539m090,0.004192029343688781,53.89122366,-9.102516189,11411,Storfer 2023,1,klc_clean250629ymh
56918,1,49137.0,s_101080_7690,47.988182737053485,-43.881001658955014,0.2459209837485104,south,0479m440,0.004193247553348332,47.98818168,-43.88100254,11364,Storfer 2023,1,klc_clean250629ymh
3780,0,,s_277508_6158,55.939228078714166,-9.218937207774689,0.3652168109081685,south,0558m092,0.004219034114511136,55.93922925,-9.218937016,11439,Storfer 2023,2,klc_clean250629ymh
8983,0,,s_54917_7347,348.96017534114253,-56.71167692619901,0.3263678703457117,south,3488m567,0.004227283512022018,348.9601754,-56.7116781,12115,Storfer 2023,1,klc_clean250629ymh
7282,1,4774.0,s_311780_2425,32.595346777195424,-3.33931665483091,0.3361508177127689,south,0326m032,0.00426262923542003,32.5953473,-3.339315592,11212,Storfer 2023,2,klc_clean250629ymh
3638,1,1991.0,s_301611_6996,5.448848553748759,-4.97309348220893,0.3669816634617746,south,0053m050,0.0042634799108443935,5.44884737,-4.973093591,10946,Storfer 2023,1,klc_clean250629ymh
21198,1,16655.0,s_101187_10390,85.14390844262005,-44.02937660686078,0.2879191546700895,south,0849m440,0.004272268757707552,85.14391,-44.029377,2901,Stein21,1,klc_clean250629ymh
1959,0,,s_367824_1895,17.175094186315057,6.412102872811919,0.3958012047223747,south,0172p065,0.004289373569684205,17.175093,6.4121027,669,Stein21,1,klc_clean250629ymh
6895,0,,s_152976_369,15.377972707947038,-32.59463915884652,0.3386318368138745,south,0155m325,0.004313949178916605,15.37797307,-32.594638,11031,Storfer 2023,2,klc_clean250629ymh
