rank,rank_within_new,row_id,RA,DEC,mean5,footprint,brick
93871,83333,s_404714_2141,6.7544069142524075,12.934447990076245,0.2245513575267978,south,0067p130
93872,83334,s_129078_10579,283.853990478631,-37.64627481650667,0.22455114871263504,south,2838m377
93873,83335,s_6101_2395,359.0557714508646,-79.30337251705218,0.2245509286876768,south,3593m792
93874,83336,s_172345_1515,234.4287688572882,-28.729621048961015,0.22455058769555764,south,2345m287
93875,83337,s_127364_2697,102.58128658588556,-38.10841758273364,0.22455032048746942,south,1026m380
93876,83338,s_100109_6752,70.18574587396829,-44.346939271101576,0.2245502787991427,south,0701m442
93877,83339,s_261590_2427,329.4099483236506,-12.217034371887863,0.22454904490623448,south,3294m122
93878,83340,s_253896_332,158.69885613105748,-13.52071456177027,0.2245490408357,south,1588m135
93879,83341,s_61315_3105,291.4964722865794,-54.808708220450356,0.2245488406973891,south,2915m547
93880,83342,s_276449_1348,147.64661636112635,-9.493123749808078,0.2245484228245914,south,1477m095
93881,83343,s_114818_546,10.547837169631054,-40.77637799112064,0.22454797355167103,south,0106m407
93882,83344,s_255273_4616,152.21090598838367,-13.219806646109754,0.22454760701948545,south,1521m132
93883,83345,s_71693_14634,282.67719460955874,-51.73819710638804,0.22454713211918714,south,2824m517
93884,83346,s_433134_4218,170.76245951339106,17.964474891353955,0.2245466068154201,south,1706p180
93885,83347,s_391845_3299,324.3192146475595,10.597375020391219,0.22454634108289612,south,3243p105
93886,83348,s_94096_1971,108.63856622439569,-45.81438917469359,0.22454625950340415,south,1087m457
93887,83349,s_312177_7036,132.15856829226624,-3.334199847596063,0.2245459080710134,south,1320m032
93888,83350,s_241407_300,175.60304135160905,-15.688950170132895,0.22454585203086025,south,1757m157
93889,83351,s_214776_5336,17.180900517939257,-20.43814410178335,0.22454454101389273,south,0172m205
93890,83352,s_93941_6758,53.44652373235432,-45.787744524103424,0.2245443484183852,south,0533m457
93891,83353,s_75690_10901,69.22911979241937,-50.448434120704306,0.22454352087224833,south,0690m505
93892,83354,s_143291_2549,354.33833587214264,-34.72198551443689,0.22454332196575705,south,3543m347
93893,83355,s_464248_4207,205.8774514008807,23.720822359349373,0.2245431995135732,south,2057p237
93895,83356,s_365161_3494,68.25929657715031,6.081205220785268,0.22454251607996412,south,0681p060
93896,83357,s_419279_5176,158.48426042629708,15.567326569101663,0.22454246080014856,south,1583p155
93897,83358,s_339734_5624,181.74128235402083,1.5349881777760235,0.22454186529503203,south,1816p015
93898,83359,s_103957_6971,320.01762311169136,-43.601849484488795,0.22454174894955942,south,3199m435
93899,83360,s_289364_5167,168.4037676033873,-7.169433208142291,0.22454167120158672,south,1682m072
93900,83361,s_316176_3114,52.135218812654415,-2.379673793575509,0.22454154868610204,south,0521m025
93901,83362,s_231549_7825,126.56061376028966,-17.59760608534389,0.2245412005810067,south,1264m175
93902,83363,s_272451_3284,214.131131673444,-10.213850516828709,0.22454053487454076,south,2141m102
93903,83364,s_201990_5795,179.14970120616417,-22.903021321291018,0.2245397332124412,south,1790m230
93905,83365,s_320989_4935,175.4804729804284,-1.774202722954595,0.22453856973006622,south,1753m017
93906,83366,s_87964_11205,46.62536825447161,-47.32607801301192,0.22453848092918632,south,0464m472
93907,83367,s_419149_5974,124.8310931174472,15.417617460313288,0.22453612191602587,south,1247p155
93908,83368,s_391416_3980,215.45043890458348,10.60892394216484,0.22453575488179922,south,2154p105
93909,83369,s_513547_537,198.86791189129372,33.401358929130296,0.22453541350550948,south,1989p335
93910,83370,s_355763_1239,231.11569306114205,4.127255381804369,0.22453515797387807,south,2311p042
93912,83371,s_282158_1000,151.51158711419373,-8.584318239653662,0.22453117682016455,south,1515m085
93913,83372,s_266596_1572,166.05218308448215,-11.29495968207512,0.2245309141697362,south,1661m112
93915,83373,s_168302_736,159.38529724899513,-29.519223946846736,0.22453017716761678,south,1595m295
93916,83374,s_411271_4614,250.77299134264237,14.09453373220685,0.22452948713907972,south,2506p140
93917,83375,s_86754_1502,320.04244426007074,-47.828560681671746,0.22452914273635544,south,3201m477
93918,83376,s_157198_767,179.43663328673685,-31.670345328731216,0.22452863267826614,south,1795m317
93919,83377,s_369226_3214,9.719631066964535,6.7467967128002115,0.2245284081902355,south,0096p067
93920,83378,s_509717_1179,137.9535176780748,32.665235241334855,0.22452770055970178,south,1380p327
93921,83379,s_316130_8031,40.6888917493652,-2.4439961563164356,0.22452743197791278,south,0406m025
93922,83380,s_128147_3214,350.36043922353326,-37.92848392776691,0.22452652293432038,south,3503m380
93923,83381,s_296788_5241,235.21026067495566,-5.903191800590129,0.22452517012134193,south,2351m060
93924,83382,s_272336_597,184.84705835648708,-10.297042934137968,0.22452441681598428,south,1849m102
