name,ra,dec,grade_truth,catalog,region,p_meta
s_310364_6649,38.207762597492135,-3.3905771216578806,A,v3_cvet_newA,dr10_south,0.87
s_441355_1111,177.13807039588278,19.500877324699676,A,v3_cvet_newA,dr10_south,0.74
s_124958_10481,58.17676469000719,-38.42915177690435,A,v3_cvet_newA,dr10_south,0.82
s_102952_9916,334.80169235097406,-43.80978830334571,A,v3_cvet_newA,dr10_south,0.76
