rank,row_id,RA,DEC,brick,p_final,status
72,s_236754_9734,46.09618705111429,-16.580320499392403,0459m165,0.9693969435999614,NEW
73,s_353507_7798,26.484794254598228,4.0412893000357935,0264p040,0.9693969435999614,NEW
74,s_208144_1414,40.86666955948191,-21.700531803072323,0409m217,0.9693969435999614,NEW
75,s_90804_9172,3.9283683398381344,-46.60307575221976,0038m465,0.9693969435999614,NEW
76,s_188493_9687,83.45557402187038,-25.615109876900547,0833m255,0.9693969435999614,NEW
77,s_127126_9380,27.43718550115533,-38.11493866943428,0273m380,0.9693969435999614,NEW
78,s_157893_9946,23.36278842650531,-31.617990083047196,0232m315,0.9693690597312166,NEW
79,s_212207_6724,50.65971569674858,-20.956737122770242,0506m210,0.967947235639072,NEW
80,s_396915_5382,174.390257966221,11.515808890628069,1742p115,0.9661936650503954,NEW
81,s_61632_6511,67.84592982320079,-54.37900476496545,0679m545,0.9658654098811059,NEW
82,s_209576_5378,65.57597904855702,-21.546096605848987,0655m215,0.9657862685607149,NEW
83,s_52008_8276,96.59633391344776,-57.50835025128017,0964m575,0.9657862685607149,NEW
84,s_330673_4328,76.45193429463585,0.07439197386719065,0763p000,0.9657862685607149,NEW
85,s_104272_5091,67.92347037622146,-43.29463540171871,0679m432,0.9657862685607149,NEW
86,s_181948_536,63.17834714507019,-26.775752264242715,0633m267,0.9657862685607149,NEW
87,s_96920_11434,32.01135092610583,-45.08164845940549,0318m450,0.9657862685607149,NEW
88,s_196121_2515,21.086036401014017,-24.029968374263944,0211m240,0.9657862685607149,NEW
89,s_139825_11194,18.922584484036033,-35.3386155449331,0187m352,0.9657862685607149,NEW
90,s_156800_7097,62.95699906140737,-31.748385793244214,0628m317,0.9654495751789087,NEW
91,s_280793_12114,166.851331258632,-8.704352547529531,1667m087,0.9654495751789087,NEW
92,s_244220_3673,184.30418108867846,-15.261012942007879,1842m152,0.9652426247723026,NEW
93,s_36094_6592,16.715155186401525,-62.970443247953504,0166m630,0.9646431053057505,NEW
94,s_319555_4066,176.87869949775188,-2.0677741850915816,1768m020,0.9645098535883265,NEW
95,s_495063_5091,182.23156027306123,29.78927798409914,1821p297,0.9641522816326104,NEW
96,s_322611_4779,220.83598282894337,-1.4270289663704512,2208m015,0.9641522816326104,NEW
97,s_362961_2597,235.8151369045867,5.543934271320851,2358p055,0.9641522816326104,NEW
98,s_433144_181,173.18454743595098,17.88767463183657,1733p180,0.9630091183776459,NEW
99,s_114227_2554,175.48395915673902,-41.07373149761743,1755m410,0.9630091183776459,NEW
