group_id,RA,DEC,sep_arcsec,size_pix,fov_arcsec,status,bytes,attempts,path
20303,45.2645740971819,1.4740677018640505,1.9471635434625008,87,23.490000000000002,skip,4306,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00020303.jpg
20420,44.986259721911544,1.795595831205172,2.8805067706253045,90,24.3,skip,4716,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00020420.jpg
20725,45.42045354453843,2.0000362359456565,2.776931461455617,90,24.3,skip,4889,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00020725.jpg
22143,43.777381903765175,1.4714323706344947,1.8826391257330906,86,23.220000000000002,skip,3859,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00022143.jpg
22394,44.13365179734524,1.779099846548398,2.6780290255910337,89,24.03,skip,4672,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00022394.jpg
22717,43.902842477083766,2.238573083119584,2.2824642118761895,88,23.76,skip,3954,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00022717.jpg
23927,42.96915361495505,2.6989957358437833,2.423986056800953,88,23.76,skip,3698,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00023927.jpg
24327,43.30360513890867,3.0731544405048212,1.7835309132869874,86,23.220000000000002,skip,3805,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00024327.jpg
25377,45.02707466128139,3.427284985898149,2.460168127425665,89,24.03,skip,4565,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00025377.jpg
26744,44.677430147493524,4.430657697439067,2.1805519860708378,88,23.76,skip,4424,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00026744.jpg
26785,44.84164744090427,4.449432697611561,2.74410134993416,90,24.3,skip,4587,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00026785.jpg
28481,45.37675841399395,4.813775535400204,2.7553512254089143,90,24.3,skip,3785,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00028481.jpg
28961,42.55111154162795,3.058776382270147,2.1330197916937412,87,23.490000000000002,skip,3731,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00028961.jpg
29021,42.787164106281324,2.9213386803907477,2.2332953153500164,88,23.76,skip,3842,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00029021.jpg
29321,43.000056256347406,3.2517984969395806,2.8824643734139297,90,24.3,skip,4188,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00029321.jpg
29867,42.82736557697839,3.9444040480507203,2.4302957511050574,89,24.03,skip,4164,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00029867.jpg
30098,41.39529545865409,3.4303952959371795,2.937207229611731,90,24.3,skip,4163,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00030098.jpg
31417,43.85774084837519,4.1070827343501595,2.5444290105528173,89,24.03,skip,3874,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00031417.jpg
31712,43.911106896668485,4.252634296055336,1.8180473280519198,86,23.220000000000002,skip,3886,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00031712.jpg
32307,43.99800282391048,4.729979676683682,1.7626040098762308,86,23.220000000000002,skip,3898,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00032307.jpg
33282,43.30768133338229,4.653337301899457,2.837946249000187,90,24.3,skip,4187,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00033282.jpg
33332,43.504997395097824,4.737144163625285,2.106096771241972,87,23.490000000000002,skip,4172,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00033332.jpg
33376,42.70726960893569,5.077807220310936,2.377319552205703,88,23.76,skip,4140,0,/raid/benson/git/agentic-lensing/reproductions/hsu-2025/figs/cutouts_jpeg_dr10/group_00033376.jpg
