,Index,Image,Name,Tractor Type,Score,Score Diff,Probability,Spec,Photo-z,ResNet Model,Ref,g mag,r mag,z mag,Region
523,524,,DESI-019.7886-05.2190,REX,2,2,0.56,0.6607,,shielded,,21.49,20.76,19.77,DECaLS
524,525,,DESI-019.8252-22.6356,DC,2.5,1,1.0,0.1714,,L18,,21.01,19.42,18.44,DECaLS
525,526,,DESI-019.8273+27.4840,REX,2,2,0.14,0.6357,,shielded,,21.45,20.25,19.16,DECaLS
526,527,,DESI-020.3300-00.3409,REX,2,0,0.29,0.6346,,shielded,,21.35,20.49,19.47,DECaLS
527,528,,DESI-020.3660+21.7344,DC,2.5,1,0.94,0.6365,,L18,,20.44,18.6,17.18,DECaLS
528,529,,DESI-020.6044-08.5205,DC,2.5,1,1.0,0.5325,,L18,,20.97,19.3,18.16,DECaLS
529,530,,DESI-020.7916-08.1086,DC,2.5,1,0.26,0.359,,shielded,,20.65,19.01,18.11,DECaLS
530,531,,DESI-021.1220-21.4623,DC,2.5,1,0.37,0.5022,,shielded,,21.97,20.53,19.74,DECaLS
531,532,,DESI-021.5140-10.3682,DC,2,0,0.86,0.1752,,shielded,,19.56,18.33,17.59,DECaLS
532,533,,DESI-021.8652-36.8157,REX,2.5,1,0.22,,0.689+/-0.162,L18,,21.05,20.14,19.38,DECaLS
533,534,,DESI-022.2506+00.1193,DC,2,0,0.93,0.3288,,L18,,20.29,18.87,18.03,DECaLS
534,535,,DESI-022.2823-07.0851,DC,2,0,0.11,0.3398,,L18,,19.96,18.51,17.65,DECaLS
535,536,,DESI-022.4814-02.6654,DC,2.5,1,0.42,0.4996,,L18,,21.83,19.89,18.56,DECaLS
536,537,,DESI-022.6133-18.8672,DC,2.5,1,0.33,0.5414,,L18,,20.7,18.8,17.6,DECaLS
537,538,,DESI-022.8470-16.8840,DC,2.5,1,0.23,,0.807+/-0.063,L18,,22.91,21.4,19.66,DECaLS
538,539,,DESI-023.0128-02.3005,DC,2,0,0.63,,0.464+/-0.115,shielded,,21.64,20.33,19.57,DECaLS
539,540,,DESI-023.0583+03.4399,REX,2,0,0.75,0.5785,,shielded,,21.63,20.26,19.38,DECaLS
540,541,,DESI-023.4239-16.8390,DC,2.5,1,0.94,,0.644+/-0.061,L18,,20.77,19.28,17.91,DECaLS
541,542,,DESI-023.5148-30.5414,DC,2.5,1,0.78,,0.325+/-0.016,L18,g,19.71,18.07,17.17,DECaLS
542,543,,DESI-023.5329-07.4703,REX,2,0,0.48,0.2615,,shielded,,18.45,17.21,16.45,DECaLS
543,544,,DESI-023.6649-28.7320,DC,2.5,1,0.15,,0.981+/-0.084,L18,,24.36,21.76,19.72,DECaLS
544,545,,DESI-023.8146-17.4043,DC,2,0,0.97,,0.768+/-0.051,L18,d,22.6,21.14,19.62,DECaLS
545,546,,DESI-023.8165-32.6842,REX,2.5,1,0.56,,0.446+/-0.055,shielded,,20.22,18.61,17.7,DECaLS
546,547,,DESI-023.8193+04.8514,REX,2.5,1,0.32,0.6901,,shielded,,22.22,21.07,19.64,DECaLS
547,548,,DESI-023.9221-18.7413,DC,2,0,0.14,0.5278,,L18,,22.17,20.48,19.37,DECaLS
548,549,,DESI-023.9840-20.7577,DC,2.5,1,0.76,0.338,,L18,,20.51,18.79,17.93,DECaLS
549,550,,DESI-024.1759-12.2872,DC,2,0,0.25,,0.407+/-0.071,L18,,21.14,19.37,18.36,DECaLS
550,551,,DESI-024.1913-40.4779,REX,2,0,0.11,,0.587+/-0.026,shielded,,22.99,21.24,19.97,DECaLS
551,552,,DESI-024.2160-14.8162,DC,2,0,0.12,,0.320+/-0.014,L18,,20.13,18.51,17.66,DECaLS
552,553,,DESI-024.2426+00.3033,REX,2,2,0.14,0.8093,,shielded,,21.24,20.47,19.31,DECaLS
553,554,,DESI-024.3635-27.6051,DC,2,0,0.35,,0.410+/-0.024,L18,,21.8,19.9,18.86,DECaLS
554,555,,DESI-024.3717-08.3056,DC,2,0,0.19,,0.778+/-0.025,L18,,23.78,21.66,19.82,DECaLS
555,556,,DESI-024.3726+05.7609,DC,2.5,1,0.46,0.3618,,L18,,21.26,19.51,18.45,DECaLS
556,557,,DESI-024.4002-27.1526,DC,2.5,1,0.1,,0.234+/-0.067,L18,,20.26,19.04,18.35,DECaLS
557,558,,DESI-025.0520-20.1055,DC,2,0,0.36,,0.397+/-0.015,L18,,21.82,20.05,19.16,DECaLS
558,559,,DESI-025.1595-11.4143,DC,2,0,0.61,,0.322+/-0.021,L18,,18.98,17.36,16.51,DECaLS
559,560,,DESI-025.4548-24.8641,DC,2,0,0.85,,0.223+/-0.005,L18,,18.35,16.99,16.22,DECaLS
560,561,,DESI-025.4686-22.4962,DC,2,0,0.68,,0.370+/-0.025,L18,,20.22,18.51,17.63,DECaLS
561,562,,DESI-025.4848+30.7585,DC,2.5,1,0.22,0.524,,L18,,21.55,20.01,18.82,DECaLS
562,563,,DESI-025.5981+14.8037,DC,2.5,1,0.45,,0.772+/-0.063,L18,,22.64,20.91,19.15,DECaLS
563,564,,DESI-025.7040-19.7717,DC,2,0,0.5,,0.546+/-0.033,L18,,22.41,20.66,19.46,DECaLS
564,565,,DESI-025.7910+07.5022,DC,2,0,0.14,0.5569,,L18,,21.12,19.45,18.17,DECaLS
565,566,,DESI-025.8360-27.2964,REX,2.5,1,0.19,,0.303+/-0.069,shielded,,21.98,20.53,19.78,DECaLS
566,567,,DESI-025.8949+05.3365,DC,2.5,1,0.17,0.5272,,L18,,21.55,19.63,18.25,DECaLS
567,568,,DESI-026.0431-28.9067,REX,2,0,0.94,,0.375+/-0.036,shielded,,22.2,20.67,19.85,DECaLS
568,569,,DESI-026.2418+00.8017,DC,2.5,1,0.15,0.4773,,L18,,20.96,19.09,18.02,DECaLS
569,570,,DESI-026.3453+04.8579,DC,2.5,1,0.98,0.3351,,L18,,20.81,19.15,18.17,DECaLS
570,571,,DESI-026.5508+22.6087,DC,2,2,0.73,0.679,,L18,,21.81,19.94,18.37,DECaLS
571,572,,DESI-026.7267-11.4066,DC,2,0,0.14,,0.453+/-0.038,L18,,21.39,19.8,18.81,DECaLS
572,573,,DESI-026.7490-22.6820,DC,2.5,1,0.92,,0.346+/-0.053,shielded,,20.5,19.24,18.35,DECaLS
573,574,,DESI-026.7792-40.1610,REX,2,0,0.93,,0.224+/-0.096,shielded,,21.89,20.6,19.9,DECaLS
574,575,,DESI-026.9591-26.6311,DC,2.5,1,0.97,,0.562+/-0.018,L18,,21.74,19.97,18.71,DECaLS
575,576,,DESI-027.3253-30.3055,DC,2,0,0.99,,0.450+/-0.025,L18,g,21.17,19.43,18.41,DECaLS
576,577,,DESI-027.3698-08.7626,DC,2.5,1,0.98,0.6772,,L18,,22.59,21.69,19.91,DECaLS
577,578,,DESI-027.3879+00.4647,DC,2,0,0.77,0.4892,,L18,,20.49,18.71,17.63,DECaLS
578,579,,DESI-027.4775+21.7988,DC,2.5,1,0.17,0.5552,,L18,,21.74,20.07,18.76,DECaLS
579,580,,DESI-027.4849-11.5108,DC,2.5,1,0.87,,0.402+/-0.036,L18,,20.86,19.1,18.06,DECaLS
580,581,,DESI-027.5959-17.6114,DC,2,0,0.34,,0.442+/-0.175,shielded,,20.64,20.0,19.47,DECaLS
581,582,,DESI-027.6346-18.3062,DC,2,0,0.15,,0.770+/-0.067,L18,,22.33,20.98,19.54,DECaLS
582,583,,DESI-027.8170-19.1052,REX,2.5,1,0.1,,0.321+/-0.067,L18,,20.15,19.34,18.74,DECaLS
583,584,,DESI-027.8888-26.8005,DC,2,0,0.97,,0.689+/-0.061,L18,,20.98,19.9,18.76,DECaLS
584,585,,DESI-027.9976-08.3646,DC,2,0,0.34,0.6218,,L18,,21.09,19.81,18.65,DECaLS
585,586,,DESI-028.0192-29.3878,DC,2,0,0.64,,0.367+/-0.041,L18,,21.51,19.82,18.84,DECaLS
586,587,,DESI-028.1435-21.6420,REX,2.5,1,0.99,,0.369+/-0.104,L18,,21.29,20.19,19.32,DECaLS
587,588,,DESI-028.1494-31.3430,DC,2,0,0.14,,0.354+/-0.032,L18,,21.93,20.33,19.36,DECaLS
588,589,,DESI-028.1997+03.2624,DC,2,0,0.97,0.3493,,L18,,20.52,18.77,17.8,DECaLS
589,590,,DESI-028.4669-11.2551,DC,2.5,1,0.18,,0.816+/-0.057,L18,,23.28,21.59,19.85,DECaLS
590,591,,DESI-028.5320-08.1000,DC,2,0,0.35,0.3346,,L18,,19.47,17.85,16.98,DECaLS
591,592,,DESI-028.5715-16.2374,DC,2,0,0.23,0.3979,,L18,,20.08,18.36,17.47,DECaLS
592,593,,DESI-028.7845-25.8463,DC,2,0,1.0,,0.554+/-0.038,L18,,21.66,19.76,18.51,DECaLS
593,594,,DESI-029.1389-02.4224,REX,2.5,1,0.52,,0.616+/-0.118,shielded,,21.25,19.8,18.66,DECaLS
594,595,,DESI-029.1423-15.5876,REX,2.5,1,0.74,0.395,,shielded,,21.27,20.4,19.51,DECaLS
595,596,,DESI-029.3642+22.9216,DC,2,0,0.24,0.2454,,L18,,19.18,17.66,16.71,DECaLS
596,597,,DESI-029.3687-05.2778,DC,2,0,0.82,0.5985,,L18,e,21.77,19.98,18.75,DECaLS
597,598,,DESI-029.4504-01.1535,DC,2.5,1,0.12,0.5416,,L18,e,21.05,19.15,17.89,DECaLS
598,599,,DESI-029.4673-27.8568,DC,2,0,0.89,,0.782+/-0.027,L18,,22.77,21.24,19.45,DECaLS
599,600,,DESI-029.5569-11.2721,DC,2.5,1,0.99,,0.368+/-0.022,L18,,21.42,19.69,18.85,DECaLS
600,601,,DESI-029.7821-32.2109,REX,2,2,0.33,,0.631+/-0.079,shielded,,21.97,20.7,19.55,DECaLS
601,602,,DESI-029.7900-18.9500,DC,2.5,1,0.99,0.3393,,L18,d,19.8,18.35,17.54,DECaLS
602,603,,DESI-029.9230+29.5992,DC,2,0,0.14,0.3444,,L18,,20.98,19.19,18.17,DECaLS
603,604,,DESI-029.9687-27.8439,DC,2,0,1.0,,0.789+/-0.276,L18,,22.68,20.67,19.1,DECaLS
604,605,,DESI-030.1018-10.7692,DC,2,0,0.62,,0.272+/-0.029,shielded,,18.89,17.74,17.02,DECaLS
605,606,,DESI-030.1108-08.6449,DC,2,0,0.23,0.3965,,L18,,21.34,19.82,18.9,DECaLS
606,607,,DESI-030.1551+14.4092,DC,2,0,0.75,0.504,,L18,,21.76,19.82,18.47,DECaLS
607,608,,DESI-030.1743-11.0445,DC,2.5,1,0.99,,0.176+/-0.011,shielded,,19.14,17.98,17.23,DECaLS
608,609,,DESI-030.2531-36.7018,REX,2.5,1,0.92,,0.487+/-0.107,shielded,,20.54,19.41,18.5,DECaLS
609,610,,DESI-030.3065-26.0892,REX,2,0,0.2,,0.855+/-0.125,shielded,,21.91,20.99,19.64,DECaLS
610,611,,DESI-030.7600-06.6024,DC,2,0,0.98,0.4935,,L18,,21.2,19.44,18.32,DECaLS
611,612,,DESI-030.7806-22.7856,DC,2,0,0.99,,0.347+/-0.038,L18,,21.08,19.42,18.51,DECaLS
612,613,,DESI-030.8121-15.9384,DC,2,0,0.99,,0.685+/-0.070,L18,,22.07,20.58,19.18,DECaLS
613,614,,DESI-030.9153-31.0823,DC,2.5,1,0.93,,0.474+/-0.052,L18,,21.68,20.05,19.1,DECaLS
614,615,,DESI-031.1304-19.3899,REX,2,0,0.26,,0.780+/-0.046,shielded,,22.25,21.17,19.84,DECaLS
615,616,,DESI-031.2607-21.8603,REX,2,2,0.16,,0.858+/-0.077,shielded,,22.08,21.26,19.9,DECaLS
616,617,,DESI-031.3554-16.4083,DC,2,0,0.21,,0.770+/-0.075,L18,,23.47,21.65,19.97,DECaLS
617,618,,DESI-031.3590-24.5664,REX,2,0,0.3,,0.592+/-0.053,shielded,,21.01,19.89,18.98,DECaLS
618,619,,DESI-031.4976-21.1722,DC,2,0,0.14,,0.716+/-0.090,L18,,21.98,20.62,19.09,DECaLS
619,620,,DESI-031.6715-02.0052,DC,2,2,0.82,0.7005,,L18,,20.55,19.81,18.49,DECaLS
620,621,,DESI-031.7319-31.7726,DC,2,0,0.25,,0.607+/-0.014,L18,,21.74,19.81,18.38,DECaLS
621,622,,DESI-031.8616-27.2286,DC,2,0,0.62,,0.820+/-0.029,L18,,22.57,20.59,18.68,DECaLS
622,623,,DESI-032.0005-17.7739,DC,2,2,0.88,,0.908+/-0.056,L18,,24.25,21.85,19.79,DECaLS
623,624,,DESI-032.1245-18.3429,DC,2,0,0.16,0.5606,,L18,,23.1,21.0,19.17,DECaLS
624,625,,DESI-032.1994+01.7689,DC,2,0,0.58,0.4722,,shielded,,21.76,19.92,18.93,DECaLS
625,626,,DESI-032.2091-25.0391,REX,2.5,1,0.41,,0.449+/-0.019,shielded,,22.27,20.48,19.49,DECaLS
626,627,,DESI-032.2667+04.8088,REX,2,0,0.21,0.5005,,shielded,,20.86,19.32,18.3,DECaLS
627,628,,DESI-032.2674+03.6995,REX,2,0,0.81,0.2888,,shielded,,20.97,19.16,17.98,DECaLS
628,629,,DESI-032.4773-30.3485,REX,2.5,1,0.2,,0.881+/-0.043,L18,,21.57,20.88,19.65,DECaLS
629,630,,DESI-032.6664-00.6421,REX,2.5,1,0.26,0.2544,,shielded,e,21.41,20.19,19.4,DECaLS
630,631,,DESI-032.8213+00.3402,REX,2,0,0.14,0.6059,,shielded,,21.45,20.64,19.48,DECaLS
631,632,,DESI-032.8584-16.2274,DC,2,0,0.6,,0.483+/-0.014,L18,,21.01,19.13,18.01,DECaLS
632,633,,DESI-033.0297+00.2472,DC,2,0,0.85,0.2135,,L18,,19.79,18.44,17.65,DECaLS
633,634,,DESI-033.0826+30.5530,DC,2,2,0.71,0.5477,,L18,,21.15,19.74,18.74,DECaLS
634,635,,DESI-033.1994-05.9312,REX,2,2,0.73,0.5022,,shielded,j,21.87,21.01,19.81,DECaLS
635,636,,DESI-033.2069-20.7412,DC,2.5,1,0.72,,0.272+/-0.008,L18,,19.54,18.08,17.32,DECaLS
636,637,,DESI-033.5356-12.8859,DC,2.5,1,0.27,0.5551,,L18,,22.91,21.03,19.23,DECaLS
637,638,,DESI-033.7026-24.8797,DC,2.5,1,0.92,,0.803+/-0.035,L18,,22.87,20.77,18.86,DECaLS
638,639,,DESI-033.7174+19.5413,REX,2,2,1.0,0.618,,L18,a,21.38,19.74,18.3,DECaLS
639,640,,DESI-033.8313-22.6154,DC,2.5,1,0.9,,0.390+/-0.014,L18,,21.2,19.33,18.39,DECaLS
640,641,,DESI-034.1856-00.3860,DC,2.5,1,1.0,0.4583,,L18,,21.38,20.21,19.03,DECaLS
641,642,,DESI-034.2874-09.2052,DC,2.5,1,0.82,0.1872,,shielded,,17.84,16.58,15.81,DECaLS
642,643,,DESI-034.3096-10.0969,REX,2.5,1,0.12,0.6085,,shielded,,21.44,20.68,19.55,DECaLS
643,644,,DESI-034.3830+20.9523,REX,2,0,0.71,0.5886,,shielded,,21.21,19.96,18.89,DECaLS
644,645,,DESI-034.5247+26.6007,DC,2,0,0.98,,0.460+/-0.040,L18,,20.79,19.19,18.14,DECaLS
645,646,,DESI-034.5314-27.6291,DC,2,0,0.32,,0.214+/-0.060,shielded,,21.13,20.0,19.37,DECaLS
646,647,,DESI-034.6677-24.8466,REX,2,0,0.12,,0.752+/-0.100,L18,,21.47,20.51,19.39,DECaLS
647,648,,DESI-034.7239-16.8684,DC,2,0,0.75,,0.805+/-0.051,L18,,22.72,21.17,19.43,DECaLS
648,649,,DESI-034.8554+05.6438,DC,2.5,1,0.13,0.6785,,L18,,22.56,21.31,19.37,DECaLS
649,650,,DESI-034.9126-17.6882,DC,2.5,1,0.95,,0.538+/-0.014,L18,,21.27,19.28,18.01,DECaLS
650,651,,DESI-034.9597-05.9518,DC,2,0,0.5,0.6726,,shielded,,21.92,20.51,19.09,DECaLS
651,652,,DESI-035.0412-28.1798,DC,2.5,1,0.81,,0.305+/-0.008,shielded,,19.77,18.18,17.36,DECaLS
652,653,,DESI-035.1949+05.8853,REX,2,0,0.37,0.6358,,shielded,,21.81,20.7,19.16,DECaLS
653,654,,DESI-035.2949-23.0878,DC,2,0,0.68,,0.267+/-0.011,shielded,,19.45,17.98,17.18,DECaLS
654,655,,DESI-035.4007-26.6592,DC,2.5,1,0.96,,0.525+/-0.027,L18,,20.87,19.11,17.92,DECaLS
655,656,,DESI-036.0382-16.3869,DC,2,0,0.67,0.4718,,L18,,23.61,22.15,19.99,DECaLS
656,657,,DESI-036.0573+19.8696,DC,2.5,1,0.16,,0.847+/-0.144,L18,,23.7,21.63,19.64,DECaLS
657,658,,DESI-036.0992+02.4337,DC,2,0,0.84,0.4826,,L18,,20.96,19.38,18.13,DECaLS
658,659,,DESI-036.1196-25.0390,DC,2,0,0.15,,0.534+/-0.013,L18,,21.67,19.83,18.64,DECaLS
659,660,,DESI-036.3834-04.8500,REX,2,0,0.15,0.6087,,shielded,,20.99,19.95,19.02,DECaLS
660,661,,DESI-036.7384-29.3340,DC,2.5,1,0.98,,0.567+/-0.046,L18,,21.97,20.22,19.06,DECaLS
661,662,,DESI-036.8067+29.5796,DC,2.5,1,0.96,0.4507,,L18,,20.98,19.18,18.01,DECaLS
662,663,,DESI-037.2442-17.2723,REX,2,0,1.0,,0.868+/-0.064,L18,,21.18,20.52,19.4,DECaLS
663,664,,DESI-037.3509+10.2791,DC,2,0,0.77,,0.695+/-0.035,L18,,21.98,20.37,18.85,DECaLS
664,665,,DESI-037.5061-20.9108,DC,2,0,0.98,,0.536+/-0.031,L18,,21.24,19.59,18.43,DECaLS
665,666,,DESI-037.6346-24.1463,DC,2,0,0.62,,0.622+/-0.015,L18,,21.86,20.02,18.57,DECaLS
666,667,,DESI-037.6589-01.8803,DC,2.5,1,0.67,0.2507,,shielded,l,19.93,18.37,17.42,DECaLS
667,668,,DESI-037.7099-17.5029,REX,2,0,0.92,,0.816+/-0.051,L18,,22.03,21.05,19.71,DECaLS
668,669,,DESI-038.0192-17.6864,DC,2,0,0.47,0.4523,,shielded,,22.14,20.29,19.35,DECaLS
669,670,,DESI-038.3831-03.4670,DC,2.5,1,0.51,0.5494,,L18,e,23.83,22.04,19.93,DECaLS
670,671,,DESI-038.7280-30.9373,REX,2,0,0.99,,0.794+/-0.183,L18,,20.92,20.23,19.12,DECaLS
671,672,,DESI-038.8158-17.1581,REX,2.5,1,0.27,0.6773,,shielded,,21.45,20.43,19.21,DECaLS
672,673,,DESI-039.2176-31.8548,DC,2,0,0.31,,0.401+/-0.010,L18,,20.09,18.2,17.26,DECaLS
673,674,,DESI-039.3484-30.2921,DC,2.5,1,0.97,,0.545+/-0.019,L18,,21.03,19.24,17.98,DECaLS
674,675,,DESI-039.6138-15.5779,DC,2,0,0.11,,0.732+/-0.032,L18,,21.92,20.33,18.74,DECaLS
675,676,,DESI-039.8085-03.7403,DC,2.5,1,0.81,,0.686+/-0.046,L18,,22.73,20.91,19.39,DECaLS
676,677,,DESI-039.9312-24.9308,DC,2.5,1,0.78,,0.661+/-0.016,L18,,21.63,19.56,18.02,DECaLS
677,678,,DESI-039.9863-27.1208,DC,2.5,1,0.88,,0.521+/-0.033,L18,,21.14,19.5,18.38,DECaLS
678,679,,DESI-040.0268-11.4252,REX,2.5,1,0.98,,0.696+/-0.041,shielded,,21.42,20.25,19.05,DECaLS
679,680,,DESI-040.1730-21.4503,DC,2.5,1,0.91,,0.327+/-0.012,L18,,20.02,18.4,17.52,DECaLS
680,681,,DESI-040.6738-21.1358,REX,2.5,1,0.14,,0.317+/-0.026,shielded,,20.06,19.09,18.31,DECaLS
681,682,,DESI-041.1156-28.6150,DC,2.5,1,1.0,,0.476+/-0.012,L18,,20.56,18.66,17.57,DECaLS
682,683,,DESI-041.4712-05.9667,DC,2.5,1,0.92,0.5731,,L18,,22.87,20.84,18.9,DECaLS
683,684,,DESI-042.0215-18.9309,DC,2,0,0.46,,0.417+/-0.036,shielded,,21.01,19.33,18.34,DECaLS
684,685,,DESI-042.0940+02.7825,REX,2.5,1,0.96,0.3859,,L18,,21.91,21.16,19.92,DECaLS
685,686,,DESI-042.1344-12.1016,REX,2.5,1,0.98,,0.835+/-0.102,L18,,21.44,20.72,19.65,DECaLS
686,687,,DESI-042.1475-12.1625,DC,2,0,0.86,,0.405+/-0.016,shielded,,21.2,19.39,18.47,DECaLS
687,688,,DESI-042.2120-27.3537,DC,2,0,0.76,,0.234+/-0.008,shielded,,20.1,18.73,17.97,DECaLS
688,689,,DESI-043.3406-05.1544,DC,2,0,0.34,0.5834,,shielded,,22.43,20.72,18.98,DECaLS
689,690,,DESI-043.3785-12.6509,DC,2,0,0.87,,0.746+/-0.048,shielded,d,22.7,21.05,19.43,DECaLS
690,691,,DESI-043.8215-16.6815,DC,2.5,1,1.0,0.5032,,L18,,22.49,20.54,18.92,DECaLS
691,692,,DESI-044.0165+00.3311,REX,2,0,0.25,0.6462,,shielded,,21.47,20.34,19.29,DECaLS
692,693,,DESI-044.2789-16.7736,DC,2,0,0.41,,0.368+/-0.010,shielded,,19.94,18.13,17.2,DECaLS
693,694,,DESI-044.3388-28.8952,DC,2,0,0.36,,0.939+/-0.108,shielded,,22.49,21.24,19.57,DECaLS
694,695,,DESI-044.4764-23.3071,REX,2.5,1,0.33,,0.283+/-0.046,shielded,,20.43,18.72,17.59,DECaLS
695,696,,DESI-044.5307-13.8106,DC,2,0,0.35,,0.672+/-0.082,L18,,22.72,21.1,19.71,DECaLS
696,697,,DESI-044.7621-07.8029,DC,2,0,0.75,0.6841,,shielded,,22.27,20.4,18.96,DECaLS
697,698,,DESI-044.9661-38.8328,REX,2,0,0.41,,0.660+/-0.089,shielded,,21.37,20.23,19.12,DECaLS
698,699,,DESI-044.9848-10.2476,REX,2.5,1,0.95,,0.433+/-0.027,shielded,,20.66,18.82,17.82,DECaLS
699,700,,DESI-044.9857-26.8724,DC,2,0,1.0,,0.445+/-0.009,L18,g,22.33,20.56,19.59,DECaLS
700,701,,DESI-045.0813+04.4270,REX,2,0,0.23,0.3044,,shielded,,19.85,18.12,17.13,DECaLS
701,702,,DESI-045.2324-10.9787,DC,2,0,0.95,,0.474+/-0.152,L18,,21.44,20.39,19.23,DECaLS
702,703,,DESI-045.5432-22.6720,DC,2.5,1,1.0,,0.465+/-0.055,L18,,20.86,18.89,17.66,DECaLS
703,704,,DESI-045.8553-22.9291,DC,2.5,1,1.0,,0.531+/-0.038,L18,,21.6,19.86,18.65,DECaLS
704,705,,DESI-045.8714+03.7781,DC,2,0,0.97,0.5305,,L18,,22.12,20.4,18.76,DECaLS
705,706,,DESI-046.5824-13.5938,DC,2.5,1,0.86,,0.708+/-0.032,L18,,22.79,20.79,19.08,DECaLS
706,707,,DESI-046.6654-27.6075,DC,2.5,1,1.0,,0.421+/-0.062,L18,g,19.82,18.29,17.34,DECaLS
707,708,,DESI-046.6785-28.5384,DC,2.5,1,0.18,,0.544+/-0.021,L18,,20.96,19.36,18.2,DECaLS
708,709,,DESI-046.7377-23.3925,DC,2.5,1,0.91,,0.555+/-0.042,L18,,21.43,19.62,18.42,DECaLS
709,710,,DESI-046.8383-24.2794,DC,2.5,1,0.27,,0.484+/-0.036,shielded,,22.4,20.76,19.71,DECaLS
710,711,,DESI-047.7104-21.2200,DC,2.5,1,0.61,,0.571+/-0.059,shielded,,20.36,19.03,17.98,DECaLS
711,712,,DESI-047.9174-07.5180,DC,2,0,0.42,0.441,,shielded,,20.98,19.6,18.73,DECaLS
712,713,,DESI-048.2870-16.4246,DC,2.5,1,0.91,,0.358+/-0.066,L18,,20.83,19.32,18.46,DECaLS
713,714,,DESI-048.6940-13.7434,DC,2.5,1,0.77,0.6225,,shielded,,22.29,20.75,19.19,DECaLS
714,715,,DESI-048.8942-27.2465,DC,2,0,0.5,,0.633+/-0.084,L18,,21.62,20.33,19.16,DECaLS
715,716,,DESI-049.0800-28.8885,DC,2.5,1,0.68,,0.426+/-0.010,L18,,20.9,18.98,18.0,DECaLS
716,717,,DESI-049.1543-26.8148,DC,2,0,0.44,,0.690+/-0.036,shielded,,22.6,20.92,19.42,DECaLS
717,718,,DESI-049.2052-18.0014,DC,2,0,0.8,,0.208+/-0.047,shielded,,20.34,19.22,18.53,DECaLS
718,719,,DESI-049.3327-30.1661,DC,2.5,1,0.94,,0.523+/-0.017,L18,,20.6,18.68,17.47,DECaLS
719,720,,DESI-049.3356-26.6664,DC,2,0,1.0,,0.310+/-0.012,L18,,19.99,18.42,17.57,DECaLS
720,721,,DESI-049.4146-27.3320,REX,2,2,0.1,,0.501+/-0.172,shielded,,20.94,20.05,19.26,DECaLS
721,722,,DESI-049.4239-21.3050,DC,2.5,1,0.97,,0.475+/-0.011,shielded,d,20.66,18.77,17.67,DECaLS
722,723,,DESI-049.7786-27.6615,DC,2.5,1,1.0,,0.678+/-0.079,L18,,21.68,20.46,19.23,DECaLS
723,724,,DESI-049.7855-07.5011,DC,2.5,1,1.0,0.4757,,L18,,20.84,19.09,18.05,DECaLS
724,725,,DESI-049.9132-21.1511,DC,2.5,1,0.65,,0.628+/-0.026,shielded,,21.66,20.03,18.69,DECaLS
725,726,,DESI-050.1173-29.0147,DC,2,2,0.77,,0.740+/-0.064,shielded,,21.64,20.24,18.78,DECaLS
726,727,,DESI-050.2069-21.4455,DC,2,0,0.52,,0.700+/-0.018,shielded,,22.85,20.84,19.21,DECaLS
727,728,,DESI-050.3265-22.2543,DC,2.5,1,0.27,,0.535+/-0.046,shielded,,22.46,20.71,19.52,DECaLS
728,729,,DESI-051.0021-27.1917,DC,2,0,0.99,,0.704+/-0.039,L18,,22.03,20.44,18.94,DECaLS
729,730,,DESI-051.2450-11.5876,DC,2.5,1,1.0,,0.424+/-0.045,L18,,21.44,19.64,18.59,DECaLS
730,731,,DESI-051.4779-17.1685,REX,2,0,0.83,,0.867+/-0.122,L18,,21.91,21.12,19.87,DECaLS
731,732,,DESI-051.5965-25.8119,REX,2,2,0.37,,0.713+/-0.036,shielded,,21.25,20.36,19.47,DECaLS
732,733,,DESI-051.6476-25.0483,DC,2.5,1,0.31,,0.668+/-0.056,shielded,,22.59,20.78,19.26,DECaLS
733,734,,DESI-051.7081-00.7311,DC,2.5,1,0.86,0.1742,,L18,,19.43,17.89,16.8,DECaLS
734,735,,DESI-052.0458-31.5770,DC,2,0,0.76,,0.641+/-0.059,shielded,,21.57,20.22,19.0,DECaLS
735,736,,DESI-052.3736-18.6378,DC,2,0,0.16,,0.636+/-0.016,L18,,22.1,20.19,18.66,DECaLS
736,737,,DESI-052.4307-32.1849,REX,2,0,0.23,,0.816+/-0.074,L18,,22.38,21.18,19.71,DECaLS
737,738,,DESI-052.5899+00.6691,DC,2.5,1,0.34,0.492,,L18,,21.25,19.29,18.1,DECaLS
738,739,,DESI-052.6889-29.4983,REX,2,0,0.85,,0.645+/-0.086,shielded,,24.31,21.96,19.61,DECaLS
739,740,,DESI-052.7565-09.4508,DC,2,0,0.97,,0.860+/-0.053,L18,,23.35,21.34,19.27,DECaLS
740,741,,DESI-052.9149-18.2136,REX,2,0,0.5,,0.334+/-0.036,shielded,,19.73,18.11,17.21,DECaLS
741,742,,DESI-053.1504-39.1976,REX,2.5,1,0.14,,0.532+/-0.082,shielded,,21.06,19.81,18.86,DECaLS
742,743,,DESI-053.7471-26.5755,DC,2,0,0.44,,0.332+/-0.008,shielded,d,19.74,18.06,17.19,DECaLS
743,744,,DESI-053.9519-29.9771,DC,2,0,0.99,,0.318+/-0.010,L18,,20.2,18.6,17.72,DECaLS
744,745,,DESI-054.1741-20.3531,DC,2.5,1,0.55,,0.597+/-0.013,L18,d,21.67,19.76,18.34,DECaLS
745,746,,DESI-054.2674-04.8785,REX,2.5,1,0.17,,0.386+/-0.033,shielded,,21.73,19.95,19.03,DECaLS
