name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z
DESI-026.7621-01.9526,26.7621,-1.9526,B,3.0,l18,DECaLS,0.28,REX,,0.160+/-0.083
DESI-027.4483+12.4652,27.4483,12.4652,B,3.0,l18,DECaLS,0.64,DC,,0.403+/-0.011
DESI-027.5036+27.4267,27.5036,27.4267,B,3.0,l18,DECaLS,0.64,DC,,0.300+/-0.011
DESI-027.8944+05.1619,27.8944,5.1619,B,3.0,l18,DECaLS,1.0,DC,,0.485+/-0.034
DESI-027.9100-24.4413,27.91,-24.4413,B,3.0,l18,DECaLS,0.5,DC,,0.420+/-0.040
DESI-028.6096-23.4067,28.6096,-23.4067,B,3.0,l18,DECaLS,1.0,DC,,0.828+/-0.067
DESI-029.3219+25.4699,29.3219,25.4699,B,3.0,l18,DECaLS,0.96,DC,,0.305+/-0.021
DESI-029.9198-24.0197,29.9198,-24.0197,B,3.0,shielded,DECaLS,0.88,REX,,0.813+/-0.062
DESI-030.4360-27.6618,30.436,-27.6618,B,3.0,l18,DECaLS,1.0,DC,,0.865+/-0.080
DESI-030.5443-01.3779,30.5443,-1.3779,B,3.0,shielded,DECaLS,0.96,REX,,0.694+/-0.039
DESI-031.0343-29.3024,31.0343,-29.3024,B,3.0,l18,DECaLS,0.13,DC,,0.746+/-0.208
DESI-033.4120-28.2374,33.412,-28.2374,B,3.0,l18,DECaLS,0.44,DC,,0.795+/-0.030
DESI-033.4558+14.1537,33.4558,14.1537,B,3.0,l18,DECaLS,0.92,DC,,0.329+/-0.040
DESI-033.8095-29.1570,33.8095,-29.157,B,3.0,shielded,DECaLS,1.0,DC,,0.646+/-0.334
DESI-034.0760+02.9333,34.076,2.9333,B,3.0,l18,DECaLS,0.2,DC,,0.974+/-0.051
DESI-034.5995-01.9843,34.5995,-1.9843,B,3.0,l18,DECaLS,0.11,DC,,0.312+/-0.033
DESI-034.7077-14.7784,34.7077,-14.7784,B,3.0,shielded,DECaLS,0.7,DC,,0.576+/-0.011
DESI-035.0142+02.7345,35.0142,2.7345,B,3.0,l18,DECaLS,0.97,DC,0.4549,nan
DESI-036.0843-31.9371,36.0843,-31.9371,B,3.0,l18,DECaLS,0.93,DC,0.2928,nan
DESI-037.0680-29.3960,37.068,-29.396,B,3.0,l18,DECaLS,0.45,DC,,0.292+/-0.010
DESI-037.7246+20.8596,37.7246,20.8596,B,3.0,l18,DECaLS,0.98,DC,,0.653+/-0.065
DESI-038.5455-35.7895,38.5455,-35.7895,B,3.0,l18,DECaLS,0.4,REX,,0.534+/-0.069
DESI-038.6407-14.8060,38.6407,-14.806,B,3.0,l18,DECaLS,1.0,DC,0.5866,nan
DESI-039.7648-30.8467,39.7648,-30.8467,B,3.0,shielded,DECaLS,0.9,DC,,0.487+/-0.041
DESI-040.7511-19.8931,40.7511,-19.8931,B,3.0,shielded,DECaLS,0.97,REX,0.3527,nan
DESI-041.1456-17.2445,41.1456,-17.2445,B,3.0,shielded,DECaLS,0.82,REX,0.3963,nan
DESI-042.2860-28.3551,42.286,-28.3551,B,3.0,shielded,DECaLS,0.47,REX,0.5934,nan
DESI-042.3475+16.8733,42.3475,16.8733,B,3.0,shielded,DECaLS,0.84,DC,,0.696+/-0.087
DESI-042.5350+00.1379,42.535,0.1379,B,3.0,l18,DECaLS,0.87,DC,,0.805+/-0.024
DESI-042.8971-12.3337,42.8971,-12.3337,B,3.0,l18,DECaLS,1.0,DC,,0.440+/-0.008
DESI-044.1841-09.2468,44.1841,-9.2468,B,3.0,l18,DECaLS,1.0,DC,,0.885+/-0.076
DESI-044.3830-23.3527,44.383,-23.3527,B,3.0,shielded,DECaLS,0.4,REX,0.5291,nan
DESI-044.5235-34.8959,44.5235,-34.8959,B,3.0,shielded,DECaLS,0.81,REX,,0.442+/-0.052
DESI-045.5878-04.3899,45.5878,-4.3899,B,3.0,shielded,DECaLS,0.2,REX,,0.392+/-0.038
DESI-046.4172-29.5712,46.4172,-29.5712,B,3.0,l18,DECaLS,0.24,DC,0.6197,nan
DESI-047.1385-17.6676,47.1385,-17.6676,B,3.0,shielded,DECaLS,0.78,REX,0.1967,nan
DESI-047.3494-30.1968,47.3494,-30.1968,B,3.0,l18,DECaLS,0.89,DC,0.2426,nan
DESI-047.4380-14.6211,47.438,-14.6211,B,3.0,l18,DECaLS,1.0,DC,0.5425,nan
DESI-048.6263-09.5613,48.6263,-9.5613,B,3.0,l18,DECaLS,0.1,DC,0.3244,nan
DESI-048.6484-21.4665,48.6484,-21.4665,B,3.0,l18,DECaLS,0.45,DC,0.5689,nan
DESI-048.9389-29.9643,48.9389,-29.9643,B,3.0,l18,DECaLS,0.51,DC,0.3428,nan
DESI-050.7649-27.5687,50.7649,-27.5687,B,3.0,l18,DECaLS,0.65,DC,0.3364,nan
DESI-051.2051-10.3481,51.2051,-10.3481,B,3.0,l18,DECaLS,1.0,DC,0.4279,nan
DESI-053.7319-19.9224,53.7319,-19.9224,B,3.0,shielded,DECaLS,0.65,DC,0.2256,nan
DESI-054.7129-14.1391,54.7129,-14.1391,B,3.0,shielded,DECaLS,0.39,REX,0.673,nan
DESI-054.9589-00.1356,54.9589,-0.1356,B,3.0,l18,DECaLS,0.94,DC,0.2677,nan
DESI-055.0363-25.7609,55.0363,-25.7609,B,3.0,shielded,DECaLS,0.18,REX,0.2943,nan
DESI-055.8328-16.2951,55.8328,-16.2951,B,3.0,l18,DECaLS,0.88,DC,0.2229,nan
DESI-056.2001-20.9116,56.2001,-20.9116,B,3.0,l18,DECaLS,0.88,DC,,0.696+/-0.017
DESI-057.5232-13.1978,57.5232,-13.1978,B,3.0,l18,DECaLS,1.0,DC,,0.573+/-0.111
DESI-058.8732-36.5641,58.8732,-36.5641,B,3.0,shielded,DECaLS,0.91,REX,0.6149,nan
DESI-060.9086-07.3160,60.9086,-7.316,B,3.0,l18,DECaLS,0.29,DC,,0.785+/-0.064
DESI-061.6770-23.3205,61.677,-23.3205,B,3.0,l18,DECaLS,1.0,DC,0.5975,nan
DESI-061.6880-15.0482,61.688,-15.0482,B,3.0,shielded,DECaLS,1.0,REX,,0.561+/-0.293
DESI-062.2475-05.9982,62.2475,-5.9982,B,3.0,l18,DECaLS,1.0,DC,,0.607+/-0.034
DESI-062.7834-22.9431,62.7834,-22.9431,B,3.0,shielded,DECaLS,0.93,REX,0.5777,nan
DESI-063.3879-16.8328,63.3879,-16.8328,B,3.0,l18,DECaLS,0.87,DC,,0.306+/-0.031
DESI-063.6168-19.9192,63.6168,-19.9192,B,3.0,l18,DECaLS,1.0,DC,,0.571+/-0.022
DESI-065.2568-21.6299,65.2568,-21.6299,B,3.0,l18,DECaLS,1.0,DC,,0.927+/-0.113
DESI-065.3372-29.8915,65.3372,-29.8915,B,3.0,l18,DECaLS,0.12,DC,0.2015,nan
DESI-065.5808-26.9514,65.5808,-26.9514,B,3.0,l18,DECaLS,0.66,DC,0.2886,nan
DESI-066.2134-23.1960,66.2134,-23.196,B,3.0,l18,DECaLS,0.82,DC,,0.854+/-0.072
DESI-068.3176-41.0553,68.3176,-41.0553,B,3.0,l18,DECaLS,0.99,REX,0.5863,nan
DESI-069.9349-04.6098,69.9349,-4.6098,B,3.0,l18,DECaLS,0.98,DC,,0.380+/-0.014
DESI-071.2400-07.6007,71.24,-7.6007,B,3.0,l18,DECaLS,1.0,DC,0.3535,nan
DESI-071.5624-20.0285,71.5624,-20.0285,B,3.0,l18,DECaLS,0.97,DC,0.6646,nan
DESI-071.8657-02.8613,71.8657,-2.8613,B,3.0,shielded,DECaLS,0.78,DC,0.4182,nan
DESI-072.0528-30.3308,72.0528,-30.3308,B,3.0,l18,DECaLS,0.78,DC,,0.765+/-0.020
DESI-073.4865-21.3622,73.4865,-21.3622,B,3.0,shielded,DECaLS,0.27,DC,,0.258+/-0.011
DESI-078.3580-21.4717,78.358,-21.4717,B,3.0,l18,DECaLS,0.96,DC,,0.362+/-0.029
DESI-087.1036-29.8510,87.1036,-29.851,B,3.0,shielded,DECaLS,0.89,REX,,0.838+/-0.106
DESI-089.6411-28.7418,89.6411,-28.7418,B,3.0,shielded,DECaLS,0.84,DC,,0.447+/-0.042
DESI-091.2815-33.8949,91.2815,-33.8949,B,3.0,shielded,DECaLS,0.1,REX,0.4724,nan
DESI-101.4601+48.5810,101.4601,48.581,B,3.0,l18,MzLS,0.56,DC,,0.499+/-0.079
DESI-110.6705+52.2273,110.6705,52.2273,B,3.0,l18,MzLS,0.83,DC,,0.619+/-0.013
DESI-115.6174+16.6039,115.6174,16.6039,B,3.0,l18,DECaLS,0.28,DC,0.2547,nan
DESI-115.8731+50.8031,115.8731,50.8031,B,3.0,l18,MzLS,0.99,DC,0.6152,nan
DESI-116.9217+26.8160,116.9217,26.816,B,3.0,shielded,DECaLS,0.56,REX,,0.285+/-0.096
DESI-121.8813+44.1801,121.8813,44.1801,B,3.0,l18,MzLS,0.99,DC,,0.415+/-0.028
DESI-122.9433+00.9701,122.9433,0.9701,B,3.0,l18,DECaLS,0.79,DC,0.4485,nan
DESI-128.8049+41.1131,128.8049,41.1131,B,3.0,l18,MzLS,1.0,DC,0.5163,nan
DESI-129.6057+30.2873,129.6057,30.2873,B,3.0,l18,DECaLS,0.95,DC,,0.283+/-0.020
DESI-130.7280-02.0271,130.728,-2.0271,B,3.0,l18,DECaLS,0.38,DC,,0.422+/-0.027
DESI-131.3340-00.9157,131.334,-0.9157,B,3.0,l18,DECaLS,0.88,DC,,0.393+/-0.013
DESI-132.6382+40.6196,132.6382,40.6196,B,3.0,shielded,MzLS,0.7,REX,0.4135,nan
DESI-133.3800+23.3652,133.38,23.3652,B,3.0,l18,DECaLS,0.94,DC,,0.284+/-0.042
DESI-134.1503+23.8641,134.1503,23.8641,B,3.0,shielded,DECaLS,0.19,REX,0.4684,nan
DESI-136.4227+34.8998,136.4227,34.8998,B,3.0,l18,MzLS,0.17,DC,0.5114,nan
DESI-136.9765+00.9590,136.9765,0.959,B,3.0,l18,DECaLS,0.39,DC,,0.697+/-0.023
DESI-137.4367+22.4354,137.4367,22.4354,B,3.0,shielded,DECaLS,0.49,DC,0.6916,nan
DESI-138.0524+33.3767,138.0524,33.3767,B,3.0,l18,MzLS,0.97,DC,,0.807+/-0.041
DESI-139.8960+30.5323,139.896,30.5323,B,3.0,l18,DECaLS,0.13,DC,0.6412,nan
DESI-147.7529+08.4157,147.7529,8.4157,B,3.0,l18,DECaLS,1.0,DC,0.6992,nan
DESI-151.9618+04.6107,151.9618,4.6107,B,3.0,l18,DECaLS,0.33,DC,0.1548,nan
DESI-154.4431-04.0841,154.4431,-4.0841,B,3.0,shielded,DECaLS,0.51,DC,,0.257+/-0.008
DESI-157.4831-05.4213,157.4831,-5.4213,B,3.0,l18,DECaLS,1.0,DC,,0.772+/-0.102
DESI-158.2306+75.3149,158.2306,75.3149,B,3.0,l18,MzLS,0.82,DC,,0.629+/-0.059
DESI-159.3007+04.5911,159.3007,4.5911,B,3.0,l18,DECaLS,1.0,DC,,0.580+/-0.150
DESI-159.7672-08.9316,159.7672,-8.9316,B,3.0,l18,DECaLS,0.89,DC,,0.397+/-0.031
DESI-161.8206+27.9906,161.8206,27.9906,B,3.0,l18,DECaLS,1.0,DC,,0.427+/-0.030
DESI-162.2464+10.5049,162.2464,10.5049,B,3.0,l18,DECaLS,0.45,DC,0.5238,nan
DESI-162.6485+19.9352,162.6485,19.9352,B,3.0,l18,DECaLS,0.97,DC,0.4127,nan
DESI-166.1262-08.6326,166.1262,-8.6326,B,3.0,l18,DECaLS,0.23,DC,,0.292+/-0.054
DESI-174.0622+41.0525,174.0622,41.0525,B,3.0,l18,MzLS,0.29,DC,,0.517+/-0.029
DESI-175.7970-01.6598,175.797,-1.6598,B,3.0,shielded,DECaLS,0.96,REX,0.288,nan
DESI-176.2391+30.5580,176.2391,30.558,B,3.0,l18,DECaLS,1.0,DC,,0.795+/-0.066
DESI-179.5944+72.4798,179.5944,72.4798,B,3.0,l18,MzLS,0.98,DC,,0.797+/-0.051
DESI-179.8536-05.1806,179.8536,-5.1806,B,3.0,l18,DECaLS,0.97,DC,,0.417+/-0.024
DESI-180.7746+69.8060,180.7746,69.806,B,3.0,l18,MzLS,0.98,DC,,0.416+/-0.024
DESI-181.0606+13.2918,181.0606,13.2918,B,3.0,shielded,DECaLS,0.49,DC,,0.971+/-0.227
DESI-181.5279+30.1133,181.5279,30.1133,B,3.0,shielded,DECaLS,0.86,REX,0.3189,nan
DESI-184.9201+44.8673,184.9201,44.8673,B,3.0,shielded,MzLS,0.41,REX,,0.491+/-0.026
DESI-184.9250+00.8409,184.925,0.8409,B,3.0,l18,DECaLS,0.34,DC,,0.309+/-0.025
DESI-185.0208+26.4909,185.0208,26.4909,B,3.0,l18,DECaLS,0.98,DC,,0.710+/-0.019
DESI-186.7661+28.0517,186.7661,28.0517,B,3.0,shielded,DECaLS,0.59,DC,,0.557+/-0.029
DESI-188.3339+14.1325,188.3339,14.1325,B,3.0,shielded,DECaLS,0.86,REX,,0.588+/-0.125
DESI-189.5574+27.3029,189.5574,27.3029,B,3.0,shielded,DECaLS,0.47,DC,,0.348+/-0.024
DESI-190.4916+03.7894,190.4916,3.7894,B,3.0,shielded,DECaLS,0.95,REX,,0.416+/-0.021
DESI-191.3160+19.0924,191.316,19.0924,B,3.0,l18,DECaLS,0.12,DC,,0.447+/-0.015
DESI-192.0695+07.7162,192.0695,7.7162,B,3.0,shielded,DECaLS,0.58,REX,,0.576+/-0.022
DESI-200.0505-08.5058,200.0505,-8.5058,B,3.0,l18,DECaLS,0.98,DC,,0.611+/-0.036
DESI-200.8958+06.1545,200.8958,6.1545,B,3.0,l18,DECaLS,0.31,DC,,0.324+/-0.010
DESI-202.9388+51.5753,202.9388,51.5753,B,3.0,l18,MzLS,0.99,DC,,0.282+/-0.020
DESI-203.8331-08.4487,203.8331,-8.4487,B,3.0,l18,DECaLS,0.16,DC,,0.486+/-0.078
DESI-209.6224+16.9285,209.6224,16.9285,B,3.0,shielded,DECaLS,0.93,REX,,0.845+/-0.055
DESI-214.8006+53.4366,214.8006,53.4366,B,3.0,l18,MzLS,0.98,DC,0.1527,nan
DESI-214.8651-04.0003,214.8651,-4.0003,B,3.0,shielded,DECaLS,0.77,REX,0.6031,nan
DESI-218.0748+07.0556,218.0748,7.0556,B,3.0,l18,DECaLS,0.79,DC,0.5642,nan
DESI-219.2455+29.6141,219.2455,29.6141,B,3.0,l18,DECaLS,0.46,DC,0.5041,nan
DESI-220.4044+50.2463,220.4044,50.2463,B,3.0,l18,MzLS,1.0,DC,0.5422,nan
DESI-223.1039+48.4711,223.1039,48.4711,B,3.0,l18,MzLS,0.56,DC,0.4441,nan
DESI-224.3857-01.9882,224.3857,-1.9882,B,3.0,shielded,DECaLS,0.79,REX,,0.626+/-0.103
DESI-225.4050+52.1417,225.405,52.1417,B,3.0,l18,MzLS,0.98,DC,0.5527,nan
DESI-228.0786+20.8316,228.0786,20.8316,B,3.0,l18,DECaLS,0.19,DC,,0.432+/-0.034
DESI-228.8268+63.2724,228.8268,63.2724,B,3.0,l18,MzLS,0.22,DC,0.6335,nan
DESI-231.2874+42.4646,231.2874,42.4646,B,3.0,l18,MzLS,0.17,DC,0.2971,nan
DESI-231.4998+08.7774,231.4998,8.7774,B,3.0,l18,DECaLS,0.8,DC,0.28,nan
DESI-231.8201+12.9511,231.8201,12.9511,B,3.0,l18,DECaLS,0.8,DC,,0.709+/-0.148
DESI-233.7453+01.3400,233.7453,1.34,B,3.0,l18,DECaLS,0.34,DC,,0.310+/-0.020
DESI-234.4783+14.7232,234.4783,14.7232,B,3.0,l18,DECaLS,0.98,DC,0.2603,nan
DESI-236.0113+26.1712,236.0113,26.1712,B,3.0,shielded,DECaLS,0.29,REX,0.3359,nan
DESI-236.3307+16.2141,236.3307,16.2141,B,3.0,l18,DECaLS,0.18,DC,0.5424,nan
DESI-236.4854+10.0292,236.4854,10.0292,B,3.0,l18,DECaLS,0.95,DC,0.5457,nan
DESI-236.5553+35.0802,236.5553,35.0802,B,3.0,l18,MzLS,0.99,DC,0.5426,nan
DESI-244.3589+20.7108,244.3589,20.7108,B,3.0,l18,DECaLS,1.0,DC,0.5273,nan
DESI-244.5899+53.1871,244.5899,53.1871,B,3.0,l18,MzLS,0.45,DC,,0.454+/-0.028
DESI-255.6529+28.5791,255.6529,28.5791,B,3.0,l18,DECaLS,1.0,DC,0.3393,nan
DESI-257.4348+31.9046,257.4348,31.9046,B,3.0,l18,DECaLS,0.99,DC,0.3667,nan
DESI-259.0541+28.5928,259.0541,28.5928,B,3.0,l18,DECaLS,0.92,DC,,0.277+/-0.007
DESI-259.7428+11.2635,259.7428,11.2635,B,3.0,shielded,DECaLS,0.18,REX,0.5802,nan
DESI-267.2985+23.5101,267.2985,23.5101,B,3.0,shielded,DECaLS,0.98,DC,0.5566,nan
DESI-269.7333+29.0742,269.7333,29.0742,B,3.0,shielded,DECaLS,0.97,REX,0.2183,nan
DESI-269.7858+41.9039,269.7858,41.9039,B,3.0,shielded,MzLS,1.0,REX,,0.716+/-0.104
DESI-273.4736+34.7448,273.4736,34.7448,B,3.0,l18,MzLS,0.5,DC,0.3106,nan
DESI-285.9297+52.4182,285.9297,52.4182,B,3.0,shielded,MzLS,1.0,DC,0.326,nan
DESI-293.9927+58.1525,293.9927,58.1525,B,3.0,l18,MzLS,0.58,DC,0.3202,nan
DESI-311.4249-10.6762,311.4249,-10.6762,B,3.0,l18,DECaLS,0.34,DC,0.6334,nan
DESI-313.9780+08.7331,313.978,8.7331,B,3.0,l18,DECaLS,0.63,DC,0.1857,nan
DESI-332.7233-40.9782,332.7233,-40.9782,B,3.0,shielded,DECaLS,0.32,REX,0.481,nan
DESI-335.2155+00.9713,335.2155,0.9713,B,3.0,shielded,DECaLS,0.32,REX,,0.341+/-0.036
DESI-335.2291-11.4857,335.2291,-11.4857,B,3.0,l18,DECaLS,0.85,DC,,0.520+/-0.009
DESI-337.2103+14.9081,337.2103,14.9081,B,3.0,l18,DECaLS,0.99,DC,0.5512,nan
DESI-342.1516+20.2529,342.1516,20.2529,B,3.0,l18,DECaLS,0.13,DC,0.5847,nan
DESI-344.6262-58.6910,344.6262,-58.691,B,3.0,shielded,DECaLS,0.94,REX,0.3979,nan
DESI-353.4326-03.4619,353.4326,-3.4619,B,3.0,l18,DECaLS,0.94,REX,0.6753,nan
DESI-353.6004+17.9899,353.6004,17.9899,B,3.0,shielded,DECaLS,0.23,REX,,0.432+/-0.031
DESI-354.0428-02.1264,354.0428,-2.1264,B,3.0,shielded,DECaLS,0.99,REX,,0.485+/-0.084
DESI-356.8114-00.7980,356.8114,-0.798,B,3.0,l18,DECaLS,0.52,DC,,0.786+/-0.017
DESI-357.3718-60.0110,357.3718,-60.011,B,3.0,shielded,DECaLS,0.14,REX,,0.370+/-0.069
DESI-359.1477-13.2930,359.1477,-13.293,B,3.0,l18,DECaLS,1.0,DC,0.5214,nan
DESI-000.0254+21.6415,0.0254,21.6415,C,2.5,l18,DECaLS,0.24,REX,0.503,nan
DESI-000.0369+21.2841,0.0369,21.2841,C,2.5,l18,DECaLS,1.0,DC,,0.357+/-0.066
DESI-000.2881-10.5619,0.2881,-10.5619,C,2.5,l18,DECaLS,0.18,DC,0.438,nan
DESI-000.4022-04.0111,0.4022,-4.0111,C,2.5,shielded,DECaLS,0.17,REX,0.7237,nan
DESI-000.6943+27.0894,0.6943,27.0894,C,2.5,l18,DECaLS,0.39,REX,0.5841,nan
DESI-001.1051-60.0972,1.1051,-60.0972,C,2.5,shielded,DECaLS,0.56,REX,,0.752+/-0.072
DESI-001.2742-54.2626,1.2742,-54.2626,C,2.0,shielded,DECaLS,0.36,REX,,0.534+/-0.047
DESI-001.4446+15.8147,1.4446,15.8147,C,2.5,l18,DECaLS,0.41,DC,0.2141,nan
DESI-001.6798+05.0237,1.6798,5.0237,C,2.5,shielded,DECaLS,0.9,DC,0.4323,nan
DESI-001.7036-11.2181,1.7036,-11.2181,C,2.5,l18,DECaLS,0.11,DC,0.2862,nan
DESI-001.8280+01.5349,1.828,1.5349,C,2.5,shielded,DECaLS,0.88,REX,0.3217,nan
DESI-002.0769-06.3760,2.0769,-6.376,C,2.0,shielded,DECaLS,0.17,REX,0.589,nan
DESI-002.2652-52.4195,2.2652,-52.4195,C,2.5,shielded,DECaLS,0.78,REX,,0.275+/-0.037
DESI-002.4643-34.6088,2.4643,-34.6088,C,2.0,shielded,DECaLS,0.17,REX,,0.775+/-0.033
DESI-002.5204-35.7296,2.5204,-35.7296,C,2.0,shielded,DECaLS,0.17,REX,,0.567+/-0.086
DESI-002.5452-60.5666,2.5452,-60.5666,C,2.0,shielded,DECaLS,0.19,REX,,0.774+/-0.051
DESI-002.7167+18.5282,2.7167,18.5282,C,2.5,l18,DECaLS,0.79,DC,,0.604+/-0.072
DESI-002.9359+01.0175,2.9359,1.0175,C,2.0,l18,DECaLS,0.15,REX,0.7402,nan
DESI-003.0228-44.3054,3.0228,-44.3054,C,2.0,shielded,DECaLS,0.62,REX,,0.853+/-0.057
DESI-003.2647-32.9648,3.2647,-32.9648,C,2.5,shielded,DECaLS,0.5,REX,,0.482+/-0.086
DESI-003.8795+24.4528,3.8795,24.4528,C,2.5,shielded,DECaLS,0.94,DC,0.597,nan
DESI-003.9009-29.8221,3.9009,-29.8221,C,2.5,shielded,DECaLS,0.99,DC,,0.873+/-0.050
DESI-004.0093-13.4169,4.0093,-13.4169,C,2.5,shielded,DECaLS,0.95,DC,0.4246,nan
DESI-004.2156-05.8182,4.2156,-5.8182,C,2.5,shielded,DECaLS,0.97,DC,0.3293,nan
DESI-004.7352-31.8716,4.7352,-31.8716,C,2.5,shielded,DECaLS,0.13,REX,,0.288+/-0.023
DESI-004.8732-31.1123,4.8732,-31.1123,C,2.5,shielded,DECaLS,0.15,REX,,0.323+/-0.027
DESI-005.2856-39.3724,5.2856,-39.3724,C,2.5,shielded,DECaLS,0.3,REX,,0.342+/-0.030
DESI-005.5523-04.4710,5.5523,-4.471,C,2.0,shielded,DECaLS,0.12,REX,0.6013,nan
DESI-006.0703+01.4212,6.0703,1.4212,C,2.0,l18,DECaLS,0.48,DC,0.4951,nan
DESI-006.0848-64.9549,6.0848,-64.9549,C,2.0,shielded,DECaLS,0.12,REX,,0.860+/-0.083
DESI-006.1955-57.9429,6.1955,-57.9429,C,2.0,shielded,DECaLS,0.14,REX,,0.751+/-0.065
DESI-006.2199-01.8426,6.2199,-1.8426,C,2.5,l18,DECaLS,0.21,REX,0.6907,nan
DESI-006.3643+10.1853,6.3643,10.1853,C,2.5,l18,DECaLS,0.14,DC,0.4579,nan
DESI-006.4166-27.4448,6.4166,-27.4448,C,2.5,shielded,DECaLS,0.68,REX,,0.821+/-0.051
DESI-006.4448+03.6455,6.4448,3.6455,C,2.0,l18,DECaLS,0.25,DC,0.4092,nan
DESI-006.5376-05.1005,6.5376,-5.1005,C,2.0,l18,DECaLS,0.18,DC,0.3694,nan
DESI-006.5454-60.8859,6.5454,-60.8859,C,2.0,shielded,DECaLS,0.17,REX,,0.470+/-0.034
DESI-006.6039+04.3071,6.6039,4.3071,C,2.0,shielded,DECaLS,0.22,REX,0.7094,nan
DESI-006.9518-03.8141,6.9518,-3.8141,C,2.0,l18,DECaLS,0.14,DC,0.5883,nan
DESI-007.0770-27.5692,7.077,-27.5692,C,2.5,l18,DECaLS,0.22,DC,,0.881+/-0.074
DESI-007.0848-52.1662,7.0848,-52.1662,C,2.0,shielded,DECaLS,0.25,REX,,0.870+/-0.072
DESI-007.3282-25.6413,7.3282,-25.6413,C,2.0,shielded,DECaLS,0.16,REX,,0.630+/-0.092
DESI-007.4408-02.3542,7.4408,-2.3542,C,2.5,l18,DECaLS,0.99,DC,0.6435,nan
DESI-007.6167-07.3598,7.6167,-7.3598,C,2.5,shielded,DECaLS,0.99,REX,0.6851,nan
DESI-007.7075-31.8051,7.7075,-31.8051,C,2.5,l18,DECaLS,0.22,DC,,0.221+/-0.006
DESI-007.7552-24.4012,7.7552,-24.4012,C,2.5,l18,DECaLS,0.99,DC,,0.623+/-0.013
DESI-007.9602-00.6805,7.9602,-0.6805,C,2.0,l18,DECaLS,0.58,DC,0.4808,nan
DESI-008.0561+11.4205,8.0561,11.4205,C,2.5,l18,DECaLS,0.69,DC,0.3835,nan
DESI-008.6662-13.6007,8.6662,-13.6007,C,2.5,l18,DECaLS,0.67,DC,,0.714+/-0.040
DESI-008.8590-20.2624,8.859,-20.2624,C,2.5,shielded,DECaLS,0.73,REX,0.3017,nan
DESI-008.9856-31.0498,8.9856,-31.0498,C,2.5,shielded,DECaLS,0.15,REX,,0.416+/-0.053
DESI-009.4655-11.1778,9.4655,-11.1778,C,2.5,l18,DECaLS,1.0,DC,0.6034,nan
DESI-009.4901-61.7741,9.4901,-61.7741,C,2.0,l18,DECaLS,0.13,REX,,0.366+/-0.095
DESI-009.5831-22.7369,9.5831,-22.7369,C,2.5,l18,DECaLS,0.34,DC,,0.669+/-0.037
DESI-009.6186-25.3693,9.6186,-25.3693,C,2.0,shielded,DECaLS,0.29,REX,,0.695+/-0.068
DESI-009.6226-36.7634,9.6226,-36.7634,C,2.0,shielded,DECaLS,0.37,REX,,0.761+/-0.121
DESI-009.6721-07.4138,9.6721,-7.4138,C,2.0,shielded,DECaLS,0.5,DC,0.2798,nan
DESI-009.7395-07.7564,9.7395,-7.7564,C,2.5,shielded,DECaLS,0.84,DC,0.4099,nan
DESI-010.3697-51.0101,10.3697,-51.0101,C,2.0,shielded,DECaLS,0.39,REX,,0.694+/-0.038
DESI-010.4341-23.6515,10.4341,-23.6515,C,2.5,l18,DECaLS,1.0,DC,0.3905,nan
DESI-010.5365-09.9688,10.5365,-9.9688,C,2.0,l18,DECaLS,0.17,DC,0.4173,nan
DESI-010.5692-05.5844,10.5692,-5.5844,C,2.0,l18,DECaLS,1.0,DC,0.2764,nan
DESI-010.6237-15.1890,10.6237,-15.189,C,2.5,l18,DECaLS,0.49,DC,,0.407+/-0.011
DESI-011.0120+28.5026,11.012,28.5026,C,2.0,shielded,DECaLS,0.55,REX,0.6125,nan
DESI-011.1176-09.8211,11.1176,-9.8211,C,2.0,l18,DECaLS,0.29,DC,0.5485,nan
DESI-011.6128-26.6737,11.6128,-26.6737,C,2.5,l18,DECaLS,0.76,DC,,0.399+/-0.117
DESI-011.6341-32.5680,11.6341,-32.568,C,2.0,shielded,DECaLS,0.27,REX,,0.734+/-0.038
DESI-012.5414-15.3948,12.5414,-15.3948,C,2.0,l18,DECaLS,0.1,DC,,0.458+/-0.045
DESI-012.6879+05.1953,12.6879,5.1953,C,2.0,l18,DECaLS,0.95,DC,0.394,nan
DESI-012.7302-17.3424,12.7302,-17.3424,C,2.0,shielded,DECaLS,0.94,DC,,0.683+/-0.028
DESI-013.0309-62.2004,13.0309,-62.2004,C,2.0,shielded,DECaLS,0.28,REX,,0.751+/-0.039
DESI-013.0826-21.4621,13.0826,-21.4621,C,2.5,l18,DECaLS,0.82,DC,,0.533+/-0.041
DESI-013.3666-16.0988,13.3666,-16.0988,C,2.5,l18,DECaLS,0.63,DC,,0.680+/-0.100
DESI-013.4834-25.7652,13.4834,-25.7652,C,2.0,shielded,DECaLS,0.72,REX,,0.605+/-0.023
DESI-014.0464+00.1260,14.0464,0.126,C,2.0,shielded,DECaLS,0.37,REX,0.4563,nan
DESI-014.1862-18.9657,14.1862,-18.9657,C,2.0,l18,DECaLS,0.96,DC,,0.410+/-0.029
DESI-014.2189-16.4016,14.2189,-16.4016,C,2.5,l18,DECaLS,0.97,DC,,0.359+/-0.013
DESI-014.2352-25.7746,14.2352,-25.7746,C,2.0,l18,DECaLS,0.97,DC,,0.606+/-0.010
