name,RA,DEC,grade,score,resnet_model,region,probability,tractor_type,spec_z,photo_z
DESI-014.2478-14.0421,14.2478,-14.0421,C,2.0,l18,DECaLS,0.94,DC,,0.426+/-0.036
DESI-014.2970-13.2907,14.297,-13.2907,C,2.5,l18,DECaLS,0.57,DC,,0.388+/-0.026
DESI-014.3439-25.1811,14.3439,-25.1811,C,2.5,shielded,DECaLS,0.97,DC,,0.535+/-0.037
DESI-014.4115-29.9751,14.4115,-29.9751,C,2.5,l18,DECaLS,0.97,DC,,0.723+/-0.023
DESI-014.6510-23.5443,14.651,-23.5443,C,2.0,shielded,DECaLS,0.73,DC,,0.513+/-0.051
DESI-014.6810-05.0260,14.681,-5.026,C,2.0,l18,DECaLS,0.88,DC,0.5929,nan
DESI-014.8630-23.2117,14.863,-23.2117,C,2.0,l18,DECaLS,0.37,DC,,0.852+/-0.076
DESI-014.9525-24.7056,14.9525,-24.7056,C,2.5,shielded,DECaLS,0.69,DC,,0.210+/-0.021
DESI-014.9575-05.5838,14.9575,-5.5838,C,2.5,l18,DECaLS,0.99,DC,0.5091,nan
DESI-014.9799-18.4828,14.9799,-18.4828,C,2.0,shielded,DECaLS,0.19,REX,,0.850+/-0.056
DESI-015.4277-15.0401,15.4277,-15.0401,C,2.5,l18,DECaLS,0.98,DC,,0.646+/-0.029
DESI-015.6198-20.2297,15.6198,-20.2297,C,2.5,l18,DECaLS,1.0,DC,,0.414+/-0.033
DESI-015.6786-23.9439,15.6786,-23.9439,C,2.0,l18,DECaLS,0.82,DC,,0.799+/-0.270
DESI-015.9876-07.1360,15.9876,-7.136,C,2.5,l18,DECaLS,1.0,DC,0.4384,nan
DESI-016.3301-16.4985,16.3301,-16.4985,C,2.0,l18,DECaLS,0.52,DC,,0.507+/-0.062
DESI-016.4629-05.0324,16.4629,-5.0324,C,2.5,l18,DECaLS,0.98,DC,0.5998,nan
DESI-016.9846-14.6625,16.9846,-14.6625,C,2.5,l18,DECaLS,0.97,DC,,0.610+/-0.034
DESI-017.1638-08.3884,17.1638,-8.3884,C,2.0,l18,DECaLS,0.91,DC,0.5754,nan
DESI-017.3346-07.3951,17.3346,-7.3951,C,2.5,l18,DECaLS,0.72,DC,0.5312,nan
DESI-017.6727-14.7914,17.6727,-14.7914,C,2.5,l18,DECaLS,1.0,DC,,0.668+/-0.104
DESI-017.7799+13.7789,17.7799,13.7789,C,2.5,l18,DECaLS,1.0,DC,0.6633,nan
DESI-017.8640+10.9845,17.864,10.9845,C,2.0,shielded,DECaLS,0.4,REX,0.2782,nan
DESI-017.8812+08.9282,17.8812,8.9282,C,2.5,l18,DECaLS,0.97,DC,0.4062,nan
DESI-018.0610-21.6113,18.061,-21.6113,C,2.0,shielded,DECaLS,0.63,REX,,0.577+/-0.031
DESI-018.2042-02.9176,18.2042,-2.9176,C,2.5,l18,DECaLS,0.52,DC,0.3623,nan
DESI-018.5346-19.7225,18.5346,-19.7225,C,2.5,l18,DECaLS,0.95,DC,,0.373+/-0.048
DESI-019.1019-00.1335,19.1019,-0.1335,C,2.0,shielded,DECaLS,0.23,REX,0.1824,nan
DESI-019.3417-30.0427,19.3417,-30.0427,C,2.5,l18,DECaLS,0.53,REX,,0.328+/-0.051
DESI-019.4619-29.9677,19.4619,-29.9677,C,2.0,shielded,DECaLS,0.92,REX,,0.812+/-0.083
DESI-019.4701-11.0283,19.4701,-11.0283,C,2.0,l18,DECaLS,0.78,REX,,0.796+/-0.072
DESI-019.7886-05.2190,19.7886,-5.219,C,2.0,shielded,DECaLS,0.56,REX,0.6607,nan
DESI-019.8252-22.6356,19.8252,-22.6356,C,2.5,l18,DECaLS,1.0,DC,0.1714,nan
DESI-019.8273+27.4840,19.8273,27.484,C,2.0,shielded,DECaLS,0.14,REX,0.6357,nan
DESI-020.3300-00.3409,20.33,-0.3409,C,2.0,shielded,DECaLS,0.29,REX,0.6346,nan
DESI-020.3660+21.7344,20.366,21.7344,C,2.5,l18,DECaLS,0.94,DC,0.6365,nan
DESI-020.6044-08.5205,20.6044,-8.5205,C,2.5,l18,DECaLS,1.0,DC,0.5325,nan
DESI-020.7916-08.1086,20.7916,-8.1086,C,2.5,shielded,DECaLS,0.26,DC,0.359,nan
DESI-021.1220-21.4623,21.122,-21.4623,C,2.5,shielded,DECaLS,0.37,DC,0.5022,nan
DESI-021.5140-10.3682,21.514,-10.3682,C,2.0,shielded,DECaLS,0.86,DC,0.1752,nan
DESI-021.8652-36.8157,21.8652,-36.8157,C,2.5,l18,DECaLS,0.22,REX,,0.689+/-0.162
DESI-022.2506+00.1193,22.2506,0.1193,C,2.0,l18,DECaLS,0.93,DC,0.3288,nan
DESI-022.2823-07.0851,22.2823,-7.0851,C,2.0,l18,DECaLS,0.11,DC,0.3398,nan
DESI-022.4814-02.6654,22.4814,-2.6654,C,2.5,l18,DECaLS,0.42,DC,0.4996,nan
DESI-022.6133-18.8672,22.6133,-18.8672,C,2.5,l18,DECaLS,0.33,DC,0.5414,nan
DESI-022.8470-16.8840,22.847,-16.884,C,2.5,l18,DECaLS,0.23,DC,,0.807+/-0.063
DESI-023.0128-02.3005,23.0128,-2.3005,C,2.0,shielded,DECaLS,0.63,DC,,0.464+/-0.115
DESI-023.0583+03.4399,23.0583,3.4399,C,2.0,shielded,DECaLS,0.75,REX,0.5785,nan
DESI-023.4239-16.8390,23.4239,-16.839,C,2.5,l18,DECaLS,0.94,DC,,0.644+/-0.061
DESI-023.5148-30.5414,23.5148,-30.5414,C,2.5,l18,DECaLS,0.78,DC,,0.325+/-0.016
DESI-023.5329-07.4703,23.5329,-7.4703,C,2.0,shielded,DECaLS,0.48,REX,0.2615,nan
DESI-023.6649-28.7320,23.6649,-28.732,C,2.5,l18,DECaLS,0.15,DC,,0.981+/-0.084
DESI-023.8146-17.4043,23.8146,-17.4043,C,2.0,l18,DECaLS,0.97,DC,,0.768+/-0.051
DESI-023.8165-32.6842,23.8165,-32.6842,C,2.5,shielded,DECaLS,0.56,REX,,0.446+/-0.055
DESI-023.8193+04.8514,23.8193,4.8514,C,2.5,shielded,DECaLS,0.32,REX,0.6901,nan
DESI-023.9221-18.7413,23.9221,-18.7413,C,2.0,l18,DECaLS,0.14,DC,0.5278,nan
DESI-023.9840-20.7577,23.984,-20.7577,C,2.5,l18,DECaLS,0.76,DC,0.338,nan
DESI-024.1759-12.2872,24.1759,-12.2872,C,2.0,l18,DECaLS,0.25,DC,,0.407+/-0.071
DESI-024.1913-40.4779,24.1913,-40.4779,C,2.0,shielded,DECaLS,0.11,REX,,0.587+/-0.026
DESI-024.2160-14.8162,24.216,-14.8162,C,2.0,l18,DECaLS,0.12,DC,,0.320+/-0.014
DESI-024.2426+00.3033,24.2426,0.3033,C,2.0,shielded,DECaLS,0.14,REX,0.8093,nan
DESI-024.3635-27.6051,24.3635,-27.6051,C,2.0,l18,DECaLS,0.35,DC,,0.410+/-0.024
DESI-024.3717-08.3056,24.3717,-8.3056,C,2.0,l18,DECaLS,0.19,DC,,0.778+/-0.025
DESI-024.3726+05.7609,24.3726,5.7609,C,2.5,l18,DECaLS,0.46,DC,0.3618,nan
DESI-024.4002-27.1526,24.4002,-27.1526,C,2.5,l18,DECaLS,0.1,DC,,0.234+/-0.067
DESI-025.0520-20.1055,25.052,-20.1055,C,2.0,l18,DECaLS,0.36,DC,,0.397+/-0.015
DESI-025.1595-11.4143,25.1595,-11.4143,C,2.0,l18,DECaLS,0.61,DC,,0.322+/-0.021
DESI-025.4548-24.8641,25.4548,-24.8641,C,2.0,l18,DECaLS,0.85,DC,,0.223+/-0.005
DESI-025.4686-22.4962,25.4686,-22.4962,C,2.0,l18,DECaLS,0.68,DC,,0.370+/-0.025
DESI-025.4848+30.7585,25.4848,30.7585,C,2.5,l18,DECaLS,0.22,DC,0.524,nan
DESI-025.5981+14.8037,25.5981,14.8037,C,2.5,l18,DECaLS,0.45,DC,,0.772+/-0.063
DESI-025.7040-19.7717,25.704,-19.7717,C,2.0,l18,DECaLS,0.5,DC,,0.546+/-0.033
DESI-025.7910+07.5022,25.791,7.5022,C,2.0,l18,DECaLS,0.14,DC,0.5569,nan
DESI-025.8360-27.2964,25.836,-27.2964,C,2.5,shielded,DECaLS,0.19,REX,,0.303+/-0.069
DESI-025.8949+05.3365,25.8949,5.3365,C,2.5,l18,DECaLS,0.17,DC,0.5272,nan
DESI-026.0431-28.9067,26.0431,-28.9067,C,2.0,shielded,DECaLS,0.94,REX,,0.375+/-0.036
DESI-026.2418+00.8017,26.2418,0.8017,C,2.5,l18,DECaLS,0.15,DC,0.4773,nan
DESI-026.3453+04.8579,26.3453,4.8579,C,2.5,l18,DECaLS,0.98,DC,0.3351,nan
DESI-026.5508+22.6087,26.5508,22.6087,C,2.0,l18,DECaLS,0.73,DC,0.679,nan
DESI-026.7267-11.4066,26.7267,-11.4066,C,2.0,l18,DECaLS,0.14,DC,,0.453+/-0.038
DESI-026.7490-22.6820,26.749,-22.682,C,2.5,shielded,DECaLS,0.92,DC,,0.346+/-0.053
DESI-026.7792-40.1610,26.7792,-40.161,C,2.0,shielded,DECaLS,0.93,REX,,0.224+/-0.096
DESI-026.9591-26.6311,26.9591,-26.6311,C,2.5,l18,DECaLS,0.97,DC,,0.562+/-0.018
DESI-027.3253-30.3055,27.3253,-30.3055,C,2.0,l18,DECaLS,0.99,DC,,0.450+/-0.025
DESI-027.3698-08.7626,27.3698,-8.7626,C,2.5,l18,DECaLS,0.98,DC,0.6772,nan
DESI-027.3879+00.4647,27.3879,0.4647,C,2.0,l18,DECaLS,0.77,DC,0.4892,nan
DESI-027.4775+21.7988,27.4775,21.7988,C,2.5,l18,DECaLS,0.17,DC,0.5552,nan
DESI-027.4849-11.5108,27.4849,-11.5108,C,2.5,l18,DECaLS,0.87,DC,,0.402+/-0.036
DESI-027.5959-17.6114,27.5959,-17.6114,C,2.0,shielded,DECaLS,0.34,DC,,0.442+/-0.175
DESI-027.6346-18.3062,27.6346,-18.3062,C,2.0,l18,DECaLS,0.15,DC,,0.770+/-0.067
DESI-027.8170-19.1052,27.817,-19.1052,C,2.5,l18,DECaLS,0.1,REX,,0.321+/-0.067
DESI-027.8888-26.8005,27.8888,-26.8005,C,2.0,l18,DECaLS,0.97,DC,,0.689+/-0.061
DESI-027.9976-08.3646,27.9976,-8.3646,C,2.0,l18,DECaLS,0.34,DC,0.6218,nan
DESI-028.0192-29.3878,28.0192,-29.3878,C,2.0,l18,DECaLS,0.64,DC,,0.367+/-0.041
DESI-028.1435-21.6420,28.1435,-21.642,C,2.5,l18,DECaLS,0.99,REX,,0.369+/-0.104
DESI-028.1494-31.3430,28.1494,-31.343,C,2.0,l18,DECaLS,0.14,DC,,0.354+/-0.032
DESI-028.1997+03.2624,28.1997,3.2624,C,2.0,l18,DECaLS,0.97,DC,0.3493,nan
DESI-028.4669-11.2551,28.4669,-11.2551,C,2.5,l18,DECaLS,0.18,DC,,0.816+/-0.057
DESI-028.5320-08.1000,28.532,-8.1,C,2.0,l18,DECaLS,0.35,DC,0.3346,nan
DESI-028.5715-16.2374,28.5715,-16.2374,C,2.0,l18,DECaLS,0.23,DC,0.3979,nan
DESI-028.7845-25.8463,28.7845,-25.8463,C,2.0,l18,DECaLS,1.0,DC,,0.554+/-0.038
DESI-029.1389-02.4224,29.1389,-2.4224,C,2.5,shielded,DECaLS,0.52,REX,,0.616+/-0.118
DESI-029.1423-15.5876,29.1423,-15.5876,C,2.5,shielded,DECaLS,0.74,REX,0.395,nan
DESI-029.3642+22.9216,29.3642,22.9216,C,2.0,l18,DECaLS,0.24,DC,0.2454,nan
DESI-029.3687-05.2778,29.3687,-5.2778,C,2.0,l18,DECaLS,0.82,DC,0.5985,nan
DESI-029.4504-01.1535,29.4504,-1.1535,C,2.5,l18,DECaLS,0.12,DC,0.5416,nan
DESI-029.4673-27.8568,29.4673,-27.8568,C,2.0,l18,DECaLS,0.89,DC,,0.782+/-0.027
DESI-029.5569-11.2721,29.5569,-11.2721,C,2.5,l18,DECaLS,0.99,DC,,0.368+/-0.022
DESI-029.7821-32.2109,29.7821,-32.2109,C,2.0,shielded,DECaLS,0.33,REX,,0.631+/-0.079
DESI-029.7900-18.9500,29.79,-18.95,C,2.5,l18,DECaLS,0.99,DC,0.3393,nan
DESI-029.9230+29.5992,29.923,29.5992,C,2.0,l18,DECaLS,0.14,DC,0.3444,nan
DESI-029.9687-27.8439,29.9687,-27.8439,C,2.0,l18,DECaLS,1.0,DC,,0.789+/-0.276
DESI-030.1018-10.7692,30.1018,-10.7692,C,2.0,shielded,DECaLS,0.62,DC,,0.272+/-0.029
DESI-030.1108-08.6449,30.1108,-8.6449,C,2.0,l18,DECaLS,0.23,DC,0.3965,nan
DESI-030.1551+14.4092,30.1551,14.4092,C,2.0,l18,DECaLS,0.75,DC,0.504,nan
DESI-030.1743-11.0445,30.1743,-11.0445,C,2.5,shielded,DECaLS,0.99,DC,,0.176+/-0.011
DESI-030.2531-36.7018,30.2531,-36.7018,C,2.5,shielded,DECaLS,0.92,REX,,0.487+/-0.107
DESI-030.3065-26.0892,30.3065,-26.0892,C,2.0,shielded,DECaLS,0.2,REX,,0.855+/-0.125
DESI-030.7600-06.6024,30.76,-6.6024,C,2.0,l18,DECaLS,0.98,DC,0.4935,nan
DESI-030.7806-22.7856,30.7806,-22.7856,C,2.0,l18,DECaLS,0.99,DC,,0.347+/-0.038
DESI-030.8121-15.9384,30.8121,-15.9384,C,2.0,l18,DECaLS,0.99,DC,,0.685+/-0.070
DESI-030.9153-31.0823,30.9153,-31.0823,C,2.5,l18,DECaLS,0.93,DC,,0.474+/-0.052
DESI-031.1304-19.3899,31.1304,-19.3899,C,2.0,shielded,DECaLS,0.26,REX,,0.780+/-0.046
DESI-031.2607-21.8603,31.2607,-21.8603,C,2.0,shielded,DECaLS,0.16,REX,,0.858+/-0.077
DESI-031.3554-16.4083,31.3554,-16.4083,C,2.0,l18,DECaLS,0.21,DC,,0.770+/-0.075
DESI-031.3590-24.5664,31.359,-24.5664,C,2.0,shielded,DECaLS,0.3,REX,,0.592+/-0.053
DESI-031.4976-21.1722,31.4976,-21.1722,C,2.0,l18,DECaLS,0.14,DC,,0.716+/-0.090
DESI-031.6715-02.0052,31.6715,-2.0052,C,2.0,l18,DECaLS,0.82,DC,0.7005,nan
DESI-031.7319-31.7726,31.7319,-31.7726,C,2.0,l18,DECaLS,0.25,DC,,0.607+/-0.014
DESI-031.8616-27.2286,31.8616,-27.2286,C,2.0,l18,DECaLS,0.62,DC,,0.820+/-0.029
DESI-032.0005-17.7739,32.0005,-17.7739,C,2.0,l18,DECaLS,0.88,DC,,0.908+/-0.056
DESI-032.1245-18.3429,32.1245,-18.3429,C,2.0,l18,DECaLS,0.16,DC,0.5606,nan
DESI-032.1994+01.7689,32.1994,1.7689,C,2.0,shielded,DECaLS,0.58,DC,0.4722,nan
DESI-032.2091-25.0391,32.2091,-25.0391,C,2.5,shielded,DECaLS,0.41,REX,,0.449+/-0.019
DESI-032.2667+04.8088,32.2667,4.8088,C,2.0,shielded,DECaLS,0.21,REX,0.5005,nan
DESI-032.2674+03.6995,32.2674,3.6995,C,2.0,shielded,DECaLS,0.81,REX,0.2888,nan
DESI-032.4773-30.3485,32.4773,-30.3485,C,2.5,l18,DECaLS,0.2,REX,,0.881+/-0.043
DESI-032.6664-00.6421,32.6664,-0.6421,C,2.5,shielded,DECaLS,0.26,REX,0.2544,nan
DESI-032.8213+00.3402,32.8213,0.3402,C,2.0,shielded,DECaLS,0.14,REX,0.6059,nan
DESI-032.8584-16.2274,32.8584,-16.2274,C,2.0,l18,DECaLS,0.6,DC,,0.483+/-0.014
DESI-033.0297+00.2472,33.0297,0.2472,C,2.0,l18,DECaLS,0.85,DC,0.2135,nan
DESI-033.0826+30.5530,33.0826,30.553,C,2.0,l18,DECaLS,0.71,DC,0.5477,nan
DESI-033.1994-05.9312,33.1994,-5.9312,C,2.0,shielded,DECaLS,0.73,REX,0.5022,nan
DESI-033.2069-20.7412,33.2069,-20.7412,C,2.5,l18,DECaLS,0.72,DC,,0.272+/-0.008
DESI-033.5356-12.8859,33.5356,-12.8859,C,2.5,l18,DECaLS,0.27,DC,0.5551,nan
DESI-033.7026-24.8797,33.7026,-24.8797,C,2.5,l18,DECaLS,0.92,DC,,0.803+/-0.035
DESI-033.7174+19.5413,33.7174,19.5413,C,2.0,l18,DECaLS,1.0,REX,0.618,nan
DESI-033.8313-22.6154,33.8313,-22.6154,C,2.5,l18,DECaLS,0.9,DC,,0.390+/-0.014
DESI-034.1856-00.3860,34.1856,-0.386,C,2.5,l18,DECaLS,1.0,DC,0.4583,nan
DESI-034.2874-09.2052,34.2874,-9.2052,C,2.5,shielded,DECaLS,0.82,DC,0.1872,nan
DESI-034.3096-10.0969,34.3096,-10.0969,C,2.5,shielded,DECaLS,0.12,REX,0.6085,nan
DESI-034.3830+20.9523,34.383,20.9523,C,2.0,shielded,DECaLS,0.71,REX,0.5886,nan
DESI-034.5247+26.6007,34.5247,26.6007,C,2.0,l18,DECaLS,0.98,DC,,0.460+/-0.040
DESI-034.5314-27.6291,34.5314,-27.6291,C,2.0,shielded,DECaLS,0.32,DC,,0.214+/-0.060
DESI-034.6677-24.8466,34.6677,-24.8466,C,2.0,l18,DECaLS,0.12,REX,,0.752+/-0.100
DESI-034.7239-16.8684,34.7239,-16.8684,C,2.0,l18,DECaLS,0.75,DC,,0.805+/-0.051
DESI-034.8554+05.6438,34.8554,5.6438,C,2.5,l18,DECaLS,0.13,DC,0.6785,nan
DESI-034.9126-17.6882,34.9126,-17.6882,C,2.5,l18,DECaLS,0.95,DC,,0.538+/-0.014
DESI-034.9597-05.9518,34.9597,-5.9518,C,2.0,shielded,DECaLS,0.5,DC,0.6726,nan
DESI-035.0412-28.1798,35.0412,-28.1798,C,2.5,shielded,DECaLS,0.81,DC,,0.305+/-0.008
DESI-035.1949+05.8853,35.1949,5.8853,C,2.0,shielded,DECaLS,0.37,REX,0.6358,nan
DESI-035.2949-23.0878,35.2949,-23.0878,C,2.0,shielded,DECaLS,0.68,DC,,0.267+/-0.011
DESI-035.4007-26.6592,35.4007,-26.6592,C,2.5,l18,DECaLS,0.96,DC,,0.525+/-0.027
DESI-036.0382-16.3869,36.0382,-16.3869,C,2.0,l18,DECaLS,0.67,DC,0.4718,nan
DESI-036.0573+19.8696,36.0573,19.8696,C,2.5,l18,DECaLS,0.16,DC,,0.847+/-0.144
DESI-036.0992+02.4337,36.0992,2.4337,C,2.0,l18,DECaLS,0.84,DC,0.4826,nan
DESI-036.1196-25.0390,36.1196,-25.039,C,2.0,l18,DECaLS,0.15,DC,,0.534+/-0.013
DESI-036.3834-04.8500,36.3834,-4.85,C,2.0,shielded,DECaLS,0.15,REX,0.6087,nan
DESI-036.7384-29.3340,36.7384,-29.334,C,2.5,l18,DECaLS,0.98,DC,,0.567+/-0.046
DESI-036.8067+29.5796,36.8067,29.5796,C,2.5,l18,DECaLS,0.96,DC,0.4507,nan
DESI-037.2442-17.2723,37.2442,-17.2723,C,2.0,l18,DECaLS,1.0,REX,,0.868+/-0.064
DESI-037.3509+10.2791,37.3509,10.2791,C,2.0,l18,DECaLS,0.77,DC,,0.695+/-0.035
DESI-037.5061-20.9108,37.5061,-20.9108,C,2.0,l18,DECaLS,0.98,DC,,0.536+/-0.031
DESI-037.6346-24.1463,37.6346,-24.1463,C,2.0,l18,DECaLS,0.62,DC,,0.622+/-0.015
DESI-037.6589-01.8803,37.6589,-1.8803,C,2.5,shielded,DECaLS,0.67,DC,0.2507,nan
DESI-037.7099-17.5029,37.7099,-17.5029,C,2.0,l18,DECaLS,0.92,REX,,0.816+/-0.051
DESI-038.0192-17.6864,38.0192,-17.6864,C,2.0,shielded,DECaLS,0.47,DC,0.4523,nan
DESI-038.3831-03.4670,38.3831,-3.467,C,2.5,l18,DECaLS,0.51,DC,0.5494,nan
DESI-038.7280-30.9373,38.728,-30.9373,C,2.0,l18,DECaLS,0.99,REX,,0.794+/-0.183
DESI-038.8158-17.1581,38.8158,-17.1581,C,2.5,shielded,DECaLS,0.27,REX,0.6773,nan
DESI-039.2176-31.8548,39.2176,-31.8548,C,2.0,l18,DECaLS,0.31,DC,,0.401+/-0.010
DESI-039.3484-30.2921,39.3484,-30.2921,C,2.5,l18,DECaLS,0.97,DC,,0.545+/-0.019
DESI-039.6138-15.5779,39.6138,-15.5779,C,2.0,l18,DECaLS,0.11,DC,,0.732+/-0.032
DESI-039.8085-03.7403,39.8085,-3.7403,C,2.5,l18,DECaLS,0.81,DC,,0.686+/-0.046
DESI-039.9312-24.9308,39.9312,-24.9308,C,2.5,l18,DECaLS,0.78,DC,,0.661+/-0.016
DESI-039.9863-27.1208,39.9863,-27.1208,C,2.5,l18,DECaLS,0.88,DC,,0.521+/-0.033
DESI-040.0268-11.4252,40.0268,-11.4252,C,2.5,shielded,DECaLS,0.98,REX,,0.696+/-0.041
DESI-040.1730-21.4503,40.173,-21.4503,C,2.5,l18,DECaLS,0.91,DC,,0.327+/-0.012
DESI-040.6738-21.1358,40.6738,-21.1358,C,2.5,shielded,DECaLS,0.14,REX,,0.317+/-0.026
DESI-041.1156-28.6150,41.1156,-28.615,C,2.5,l18,DECaLS,1.0,DC,,0.476+/-0.012
DESI-041.4712-05.9667,41.4712,-5.9667,C,2.5,l18,DECaLS,0.92,DC,0.5731,nan
DESI-042.0215-18.9309,42.0215,-18.9309,C,2.0,shielded,DECaLS,0.46,DC,,0.417+/-0.036
DESI-042.0940+02.7825,42.094,2.7825,C,2.5,l18,DECaLS,0.96,REX,0.3859,nan
DESI-042.1344-12.1016,42.1344,-12.1016,C,2.5,l18,DECaLS,0.98,REX,,0.835+/-0.102
DESI-042.1475-12.1625,42.1475,-12.1625,C,2.0,shielded,DECaLS,0.86,DC,,0.405+/-0.016
DESI-042.2120-27.3537,42.212,-27.3537,C,2.0,shielded,DECaLS,0.76,DC,,0.234+/-0.008
DESI-043.3406-05.1544,43.3406,-5.1544,C,2.0,shielded,DECaLS,0.34,DC,0.5834,nan
DESI-043.3785-12.6509,43.3785,-12.6509,C,2.0,shielded,DECaLS,0.87,DC,,0.746+/-0.048
DESI-043.8215-16.6815,43.8215,-16.6815,C,2.5,l18,DECaLS,1.0,DC,0.5032,nan
DESI-044.0165+00.3311,44.0165,0.3311,C,2.0,shielded,DECaLS,0.25,REX,0.6462,nan
DESI-044.2789-16.7736,44.2789,-16.7736,C,2.0,shielded,DECaLS,0.41,DC,,0.368+/-0.010
DESI-044.3388-28.8952,44.3388,-28.8952,C,2.0,shielded,DECaLS,0.36,DC,,0.939+/-0.108
DESI-044.4764-23.3071,44.4764,-23.3071,C,2.5,shielded,DECaLS,0.33,REX,,0.283+/-0.046
DESI-044.5307-13.8106,44.5307,-13.8106,C,2.0,l18,DECaLS,0.35,DC,,0.672+/-0.082
DESI-044.7621-07.8029,44.7621,-7.8029,C,2.0,shielded,DECaLS,0.75,DC,0.6841,nan
DESI-044.9661-38.8328,44.9661,-38.8328,C,2.0,shielded,DECaLS,0.41,REX,,0.660+/-0.089
DESI-044.9848-10.2476,44.9848,-10.2476,C,2.5,shielded,DECaLS,0.95,REX,,0.433+/-0.027
DESI-044.9857-26.8724,44.9857,-26.8724,C,2.0,l18,DECaLS,1.0,DC,,0.445+/-0.009
DESI-045.0813+04.4270,45.0813,4.427,C,2.0,shielded,DECaLS,0.23,REX,0.3044,nan
DESI-045.2324-10.9787,45.2324,-10.9787,C,2.0,l18,DECaLS,0.95,DC,,0.474+/-0.152
DESI-045.5432-22.6720,45.5432,-22.672,C,2.5,l18,DECaLS,1.0,DC,,0.465+/-0.055
DESI-045.8553-22.9291,45.8553,-22.9291,C,2.5,l18,DECaLS,1.0,DC,,0.531+/-0.038
DESI-045.8714+03.7781,45.8714,3.7781,C,2.0,l18,DECaLS,0.97,DC,0.5305,nan
DESI-046.5824-13.5938,46.5824,-13.5938,C,2.5,l18,DECaLS,0.86,DC,,0.708+/-0.032
DESI-046.6654-27.6075,46.6654,-27.6075,C,2.5,l18,DECaLS,1.0,DC,,0.421+/-0.062
DESI-046.6785-28.5384,46.6785,-28.5384,C,2.5,l18,DECaLS,0.18,DC,,0.544+/-0.021
DESI-046.7377-23.3925,46.7377,-23.3925,C,2.5,l18,DECaLS,0.91,DC,,0.555+/-0.042
DESI-046.8383-24.2794,46.8383,-24.2794,C,2.5,shielded,DECaLS,0.27,DC,,0.484+/-0.036
DESI-047.7104-21.2200,47.7104,-21.22,C,2.5,shielded,DECaLS,0.61,DC,,0.571+/-0.059
DESI-047.9174-07.5180,47.9174,-7.518,C,2.0,shielded,DECaLS,0.42,DC,0.441,nan
DESI-048.2870-16.4246,48.287,-16.4246,C,2.5,l18,DECaLS,0.91,DC,,0.358+/-0.066
DESI-048.6940-13.7434,48.694,-13.7434,C,2.5,shielded,DECaLS,0.77,DC,0.6225,nan
DESI-048.8942-27.2465,48.8942,-27.2465,C,2.0,l18,DECaLS,0.5,DC,,0.633+/-0.084
DESI-049.0800-28.8885,49.08,-28.8885,C,2.5,l18,DECaLS,0.68,DC,,0.426+/-0.010
DESI-049.1543-26.8148,49.1543,-26.8148,C,2.0,shielded,DECaLS,0.44,DC,,0.690+/-0.036
DESI-049.2052-18.0014,49.2052,-18.0014,C,2.0,shielded,DECaLS,0.8,DC,,0.208+/-0.047
DESI-049.3327-30.1661,49.3327,-30.1661,C,2.5,l18,DECaLS,0.94,DC,,0.523+/-0.017
DESI-049.3356-26.6664,49.3356,-26.6664,C,2.0,l18,DECaLS,1.0,DC,,0.310+/-0.012
DESI-049.4146-27.3320,49.4146,-27.332,C,2.0,shielded,DECaLS,0.1,REX,,0.501+/-0.172
DESI-049.4239-21.3050,49.4239,-21.305,C,2.5,shielded,DECaLS,0.97,DC,,0.475+/-0.011
DESI-049.7786-27.6615,49.7786,-27.6615,C,2.5,l18,DECaLS,1.0,DC,,0.678+/-0.079
DESI-049.7855-07.5011,49.7855,-7.5011,C,2.5,l18,DECaLS,1.0,DC,0.4757,nan
DESI-049.9132-21.1511,49.9132,-21.1511,C,2.5,shielded,DECaLS,0.65,DC,,0.628+/-0.026
DESI-050.1173-29.0147,50.1173,-29.0147,C,2.0,shielded,DECaLS,0.77,DC,,0.740+/-0.064
DESI-050.2069-21.4455,50.2069,-21.4455,C,2.0,shielded,DECaLS,0.52,DC,,0.700+/-0.018
DESI-050.3265-22.2543,50.3265,-22.2543,C,2.5,shielded,DECaLS,0.27,DC,,0.535+/-0.046
DESI-051.0021-27.1917,51.0021,-27.1917,C,2.0,l18,DECaLS,0.99,DC,,0.704+/-0.039
DESI-051.2450-11.5876,51.245,-11.5876,C,2.5,l18,DECaLS,1.0,DC,,0.424+/-0.045
DESI-051.4779-17.1685,51.4779,-17.1685,C,2.0,l18,DECaLS,0.83,REX,,0.867+/-0.122
DESI-051.5965-25.8119,51.5965,-25.8119,C,2.0,shielded,DECaLS,0.37,REX,,0.713+/-0.036
DESI-051.6476-25.0483,51.6476,-25.0483,C,2.5,shielded,DECaLS,0.31,DC,,0.668+/-0.056
DESI-051.7081-00.7311,51.7081,-0.7311,C,2.5,l18,DECaLS,0.86,DC,0.1742,nan
DESI-052.0458-31.5770,52.0458,-31.577,C,2.0,shielded,DECaLS,0.76,DC,,0.641+/-0.059
DESI-052.3736-18.6378,52.3736,-18.6378,C,2.0,l18,DECaLS,0.16,DC,,0.636+/-0.016
DESI-052.4307-32.1849,52.4307,-32.1849,C,2.0,l18,DECaLS,0.23,REX,,0.816+/-0.074
DESI-052.5899+00.6691,52.5899,0.6691,C,2.5,l18,DECaLS,0.34,DC,0.492,nan
